Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6
ENSG00000109332,UBE2D3,155,-0.3288,273,0.66479,196,0.07916,184,-0.0455,129,-0.6372
ENSG00000145354,CISD2,81,-0.6158,81,-0.6229,156,0.66208,117,-0.0034,114,-0.0535
ENSG00000168772,CXXC4,32,-1.0784,49,-0.3584,24,-1.7279,84,0.55933,155,1.85482
ENSG00000164022,AIMP1,140,2.05631,60,0.27436,35,-0.7584,10,-2.5483,27,-1.0171
ENSG00000138801,PAPSS1,115,0.51000,29,-1.7632,119,0.76176,55,-0.7459,82,-0.0992
ENSG00000109475,RPL34,997,0.47969,1039,0.55614,547,-0.6700,659,-0.2476,784,0.04879
ENSG00000198856,OSTC,18,-1.8324,56,-0.0297,81,0.86946,56,-0.0258,48,-0.2800
ENSG00000164089,ETNPPL,47,-0.0147,135,2.14470,30,-0.9156,12,-2.1084,32,-0.6713
ENSG00000123739,PLA2G12A,78,0.53263,24,-1.3750,64,0.25525,71,0.35952,43,-0.4712
ENSG00000174720,LARP7,122,0.55914,104,0.27875,54,-0.9719,108,0.34325,92,0.05092
ENSG00000145362,ANK2,280,-1.3030,542,-0.2409,875,0.81105,663,0.10467,509,-0.3456
ENSG00000145349,CAMK2D,75,-0.4173,90,-0.1157,72,-0.5885,99,0.05475,169,1.04681
ENSG00000174607,UGT8,249,3.90524,19,-1.7112,19,-1.9248,11,-2.5391,14,-2.1531
ENSG00000269893,SNHG8,66,-0.2184,92,0.35878,90,0.40448,13,-2.7351,100,0.51095
ENSG00000164096,C4orf3,320,0.45992,287,0.26313,150,-0.9803,266,0.12957,310,0.40163
ENSG00000164111,ANXA5,182,1.04586,106,0.04819,98,-0.1183,46,-1.2962,90,-0.2294
ENSG00000138688,KIAA1109,139,0.28893,69,-0.8758,105,-0.2478,111,-0.1046,179,0.75403
ENSG00000164070,HSPA4L,100,-1.1439,104,-1.0883,167,-0.3859,372,1.14485,300,0.71883
ENSG00000164040,PGRMC2,82,-0.5340,85,-0.4760,102,-0.2013,153,0.54796,151,0.52617
ENSG00000077684,JADE1,56,-0.0708,62,0.09656,27,-1.4307,92,0.82716,86,0.70227
ENSG00000138650,PCDH10,82,-0.7207,82,-0.7169,132,0.09704,110,-0.2290,219,1.02377
ENSG00000109390,NDUFC1,118,-0.9842,171,-0.3876,286,0.67062,158,-0.5196,271,0.41034
ENSG00000164134,NAA15,68,0.40862,65,0.30908,25,-1.4650,96,1.05691,47,-0.2442
ENSG00000153130,SCOC,254,-1.2930,385,-0.6345,761,0.71996,522,-0.1277,688,0.35830
ENSG00000109436,TBC1D9,23,-2.3368,77,-0.4353,138,0.76250,110,0.16096,115,0.24301
ENSG00000153147,SMARCA5,173,0.26095,125,-0.2885,108,-0.6526,236,0.84132,144,-0.0611
ENSG00000164163,ABCE1,66,0.47568,27,-0.9934,56,0.25538,42,-0.3016,54,0.11218
ENSG00000145425,RPS3A,683,0.27985,774,0.50747,470,-0.4402,329,-0.9432,768,0.49395
ENSG00000109670,FBXW7,43,-1.0846,105,0.39175,72,-0.3187,135,0.85892,78,-0.1400
ENSG00000109654,TRIM2,363,0.39578,164,-0.9453,290,-0.0078,396,0.55272,242,-0.3132
ENSG00000164114,MAP9,185,-1.0061,260,-0.4576,248,-0.6425,610,1.08388,496,0.67482
ENSG00000061918,GUCY1B1,152,-0.8711,163,-0.7552,248,-0.0760,372,0.67061,358,0.59742
ENSG00000109738,GLRB,54,-1.7951,112,-0.6568,143,-0.3084,269,0.88618,275,0.92650
ENSG00000120251,GRIA2,90,-0.7050,111,-0.3691,100,-0.6458,211,0.77533,215,0.80879
ENSG00000164124,TMEM144,491,3.65864,14,-3.2204,46,-1.6673,41,-1.6206,44,-1.5115
ENSG00000171497,PPID,34,-1.2194,56,-0.4478,83,0.27520,90,0.37196,93,0.41429
ENSG00000109756,RAPGEF2,21,-1.6992,59,-0.0396,35,-1.0784,50,-0.3188,164,2.02930
ENSG00000168843,FSTL5,23,-1.5843,33,-1.0655,62,-0.0404,146,1.65392,51,-0.3350
ENSG00000109466,KLHL2,71,0.46323,46,-0.2941,55,0.00584,55,0.01874,46,-0.2860
ENSG00000052802,MSMO1,164,-0.4542,108,-1.1251,308,0.86863,275,0.43816,126,-0.8774
ENSG00000109472,CPE,741,-0.6653,1163,0.09188,785,-0.6853,1641,0.72083,1504,0.55603
ENSG00000196104,SPOCK3,250,0.58930,101,-0.9463,257,0.86569,128,-0.5639,85,-1.2261
ENSG00000145439,CBR4,52,-0.0083,43,-0.3385,57,0.21346,78,0.73790,25,-1.1925
ENSG00000109572,CLCN3,119,-0.6633,152,-0.2620,185,0.10180,308,1.02842,112,-0.7544
ENSG00000164106,SCRG1,310,1.82143,219,1.04649,53,-1.5983,29,-2.2709,84,-0.6648
ENSG00000150625,GPM6A,706,-0.3283,715,-0.3074,270,-2.0904,1244,0.67441,1936,1.59380
ENSG00000129128,SPCS3,59,-0.2315,67,-0.0103,62,-0.1939,51,-0.4727,105,0.80274
ENSG00000173320,STOX2,64,-0.5331,56,-0.7563,70,-0.4695,113,0.44182,156,1.05655
ENSG00000151729,SLC25A4,163,-1.4025,315,-0.3534,386,-0.0115,559,0.65906,519,0.51888
ENSG00000109536,FRG1,88,0.22415,33,-1.3585,83,0.14512,81,0.07771,97,0.39246
ENSG00000073578,SDHA,57,-1.4127,105,-0.4410,131,-0.0882,200,0.69227,195,0.63988
ENSG00000249915,PDCD6,74,-0.6661,81,-0.5243,101,-0.1794,185,0.94513,120,0.15073
ENSG00000180104,EXOC3,56,-0.8443,115,0.37562,85,-0.1724,96,0.06603,119,0.43904
ENSG00000171368,TPPP,252,0.10113,192,-0.3588,192,-0.4312,323,0.55152,272,0.24181
ENSG00000049656,CLPTM1L,39,-1.2159,61,-0.5271,100,0.42989,135,0.88506,63,-0.4638
ENSG00000145494,NDUFS6,147,-0.7303,314,0.57213,260,0.29315,147,-0.7388,242,0.09790
ENSG00000133398,MED10,45,-1.0170,34,-1.4620,145,1.42447,79,-0.1219,58,-0.6350
ENSG00000215218,UBE2QL1,41,-1.7778,109,-0.2297,83,-0.8156,233,1.17968,199,0.85871
ENSG00000145545,SRD5A1,24,-1.6365,34,-1.1120,114,1.31833,91,0.51572,31,-1.2499
ENSG00000078295,ADCY2,61,-1.1506,81,-0.7042,194,1.11836,70,-0.9477,144,0.26338
ENSG00000112902,SEMA5A,64,-0.1427,33,-1.1933,18,-2.3684,216,2.41313,67,-0.0477
ENSG00000150753,CCT5,77,-1.5574,165,-0.3486,271,0.68728,155,-0.4476,275,0.55188
ENSG00000145495,MARCH6,228,-0.6957,244,-0.5838,341,-0.0253,474,0.56829,444,0.44679
ENSG00000169862,CTNND2,187,-0.1782,309,0.72129,166,-0.4594,207,-0.0062,210,0.02510
ENSG00000154122,ANKH,148,-0.0470,89,-0.8950,111,-0.6334,347,1.60624,108,-0.5731
ENSG00000154153,RETREG1,100,-0.0954,56,-1.0372,128,0.42453,181,0.99071,43,-1.4653
ENSG00000145555,MYO10,229,2.50062,91,0.42325,22,-2.1368,3,-4.4545,63,-0.2207
ENSG00000176788,BASP1,368,-1.5509,830,-0.2487,1220,0.55458,1143,0.30693,981,0.03705
ENSG00000145526,CDH18,29,-1.5919,47,-0.8040,124,1.20053,118,0.76183,21,-2.0176
ENSG00000113384,GOLPH3,61,-0.1351,78,0.28900,53,-0.4492,69,0.09612,81,0.37001
ENSG00000056097,ZFR,132,0.42672,106,0.03913,81,-0.5038,114,0.17305,108,0.06447
ENSG00000113387,SUB1,200,-1.2006,278,-0.6733,590,0.83700,460,0.17576,381,-0.1530
ENSG00000168724,DNAJC21,68,0.01486,38,-0.9178,70,0.08222,96,0.64163,61,-0.1554
ENSG00000164187,LMBRD2,47,-1.1410,83,-0.2339,94,-0.0436,203,1.44816,52,-0.9840
ENSG00000079215,SLC1A3,160,0.28892,359,1.97017,44,-2.0268,58,-1.3735,149,0.16679
ENSG00000113594,LIFR,99,0.84883,55,-0.2012,37,-1.0241,95,0.77597,50,-0.3632
ENSG00000145592,RPL37,1151,1.04933,809,0.37447,436,-0.8077,294,-1.3071,803,0.36135
ENSG00000182836,PLCXD3,65,-1.3774,68,-1.3143,316,2.15141,107,-0.5964,43,-1.9974
ENSG00000083720,OXCT1,65,-0.9126,103,-0.1522,131,0.32634,86,-0.4582,162,0.65128
ENSG00000250722,SELENOP,913,3.69175,44,-2.4672,55,-2.3696,36,-2.7490,160,-0.4595
ENSG00000112972,HMGCS1,112,-1.7287,267,-0.3509,481,0.92828,458,0.59685,173,-1.0565
ENSG00000172239,PAIP1,104,0.23240,81,-0.2042,74,-0.4165,136,0.72392,77,-0.2850
ENSG00000164172,MOCS2,38,-1.2251,71,-0.2283,103,0.56166,95,0.28995,75,-0.1328
ENSG00000164258,NDUFS4,58,-0.4007,75,0.03401,73,-0.0297,84,0.22213,80,0.13954
ENSG00000039123,MTREX,38,-0.6767,32,-0.9157,29,-1.2718,104,1.12481,109,1.21925
ENSG00000067113,PLPP1,62,0.08806,34,-0.9182,73,0.47725,108,1.11395,5,-3.5769
ENSG00000134352,IL6ST,131,-0.0125,141,0.11286,94,-0.6705,117,-0.1976,213,0.88095
ENSG00000062194,GPBP1,107,0.44929,95,0.24148,68,-0.4115,61,-0.5235,99,0.31229
ENSG00000152932,RAB3C,113,-2.2403,306,-0.7031,777,1.31784,439,-0.1047,387,-0.3173
ENSG00000164182,NDUFAF2,60,-0.4866,58,-0.5526,79,-0.0540,145,1.08790,64,-0.3986
ENSG00000068796,KIF2A,70,0.07936,34,-1.0920,92,0.76340,55,-0.3266,57,-0.2596
ENSG00000113595,TRIM23,54,-0.7408,31,-1.5985,78,-0.1809,132,0.79638,137,0.86708
ENSG00000197860,SGTB,69,-0.5865,92,-0.1039,93,-0.0980,163,0.94155,76,-0.4251
ENSG00000112851,ERBIN,228,1.60872,103,0.04202,66,-0.8327,9,-3.6987,130,0.46227
ENSG00000153914,SREK1,156,1.21694,93,0.23362,37,-1.4841,75,-0.1501,92,0.21033
ENSG00000069020,MAST4,69,0.10375,71,0.14355,27,-1.6468,96,0.70697,101,0.80049
ENSG00000145675,PIK3R1,116,0.78566,118,0.82018,27,-1.8865,91,0.32950,73,-0.0417
ENSG00000134056,MRPS36,25,-1.5753,46,-0.6416,93,0.75656,96,0.61751,53,-0.4108
ENSG00000273841,TAF9,81,-0.6915,94,-0.4347,205,1.33016,98,-0.3720,51,-1.4076
ENSG00000145734,BDP1,165,1.15221,100,0.20586,39,-1.5474,121,0.54984,71,-0.3916
ENSG00000164326,CARTPT,30,-3.7900,20,-4.4055,1042,6.02171,9,-5.5164,4,-6.7054
ENSG00000131711,MAP1B,4780,-0.3321,3522,-0.8320,6480,0.24253,10515,1.11007,3093,-1.0389
ENSG00000083312,TNPO1,69,-0.5073,72,-0.4389,133,0.84705,93,-0.0180,61,-0.6997
ENSG00000145741,BTF3,193,0.05805,185,-0.0176,205,0.20575,94,-1.1215,239,0.43445
ENSG00000171617,ENC1,58,-2.4440,137,-1.1377,493,1.58193,167,-0.8158,295,0.13144
ENSG00000049860,HEXB,41,-0.6213,41,-0.6087,55,-0.1406,75,0.41709,88,0.70757
ENSG00000164346,NSA2,136,0.15978,102,-0.3455,90,-0.6467,169,0.55087,159,0.43398
ENSG00000198780,FAM169A,37,-1.1652,40,-1.0316,46,-0.9695,100,0.49117,186,1.77406
ENSG00000113161,HMGCR,25,-2.4811,65,-1.0479,178,0.88861,191,0.80637,101,-0.3285
ENSG00000113163,CERT1,94,-0.2152,58,-0.9855,143,0.70550,111,0.07285,88,-0.3167
ENSG00000122012,SV2C,47,-2.5676,122,-1.1230,441,1.63185,166,-0.6310,234,-0.0584
ENSG00000164252,AGGF1,74,0.23001,25,-1.5008,55,-0.3250,56,-0.2396,123,1.19359
ENSG00000113231,PDE8B,46,-0.6269,30,-1.3175,105,1.10730,84,0.39459,34,-1.1195
ENSG00000171530,TBCA,311,-0.4528,395,-0.0484,582,0.87093,258,-0.7564,309,-0.4599
ENSG00000085365,SCAMP1,157,-0.5302,128,-0.8691,203,-0.1305,362,0.95359,242,0.20114
ENSG00000039319,ZFYVE16,131,1.67988,43,-0.4316,31,-1.1124,23,-1.3844,74,0.50728
ENSG00000145687,SSBP2,56,-0.8121,76,-0.3045,57,-0.9267,166,1.12227,135,0.71225
ENSG00000186468,RPS23,685,0.49558,668,0.44820,413,-0.4671,292,-0.9509,642,0.37797
ENSG00000174695,TMEM167A,124,-0.3486,126,-0.3257,185,0.44704,156,0.04637,137,-0.1791
ENSG00000164176,EDIL3,649,1.48484,167,-0.9753,259,-0.3152,214,-0.5717,259,-0.2552
ENSG00000127184,COX7C,675,-0.7746,991,-0.1389,1397,0.61245,828,-0.4418,1161,0.13456
ENSG00000145715,RASA1,22,-1.4752,53,-0.0829,75,0.70380,43,-0.4412,66,0.29314
ENSG00000175745,NR2F1,66,-1.0089,198,0.88627,23,-2.8677,159,0.47025,263,1.48327
ENSG00000198677,TTC37,81,-0.0022,74,-0.1656,114,0.79813,56,-0.6045,49,-0.8335
ENSG00000118985,ELL2,73,0.29569,21,-1.7089,99,1.19204,4,-4.1927,75,0.33269
ENSG00000175426,PCSK1,11,-3.0009,52,-0.6327,141,1.71661,81,0.11356,28,-1.6023
ENSG00000153113,CAST,94,-0.4122,60,-1.1399,191,1.14832,137,0.22536,51,-1.3888
ENSG00000113441,LNPEP,61,-0.5988,45,-1.0927,93,0.14436,138,0.83049,94,0.12776
ENSG00000174136,RGMB,51,-2.0666,111,-0.8735,257,0.73139,76,-1.4704,380,1.33344
ENSG00000174132,FAM174A,49,-0.4897,39,-0.8854,98,0.95995,63,-0.0848,50,-0.4733
ENSG00000145730,PAM,113,-1.7521,209,-0.7889,430,0.56786,490,0.67950,347,0.05400
ENSG00000145743,FBXL17,50,-0.8319,59,-0.5763,67,-0.4452,101,0.34390,155,1.16543
ENSG00000198961,PJA2,287,-0.9633,371,-0.5511,494,-0.0890,778,0.75145,665,0.45541
ENSG00000164209,SLC25A46,30,-1.9456,49,-1.1914,149,0.93445,66,-0.7026,166,0.90189
ENSG00000134982,APC,159,0.04843,162,0.07972,184,0.39787,113,-0.5232,125,-0.3599
ENSG00000153037,SRP19,67,-0.0450,72,0.06247,84,0.44608,41,-0.8644,67,-0.0629
ENSG00000129625,REEP5,208,-1.3168,348,-0.4949,367,-0.4954,954,1.36585,559,0.31710
ENSG00000152503,TRIM36,93,-0.1876,27,-2.1509,190,1.62262,87,-0.3153,39,-1.5773
ENSG00000134970,TMED7,77,-0.0270,69,-0.2126,73,-0.1540,84,0.11759,94,0.32543
ENSG00000129596,CDO1,29,-1.2265,76,0.36623,61,-0.0016,68,0.17380,73,0.31419
ENSG00000145782,ATG12,61,0.02179,30,-1.1616,89,0.94303,47,-0.4214,47,-0.4320
ENSG00000177879,AP3S1,30,-2.1452,27,-2.3104,194,1.25500,177,0.73173,88,-0.4908
ENSG00000133835,HSD17B4,111,0.11921,93,-0.1767,80,-0.5244,169,0.90111,88,-0.2811
ENSG00000205302,SNX2,71,-0.0064,49,-0.6283,86,0.44079,25,-1.6674,109,0.78174
ENSG00000151292,CSNK1G3,32,-0.9439,41,-0.5522,51,-0.2088,114,1.33267,50,-0.1936
ENSG00000164904,ALDH7A1,57,0.35590,93,1.30324,37,-0.4651,17,-1.5831,38,-0.3299
ENSG00000164902,PHAX,72,-0.2573,100,0.31429,58,-0.7226,120,0.64932,94,0.19401
ENSG00000164241,C5orf63,1261,1.38796,754,0.37094,95,-3.1865,592,-0.0561,871,0.63940
ENSG00000064651,SLC12A2,493,3.08184,35,-2.0699,65,-1.3083,44,-1.7217,78,-0.8374
ENSG00000169567,HINT1,307,-1.2753,517,-0.4375,1003,0.99141,465,-0.6128,727,0.14250
ENSG00000186687,LYRM7,88,0.23381,96,0.38194,63,-0.4036,65,-0.2831,87,0.20545
ENSG00000158985,CDC42SE2,115,0.45876,113,0.43384,85,-0.1007,38,-1.3792,97,0.15659
ENSG00000164398,ACSL6,57,-1.2167,97,-0.3600,147,0.46334,202,0.95496,71,-0.8722
ENSG00000113522,RAD50,111,0.22844,109,0.20059,99,0.03591,67,-0.6303,99,0.03410
ENSG00000131437,KIF3A,373,-0.5749,311,-0.8682,572,0.18863,840,0.86210,483,-0.1437
ENSG00000164402,SEPTIN8,451,1.57109,145,-0.5498,146,-0.6471,162,-0.3717,158,-0.4056
ENSG00000164405,UQCRQ,289,-0.6390,423,-0.0019,600,0.83693,288,-0.6443,342,-0.3640
ENSG00000072364,AFF4,66,-0.5601,78,-0.2856,85,-0.1524,132,0.65083,105,0.23329
ENSG00000170606,HSPA4,72,-1.5580,115,-0.8227,228,0.43080,209,0.18049,280,0.71700
ENSG00000213585,VDAC1,82,-2.1572,232,-0.5493,406,0.53998,451,0.60898,351,0.15534
ENSG00000113558,SKP1,485,-0.9547,665,-0.4420,1068,0.48568,860,-0.0091,1040,0.32677
ENSG00000113575,PPP2CA,163,-0.9488,198,-0.6317,342,0.38271,363,0.40169,327,0.21278
ENSG00000119048,UBE2B,83,-0.8897,100,-0.6034,206,0.87935,149,0.06705,115,-0.3711
ENSG00000237190,CDKN2AIPNL,33,-0.8545,44,-0.3860,62,0.25315,51,-0.1432,81,0.66654
ENSG00000043143,JADE2,55,-0.3388,53,-0.3860,46,-0.7410,78,0.26910,124,1.14221
ENSG00000152700,SAR1B,133,1.25431,33,-1.1695,39,-1.0915,55,-0.3709,112,0.89699
ENSG00000164615,CAMLG,61,-1.6995,179,0.02383,219,0.49606,191,0.13190,191,0.13151
ENSG00000145833,DDX46,85,0.58828,66,0.14161,28,-1.4281,121,1.29050,37,-0.8025
ENSG00000181904,C5orf24,93,0.63648,55,-0.2938,64,-0.0603,46,-0.6061,72,0.15706
ENSG00000113621,TXNDC15,74,-0.1119,48,-0.8090,78,-0.0201,71,-0.1815,124,0.82209
ENSG00000113648,H2AFY,96,-0.8069,151,-0.0612,147,-0.1260,175,0.19414,222,0.62836
ENSG00000145824,CXCL14,35,-0.7001,140,1.96245,9,-3.0461,34,-0.7305,92,1.01412
ENSG00000152377,SPOCK1,162,-0.7573,86,-1.7404,481,1.74494,206,-0.3692,118,-1.2542
ENSG00000177733,HNRNPA0,104,-0.8833,191,0.12256,153,-0.3235,278,0.81194,190,0.11488
ENSG00000031003,FAM13B,52,-0.8557,65,-0.5040,77,-0.2779,118,0.52897,138,0.82010
ENSG00000132563,REEP2,110,-1.7380,244,-0.4750,404,0.50701,497,0.77776,286,-0.2157
ENSG00000120705,ETF1,34,-1.2183,46,-0.7608,114,1.10316,60,-0.3351,70,-0.0643
ENSG00000113013,HSPA9,247,-0.3594,195,-0.7470,330,0.17803,515,0.96834,212,-0.6066
ENSG00000044115,CTNNA1,142,0.71220,77,-0.3582,51,-1.1961,66,-0.6292,187,1.26498
ENSG00000120727,PAIP2,187,-1.0818,263,-0.5358,484,0.68233,394,0.14815,361,-0.0084
ENSG00000170464,DNAJC18,62,-0.3166,44,-0.8551,43,-1.0751,153,1.37346,102,0.57030
ENSG00000131508,UBE2D2,93,-0.4665,136,0.17769,155,0.53489,66,-1.0248,132,0.12931
ENSG00000171604,CXXC5,171,0.01005,141,-0.3109,147,-0.2966,137,-0.3593,275,0.88220
ENSG00000146005,PSD2,64,-0.3005,153,1.30032,33,-1.5625,81,0.09176,97,0.40895
ENSG00000185129,PURA,195,1.00864,148,0.48021,73,-0.8511,103,-0.1553,85,-0.4766
ENSG00000182700,IGIP,51,-1.1564,143,0.56275,82,-0.4957,130,0.39012,138,0.49737
ENSG00000120306,CYSTM1,56,-1.3458,143,0.19680,227,1.53730,38,-1.9090,75,-0.8809
ENSG00000113068,PFDN1,51,-1.4105,66,-1.0142,149,0.44735,193,0.83484,126,0.05078
ENSG00000131503,ANKHD1,109,0.81647,93,0.52356,41,-1.0152,54,-0.4080,78,0.20097
ENSG00000131495,NDUFA2,156,-0.7896,212,-0.2901,315,0.52187,250,-0.0108,259,0.05681
ENSG00000113141,IK,138,0.97220,80,-0.0356,48,-1.0301,94,0.25298,81,-0.0090
ENSG00000170445,HARS,65,-1.0249,92,-0.4702,127,0.08841,221,1.10820,100,-0.3454
ENSG00000146007,ZMAT2,218,0.47844,157,-0.0961,127,-0.5423,163,-0.0387,206,0.37464
ENSG00000178913,TAF7,101,-0.3268,125,0.04117,90,-0.6166,217,1.06844,110,-0.1759
ENSG00000013561,RNF14,64,-0.5476,65,-0.5184,127,0.88674,61,-0.6015,85,-0.0673
ENSG00000113552,GNPDA1,34,-0.8661,42,-0.5017,76,0.65856,95,0.93640,20,-1.6619
ENSG00000131507,NDFIP1,296,-1.5047,516,-0.6277,822,0.20077,1129,0.74296,918,0.35628
ENSG00000113578,FGF1,419,1.66349,113,-0.7666,235,0.62629,33,-2.6516,43,-2.2436
ENSG00000145819,ARHGAP26,59,-0.1525,42,-0.7268,64,-0.0279,110,0.97576,50,-0.4417
ENSG00000113580,NR3C1,86,0.91540,52,0.01202,51,-0.0219,34,-0.7136,37,-0.5578
ENSG00000145817,YIPF5,77,-0.4358,51,-1.1149,126,0.53780,134,0.51789,86,-0.2561
ENSG00000133706,LARS,98,0.10996,70,-0.4496,101,0.20371,74,-0.3615,108,0.27302
ENSG00000113649,TCERG1,76,0.44211,48,-0.3741,27,-1.4555,90,0.74598,88,0.71599
ENSG00000156475,PPP2R2B,67,-1.1259,96,-0.5615,172,0.58816,191,0.64157,104,-0.4232
ENSG00000113657,DPYSL3,86,-1.6936,164,-0.6761,424,1.42730,189,-0.4423,190,-0.4369
ENSG00000113712,CSNK1A1,124,-0.9009,231,0.12510,227,0.11878,272,0.41690,208,-0.0534
ENSG00000182578,CSF1R,93,0.82978,133,1.58333,9,-3.1545,39,-0.6676,70,0.30398
ENSG00000070814,TCOF1,68,0.50853,43,-0.2898,54,0.12171,38,-0.4666,48,-0.0797
ENSG00000019582,CD74,683,1.61723,508,0.97707,122,-1.6694,95,-1.8369,266,-0.1986
ENSG00000164587,RPS14,852,0.73998,716,0.41313,378,-0.8093,359,-0.7625,721,0.42654
ENSG00000070614,NDST1,114,1.26485,15,-2.1076,31,-1.1836,62,0.09837,96,0.91827
ENSG00000132912,DCTN4,55,-0.7433,74,-0.2737,108,0.50387,99,0.24459,75,-0.2390
ENSG00000211445,GPX3,128,-1.7721,238,-0.8120,769,1.96110,304,-0.4095,118,-1.8988
ENSG00000197043,ANXA6,165,-1.5457,261,-0.8257,725,1.36877,484,0.21370,212,-1.1501
ENSG00000113140,SPARC,1104,0.88753,1495,1.52715,261,-1.7712,202,-1.9409,764,0.20168
ENSG00000177556,ATOX1,169,-0.3991,205,-0.0727,289,0.71637,176,-0.3269,154,-0.5525
ENSG00000145907,G3BP1,78,0.64717,48,-0.2039,55,0.03736,24,-1.3400,66,0.33280
ENSG00000155506,LARP1,232,-0.6880,266,-0.4670,491,0.80535,386,0.16631,239,-0.6428
ENSG00000055163,CYFIP2,104,-1.6444,268,-0.1384,310,0.14618,447,0.78620,302,0.06925
ENSG00000145860,RNF145,68,-0.6144,51,-1.0650,52,-1.2232,205,1.40071,164,0.92513
ENSG00000164332,UBLCP1,33,-1.5274,32,-1.5777,93,0.15253,110,0.43265,157,1.11692
ENSG00000113312,TTC1,86,-1.2143,119,-0.6960,294,1.23556,110,-0.8261,183,0.02063
ENSG00000164609,SLU7,192,0.21300,169,-0.0058,109,-0.8727,228,0.52082,213,0.39522
ENSG00000145864,GABRB2,55,-1.2113,70,-0.8271,13,-3.5847,414,2.88463,127,0.16235
ENSG00000022355,GABRA1,80,-1.8766,245,-0.0875,83,-2.0525,738,2.18300,320,0.37922
ENSG00000113327,GABRG2,125,-1.4563,203,-0.6939,336,0.19755,581,1.19980,263,-0.2634
ENSG00000038274,MAT2B,52,-1.3245,49,-1.3946,113,-0.0633,144,0.37538,229,1.27222
ENSG00000145934,TENM2,29,-1.9550,68,-0.6031,23,-2.5099,75,-0.4494,370,3.06600
ENSG00000188573,FBLL1,33,-1.9424,75,-0.6743,149,0.67362,147,0.47893,119,0.10978
ENSG00000181163,NPM1,151,-0.3578,176,-0.1073,191,0.03984,174,-0.1218,240,0.44201
ENSG00000072803,FBXW11,108,-0.2121,96,-0.4184,119,-0.0557,212,1.01416,81,-0.6932
ENSG00000113719,ERGIC1,69,0.34670,26,-1.2537,56,-0.0184,61,0.12119,72,0.41645
ENSG00000113732,ATP6V0E1,76,-0.5161,72,-0.6006,205,1.95592,16,-2.8625,46,-1.3196
ENSG00000164463,CREBRF,87,0.20893,87,0.21270,42,-1.1667,37,-1.2002,167,1.50348
ENSG00000113742,CPEB4,166,0.77065,84,-0.4364,73,-0.7990,175,0.87021,82,-0.4735
ENSG00000170091,NSG2,190,-1.8417,396,-0.6961,665,0.22283,867,0.66085,825,0.56678
ENSG00000164466,SFXN1,45,-1.4222,95,-0.2511,89,-0.4321,190,1.01613,151,0.56480
ENSG00000145920,CPLX2,146,-1.1421,234,-0.3811,246,-0.3613,527,1.09635,359,0.35840
ENSG00000122203,KIAA1191,82,-0.8196,131,-0.0480,164,0.44698,119,-0.2125,149,0.16925
ENSG00000146066,HIGD2A,33,-1.0893,67,0.07845,50,-0.5019,86,0.52397,98,0.77843
ENSG00000175416,CLTB,117,-1.2590,188,-0.5010,367,0.90308,231,-0.1537,248,-0.0334
ENSG00000074317,SNCB,203,-1.4184,330,-0.6463,464,-0.1004,823,0.97521,632,0.46908
ENSG00000169230,PRELID1,46,-1.2162,99,0.00633,123,0.51130,112,0.22970,87,-0.2104
ENSG00000113758,DBN1,16,-2.0595,37,-0.8149,51,-0.3211,75,0.39564,129,1.47942
ENSG00000184840,TMED9,70,-0.5310,79,-0.3298,122,0.54884,122,0.42059,62,-0.7312
ENSG00000145912,NHP2,66,-1.0400,123,-0.0164,138,0.24316,82,-0.6803,196,0.83935
ENSG00000197451,HNRNPAB,47,-0.3420,28,-1.1574,74,0.58143,29,-1.1252,94,0.88320
ENSG00000169045,HNRNPH1,111,0.11543,91,-0.2147,63,-0.9588,153,0.70649,140,0.53147
ENSG00000127022,CANX,727,-0.1184,678,-0.2371,585,-0.5794,1083,0.59307,1013,0.46960
ENSG00000161011,SQSTM1,152,-0.8535,157,-0.8029,302,0.38317,319,0.39438,298,0.27304
ENSG00000197226,TBC1D9B,54,-0.4910,45,-0.8001,97,0.69043,48,-0.6717,93,0.44757
ENSG00000113269,RNF130,211,0.64262,79,-1.0280,143,-0.0591,160,0.14472,148,0.00751
ENSG00000050748,MAPK9,96,-1.3480,131,-0.8582,261,0.38230,362,0.91456,211,-0.0763
ENSG00000204628,RACK1,413,0.33955,302,-0.2025,274,-0.4472,388,0.23050,392,0.24496
ENSG00000124570,SERPINB6,99,0.54472,106,0.68440,85,0.35824,13,-2.6112,47,-0.7146
ENSG00000124588,NQO2,54,-0.5444,55,-0.5263,77,0.04585,103,0.56376,85,0.21939
ENSG00000137267,TUBB2A,424,-2.4251,1120,-0.9339,3185,1.22517,2412,0.35846,1493,-0.4682
ENSG00000137285,TUBB2B,425,-0.1710,431,-0.1475,681,0.90259,252,-1.0234,348,-0.5052
ENSG00000112739,PRPF4B,78,-0.0269,79,0.00026,39,-1.3491,118,0.71793,123,0.79500
ENSG00000124783,SSR1,127,-0.3051,73,-1.1964,124,-0.4115,329,1.49726,133,-0.2223
ENSG00000239264,TXNDC5,45,-0.4720,52,-0.2558,54,-0.2339,77,0.43238,80,0.49308
ENSG00000124802,EEF1E1,46,-1.3199,63,-0.8310,107,0.05311,164,0.81110,141,0.52476
