Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000157404,KIT,83,0.40828,3,-4.3134,95,0.62100,95,0.73812,83,0.46627,13,-2.3967,45,-0.5740,51,-0.3758
ENSG00000134851,TMEM165,83,-0.1131,53,-0.8240,56,-0.7378,74,-0.3311,63,-0.6151,309,2.24203,34,-1.4833,86,-0.0572
ENSG00000134852,CLOCK,83,0.87419,66,0.47379,92,1.04286,20,-1.4719,48,-0.0492,10,-2.4287,39,-0.3676,66,0.47853
ENSG00000090989,EXOC1,83,0.16999,20,-2.0261,34,-1.2071,139,1.23293,87,0.26393,42,-0.9002,31,-1.3657,88,0.26646
ENSG00000128050,PAICS,83,-0.0536,168,1.12377,32,-1.4977,70,-0.3672,94,0.15957,103,0.29208,49,-0.8739,97,0.19684
ENSG00000174780,SRP72,83,-0.5458,118,0.00602,105,-0.1902,150,0.44660,164,0.61506,88,-0.4581,84,-0.5391,74,-0.7178
ENSG00000171476,HOPX,83,0.08227,0,-7.5397,205,1.64902,28,-1.6945,78,-0.0180,76,-0.0577,114,0.59219,100,0.37703
ENSG00000047315,POLR2B,1719,4.28618,56,-2.2789,49,-2.4568,131,-1.0976,133,-1.0710,30,-3.1961,51,-2.4095,75,-1.8425
ENSG00000163453,IGFBP7,83,-1.5307,405,0.97430,1311,3.63403,29,-3.2239,36,-2.8900,82,-1.5607,124,-0.9286,121,-0.9633
ENSG00000150471,ADGRL3,83,-0.1467,70,-0.4140,97,0.09559,80,-0.2364,98,0.13432,74,-0.3237,78,-0.2410,154,0.86022
ENSG00000145242,EPHA5,83,0.63980,0,-7.0518,95,0.86792,108,1.31212,57,0.02344,8,-2.8357,24,-1.3157,22,-1.4408
ENSG00000145241,CENPC,83,1.45379,0,-6.3900,50,0.54988,16,-1.2854,18,-1.1550,68,1.09472,19,-0.9401,66,1.03017
ENSG00000033178,UBA6,83,0.90165,61,0.37045,21,-1.2642,36,-0.5116,33,-0.6454,85,0.93007,25,-1.0372,70,0.61259
ENSG00000083896,YTHDC1,83,-0.0478,115,0.47380,122,0.57786,48,-0.9666,65,-0.4812,83,-0.0531,84,-0.0307,144,0.85011
ENSG00000132467,UTP3,83,1.66378,0,-6.2315,27,-0.2440,25,-0.4394,26,-0.3250,41,0.40746,20,-0.6744,44,0.51252
ENSG00000018189,RUFY3,83,-1.8936,102,-1.5937,202,-0.5595,497,1.07450,397,0.60676,296,0.04335,149,-1.0212,259,-0.1666
ENSG00000132463,GRSF1,83,-0.9492,318,1.23318,126,-0.3160,165,0.12774,186,0.35159,104,-0.6171,79,-1.0317,124,-0.3330
ENSG00000173542,MOB1B,83,1.35602,109,1.87514,10,-1.9407,46,0.36787,6,-2.8366,14,-1.5305,14,-1.4379,40,0.10431
ENSG00000156136,DCK,83,1.05557,1,-4.8645,31,-0.5377,49,0.18155,51,0.27120,59,0.47786,27,-0.7799,40,-0.1674
ENSG00000080493,SLC4A4,83,0.02166,282,2.22217,53,-0.6896,25,-1.9080,63,-0.4584,39,-1.1603,93,0.19873,95,0.23891
ENSG00000132466,ANKRD17,83,-0.4951,136,0.28533,131,0.21935,106,-0.1290,111,-0.0427,107,-0.0982,83,-0.4991,166,0.60813
ENSG00000169116,PARM1,83,0.33814,2,-5.0074,42,-0.7223,120,1.13101,124,1.21450,12,-2.5718,12,-2.5310,35,-1.0143
ENSG00000163743,RCHY1,83,0.78516,60,0.22723,50,-0.0611,57,0.16930,46,-0.2004,35,-0.6074,44,-0.2422,39,-0.4342
ENSG00000138769,CDKL2,83,1.75088,10,-1.7095,11,-1.5841,33,0.12666,35,0.25285,24,-0.3655,15,-1.0568,26,-0.2545
ENSG00000138757,G3BP2,83,-2.1986,84,-2.1814,391,0.16073,536,0.79422,614,1.08510,248,-0.5614,184,-1.0186,251,-0.5405
ENSG00000138768,USO1,83,0.14959,60,-0.3812,46,-0.7933,86,0.23888,99,0.49342,92,0.31201,45,-0.8118,63,-0.3045
ENSG00000198301,SDAD1,83,1.29552,20,-0.9988,19,-1.1003,44,0.24340,49,0.42264,18,-1.1943,13,-1.5948,47,0.33101
ENSG00000138760,SCARB2,799,1.89863,138,-1.0571,164,-0.7967,196,-0.5679,239,-0.2297,399,0.62438,140,-1.0382,214,-0.3799
ENSG00000138758,SEPTIN11,83,0.26195,19,-1.9580,195,1.77152,86,0.36575,43,-0.8308,31,-1.2727,55,-0.3822,64,-0.1641
ENSG00000118816,CCNI,83,-2.1729,329,-0.0888,466,0.47633,250,-0.5734,328,-0.1080,582,0.85336,415,0.28602,448,0.41281
ENSG00000138767,CNOT6L,83,1.58243,8,-2.0742,46,0.54088,17,-1.0920,24,-0.5349,13,-1.4233,28,-0.2452,69,1.23981
ENSG00000169288,MRPL1,83,0.62347,67,0.25934,59,0.05082,64,0.22569,53,-0.1288,24,-1.3023,44,-0.3862,57,-0.0082
ENSG00000138756,BMP2K,83,1.40707,75,1.21682,10,-1.9412,18,-1.1961,22,-0.8171,45,0.32871,17,-1.1834,54,0.63659
ENSG00000163291,PAQR3,83,1.53925,22,-0.6352,5,-2.9098,32,-0.0974,36,0.08692,44,0.44139,16,-1.1727,33,-0.0443
ENSG00000249307,LINC01088,83,1.12740,183,2.75137,41,-0.0347,12,-1.9719,0,-6.0640,2,-4.5602,40,-0.1115,50,0.25787
ENSG00000138670,RASGEF1B,83,1.34509,0,-6.4744,11,-1.7864,32,-0.2763,56,0.75455,32,-0.2350,35,-0.1307,38,0.02003
ENSG00000138668,HNRNPD,83,-0.6708,163,0.39527,304,1.48397,107,-0.3105,117,-0.1557,96,-0.4531,91,-0.5371,93,-0.4986
ENSG00000152795,HNRNPDL,83,-1.7050,405,0.77403,344,0.49405,216,-0.2846,268,0.09676,297,0.25620,188,-0.4696,252,-0.0098
ENSG00000145293,ENOPH1,83,-0.7939,101,-0.4971,124,-0.1805,154,0.19456,172,0.40228,235,0.87829,84,-0.7828,106,-0.4247
ENSG00000249242,TMEM150C,83,1.06279,51,0.24606,37,-0.2893,69,0.85847,37,-0.2799,16,-1.5625,18,-1.3708,23,-1.0257
ENSG00000145284,SCD5,83,-2.9244,1205,1.23684,751,0.42031,415,-0.5822,583,0.00721,824,0.57398,478,-0.3091,467,-0.3440
ENSG00000138674,SEC31A,83,-0.0013,36,-1.2966,100,0.29705,110,0.52194,118,0.66401,57,-0.6001,45,-0.9600,55,-0.6414
ENSG00000138663,COPS4,83,-0.5643,59,-1.0843,73,-0.7634,242,1.44148,164,0.59274,28,-2.1642,58,-1.1049,80,-0.6211
ENSG00000163319,MRPS18C,83,0.11968,1,-5.9963,143,1.02156,98,0.43377,68,-0.2132,54,-0.5743,66,-0.2574,95,0.32481
ENSG00000163624,CDS1,83,1.09753,86,1.16089,22,-1.0035,26,-0.8333,65,0.79259,10,-2.1173,23,-0.9355,22,-1.0390
ENSG00000163625,WDFY3,83,0.09195,63,-0.3371,103,0.43268,37,-1.2352,69,-0.2189,170,1.30345,64,-0.3362,90,0.21054
ENSG00000138639,ARHGAP24,83,1.81004,2,-4.0259,29,0.00060,40,0.56326,22,-0.4718,12,-1.3398,20,-0.6262,24,-0.3316
ENSG00000109339,MAPK10,794,2.42201,52,-2.1279,78,-1.5268,166,-0.4312,160,-0.4951,121,-0.8732,147,-0.5808,279,0.44594
ENSG00000198189,HSD17B11,83,1.76106,0,-6.1601,14,-1.1105,40,0.54311,12,-1.5356,47,0.71042,17,-0.8691,36,0.27277
ENSG00000170502,NUDT9,83,0.86893,65,0.43929,36,-0.4668,47,-0.0728,45,-0.1618,49,0.00658,22,-1.2063,52,0.07723
ENSG00000152583,SPARCL1,83,-3.7872,4294,2.64004,2132,1.19860,202,-2.6358,527,-1.1625,363,-1.6304,891,-0.2584,1268,0.30706
ENSG00000118785,SPP1,83,-2.8284,111,-2.4078,131,-2.1659,123,-2.3908,314,-0.9376,3488,4.00232,364,-0.6322,390,-0.5241
ENSG00000118777,ABCG2,83,0.81343,24,-1.1282,310,3.79113,5,-3.4330,4,-3.7168,17,-1.6441,18,-1.5678,36,-0.5505
ENSG00000163644,PPM1K,816,2.28274,259,0.17434,85,-1.5429,169,-0.5497,201,-0.2569,143,-0.7560,122,-1.0030,157,-0.6118
ENSG00000145337,PYURF,83,-0.5528,113,-0.0769,80,-0.6059,103,-0.2410,188,0.88997,141,0.27578,75,-0.7171,110,-0.1129
ENSG00000138641,HERC3,83,0.93925,56,0.27073,51,0.12027,31,-0.6983,69,0.70716,34,-0.5283,14,-1.8444,35,-0.4857
ENSG00000177432,NAP1L5,83,-2.0564,2,-7.3711,342,0.09850,557,1.08470,583,1.18566,74,-2.2381,190,-0.8242,244,-0.4355
ENSG00000185477,GPRIN3,83,1.24581,39,-0.0275,34,-0.2326,19,-1.2388,46,0.27196,13,-1.7006,32,-0.3308,66,0.82945
ENSG00000145335,SNCA,1298,3.10858,116,-1.2765,65,-2.1379,343,0.48107,113,-1.4210,132,-1.0750,68,-2.0775,59,-2.2819
ENSG00000163104,SMARCAD1,83,1.21670,29,-0.5388,16,-1.4422,36,-0.1830,43,0.10598,46,0.21825,18,-1.1875,53,0.43978
ENSG00000163110,PDLIM5,83,-0.3726,404,2.47061,122,0.23307,36,-1.7644,45,-1.4270,45,-1.3159,103,-0.0383,138,0.43197
ENSG00000138696,BMPR1B,83,0.93832,249,3.29650,0,-6.4719,9,-2.6128,7,-3.0225,4,-3.4164,41,-0.2150,64,0.48417
ENSG00000138698,RAP1GDS1,83,-1.2427,1,-7.5115,40,-2.3132,424,1.73703,214,0.25663,229,0.33104,108,-0.8538,126,-0.6161
ENSG00000168785,TSPAN5,83,0.47211,75,0.29853,52,-0.2816,63,0.01717,65,0.07620,79,0.37798,47,-0.4498,31,-1.0603
ENSG00000151247,EIF4E,83,-0.6723,135,0.08595,151,0.26650,154,0.34176,175,0.58538,80,-0.7428,90,-0.5525,84,-0.6679
ENSG00000197894,ADH5,83,-0.7970,142,0.03158,224,0.79069,175,0.42561,160,0.26370,70,-1.0686,104,-0.4489,96,-0.5869
ENSG00000109270,LAMTOR3,83,0.21611,77,0.07988,115,0.75612,87,0.33323,89,0.36634,27,-1.5301,46,-0.7177,28,-1.4527
ENSG00000164031,DNAJB14,83,-0.6761,9,-3.8430,129,0.00730,186,0.70326,143,0.19384,98,-0.4181,70,-0.9430,236,1.01897
ENSG00000164032,H2AFZ,83,-0.5085,100,-0.2299,191,0.83663,128,0.19414,142,0.38481,80,-0.5750,80,-0.5623,78,-0.6168
ENSG00000138814,PPP3CA,83,-1.1252,48,-1.9366,202,0.25360,192,0.19845,290,1.01651,78,-1.2308,144,-0.2839,205,0.27799
ENSG00000109332,UBE2D3,83,-1.3574,202,0.01068,143,-0.5348,265,0.51262,226,0.21230,217,0.12054,138,-0.5957,247,0.33325
ENSG00000145354,CISD2,83,-0.0663,88,0.01394,59,-0.6111,113,0.48889,121,0.61885,59,-0.6134,51,-0.8245,62,-0.5289
ENSG00000164038,SLC9B2,83,1.89744,9,-1.6423,0,-6.6963,39,0.62285,27,-0.0516,17,-0.8072,11,-1.3974,28,-0.0107
ENSG00000164039,BDH2,83,0.65789,138,1.56226,98,0.94066,12,-2.4003,31,-0.9796,46,-0.3168,70,0.36322,35,-0.7167
ENSG00000169836,TACR3,83,1.72260,0,-6.1884,13,-1.3216,68,1.65198,22,-0.5798,4,-3.0297,4,-2.9068,23,-0.4275
ENSG00000168772,CXXC4,83,0.40008,122,1.05309,61,-0.0925,62,-0.0765,81,0.39637,22,-1.6259,36,-0.9278,40,-0.7681
ENSG00000138777,PPA2,83,0.55282,63,0.08810,125,1.25952,44,-0.5268,61,0.06019,41,-0.5676,23,-1.4632,48,-0.3343
ENSG00000145348,TBCK,83,1.32932,18,-1.1578,33,-0.2401,40,0.11948,41,0.16063,22,-0.8360,18,-1.1257,41,0.14298
ENSG00000164022,AIMP1,83,0.92862,70,0.61994,64,0.49071,28,-0.8983,27,-0.9474,69,0.60374,28,-0.8246,51,0.12414
ENSG00000138801,PAPSS1,83,-0.2154,112,0.26425,39,-1.3905,104,0.14715,72,-0.4796,238,1.57342,48,-1.0689,83,-0.2286
ENSG00000138796,HADH,83,0.91117,73,0.68989,45,-0.1100,57,0.29932,30,-0.7876,31,-0.6791,44,-0.1447,30,-0.7042
ENSG00000109475,RPL34,83,-3.7143,1147,0.22489,2132,1.28963,660,-0.7128,809,-0.3681,1380,0.53019,1055,0.08968,1242,0.35539
ENSG00000198856,OSTC,83,0.63310,108,1.07680,47,-0.3039,54,-0.0968,58,0.03317,50,-0.1963,21,-1.5234,35,-0.7550
ENSG00000164089,ETNPPL,83,-0.8975,381,1.63209,293,1.14486,72,-1.2047,60,-1.5059,63,-1.3076,209,0.56006,190,0.39962
ENSG00000138802,SEC24B,83,1.21141,71,0.92727,19,-1.1736,40,-0.0319,40,-0.0261,31,-0.4112,30,-0.4865,12,-1.8557
ENSG00000123739,PLA2G12A,83,0.62389,26,-1.1980,16,-1.9051,72,0.44910,43,-0.4878,91,0.78182,61,0.10807,60,0.08932
ENSG00000170522,ELOVL6,83,1.46331,11,-1.7745,1,-4.4809,35,-0.0096,44,0.41925,58,0.82646,17,-1.1137,23,-0.6496
ENSG00000138660,AP1AR,83,0.78687,2,-4.5060,47,-0.1494,64,0.39101,66,0.46542,36,-0.5447,30,-0.8182,57,0.14863
ENSG00000174720,LARP7,83,0.05522,215,1.70610,46,-0.8720,35,-1.3607,57,-0.5910,83,0.04091,60,-0.4474,132,0.82250
ENSG00000145362,ANK2,576,0.06012,351,-0.7179,259,-1.1785,829,0.76937,720,0.48681,298,-0.9665,367,-0.6492,599,0.12255
ENSG00000145349,CAMK2D,83,-0.2235,101,0.07973,117,0.32651,117,0.37164,141,0.73466,30,-1.7891,54,-0.8907,57,-0.8033
ENSG00000174607,UGT8,83,-0.2494,0,-7.8402,1,-6.1126,14,-3.0477,29,-1.9575,659,4.20979,48,-1.0884,98,0.00290
ENSG00000269893,SNHG8,83,0.07088,98,0.34182,77,-0.0530,102,0.46618,47,-0.8934,105,0.44739,58,-0.4924,76,-0.0783
ENSG00000172403,SYNPO2,83,0.74135,172,2.10198,78,0.62767,29,-1.0276,38,-0.5661,12,-2.1713,18,-1.6576,33,-0.7472
ENSG00000145390,USP53,83,1.11258,120,1.78924,26,-0.7601,15,-1.7082,16,-1.5995,44,0.04605,27,-0.6833,65,0.69372
ENSG00000164096,C4orf3,83,-1.3383,263,0.45664,220,0.16782,173,-0.2392,231,0.27440,227,0.21243,208,0.07444,176,-0.1876
ENSG00000164111,ANXA5,83,-0.3617,193,1.02179,224,1.28903,41,-1.5451,57,-1.0221,221,1.26182,61,-0.8483,69,-0.6583
ENSG00000138686,BBS7,83,1.39437,11,-1.7478,0,-7.0250,60,0.94003,40,0.17536,14,-1.4563,15,-1.3898,43,0.25623
ENSG00000138688,KIAA1109,83,-0.1441,97,0.09764,40,-1.2846,68,-0.5009,85,-0.1293,98,0.12175,62,-0.6093,226,1.56059
ENSG00000138685,FGF2,83,0.78476,135,1.65520,34,-0.6302,2,-4.7369,52,0.00185,25,-1.1154,68,0.45438,63,0.33215
ENSG00000151458,ANKRD50,83,0.81730,0,-6.9019,32,-0.7224,47,-0.1248,87,1.04846,24,-1.1252,36,-0.5302,63,0.36240
ENSG00000164066,INTU,83,1.14212,157,2.40166,23,-0.9126,20,-1.2600,22,-1.0861,35,-0.3096,20,-1.1650,20,-1.1382
ENSG00000164070,HSPA4L,832,2.16796,39,-2.7793,158,-0.7167,217,-0.2508,347,0.62355,59,-2.1890,100,-1.4046,179,-0.5188
ENSG00000138709,LARP1B,83,1.48535,25,-0.5021,51,0.61431,32,-0.1520,19,-0.9990,41,0.24298,17,-1.0674,29,-0.2920
ENSG00000164040,PGRMC2,83,-0.2475,0,-7.8384,98,0.00246,131,0.55594,155,0.90130,72,-0.4791,51,-0.9894,97,-0.0016
ENSG00000077684,JADE1,83,0.85118,0,-6.8735,83,0.83615,23,-1.2746,73,0.73268,41,-0.2857,40,-0.3329,57,0.22307
ENSG00000138650,PCDH10,83,-0.3033,73,-0.4992,42,-1.3493,125,0.39060,179,1.12560,37,-1.5530,78,-0.4090,90,-0.1813
ENSG00000151012,SLC7A11,83,-0.2251,424,2.81887,192,1.16361,17,-2.7497,12,-3.2666,43,-1.2397,74,-0.4103,88,-0.1471
ENSG00000109390,NDUFC1,83,-1.3841,208,0.02634,471,1.42472,215,0.08797,205,0.00182,144,-0.5567,175,-0.2449,126,-0.7576
ENSG00000164134,NAA15,83,0.81830,118,1.44089,1,-4.9443,50,-0.0367,23,-1.2885,49,-0.0627,40,-0.3551,69,0.50191
ENSG00000145391,SETD7,83,0.31472,118,0.90693,120,0.93269,32,-1.2695,45,-0.7272,86,0.36195,37,-0.9463,87,0.38296
ENSG00000153130,SCOC,83,-2.6192,234,-1.0855,479,0.02728,754,0.91183,668,0.66214,367,-0.3958,294,-0.7389,410,-0.2194
ENSG00000109436,TBC1D9,83,-0.0803,15,-2.6789,152,0.91706,152,1.08825,101,0.25519,32,-1.5160,48,-0.9413,40,-1.2222
ENSG00000170153,RNF150,83,1.05283,0,-6.7073,29,-0.6406,67,0.79288,60,0.57991,2,-4.5914,28,-0.7185,46,0.04718
ENSG00000109445,ZNF330,83,1.72143,21,-0.5931,43,0.55571,19,-0.7912,24,-0.4092,23,-0.4442,26,-0.2818,24,-0.3741
ENSG00000109458,GAB1,83,0.96840,37,-0.3384,0,-5.7014,11,-2.2306,4,-3.5874,200,2.74255,25,-0.9810,88,1.05721
ENSG00000153147,SMARCA5,83,-0.9691,223,0.58823,159,0.03173,130,-0.3171,137,-0.2208,199,0.39638,120,-0.4039,237,0.69381
ENSG00000164161,HHIP,83,0.71406,0,-6.9888,0,-6.1158,4,-3.8366,24,-1.3131,268,3.13114,41,-0.4384,90,0.83783
ENSG00000164163,ABCE1,83,0.60185,0,-7.0842,79,0.50460,86,0.76194,56,-0.0640,57,-0.0088,36,-0.7299,38,-0.6586
ENSG00000164164,OTUD4,83,1.37778,60,0.80626,0,-7.0828,35,-0.1066,30,-0.3737,26,-0.5157,20,-0.9631,50,0.50555
ENSG00000151612,ZNF827,83,1.86042,36,0.38072,4,-2.8174,15,-1.0567,26,-0.1692,26,-0.1316,21,-0.4662,33,0.22483
ENSG00000164167,LSM6,83,0.95523,171,2.35680,16,-1.6018,35,-0.5039,36,-0.4581,21,-1.2515,24,-0.9930,11,-2.2106
ENSG00000170390,DCLK2,83,0.29134,283,2.61735,74,0.09848,36,-1.0844,47,-0.6823,15,-2.2846,24,-1.6123,49,-0.5403
ENSG00000145425,RPS3A,83,-3.0315,1172,1.05532,1264,1.19011,428,-0.6523,413,-0.7119,703,0.19017,584,-0.1064,756,0.30970
ENSG00000059691,GATB,83,1.72205,0,-6.1887,3,-3.1816,31,0.00600,25,-0.3303,74,1.48732,23,-0.4295,11,-1.4968
ENSG00000109670,FBXW7,83,0.16130,0,-7.4693,78,0.06453,115,0.81369,79,0.09636,54,-0.5070,53,-0.5372,94,0.36178
ENSG00000109654,TRIM2,83,-1.8993,241,-0.2907,200,-0.5770,294,0.03228,325,0.21550,574,1.15429,203,-0.5571,351,0.31485
ENSG00000145428,RNF175,83,1.50603,0,-6.3504,5,-2.7243,41,0.32542,68,1.36283,4,-3.0551,6,-2.5948,28,-0.3324
ENSG00000171566,PLRG1,83,0.73586,60,0.19008,55,0.05606,58,0.17059,38,-0.5744,45,-0.2486,31,-0.8262,64,0.29490
ENSG00000164114,MAP9,83,-1.2772,94,-1.1009,94,-1.0945,182,-0.0860,391,1.47079,126,-0.6458,163,-0.2471,201,0.08773
ENSG00000164116,GUCY1A1,83,1.77685,0,-6.1489,21,-0.5472,20,-0.7006,24,-0.3529,28,-0.0986,18,-0.7870,60,1.17434
ENSG00000061918,GUCY1B1,83,-1.1727,0,-8.6940,202,0.20654,281,0.88013,348,1.35944,61,-1.6350,102,-0.8631,73,-1.3745
ENSG00000109738,GLRB,83,-0.6504,0,-8.2111,130,0.04596,197,0.85152,277,1.64190,7,-4.2132,39,-1.7935,56,-1.2554
ENSG00000120251,GRIA2,83,-0.8134,27,-2.4843,172,0.32788,176,0.41715,218,0.84938,37,-2.0185,100,-0.5257,196,0.54509
ENSG00000164125,GASK1B,83,0.21226,377,3.25202,15,-2.3699,12,-2.8748,36,-1.1817,21,-1.8602,63,-0.2201,74,0.02695
ENSG00000164124,TMEM144,83,-1.1050,12,-3.8901,9,-4.2665,34,-2.5798,43,-2.2124,1120,4.10775,110,-0.6879,212,0.36053
ENSG00000171497,PPID,83,0.54653,62,0.07017,29,-1.1279,78,0.49770,81,0.58615,34,-0.8690,34,-0.8676,35,-0.8255
ENSG00000052795,FNIP2,83,1.17255,21,-1.0425,72,0.92349,25,-0.8706,26,-0.7783,57,0.51655,25,-0.7781,53,0.41429
ENSG00000109756,RAPGEF2,83,0.72211,0,-6.9819,78,0.60529,38,-0.5819,62,0.26619,50,-0.1070,47,-0.2072,77,0.59893
ENSG00000168843,FSTL5,83,0.41662,5,-3.7079,44,-0.6031,83,0.47261,125,1.34499,27,-1.3438,29,-1.2470,39,-0.7585
ENSG00000145416,MARCH1,83,1.63845,0,-6.2505,52,0.79796,16,-1.1466,22,-0.6474,44,0.50763,21,-0.6236,44,0.51289
ENSG00000170088,TMEM192,83,1.44892,11,-1.7896,34,-0.0880,36,0.03665,33,-0.1358,42,0.25829,21,-0.7797,26,-0.4767
ENSG00000109466,KLHL2,83,0.52321,67,0.17732,30,-1.0622,41,-0.6741,58,-0.0787,123,1.20158,52,-0.2291,50,-0.2924
ENSG00000052802,MSMO1,485,1.50118,128,-0.7120,59,-1.8674,289,0.67419,167,-0.3382,195,-0.0540,100,-1.0907,144,-0.5371
ENSG00000109472,CPE,83,-4.0817,4021,2.03495,1739,0.49474,1025,-0.3965,1520,0.31009,407,-1.7632,737,-0.8684,770,-0.8008
ENSG00000196104,SPOCK3,83,-1.1451,19,-3.3157,75,-1.2961,227,0.49075,192,0.17485,453,1.65244,108,-0.7503,169,-0.0496
ENSG00000129116,PALLD,83,0.96015,123,1.68227,80,0.88556,9,-2.6101,34,-0.5570,19,-1.3317,22,-1.1445,53,0.21689
ENSG00000145439,CBR4,83,1.07979,74,0.86287,10,-2.1838,37,-0.2960,53,0.37445,29,-0.6138,24,-0.8880,35,-0.3620
ENSG00000154447,SH3RF1,83,1.81407,13,-1.2247,8,-1.9098,25,-0.2569,38,0.46078,14,-1.0857,23,-0.3877,26,-0.2048
ENSG00000137601,NEK1,83,0.77007,118,1.39282,50,-0.0741,41,-0.4298,18,-1.7560,40,-0.4263,31,-0.8024,82,0.75221
ENSG00000109572,CLCN3,83,-1.1031,157,-0.1277,86,-1.0562,240,0.65520,252,0.75580,173,0.03139,78,-1.2035,137,-0.3444
ENSG00000056050,HPF1,83,1.30517,0,-6.5056,4,-3.2040,47,0.36297,34,-0.2354,41,0.12315,45,0.24885,49,0.40703
ENSG00000198948,MFAP3L,83,0.66287,34,-0.7407,37,-0.6276,32,-0.9192,34,-0.8246,142,1.61767,44,-0.3817,82,0.64075
ENSG00000164104,HMGB2,83,1.09354,138,2.06463,36,-0.3014,26,-0.8366,12,-1.9885,27,-0.7292,16,-1.4670,54,0.35993
ENSG00000164106,SCRG1,83,-1.4155,610,1.88850,169,-0.3321,72,-1.7570,88,-1.4448,419,1.17062,238,0.20564,253,0.30627
ENSG00000150625,GPM6A,282,-1.4265,884,0.35046,1178,0.83470,559,-0.4248,1079,0.79661,193,-1.9901,702,-0.0232,607,-0.2528
ENSG00000150627,WDR17,83,1.51467,6,-2.5885,24,-0.5695,30,-0.2487,44,0.44513,25,-0.4895,18,-1.0064,40,0.26406
ENSG00000129128,SPCS3,882,3.30511,73,-1.2793,140,-0.2908,57,-1.7778,76,-1.3310,153,-0.1505,33,-2.4720,135,-0.3421
ENSG00000218336,TENM3,83,1.51761,26,-0.4377,29,-0.2601,17,-1.1249,60,1.11375,8,-2.2184,15,-1.2582,26,-0.4275
ENSG00000129187,DCTD,83,0.75820,100,1.06791,56,0.10756,59,0.22796,48,-0.1639,34,-0.6815,23,-1.2555,14,-1.9589
ENSG00000173320,STOX2,83,0.33662,12,-2.6217,75,0.16016,71,0.08070,90,0.54160,63,-0.1167,62,-0.1322,59,-0.2057
ENSG00000151726,ACSL1,83,0.64752,0,-7.0452,2,-4.3863,42,-0.5149,48,-0.2790,193,2.23060,32,-0.8481,70,0.36269
ENSG00000151729,SLC25A4,83,-1.8973,170,-0.8303,194,-0.6212,429,0.75816,576,1.40602,111,-1.4675,137,-1.1530,182,-0.7255
ENSG00000164323,CFAP97,83,0.95083,76,0.79906,18,-1.4721,48,0.02854,33,-0.6234,31,-0.6269,31,-0.6396,69,0.62373
ENSG00000109762,SNX25,83,1.34053,15,-1.3814,24,-0.7247,58,0.80567,57,0.78879,3,-3.7975,12,-1.7390,11,-1.8139
ENSG00000109775,UFSP2,83,1.36855,100,1.71544,0,-6.5185,22,-0.8949,29,-0.4434,33,-0.2056,28,-0.4454,26,-0.5315
ENSG00000154556,SORBS2,83,1.62892,55,0.86832,37,0.20655,16,-1.1925,30,-0.1517,15,-1.1206,28,-0.2070,14,-1.2974
ENSG00000083857,FAT1,83,0.74294,206,2.50394,36,-0.6200,19,-1.6585,22,-1.4694,19,-1.5329,32,-0.7893,72,0.49775
ENSG00000109536,FRG1,83,0.89342,37,-0.4151,73,0.67588,48,-0.0084,28,-0.9363,51,0.08111,39,-0.3295,49,0.00374
ENSG00000164366,CCDC127,83,1.31081,0,-6.5011,17,-1.2515,44,0.24809,54,0.64055,36,-0.0985,22,-0.8787,30,-0.3986
ENSG00000073578,SDHA,83,-0.7495,87,-0.6801,103,-0.4178,157,0.28175,258,1.31299,110,-0.3255,75,-0.9001,57,-1.3236
ENSG00000249915,PDCD6,83,-0.4792,60,-0.9827,219,1.10754,137,0.35366,153,0.56385,72,-0.6991,59,-1.0022,58,-1.0412
ENSG00000180104,EXOC3,83,0.25770,51,-0.5118,104,0.62112,73,0.05336,87,0.38242,76,0.10812,40,-0.8939,35,-1.0978
ENSG00000171368,TPPP,740,1.97430,55,-2.2418,43,-2.6069,199,-0.3547,209,-0.2642,455,1.05034,154,-0.7141,167,-0.5865
ENSG00000028310,BRD9,83,1.61700,7,-2.1794,19,-0.8303,26,-0.3567,40,0.39840,22,-0.5929,15,-1.1320,44,0.49034
ENSG00000049656,CLPTM1L,83,0.31227,25,-1.5652,65,-0.0806,84,0.37366,114,0.98224,38,-0.9250,38,-0.8946,41,-0.7855
ENSG00000153395,LPCAT1,83,0.70537,72,0.46123,16,-1.8736,55,0.01562,99,1.19030,18,-1.6459,21,-1.4251,24,-1.2211
ENSG00000171421,MRPL36,83,1.18840,4,-3.2527,81,1.14490,41,-0.0054,42,0.02973,17,-1.3568,32,-0.3804,27,-0.6473
ENSG00000145494,NDUFS6,83,-1.1123,294,0.89981,156,-0.1423,172,0.01289,167,-0.0449,213,0.35981,159,-0.1182,126,-0.4799
ENSG00000170561,IRX2,83,0.97137,145,2.02336,29,-0.7211,19,-1.4288,51,0.15811,10,-2.3387,42,-0.1689,15,-1.7348
ENSG00000164151,ICE1,83,1.10727,29,-0.6181,15,-1.6067,43,0.00487,42,-0.0275,28,-0.6838,39,-0.1540,65,0.68058
