Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000196504,PRPF40A,5,-3.3302,39,-0.4741,49,-0.0388,35,-0.5534,84,0.90027,74,0.82438
ENSG00000162989,KCNJ3,5,-3.0001,66,1.06991,12,-1.8102,60,0.70337,71,0.98987,19,-1.2636
ENSG00000153234,NR4A2,122,1.55254,43,-0.3298,37,-0.5322,15,-1.8372,43,-0.2833,54,0.08855
ENSG00000115159,GPD2,5,-2.6284,34,0.17437,35,0.21849,17,-0.8968,45,0.62633,38,0.42805
ENSG00000136541,ERMN,5,-3.9430,13,-2.8679,295,2.70815,9,-3.2073,24,-1.7670,125,1.05270
ENSG00000144283,PKP4,23,-1.8722,63,-0.3718,246,2.20779,62,-0.3601,46,-0.8119,57,-0.5578
ENSG00000123636,BAZ2B,14,-2.1702,27,-1.3252,83,0.61537,64,0.16777,52,-0.1730,98,1.12836
ENSG00000136536,MARCH7,13,-1.2306,11,-1.6986,27,-0.1467,39,0.43442,68,1.46061,35,0.30134
ENSG00000153250,RBMS1,5,-3.0722,90,1.79986,17,-1.4130,38,-0.1397,25,-0.8107,34,-0.3692
ENSG00000136560,TANK,5,-2.9069,45,0.36989,27,-0.5106,24,-0.6679,51,0.52480,50,0.60300
ENSG00000115233,PSMD14,6,-3.8422,142,1.25428,58,-0.5132,91,0.20590,62,-0.4066,70,-0.2624
ENSG00000144290,SLC4A10,5,-2.4938,62,1.85389,8,-1.8224,19,-0.6495,16,-0.8851,26,-0.1201
ENSG00000115271,GCA,28,-0.5401,41,0.10340,32,-0.3211,7,-2.5893,65,0.89591,48,0.43780
ENSG00000153253,SCN3A,32,-1.3258,149,1.57325,41,-0.9470,102,0.51631,4,-4.1294,60,-0.4027
ENSG00000136531,SCN2A,5,-4.4873,258,2.04293,35,-1.7672,219,1.18919,9,-3.8041,52,-1.3051
ENSG00000178662,CSRNP3,5,-3.7398,129,1.49099,29,-1.3046,67,0.02837,41,-0.7790,65,-0.0231
ENSG00000144285,SCN1A,5,-3.1117,60,0.68819,24,-0.8840,85,1.18332,58,0.51955,25,-0.9455
ENSG00000169432,SCN9A,5,-3.5072,143,2.34803,4,-3.8777,37,-0.6674,91,0.81756,14,-2.2596
ENSG00000198648,STK39,5,-3.9888,122,0.91389,99,0.38545,28,-1.5927,32,-1.3844,111,0.69792
ENSG00000172292,CERS6,6,-3.3614,93,1.11828,11,-2.3604,71,0.42926,83,0.70615,41,-0.5158
ENSG00000138398,PPIG,187,0.08371,117,-0.7584,182,0.04149,232,0.45101,172,-0.0458,206,0.29863
ENSG00000154479,CCDC173,5,-4.0569,0,-9.8695,25,-1.8482,5,-4.1082,411,3.51688,107,0.52542
ENSG00000138385,SSB,19,-2.6399,153,0.69426,61,-0.9354,35,-1.7498,134,0.34206,159,0.77768
ENSG00000138382,METTL5,20,-1.4170,56,0.18170,35,-0.6028,17,-1.7095,67,0.46153,78,0.89496
ENSG00000144357,UBR3,5,-3.3586,110,1.80116,29,-0.8624,24,-1.1412,35,-0.6040,47,-0.1641
ENSG00000128683,GAD1,80,-0.1924,138,0.90122,52,-0.8733,29,-1.7471,99,0.15217,92,0.03842
ENSG00000115806,GORASP2,116,1.03239,84,0.54211,29,-1.2462,48,-0.4551,26,-1.3818,62,-0.0468
ENSG00000198586,TLK1,5,-2.9963,46,0.28776,47,0.28502,36,-0.1465,38,-0.0491,49,0.42591
ENSG00000071967,CYBRD1,5,-3.4111,4,-3.8746,40,-0.4321,15,-1.9564,93,0.98697,130,2.24618
ENSG00000077380,DYNC1I2,254,0.59608,154,-0.2843,278,0.75115,112,-0.7468,72,-1.4228,204,0.25540
ENSG00000115840,SLC25A12,223,2.20953,78,0.22120,17,-2.1415,60,-0.2461,45,-0.6867,28,-1.5543
ENSG00000091409,ITGA6,99,1.73611,4,-3.5266,24,-0.7563,21,-0.9033,44,0.21753,55,0.74273
ENSG00000091436,MAP3K20,51,0.32594,14,-1.7972,35,-0.3053,18,-1.3175,79,1.09457,62,0.81107
ENSG00000138430,OLA1,86,-0.2369,190,1.46040,27,-1.9952,72,-0.5114,62,-0.7474,83,-0.3321
ENSG00000138433,CIR1,11,-2.6272,56,-0.1330,52,-0.2517,43,-0.5554,84,0.53988,92,0.85776
ENSG00000163328,GPR155,5,-3.5045,82,0.76819,48,-0.2612,95,0.89382,44,-0.3892,47,-0.3192
ENSG00000115935,WIPF1,112,1.89484,6,-2.9961,50,0.37619,20,-1.0923,7,-2.6527,60,0.82662
ENSG00000128656,CHN1,5,-4.7010,234,1.31378,69,-0.9980,141,0.14793,111,-0.2383,119,-0.1585
ENSG00000115966,ATF2,94,0.53186,101,0.81747,38,-0.9121,46,-0.6336,35,-1.0607,65,-0.0795
ENSG00000154518,ATP5MC3,394,0.48843,525,1.26360,148,-1.0941,167,-0.9046,156,-1.0124,223,-0.5187
ENSG00000144320,LNPK,7,-3.2573,132,1.72476,29,-1.2013,69,0.15712,49,-0.3863,42,-0.7371
ENSG00000128654,MTX2,6,-3.3261,110,1.62028,37,-0.6016,34,-0.7584,45,-0.2894,46,-0.3155
ENSG00000170144,HNRNPA3,115,-0.5193,159,-0.0105,127,-0.3668,78,-1.1187,221,0.54941,208,0.53940
ENSG00000116044,NFE2L2,439,2.45759,33,-2.2124,73,-0.8499,38,-1.8198,126,0.01998,127,0.03339
ENSG00000018510,AGPS,5,-2.4489,43,0.98568,9,-1.6131,23,-0.2581,19,-0.5239,37,0.59698
ENSG00000079156,OSBPL6,5,-3.3270,48,-0.0843,48,-0.0687,40,-0.3575,127,1.69648,42,-0.3256
ENSG00000180228,PRKRA,66,0.49993,71,0.74544,33,-0.6209,24,-1.1086,48,-0.0263,40,-0.3855
ENSG00000116095,PLEKHA3,146,1.34493,59,-0.2676,41,-0.8226,58,-0.2625,97,0.59359,43,-0.8246
ENSG00000187231,SESTD1,5,-2.6565,14,-1.4173,32,0.05411,35,0.18742,40,0.42056,55,1.22122
ENSG00000170035,UBE2E3,5,-4.1258,136,0.95515,31,-1.5799,39,-1.2379,108,0.36645,118,0.63496
ENSG00000138434,ITPRID2,58,-0.4338,8,-3.5145,89,0.27922,23,-1.8011,176,1.51789,120,0.99136
ENSG00000077232,DNAJC10,5,-3.4304,70,0.54743,22,-1.4023,37,-0.5937,124,1.50379,50,-0.1317
ENSG00000061676,NCKAP1,5,-5.1689,291,1.05250,113,-0.7288,146,-0.3247,283,0.79642,147,-0.3549
ENSG00000065548,ZC3H15,5,-4.6114,233,1.47280,70,-0.8742,126,0.06559,69,-0.9004,116,-0.0767
ENSG00000138448,ITGAV,5,-3.9988,37,-1.3418,138,0.96602,45,-0.8827,127,0.81492,122,0.90314
ENSG00000144369,FAM171B,5,-4.2750,135,0.70551,33,-1.6520,101,0.08520,122,0.40091,118,0.40864
ENSG00000128699,ORMDL1,5,-3.2908,78,0.99537,23,-1.1491,41,-0.2849,85,0.96944,39,-0.3940
ENSG00000198130,HIBCH,5,-2.9335,48,0.45494,27,-0.5589,30,-0.3565,54,0.59632,46,0.37377
ENSG00000151689,INPP1,6,-2.5768,51,1.00744,22,-0.5416,20,-0.7227,33,0.05399,35,0.20223
ENSG00000151690,MFSD6,5,-4.2994,208,1.76057,40,-1.4005,113,0.24178,63,-0.7138,73,-0.5406
ENSG00000115419,GLS,5,-4.6286,321,2.50926,29,-2.2039,137,0.18396,64,-1.0293,51,-1.5182
ENSG00000115415,STAT1,26,-1.3565,89,0.76500,29,-1.1564,53,-0.2193,83,0.52027,60,-0.0312
ENSG00000144339,TMEFF2,5,-2.8887,91,2.23678,30,-0.3162,33,-0.1836,6,-2.6819,19,-1.1124
ENSG00000196950,SLC39A10,305,1.69706,163,0.62162,44,-1.5717,94,-0.4007,39,-1.7571,77,-0.8032
ENSG00000197121,PGAP1,5,-3.3628,106,1.67149,15,-1.9034,44,-0.2470,57,0.17979,38,-0.5275
ENSG00000115524,SF3B1,9,-3.4516,105,0.30615,71,-0.3947,63,-0.5695,160,0.98900,104,0.28291
ENSG00000115520,COQ10B,77,0.89249,61,0.58208,34,-0.4839,29,-0.7158,48,0.07099,28,-0.8691
ENSG00000144381,HSPD1,76,-1.6614,324,0.79031,161,-0.5119,158,-0.5468,374,0.90415,177,-0.4148
ENSG00000115541,HSPE1,55,-2.1648,287,0.49735,127,-0.9083,103,-1.2286,496,1.41766,220,-0.0407
ENSG00000115540,MOB4,5,-3.3541,68,0.55906,18,-1.6373,74,0.60195,90,0.96670,45,-0.2705
ENSG00000162944,RFTN2,5,-2.8655,1,-4.8972,29,-0.3598,11,-1.7894,94,1.73107,74,1.63211
ENSG00000115896,PLCL1,5,-2.9257,80,1.74909,46,0.31680,27,-0.5471,9,-2.0872,27,-0.5978
ENSG00000178074,C2orf69,5,-2.8248,60,1.15208,34,-0.0517,31,-0.2269,9,-2.0082,41,0.29658
ENSG00000196141,SPATS2L,93,0.08065,91,0.06193,19,-2.3300,61,-0.6001,203,1.48863,74,-0.3204
ENSG00000082153,BZW1,64,-0.8532,152,0.67766,82,-0.4633,70,-0.7046,116,0.09585,119,0.16482
ENSG00000013441,CLK1,64,-0.4819,66,-0.5135,74,-0.2686,31,-1.5762,220,1.68942,87,0.00578
ENSG00000155744,FAM126B,8,-2.4753,60,0.87057,22,-0.9331,70,0.96638,46,0.23886,26,-0.7628
ENSG00000119013,NDUFB3,5,-4.2348,99,0.11065,74,-0.3799,33,-1.6205,211,1.45747,113,0.38118
ENSG00000003402,CFLAR,243,3.10411,28,-1.1816,7,-3.0515,10,-2.5799,32,-0.8244,45,-0.3640
ENSG00000115993,TRAK2,5,-3.4522,43,-0.4480,107,1.17955,54,-0.0211,56,0.06209,64,0.31480
ENSG00000155755,TMEM237,5,-2.8256,44,0.43463,5,-2.9957,37,0.06547,90,1.69476,29,-0.3634
ENSG00000116030,SUMO1,5,-4.1140,103,0.36222,44,-1.0482,63,-0.4828,99,0.23932,134,0.94090
ENSG00000055044,NOP58,51,-0.0849,52,-0.0484,51,-0.0769,54,0.01141,67,0.36419,51,-0.1011
ENSG00000204217,BMPR2,55,-1.1000,187,1.13340,44,-1.4238,98,-0.1913,122,0.16598,95,-0.2812
ENSG00000163596,ICA1L,5,-2.9576,31,-0.4231,23,-0.8432,41,0.11054,108,1.89713,35,-0.1733
ENSG00000138443,ABI2,61,-1.1914,109,-0.3419,97,-0.4701,70,-0.9883,239,1.05478,179,0.64977
ENSG00000173166,RAPH1,71,1.20148,59,1.08144,12,-1.6494,26,-0.4987,19,-0.9682,19,-1.0866
ENSG00000118257,NRP2,6,-2.9213,59,0.69854,28,-0.6763,28,-0.6478,67,0.77276,45,0.14001
ENSG00000023228,NDUFS1,134,0.30449,149,0.59859,73,-0.6798,85,-0.4311,80,-0.5297,110,-0.0241
ENSG00000114942,EEF1B2,450,0.70472,261,-0.2472,340,0.22078,100,-1.7033,316,0.09986,326,0.18186
ENSG00000204186,ZDBF2,5,-2.3333,40,0.98978,37,0.65070,22,-0.2397,17,-0.6411,20,-0.4231
ENSG00000114948,ADAM23,116,0.91232,148,1.81069,5,-3.7055,63,-0.1257,25,-1.5789,21,-2.0020
ENSG00000118246,FASTKD2,115,1.94733,33,-0.3597,18,-1.2518,24,-0.8091,40,-0.0146,29,-0.5764
ENSG00000118263,KLF7,63,0.38474,53,0.13579,29,-0.8372,58,0.25729,53,0.10571,44,-0.2274
ENSG00000178385,PLEKHM3,5,-2.4609,63,1.96397,10,-1.5005,34,0.34949,12,-1.2494,16,-0.9098
ENSG00000188674,C2orf80,91,1.69818,50,0.69788,12,-1.6016,17,-1.1724,11,-1.8148,27,-0.5188
ENSG00000078018,MAP2,149,-1.6904,584,0.57119,444,0.01295,510,0.24482,287,-0.6883,483,0.18066
ENSG00000144406,UNC80,5,-3.4362,85,0.95926,46,-0.2645,57,0.09647,73,0.51744,40,-0.5525
ENSG00000115365,LANCL1,5,-4.0539,128,0.93756,103,0.37075,50,-0.7953,99,0.31614,72,-0.2508
ENSG00000144451,SPAG16,69,0.10467,34,-1.1007,45,-0.5588,10,-2.7204,153,1.55521,84,0.54378
ENSG00000138363,ATIC,5,-3.2860,57,0.32865,31,-0.6849,27,-0.8953,110,1.45717,49,0.04434
ENSG00000115414,FN1,443,3.41860,6,-4.1319,41,-1.2358,34,-1.5455,13,-2.8824,93,0.03160
ENSG00000079246,XRCC5,10,-3.4208,154,0.88098,71,-0.5599,57,-0.9043,177,0.97453,92,-0.1744
ENSG00000260804,LINC01963,5,-2.5108,47,1.03903,9,-1.7653,41,0.63500,10,-1.5210,34,0.36067
ENSG00000197756,RPL37A,2090,0.43576,731,-1.3824,2284,0.58980,592,-1.5702,1244,-0.4214,2617,1.03273
ENSG00000115461,IGFBP5,298,2.13476,18,-2.7162,24,-2.1194,17,-2.6354,272,1.92521,61,-0.8054
ENSG00000079308,TNS1,216,2.12100,42,-0.8904,37,-1.0135,46,-0.6833,85,0.31477,46,-0.7472
ENSG00000163466,ARPC2,127,0.37788,115,0.26250,73,-0.5207,52,-1.0440,66,-0.6803,130,0.50145
ENSG00000127837,AAMP,5,-3.7897,97,0.70055,33,-1.1412,47,-0.5962,151,1.40380,59,-0.2669
ENSG00000127838,PNKD,40,-1.4502,131,0.51709,78,-0.4144,65,-0.7114,150,0.66336,108,0.11911
ENSG00000135926,TMBIM1,207,1.51287,13,-3.0972,84,-0.0959,46,-1.0527,144,0.82845,103,0.28066
ENSG00000144579,CTDSP1,5,-2.5818,2,-4.1086,21,-0.5247,4,-2.7723,85,1.94488,59,1.53931
ENSG00000135929,CYP27A1,6,-3.0326,11,-2.2760,40,-0.1729,15,-1.6232,189,2.96103,42,-0.1172
ENSG00000171450,CDK5R2,5,-3.4662,128,2.05397,13,-2.1533,82,0.67621,3,-4.0970,40,-0.5887
ENSG00000115649,CNPPD1,5,-2.7450,36,0.12815,50,0.67181,26,-0.4109,70,1.29502,23,-0.7011
ENSG00000144567,RETREG2,427,1.09567,304,0.58450,103,-1.2540,157,-0.6028,234,0.04571,147,-0.7875
ENSG00000158552,ZFAND2B,5,-2.1847,39,1.13999,14,-0.7368,23,-0.0039,5,-2.2139,28,0.44755
ENSG00000115657,ABCB6,51,0.48596,67,1.22220,4,-3.4029,29,-0.4189,42,0.14643,23,-0.9240
ENSG00000198925,ATG9A,38,-0.6941,85,0.74518,66,0.18474,57,-0.0572,55,-0.1337,44,-0.5563
ENSG00000127824,TUBA4A,241,-0.0955,567,1.90234,62,-2.1907,257,0.00947,85,-1.7063,132,-1.1666
ENSG00000135924,DNAJB2,5,-5.1733,227,0.48189,152,-0.2633,196,0.15441,350,1.18423,135,-0.5089
ENSG00000054356,PTPRN,102,-1.3785,655,2.59161,52,-2.3781,234,-0.0731,72,-1.9047,95,-1.6308
ENSG00000123989,CHPF,86,-0.2624,141,0.68460,43,-1.3302,80,-0.3839,165,0.84692,76,-0.5270
ENSG00000124006,OBSL1,5,-3.8699,118,1.03771,28,-1.4865,43,-0.8376,97,0.49730,85,0.31897
ENSG00000114923,SLC4A3,6,-3.6653,176,1.99076,22,-1.9141,99,0.42665,53,-0.6033,41,-1.0892
ENSG00000163082,SGPP2,6,-2.2597,39,0.72577,23,-0.2448,4,-2.6739,65,1.57682,20,-0.5317
ENSG00000116120,FARSB,110,0.64961,154,1.64308,25,-1.7180,45,-0.8045,51,-0.6305,31,-1.5042
ENSG00000123983,ACSL3,74,-1.3227,277,1.01042,81,-1.1840,164,-0.0793,199,0.23808,153,-0.2260
ENSG00000171951,SCG2,67,-3.8636,2548,3.01690,116,-3.0734,623,-0.5447,417,-1.1699,332,-1.6651
ENSG00000085449,WDFY1,5,-3.0645,78,1.39374,25,-0.7914,23,-0.9345,65,0.75341,29,-0.6378
ENSG00000135900,MRPL44,5,-2.7278,65,1.50798,21,-0.7008,16,-1.1270,44,0.47249,24,-0.5579
ENSG00000135919,SERPINE2,5,-5.5643,125,-1.1277,153,-0.6984,112,-1.1803,542,1.48460,416,1.23020
ENSG00000036257,CUL3,5,-3.5709,78,0.57717,30,-1.0556,58,-0.0105,72,0.33712,74,0.46157
ENSG00000168958,MFF,5,-3.9876,94,0.35704,44,-0.9084,35,-1.2609,153,1.16203,102,0.51508
ENSG00000173744,AGFG1,5,-2.4693,29,0.10743,16,-0.8460,34,0.37076,14,-0.9964,46,1.08530
ENSG00000153820,SPHKAP,5,-2.6389,74,2.12004,8,-2.1207,29,-0.1289,17,-0.9295,21,-0.7150
ENSG00000153823,PID1,5,-2.4362,23,-0.2932,25,-0.1412,23,-0.2259,54,1.19401,31,0.29715
ENSG00000187957,DNER,104,-1.8960,461,0.54303,167,-1.1830,288,-0.3257,684,1.16380,327,-0.1407
ENSG00000153827,TRIP12,94,0.25803,106,0.55269,45,-0.9137,49,-0.7981,93,0.24119,76,-0.1190
ENSG00000135932,CAB39,5,-3.9386,140,1.34322,43,-0.8984,50,-0.6557,74,-0.0479,78,0.05209
ENSG00000135916,ITM2C,309,-1.5532,447,-1.1051,867,0.06660,403,-1.1501,1133,0.51935,1529,1.34694
ENSG00000204128,C2orf72,5,-3.6406,18,-2.0146,63,0.02933,50,-0.3297,115,1.07450,112,1.30646
ENSG00000173692,PSMD1,107,-0.6046,234,0.83514,140,-0.1775,235,0.69022,93,-0.8313,105,-0.7292
ENSG00000115053,NCL,5,-5.3370,175,-0.2765,250,0.34606,183,-0.1674,304,0.68283,266,0.54763
ENSG00000187514,PTMA,1797,1.27301,246,-2.1409,814,-0.1170,363,-1.3854,1347,0.73813,1093,0.44696
ENSG00000156973,PDE6D,5,-2.4656,27,0.00176,16,-0.8432,20,-0.5298,51,1.07240,36,0.56164
ENSG00000171551,ECEL1,111,1.90319,76,1.45150,6,-2.7670,22,-0.9057,9,-2.2016,8,-2.5648
ENSG00000135930,EIF4E2,6,-2.2827,34,0.44666,28,0.04123,21,-0.3902,28,0.07063,33,0.37764
ENSG00000115468,EFHD1,188,0.88704,9,-3.9838,143,0.40220,44,-1.4553,105,-0.1077,200,1.26630
ENSG00000204120,GIGYF2,103,1.23563,35,-0.6487,71,0.57220,26,-1.0729,59,0.23397,39,-0.5039
ENSG00000182600,SNORC,289,0.15299,49,-2.7697,265,0.01165,88,-1.7118,431,0.84563,469,1.26266
ENSG00000168918,INPP5D,5,-2.5957,1,-4.4871,15,-1.0386,17,-0.9035,86,1.93800,57,1.42638
ENSG00000188042,ARL4C,5,-3.7711,87,0.49991,65,-0.0669,80,0.28423,137,1.23704,40,-0.9269
ENSG00000157985,AGAP1,28,-0.9998,65,0.41609,55,0.09311,68,0.42630,18,-1.6184,60,0.27729
ENSG00000132321,IQCA1,5,-3.7451,22,-1.8452,48,-0.5320,42,-0.7400,289,3.04322,52,-0.4598
ENSG00000198612,COPS8,5,-4.6190,238,1.51416,74,-0.7998,90,-0.4834,132,0.13362,98,-0.3929
ENSG00000124831,LRRFIP1,5,-3.0797,67,0.96871,16,-1.4466,34,-0.3534,43,0.03521,52,0.43409
ENSG00000132329,RAMP1,142,0.06692,54,-1.5901,69,-1.0898,99,-0.5257,343,1.66947,167,0.39367
ENSG00000184182,UBE2F,20,-1.5962,100,1.24247,32,-0.8996,51,-0.1505,64,0.21718,42,-0.5410
ENSG00000132323,ILKAP,5,-2.5866,45,0.86202,17,-0.8759,34,0.23030,18,-0.7897,37,0.41312
ENSG00000144485,HES6,5,-3.2850,9,-2.7143,25,-1.0625,25,-1.0033,246,3.58751,34,-0.6551
ENSG00000204104,TRAF3IP1,5,-2.7379,33,0.00727,25,-0.4750,31,-0.0865,62,1.08405,38,0.24984
ENSG00000065802,ASB1,14,-1.3858,41,0.38454,38,0.18661,37,0.14195,56,0.87426,22,-0.7921
ENSG00000130414,NDUFA10,5,-4.3280,174,1.21809,56,-0.9105,102,0.05032,110,0.17282,87,-0.2580
ENSG00000172428,COPS9,87,-1.8752,340,0.29577,250,-0.2538,180,-0.7731,283,-0.0524,430,0.79813
ENSG00000063660,GPC1,5,-3.7983,66,-0.0951,39,-0.8823,78,0.20556,119,0.94605,89,0.51608
ENSG00000130294,KIF1A,6,-6.3842,809,1.33353,367,-0.3055,503,0.20970,350,-0.3809,350,-0.4377
ENSG00000115685,PPP1R7,5,-3.8607,95,0.55038,65,-0.1557,49,-0.6252,118,0.83944,75,0.07761
ENSG00000115677,HDLBP,126,-0.3524,207,0.56269,85,-0.9785,106,-0.6336,264,0.89609,130,-0.3482
ENSG00000168385,SEPTIN2,178,-0.1782,75,-1.6702,236,0.29016,82,-1.3863,311,0.76767,315,0.98156
ENSG00000115694,STK25,11,-3.5545,202,1.18457,34,-1.9049,121,0.05701,165,0.58835,100,-0.2921
ENSG00000176720,BOK,5,-3.3166,68,0.64753,90,1.03663,30,-0.7818,28,-0.9208,53,0.14493
ENSG00000176946,THAP4,5,-2.7113,52,0.89161,23,-0.5969,38,0.20111,16,-1.1658,42,0.42603
ENSG00000168397,ATG4B,93,0.70834,89,0.75858,34,-0.9476,57,-0.1380,50,-0.3395,40,-0.7559
ENSG00000188011,RTP5,5,-3.0567,113,2.67012,1,-4.6933,64,0.74590,1,-5.5257,16,-1.5592
ENSG00000134121,CHL1,89,-0.9708,289,1.23255,101,-0.7741,163,-0.0158,151,-0.1344,116,-0.6344
ENSG00000113851,CRBN,5,-3.7479,122,1.32955,54,-0.3287,76,0.21612,56,-0.2670,49,-0.5730
ENSG00000175928,LRRN1,5,-2.7077,31,-0.0978,28,-0.2412,12,-1.5364,115,2.44950,19,-0.9399
ENSG00000150995,ITPR1,30,0.12385,21,-0.5083,20,-0.5535,33,0.27538,40,0.62315,29,0.06837
ENSG00000134107,BHLHE40,5,-3.6615,20,-1.8830,54,-0.2407,39,-0.7348,155,1.64011,103,1.06557
ENSG00000134108,ARL8B,6,-4.6848,288,1.36665,65,-1.3623,170,0.14298,147,-0.0906,140,-0.1988
ENSG00000196220,SRGAP3,6,-3.3757,77,0.63064,39,-0.5919,35,-0.7343,128,1.47644,44,-0.4521
ENSG00000134077,THUMPD3,5,-2.2171,33,0.73920,19,-0.3292,13,-0.8601,27,0.22201,27,0.32672
ENSG00000156959,LHFPL4,62,1.17164,41,0.50489,6,-2.3515,45,0.58212,19,-0.7660,19,-0.8670
ENSG00000134072,CAMK1,170,2.28487,53,0.04799,11,-2.3712,25,-1.1078,44,-0.2578,28,-1.0639
ENSG00000171148,TADA3,89,-0.0981,80,-0.3136,110,0.24127,60,-0.7235,140,0.66044,100,0.09446
ENSG00000241553,ARPC4,86,-0.5805,173,0.70468,108,-0.2085,152,0.35519,112,-0.1598,90,-0.5747
ENSG00000171135,JAGN1,5,-2.4651,44,0.95403,18,-0.7384,33,0.25980,20,-0.5326,30,0.13234
ENSG00000163703,CRELD1,5,-3.5951,126,1.71933,32,-0.9921,55,-0.1489,43,-0.5185,46,-0.4769
ENSG00000125037,EMC3,127,0.52709,147,0.95768,48,-1.0466,50,-0.9865,97,0.07432,64,-0.6658
ENSG00000254999,BRK1,122,-0.1511,162,0.36911,78,-0.8587,65,-1.1413,134,0.00100,175,0.53801
ENSG00000157020,SEC13,5,-2.8640,44,0.39644,54,0.67520,2,-3.8342,58,0.78836,41,0.23836
ENSG00000157087,ATP2B2,5,-3.8854,116,0.97025,49,-0.6495,105,0.61378,67,-0.1517,64,-0.2531
ENSG00000132164,SLC6A11,5,-4.8546,17,-3.3913,183,0.38319,87,-0.8199,197,0.50721,328,1.95399
ENSG00000157103,SLC6A1,101,-0.5285,64,-1.3743,144,0.04664,101,-0.5238,233,0.87913,207,0.81046
ENSG00000144560,VGLL4,5,-3.4585,37,-0.6994,23,-1.3735,14,-2.1152,215,2.74434,53,-0.0496
ENSG00000157152,SYN2,51,-1.5851,362,2.42863,41,-1.9049,138,-0.0281,54,-1.4925,59,-1.5151
ENSG00000132155,RAF1,121,2.01747,20,-1.2214,34,-0.2794,17,-1.3944,78,1.12299,18,-1.3685
ENSG00000144713,RPL32,2064,1.04618,530,-1.3294,1212,0.11245,331,-1.9101,787,-0.5862,1802,0.98681
ENSG00000144711,IQSEC1,297,1.13345,173,0.21252,66,-1.3432,147,-0.0959,221,0.59614,83,-1.1078
ENSG00000163517,HDAC11,5,-3.5668,83,0.69590,64,0.13069,45,-0.4204,59,0.01461,66,0.21982
ENSG00000170860,LSM3,323,2.25434,45,-1.3865,55,-0.9206,28,-1.9218,112,0.19949,93,-0.1245
ENSG00000225733,FGD5-AS1,5,-4.5850,76,-0.8642,122,-0.0087,96,-0.3898,209,0.92294,198,1.02117
ENSG00000177463,NR2C2,5,-2.7231,33,-0.0101,16,-1.1129,14,-1.3405,83,1.67754,40,0.37035
ENSG00000131368,MRPS25,117,0.93106,98,0.75425,24,-1.6006,32,-1.1630,60,-0.1979,57,-0.3237
ENSG00000131381,RBSN,5,-2.9829,33,-0.3311,39,-0.0186,26,-0.6809,76,1.15497,51,0.53726
ENSG00000131370,SH3BP5,5,-3.3097,82,1.08744,25,-1.0659,46,-0.1229,46,-0.0986,54,0.17633
ENSG00000144597,EAF1,5,-2.6164,51,1.10966,16,-0.9983,42,0.53429,30,-0.0294,24,-0.4338
ENSG00000131386,GALNT15,5,-2.8880,6,-2.9420,55,0.67011,5,-2.8336,81,1.38592,68,1.36980
ENSG00000154813,DPH3,5,-2.4047,37,0.68296,16,-0.8024,30,0.18943,56,1.31214,15,-0.9460
ENSG00000131374,TBC1D5,5,-3.1230,44,0.02314,27,-0.7379,25,-0.8886,32,-0.4883,85,1.51507
ENSG00000182568,SATB1,88,0.71267,54,-0.1539,24,-1.3680,17,-1.8883,107,1.05375,61,0.08672
ENSG00000144566,RAB5A,96,-0.0159,87,-0.2068,105,0.13332,38,-1.4715,172,0.99991,95,-0.0352
ENSG00000114166,KAT2B,93,0.82050,15,-2.2139,85,0.66194,11,-2.4800,71,0.34463,85,0.80864
ENSG00000182247,UBE2E2,5,-3.1143,88,1.64716,24,-0.8898,29,-0.6039,19,-1.2794,45,0.07535
ENSG00000170142,UBE2E1,5,-3.6028,59,-0.0243,60,0.00546,19,-1.7943,101,0.89542,89,0.79613
ENSG00000197885,NKIRAS1,5,-3.2228,101,1.82098,15,-1.7016,21,-1.1967,55,0.27079,36,-0.4480
ENSG00000174748,RPL15,974,0.52858,638,-0.2095,521,-0.5063,359,-1.0878,679,-0.0796,946,0.57587
ENSG00000174738,NR1D2,10,-2.3782,33,-0.6548,45,-0.1051,23,-1.1672,116,1.60474,61,0.48817
ENSG00000077097,TOP2B,5,-3.8305,60,-0.3166,74,0.07554,26,-1.5312,90,0.39640,126,1.25294
ENSG00000179796,LRRC3B,5,-2.6473,26,-0.3006,27,-0.2014,30,-0.0722,81,1.73118,26,-0.3015
ENSG00000163512,AZI2,105,0.88353,79,0.45759,40,-0.7073,41,-0.6748,50,-0.3580,54,-0.2873
ENSG00000144642,RBMS3,40,0.21972,21,-0.8665,27,-0.3759,31,-0.1937,31,-0.1613,53,0.87460
ENSG00000163527,STT3B,12,-2.2764,91,1.06155,29,-0.9870,35,-0.7104,79,0.60426,52,-0.1167
ENSG00000152642,GPD1L,113,1.38158,64,0.42592,28,-0.9630,74,0.60394,45,-0.2202,13,-2.2965
ENSG00000144635,DYNC1LI1,5,-3.2876,96,1.53141,42,-0.2146,49,0.01996,19,-1.4204,40,-0.3434
ENSG00000170266,GLB1,5,-2.6010,58,1.45976,9,-1.8021,26,-0.2427,32,0.11576,26,-0.2616
ENSG00000170275,CRTAP,5,-3.4227,16,-1.9748,76,0.58992,60,0.18860,89,0.86746,83,0.90891
