gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000163428	ENSG00000163428	HAVANA	gene	4	LRRC58	protein_coding	LRRC58; ENSG00000163428	chr3	-0.57339678440685	4.46024633491306	-6.0391984909938	8.53046948474179e-09	9.69006338518723e-08	9.81181471364168
ENSG00000116675	ENSG00000116675	HAVANA	gene	16	DNAJC6	protein_coding	DNAJC6; ENSG00000116675	chr1	0.178748435806529	9.04683281407144	6.0388979256521	8.54371033219714e-09	9.69006338518723e-08	9.09821890372749
ENSG00000077380	ENSG00000077380	HAVANA	gene	15	DYNC1I2	protein_coding	DYNC1I2; ENSG00000077380	chr2	-0.272341146174365	7.19905615428407	-6.02778859372145	9.04749885662357e-09	1.02442016465669e-07	9.37992670287765
ENSG00000140905	ENSG00000140905	HAVANA	gene	10	GCSH	protein_coding	GCSH; ENSG00000140905	chr16	-0.348737336047282	6.23954656762687	-6.02346007410982	9.25157396065703e-09	1.04576935860648e-07	9.52307842814803
ENSG00000078668	ENSG00000078668	HAVANA	gene	14	VDAC3	protein_coding	VDAC3; ENSG00000078668	chr8	0.190714287865193	8.83291181119807	6.01995649360976	9.42005354651409e-09	1.06303016319708e-07	9.02607241730003
ENSG00000172461	ENSG00000172461	HAVANA	gene	11	FUT9	protein_coding	FUT9; ENSG00000172461	chr6	-0.63577930542118	4.73012486794542	-6.01939638810424	9.44726512744338e-09	1.06431814654826e-07	9.70202954390453
ENSG00000116539	ENSG00000116539	HAVANA	gene	13	ASH1L	protein_coding	ASH1L; ENSG00000116539	chr1	-0.460710784312538	5.60651210557596	-6.01612041218153	9.60797149143435e-09	1.08061609245064e-07	9.59432220533107
ENSG00000007168	ENSG00000007168	HAVANA	gene	13	PAFAH1B1	protein_coding	PAFAH1B1; ENSG00000007168	chr17	0.201990716389139	8.51379517243043	6.00700214281408	1.0069515810258e-08	1.13063880022847e-07	9.03072016969975
ENSG00000084710	ENSG00000084710	HAVANA	gene	14	EFR3B	protein_coding	EFR3B; ENSG00000084710	chr2	0.268675452474738	7.24710720445045	6.00370171297813	1.024187419998e-08	1.14807831090292e-07	9.24381778012264
ENSG00000186815	ENSG00000186815	HAVANA	gene	12	TPCN1	protein_coding	TPCN1; ENSG00000186815	chr12	-0.556259596738054	4.82259723761535	-5.99863624867565	1.05120458502373e-08	1.17640619423669e-07	9.60032869618998
ENSG00000174136	ENSG00000174136	HAVANA	gene	13	RGMB	protein_coding	RGMB; ENSG00000174136	chr5	0.337488693432934	7.46232934039424	5.99739842970339	1.05791206758836e-08	1.18194918728736e-07	9.16930303177154
ENSG00000019505	ENSG00000019505	HAVANA	gene	8	SYT13	protein_coding	SYT13; ENSG00000019505	chr11	0.261050932210172	7.35498442090134	5.98513651418342	1.12666344130612e-08	1.25667741789393e-07	9.12305125788023
ENSG00000196230	ENSG00000196230	HAVANA	gene	13	TUBB	protein_coding	TUBB; ENSG00000196230	chr6	0.166115176340774	9.85404383559827	5.97761412886034	1.17098743864534e-08	1.30395741721548e-07	8.62213343463426
ENSG00000165355	ENSG00000165355	HAVANA	gene	7	FBXO33	protein_coding	FBXO33; ENSG00000165355	chr14	0.347234566861236	6.21298225763074	5.97315381379014	1.19807092995335e-08	1.33191482757355e-07	9.2871862153116
ENSG00000114391	ENSG00000114391	HAVANA	gene	13	RPL24	protein_coding	RPL24; ENSG00000114391	chr3	-0.294118745454332	8.36626254308704	-5.97864405005889	1.22433592735755e-08	1.35887168741479e-07	8.87075649004101
ENSG00000172809	ENSG00000172809	HAVANA	gene	13	RPL38	protein_coding	RPL38; ENSG00000172809	chr17	-0.356824047010624	8.71945649691026	-6.05136890797231	1.23844684421139e-08	1.37227243247568e-07	8.81366304239777
ENSG00000154856	ENSG00000154856	HAVANA	gene	13	APCDD1	protein_coding	APCDD1; ENSG00000154856	chr18	-0.629684179759673	4.66700121155541	-5.96208591955557	1.26795476614893e-08	1.40266194738019e-07	9.43286751215621
ENSG00000048649	ENSG00000048649	HAVANA	gene	13	RSF1	protein_coding	RSF1; ENSG00000048649	chr11	-0.379115165619426	6.10028686594831	-5.9586645891998	1.29035427093395e-08	1.42510110217738e-07	9.21881137114754
ENSG00000145675	ENSG00000145675	HAVANA	gene	15	PIK3R1	protein_coding	PIK3R1; ENSG00000145675	chr5	-0.483972396121526	5.14144490110423	-5.95799559801811	1.29477925239665e-08	1.42764776160331e-07	9.34820318462061
ENSG00000184602	ENSG00000184602	HAVANA	gene	6	SNN	protein_coding	SNN; ENSG00000184602	chr16	-0.494525540033838	5.29481065944379	-5.9530699448477	1.32782031806394e-08	1.46168717039162e-07	9.33089256957922
ENSG00000198822	ENSG00000198822	HAVANA	gene	10	GRM3	protein_coding	GRM3; ENSG00000198822	chr7	-0.644256108385134	4.45200743763599	-5.9289129729543	1.50220140154927e-08	1.65095119775488e-07	9.27152453445272
ENSG00000164904	ENSG00000164904	HAVANA	gene	18	ALDH7A1	protein_coding	ALDH7A1; ENSG00000164904	chr5	-0.428262313412175	5.41038007154069	-5.92340905226326	1.54496539910317e-08	1.6951843475176e-07	9.1608488798956
ENSG00000169836	ENSG00000169836	HAVANA	gene	5	TACR3	protein_coding	TACR3; ENSG00000169836	chr4	0.47039278200899	5.98243091251511	5.9182596093123	1.58605336609755e-08	1.73743764673158e-07	9.03696681382552
ENSG00000147571	ENSG00000147571	HAVANA	gene	5	CRH	protein_coding	CRH; ENSG00000147571	chr8	-1.2089867011064	4.56119975343971	-6.00864461483256	1.6059076353502e-08	1.75633112651856e-07	9.23465733768021
ENSG00000231389	ENSG00000231389	HAVANA	gene	7	HLA-DPA1	protein_coding	HLA-DPA1; ENSG00000231389	chr6	-0.694208761280415	4.13574263114275	-5.91249364659023	1.63333102196338e-08	1.78342805428968e-07	9.20040171240129
ENSG00000083896	ENSG00000083896	HAVANA	gene	12	YTHDC1	protein_coding	YTHDC1; ENSG00000083896	chr4	-0.48144450200183	5.41448588339687	-5.90704345419646	1.67928671118853e-08	1.83063989858853e-07	9.0731958067294
ENSG00000138434	ENSG00000138434	HAVANA	gene	17	ITPRID2	protein_coding	ITPRID2; ENSG00000138434	chr2	-0.599475082739891	4.80602661965092	-5.9066187458923	1.68292053189548e-08	1.83163741896281e-07	9.1468957911251
ENSG00000143514	ENSG00000143514	HAVANA	gene	17	TP53BP2	protein_coding	TP53BP2; ENSG00000143514	chr1	-0.584026594592999	4.65261520842909	-5.89382575013492	1.79605996894705e-08	1.95162193722521e-07	9.09480563225373
ENSG00000125355	ENSG00000125355	HAVANA	gene	15	TMEM255A	protein_coding	TMEM255A; ENSG00000125355	chrX	0.383448711120166	8.10207404086411	5.96097010415952	1.87189739350486e-08	2.03075245411308e-07	8.52319554240235
ENSG00000184007	ENSG00000184007	HAVANA	gene	21	PTP4A2	protein_coding	PTP4A2; ENSG00000184007	chr1	-0.313532385115362	6.91722846882092	-5.87546071332582	1.97159717735143e-08	2.13547430607984e-07	8.67631274039302
ENSG00000108576	ENSG00000108576	HAVANA	gene	10	SLC6A4	protein_coding	SLC6A4; ENSG00000108576	chr17	-1.22405949245607	4.40883999547408	-5.95827870470385	2.0594973732143e-08	2.22710012894779e-07	8.97488240933963
ENSG00000185201	ENSG00000185201	HAVANA	gene	16	IFITM2	protein_coding	IFITM2; ENSG00000185201	chr11	-0.859088344096425	3.90178359895076	-5.85881508599319	2.14513758173611e-08	2.31599228976862e-07	8.93829838055666
ENSG00000065154	ENSG00000065154	HAVANA	gene	11	OAT	protein_coding	OAT; ENSG00000065154	chr10	0.205185002857485	8.64807591955297	5.85407493536239	2.1972334287325e-08	2.36844185749933e-07	8.2569409086783
ENSG00000114698	ENSG00000114698	HAVANA	gene	15	PLSCR4	protein_coding	PLSCR4; ENSG00000114698	chr3	-0.72177621150148	4.28709867150446	-5.85260951807451	2.21358796482592e-08	2.38225912444604e-07	8.91336909627588
ENSG00000139737	ENSG00000139737	HAVANA	gene	22	SLAIN1	protein_coding	SLAIN1; ENSG00000139737	chr13	-0.486487697317751	5.35226899909297	-5.85102627938427	2.23139131562117e-08	2.39758904199998e-07	8.82108029856592
ENSG00000138685	ENSG00000138685	HAVANA	gene	15	FGF2	protein_coding	FGF2; ENSG00000138685	chr4	-0.736095102719065	4.35987928444185	-5.84296559932908	2.32422819289464e-08	2.49336390693172e-07	8.86614553421147
ENSG00000155097	ENSG00000155097	HAVANA	gene	12	ATP6V1C1	protein_coding	ATP6V1C1; ENSG00000155097	chr8	0.228024688181595	7.83358850159473	5.84105663425681	2.34676180060842e-08	2.51353485702686e-07	8.34336071872446
ENSG00000117266	ENSG00000117266	HAVANA	gene	15	CDK18	protein_coding	CDK18; ENSG00000117266	chr1	-0.680162953221744	4.5542763461677	-5.84056367898834	2.35261533605278e-08	2.51580468555358e-07	8.83870959470939
ENSG00000161970	ENSG00000161970	HAVANA	gene	15	RPL26	protein_coding	RPL26; ENSG00000161970	chr17	-0.46813577099228	8.0580497845475	-5.9179370058737	2.48926336134948e-08	2.65771272035047e-07	8.24827368699785
ENSG00000185567	ENSG00000185567	HAVANA	gene	7	AHNAK2	protein_coding	AHNAK2; ENSG00000185567	chr14	0.285426446644735	7.3447662993357	5.81980762583164	2.61247860571861e-08	2.78485258967188e-07	8.32706068164683
ENSG00000011426	ENSG00000011426	HAVANA	gene	11	ANLN	protein_coding	ANLN; ENSG00000011426	chr7	-0.608146725093853	4.79710429559844	-5.81942285721439	2.61755170919302e-08	2.78585242730385e-07	8.71845080049129
ENSG00000069275	ENSG00000069275	HAVANA	gene	13	NUCKS1	protein_coding	NUCKS1; ENSG00000069275	chr1	-0.213640276916239	8.15294899761136	-5.81905769128235	2.62237526841563e-08	2.78658394058614e-07	8.17438196263814
ENSG00000225470	ENSG00000225470	HAVANA	gene	8	JPX	lncRNA	JPX; ENSG00000225470	chrX	-0.631795548944159	4.20767266725824	-5.81836320358475	2.63157292208318e-08	2.79195382300384e-07	8.74811132359773
ENSG00000157005	ENSG00000157005	HAVANA	gene	4	SST	protein_coding	SST; ENSG00000157005	chr3	-1.10249539310201	4.02707358735025	-5.89954270355818	2.64386132205735e-08	2.80058077463843e-07	8.76941004838198
ENSG00000159082	ENSG00000159082	HAVANA	gene	17	SYNJ1	protein_coding	SYNJ1; ENSG00000159082	chr21	0.238557372704268	7.54482696423906	5.8167897593394	2.65252820990625e-08	2.80535047882864e-07	8.27773222207548
ENSG00000168036	ENSG00000168036	HAVANA	gene	18	CTNNB1	protein_coding	CTNNB1; ENSG00000168036	chr3	-0.282636394885618	7.2598514335622	-5.81381380413598	2.69260959835705e-08	2.84327756491089e-07	8.30714097790327
ENSG00000134308	ENSG00000134308	HAVANA	gene	14	YWHAQ	protein_coding	YWHAQ; ENSG00000134308	chr2	0.156847903690217	9.08368654605842	5.81291189890379	2.70487339900071e-08	2.85175776041749e-07	7.96064195696834
ENSG00000144040	ENSG00000144040	HAVANA	gene	12	SFXN5	protein_coding	SFXN5; ENSG00000144040	chr2	-0.467816757912838	5.46228528638009	-5.81047037964827	2.7383471915698e-08	2.88253828587589e-07	8.61007178646157
ENSG00000171612	ENSG00000171612	HAVANA	gene	7	SLC25A33	protein_coding	SLC25A33; ENSG00000171612	chr1	-0.468459047020073	4.93960894261028	-5.80405755379825	2.82821050858536e-08	2.97248895418714e-07	8.62570672410603
ENSG00000144868	ENSG00000144868	HAVANA	gene	13	TMEM108	protein_coding	TMEM108; ENSG00000144868	chr3	0.429667056922179	5.41560845480575	5.80075736972206	2.87557406886165e-08	3.01756113737087e-07	8.55933928739618
ENSG00000067221	ENSG00000067221	HAVANA	gene	14	STOML1	protein_coding	STOML1; ENSG00000067221	chr15	0.299076924188872	7.11732467731553	5.79931247386546	2.89655432098743e-08	3.03485014937672e-07	8.27727201586832
ENSG00000123091	ENSG00000123091	HAVANA	gene	5	RNF11	protein_coding	RNF11; ENSG00000123091	chr1	0.195743604779098	8.48461381352035	5.79231105991717	3.0003559624216e-08	3.13872641596806e-07	7.96687531352131
ENSG00000186469	ENSG00000186469	HAVANA	gene	8	GNG2	protein_coding	GNG2; ENSG00000186469	chr14	0.226997109966084	8.03192120905673	5.79195305281059	3.00576037542685e-08	3.13950506189933e-07	8.06327456059598
ENSG00000105698	ENSG00000105698	HAVANA	gene	16	USF2	protein_coding	USF2; ENSG00000105698	chr19	-0.38994779208318	5.86953303026085	-5.78884519728254	3.05307788315651e-08	3.18399159424542e-07	8.43345858256255
ENSG00000183283	ENSG00000183283	HAVANA	gene	16	DAZAP2	protein_coding	DAZAP2; ENSG00000183283	chr12	-0.277545245856055	7.04533799600701	-5.78841968455735	3.05961281286977e-08	3.18587504177799e-07	8.2364181201237
ENSG00000018189	ENSG00000018189	HAVANA	gene	13	RUFY3	protein_coding	RUFY3; ENSG00000018189	chr4	0.188707356415692	8.49506472857837	5.7876043495129	3.07217279224641e-08	3.19359273735125e-07	7.95871305460461
ENSG00000065559	ENSG00000065559	HAVANA	gene	15	MAP2K4	protein_coding	MAP2K4; ENSG00000065559	chr17	0.24445202199267	7.43516474882173	5.78732385317648	3.07650539786398e-08	3.19359273735125e-07	8.14407324527121
ENSG00000108107	ENSG00000108107	HAVANA	gene	14	RPL28	protein_coding	RPL28; ENSG00000108107	chr19	-0.226690051609332	9.1296820283619	-5.77434118550807	3.28371273827491e-08	3.40344195657817e-07	7.75854640911001
ENSG00000188643	ENSG00000188643	HAVANA	gene	11	S100A16	protein_coding	S100A16; ENSG00000188643	chr1	-0.647556665867046	4.41804844766046	-5.76361292949473	3.46518549861886e-08	3.58601454749543e-07	8.47815767070117
ENSG00000173402	ENSG00000173402	HAVANA	gene	11	DAG1	protein_coding	DAG1; ENSG00000173402	chr3	-0.456046618852209	5.14282133518587	-5.76320708227942	3.47223968856216e-08	3.58780349414774e-07	8.40995296779398
ENSG00000197958	ENSG00000197958	HAVANA	gene	13	RPL12	protein_coding	RPL12; ENSG00000197958	chr9	-0.318744632472037	7.58389692512764	-5.7605955206465	3.51796935364624e-08	3.62948844341726e-07	7.98954587410184
ENSG00000126247	ENSG00000126247	HAVANA	gene	11	CAPNS1	protein_coding	CAPNS1; ENSG00000126247	chr19	0.20220385280753	8.90507050382636	5.75578083128028	3.60382553088137e-08	3.71005025327514e-07	7.71359053752671
ENSG00000196352	ENSG00000196352	HAVANA	gene	15	CD55	protein_coding	CD55; ENSG00000196352	chr1	0.307258909183153	6.88137700068553	5.75560110498568	3.60706978758381e-08	3.71005025327514e-07	8.07862040485535
ENSG00000165943	ENSG00000165943	HAVANA	gene	5	MOAP1	protein_coding	MOAP1; ENSG00000165943	chr14	0.200248791664588	8.62169097814654	5.75217434830967	3.66947563256538e-08	3.76848435009039e-07	7.72899930942853
ENSG00000101843	ENSG00000101843	HAVANA	gene	19	PSMD10	protein_coding	PSMD10; ENSG00000101843	chrX	0.2535559186897	7.43971852770695	5.75133224678676	3.68497229719222e-08	3.77863902072816e-07	7.96903724463761
ENSG00000119125	ENSG00000119125	HAVANA	gene	16	GDA	protein_coding	GDA; ENSG00000119125	chr9	0.524741570497695	5.5210183248634	5.74951972225956	3.71854445089305e-08	3.80374462687204e-07	8.3028436810637
ENSG00000054267	ENSG00000054267	HAVANA	gene	22	ARID4B	protein_coding	ARID4B; ENSG00000054267	chr1	-0.444604318148231	5.59129699088099	-5.7494013326358	3.72074767568454e-08	3.80374462687204e-07	8.29553487033542
ENSG00000158560	ENSG00000158560	HAVANA	gene	14	DYNC1I1	protein_coding	DYNC1I1; ENSG00000158560	chr7	0.172840972803279	8.74789104841648	5.74783915822907	3.74993947120934e-08	3.82777912386929e-07	7.70435902836324
ENSG00000111328	ENSG00000111328	HAVANA	gene	7	CDK2AP1	protein_coding	CDK2AP1; ENSG00000111328	chr12	-0.261244921989731	7.17842254155677	-5.74420788928744	3.81866365252556e-08	3.8920328331414e-07	7.99431648705141
ENSG00000083845	ENSG00000083845	HAVANA	gene	9	RPS5	protein_coding	RPS5; ENSG00000083845	chr19	-0.238729490031007	7.78377635324366	-5.74376596610829	3.82711093275707e-08	3.89475020452936e-07	7.84523013995958
ENSG00000008283	ENSG00000008283	HAVANA	gene	16	CYB561	protein_coding	CYB561; ENSG00000008283	chr17	0.318997523067056	9.38296733535252	5.82513599234657	3.8340166470087e-08	3.89589293377038e-07	7.58008851571842
ENSG00000148672	ENSG00000148672	HAVANA	gene	9	GLUD1	protein_coding	GLUD1; ENSG00000148672	chr10	-0.240822545005834	7.88243862805527	-5.72923365917543	4.11530316599021e-08	4.17542129958977e-07	7.78998866283949
ENSG00000176485	ENSG00000176485	HAVANA	gene	11	PLAAT3	protein_coding	PLAAT3; ENSG00000176485	chr11	-0.367338394065168	6.39648534557226	-5.72667396194333	4.16821690717273e-08	4.21894227095693e-07	8.04745439667316
ENSG00000204128	ENSG00000204128	HAVANA	gene	6	C2orf72	protein_coding	C2orf72; ENSG00000204128	chr2	-0.564018785420518	4.7850236752421	-5.72655355718066	4.17072220937704e-08	4.21894227095693e-07	8.27702112808251
ENSG00000108848	ENSG00000108848	HAVANA	gene	16	LUC7L3	protein_coding	LUC7L3; ENSG00000108848	chr17	-0.352519719238789	6.48703019662661	-5.72042088616893	4.30029227649058e-08	4.3434886156997e-07	7.99736181160093
ENSG00000110315	ENSG00000110315	HAVANA	gene	7	RNF141	protein_coding	RNF141; ENSG00000110315	chr11	-0.319602681314165	6.12402611711391	-5.71626108475468	4.39041091516706e-08	4.42787400231743e-07	8.03982543198648
ENSG00000189159	ENSG00000189159	HAVANA	gene	16	JPT1	protein_coding	JPT1; ENSG00000189159	chr17	0.227746564455264	7.65639114305237	5.71083511716208	4.51073860797102e-08	4.54242840088202e-07	7.73288183585387
ENSG00000174720	ENSG00000174720	HAVANA	gene	16	LARP7	protein_coding	LARP7; ENSG00000174720	chr4	-0.45485468683759	5.62466048888844	-5.70907595520846	4.55043772464717e-08	4.57556700760418e-07	8.10167566260401
ENSG00000100644	ENSG00000100644	HAVANA	gene	17	HIF1A	protein_coding	HIF1A; ENSG00000100644	chr14	0.275453014681315	7.82364121734232	5.70691558908375	4.59965824447283e-08	4.60621916014886e-07	7.68122740554161
ENSG00000129353	ENSG00000129353	HAVANA	gene	15	SLC44A2	protein_coding	SLC44A2; ENSG00000129353	chr19	-0.391773088595897	5.80837149940995	-5.70686422357889	4.60083483659427e-08	4.60621916014886e-07	8.04256796991202
ENSG00000133226	ENSG00000133226	HAVANA	gene	17	SRRM1	protein_coding	SRRM1; ENSG00000133226	chr1	-0.462998749855043	5.07581249982459	-5.70683810962202	4.60143312272552e-08	4.60621916014886e-07	8.13311515044638
ENSG00000108953	ENSG00000108953	HAVANA	gene	17	YWHAE	protein_coding	YWHAE; ENSG00000108953	chr17	-0.174007231186234	9.186135250168	-5.70521393581882	4.63879371592604e-08	4.63672897094862e-07	7.42860845484013
ENSG00000105835	ENSG00000105835	HAVANA	gene	12	NAMPT	protein_coding	NAMPT; ENSG00000105835	chr7	0.350443988369427	6.85622750979689	5.69247410763514	4.94231059345887e-08	4.93279206935295e-07	7.78290337167775
ENSG00000205336	ENSG00000205336	HAVANA	gene	12	ADGRG1	protein_coding	ADGRG1; ENSG00000205336	chr16	-0.335129716725838	6.51028867621575	-5.68590060254636	5.10642419009976e-08	5.08905026164231e-07	7.83971151254217
ENSG00000117525	ENSG00000117525	HAVANA	gene	14	F3	protein_coding	F3; ENSG00000117525	chr1	-0.858981061523573	3.95070713968131	-5.68438720761829	5.14495501817023e-08	5.11987621232095e-07	8.11687246400413
ENSG00000100379	ENSG00000100379	HAVANA	gene	17	KCTD17	protein_coding	KCTD17; ENSG00000100379	chr22	0.348176072089299	6.72096136421851	5.68312661407559	5.17726631052096e-08	5.14443114070497e-07	7.77265619362083
ENSG00000100804	ENSG00000100804	HAVANA	gene	19	PSMB5	protein_coding	PSMB5; ENSG00000100804	chr14	0.200308606216235	8.18831674740917	5.68121016342184	5.2267686123973e-08	5.18597056579096e-07	7.49418832587884
ENSG00000138107	ENSG00000138107	HAVANA	gene	13	ACTR1A	protein_coding	ACTR1A; ENSG00000138107	chr10	0.231427863863233	7.89154775770989	5.67829712409638	5.30289998453855e-08	5.25377017585827e-07	7.53275842225247
ENSG00000188846	ENSG00000188846	HAVANA	gene	14	RPL14	protein_coding	RPL14; ENSG00000188846	chr3	-0.241424832626143	8.1193952875847	-5.67659250882393	5.34795097682116e-08	5.29062345533688e-07	7.47306957256812
ENSG00000233927	ENSG00000233927	HAVANA	gene	5	RPS28	protein_coding	RPS28; ENSG00000233927	chr19	-0.273237045366283	9.1794912010407	-5.72626564907813	5.38005273040454e-08	5.31457701535709e-07	7.29562773335745
ENSG00000184588	ENSG00000184588	HAVANA	gene	18	PDE4B	protein_coding	PDE4B; ENSG00000184588	chr1	-0.462062350758227	5.06004272006271	-5.66911410788542	5.55005525063443e-08	5.47448348807089e-07	7.973707207918
ENSG00000114861	ENSG00000114861	HAVANA	gene	20	FOXP1	protein_coding	FOXP1; ENSG00000114861	chr3	-0.727917831157812	4.35196844406816	-5.66166900840459	5.75866521782696e-08	5.67194847551173e-07	8.01088062043331
ENSG00000148408	ENSG00000148408	HAVANA	gene	13	CACNA1B	protein_coding	CACNA1B; ENSG00000148408	chr9	0.337925692593189	6.15801880357946	5.65395408179787	5.98291396698111e-08	5.88421772197836e-07	7.72585188819442
ENSG00000139998	ENSG00000139998	HAVANA	gene	15	RAB15	protein_coding	RAB15; ENSG00000139998	chr14	0.363116140819885	6.15838377071331	5.65121258364187	6.06463708481801e-08	5.95589796507565e-07	7.71839836342178
ENSG00000095637	ENSG00000095637	HAVANA	gene	22	SORBS1	protein_coding	SORBS1; ENSG00000095637	chr10	-0.554093702112092	4.84856088378026	-5.64897630763267	6.13210634572916e-08	6.01339162316992e-07	7.91190455119204
ENSG00000177551	ENSG00000177551	HAVANA	gene	5	NHLH2	protein_coding	NHLH2; ENSG00000177551	chr1	0.418232985424635	6.00371741866142	5.6465072619811	6.20745010527541e-08	6.07637370543958e-07	7.71668876736396
ENSG00000122566	ENSG00000122566	HAVANA	gene	21	HNRNPA2B1	protein_coding	HNRNPA2B1; ENSG00000122566	chr7	-0.21974690475949	7.77669569592296	-5.64628194397311	6.2143706145879e-08	6.07637370543958e-07	7.40979252788931
ENSG00000165092	ENSG00000165092	HAVANA	gene	13	ALDH1A1	protein_coding	ALDH1A1; ENSG00000165092	chr9	-0.994451629096578	3.91220791750683	-5.69407197598115	6.22383211729487e-08	6.07680535858196e-07	7.95346924106895
ENSG00000170540	ENSG00000170540	HAVANA	gene	15	ARL6IP1	protein_coding	ARL6IP1; ENSG00000170540	chr16	0.17506593581126	9.25658579920906	5.64290937632603	6.31886213326248e-08	6.16066196697385e-07	7.09989530820816
ENSG00000115053	ENSG00000115053	HAVANA	gene	16	NCL	protein_coding	NCL; ENSG00000115053	chr2	-0.256207582445374	7.33185201699632	-5.64059753110704	6.39147889749032e-08	6.22245568387172e-07	7.44808924648415
ENSG00000171867	ENSG00000171867	HAVANA	gene	17	PRNP	protein_coding	PRNP; ENSG00000171867	chr20	0.181676749178008	9.39085075709882	5.63724285643285	6.49830327299653e-08	6.31732599569663e-07	7.0359233539535
ENSG00000101972	ENSG00000101972	HAVANA	gene	18	STAG2	protein_coding	STAG2; ENSG00000101972	chrX	-0.576662496815125	4.68836711255507	-5.63344273742004	6.62141935616376e-08	6.42773806952093e-07	7.85322481418488
ENSG00000128872	ENSG00000128872	HAVANA	gene	10	TMOD2	protein_coding	TMOD2; ENSG00000128872	chr15	-0.363883274360263	6.55128890134065	-5.6278068948318	6.8082141736585e-08	6.5995595522212e-07	7.53970032264973
ENSG00000183722	ENSG00000183722	HAVANA	gene	9	LHFPL6	protein_coding	LHFPL6; ENSG00000183722	chr13	-0.693351836698234	4.79052372738963	-5.62636706126832	7.09724830137073e-08	6.86985083424348e-07	7.78506909950888
ENSG00000254585	ENSG00000254585	HAVANA	gene	5	MAGEL2	protein_coding	MAGEL2; ENSG00000254585	chr15	0.464451162194196	5.49995006242599	5.6160981765138	7.2128890998697e-08	6.97176956468037e-07	7.65841098209207
ENSG00000181061	ENSG00000181061	HAVANA	gene	13	HIGD1A	protein_coding	HIGD1A; ENSG00000181061	chr3	0.212922250654703	8.45607539814785	5.6154453905843	7.23612898182418e-08	6.98421217056583e-07	7.11302735260439
ENSG00000159713	ENSG00000159713	HAVANA	gene	11	TPPP3	protein_coding	TPPP3; ENSG00000159713	chr16	0.232647757241603	8.32844351065227	5.61396171437129	7.28922174400847e-08	7.02539154354579e-07	7.13113549833994
ENSG00000258986	ENSG00000258986	HAVANA	gene	7	TMEM179	protein_coding	TMEM179; ENSG00000258986	chr14	0.336042799588344	6.71828798925621	5.61241198787618	7.34508423905945e-08	7.06911893122051e-07	7.45200454049204
ENSG00000169439	ENSG00000169439	HAVANA	gene	12	SDC2	protein_coding	SDC2; ENSG00000169439	chr8	-0.482096562334046	5.40709202846064	-5.60838113810503	7.49234803515719e-08	7.20056329712611e-07	7.65407298128624
ENSG00000167460	ENSG00000167460	HAVANA	gene	17	TPM4	protein_coding	TPM4; ENSG00000167460	chr19	-0.472879944526116	5.04138882286799	-5.60756204626112	7.52262339747366e-08	7.21077471083148e-07	7.69464003234104
ENSG00000136868	ENSG00000136868	HAVANA	gene	11	SLC31A1	protein_coding	SLC31A1; ENSG00000136868	chr9	0.359677478875603	6.13786447566307	5.60751462808433	7.52437972645766e-08	7.21077471083148e-07	7.49713253876093
ENSG00000115756	ENSG00000115756	HAVANA	gene	13	HPCAL1	protein_coding	HPCAL1; ENSG00000115756	chr2	0.241932985652541	8.34719452881204	5.60638688108405	7.56626871551375e-08	7.24061822960456e-07	7.08985235689889
ENSG00000082701	ENSG00000082701	HAVANA	gene	15	GSK3B	protein_coding	GSK3B; ENSG00000082701	chr3	0.265767713706802	6.85733024193094	5.60544597433385	7.60139188621222e-08	7.2639116506967e-07	7.39079809208774
ENSG00000133878	ENSG00000133878	HAVANA	gene	9	DUSP26	protein_coding	DUSP26; ENSG00000133878	chr8	0.276994091572771	7.14873288169715	5.60076302928311	7.77858344985958e-08	7.42270774811671e-07	7.30323561287629
ENSG00000162704	ENSG00000162704	HAVANA	gene	16	ARPC5	protein_coding	ARPC5; ENSG00000162704	chr1	0.284189985318804	7.3809866263584	5.59872783539264	7.85684166662723e-08	7.48678109025002e-07	7.24117851142733
ENSG00000177728	ENSG00000177728	HAVANA	gene	17	TMEM94	protein_coding	TMEM94; ENSG00000177728	chr17	-0.515364884273033	5.06997323357136	-5.59356554578857	8.0588083655269e-08	7.66838869471112e-07	7.62258568566492
ENSG00000089199	ENSG00000089199	HAVANA	gene	10	CHGB	protein_coding	CHGB; ENSG00000089199	chr20	0.362656796342622	9.97598334151634	5.67224655109244	8.10507233000912e-08	7.70153346788032e-07	6.68185241515654
ENSG00000224078	ENSG00000224078	HAVANA	gene	15	SNHG14	lncRNA	SNHG14; ENSG00000224078	chr15	-0.225415596608677	8.74362496111195	-5.5908988269936	8.16511622103946e-08	7.7476602790342e-07	6.95707170419405
ENSG00000175471	ENSG00000175471	HAVANA	gene	19	MCTP1	protein_coding	MCTP1; ENSG00000175471	chr5	0.374722945754731	6.55218693955578	5.58991470254562	8.20469285526787e-08	7.77426382080726e-07	7.35018856767
ENSG00000122126	ENSG00000122126	HAVANA	gene	17	OCRL	protein_coding	OCRL; ENSG00000122126	chrX	0.297768952141913	7.01908467545007	5.58939902919432	8.22550540890118e-08	7.78303791288866e-07	7.28104630076509
ENSG00000134884	ENSG00000134884	HAVANA	gene	15	ARGLU1	protein_coding	ARGLU1; ENSG00000134884	chr13	-0.41555361029508	5.62512627635464	-5.58584563031152	8.37032825826482e-08	7.90896233884012e-07	7.51439933379897
