Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000162819,BROX,172,1.69999,67,0.05941,27,-1.4154,59,-0.1466,26,-1.5197,101,0.74079,80,0.35286
ENSG00000143502,SUSD4,172,1.82837,1,-5.1974,21,-1.7050,100,0.98684,59,-0.0380,40,-0.6360,29,-1.1095
ENSG00000162909,CAPN2,172,1.32198,156,1.14219,83,0.08830,35,-1.3350,30,-1.5768,78,-0.0260,87,0.15095
ENSG00000143514,TP53BP2,172,1.76820,205,2.12745,46,-0.5319,7,-3.4278,24,-1.5655,72,0.23955,21,-1.6304
ENSG00000143753,DEGS1,172,1.26989,69,-0.2502,34,-1.4537,112,0.59888,63,-0.4503,90,0.17600,64,-0.3779
ENSG00000143771,CNIH4,172,2.50992,22,-1.0296,22,-1.1193,42,-0.0963,36,-0.3422,21,-1.1045,24,-0.9546
ENSG00000162923,WDR26,172,1.56758,84,0.31496,33,-1.2162,72,0.07870,34,-1.1672,47,-0.6022,108,0.73896
ENSG00000154380,ENAH,172,0.54484,248,1.18145,71,-0.9335,91,-0.5203,112,-0.1607,99,-0.3511,163,0.45491
ENSG00000143742,SRP9,172,-0.1217,379,1.20573,177,-0.0813,223,0.33898,121,-0.7369,129,-0.5647,133,-0.5255
ENSG00000143819,EPHX1,172,0.29411,274,1.08794,163,0.24036,49,-1.7625,106,-0.5216,186,0.42542,164,0.21532
ENSG00000143811,PYCR2,172,0.90548,245,1.55063,64,-0.7580,83,-0.3276,81,-0.3659,109,0.15035,15,-2.8664
ENSG00000163041,H3F3A,172,-0.4914,624,1.70114,255,0.14677,79,-1.7782,81,-1.7404,362,0.71333,359,0.70034
ENSG00000182827,ACBD3,172,1.38382,108,0.56289,45,-0.8982,57,-0.5082,86,0.22521,33,-1.2689,73,-0.0613
ENSG00000143799,PARP1,172,0.70000,166,0.64055,79,-0.5986,104,-0.1396,97,-0.2522,151,0.47966,73,-0.6727
ENSG00000143772,ITPKB,172,0.00164,794,2.94503,138,-0.3860,8,-4.6824,49,-2.0437,230,0.47761,133,-0.4051
ENSG00000143801,PSEN2,172,2.53013,24,-0.9183,16,-1.5922,58,0.51888,26,-0.8681,4,-3.3654,36,-0.3123
ENSG00000163050,COQ8A,172,2.28864,40,-0.3161,23,-1.2472,31,-0.7765,54,0.17786,59,0.31555,0,-6.0819
ENSG00000143776,CDC42BPA,172,1.02832,87,-0.1079,91,-0.0405,72,-0.4376,68,-0.5466,46,-1.0888,162,0.92915
ENSG00000143740,SNAP47,172,2.29961,37,-0.3998,26,-1.0293,57,0.31026,33,-0.6642,41,-0.2570,0,-6.0749
ENSG00000081692,JMJD4,172,2.25322,59,0.27986,9,-2.6383,38,-0.4424,33,-0.6745,29,-0.8102,72,0.61988
ENSG00000143761,ARF1,172,-0.8206,197,-0.6122,196,-0.6839,473,0.94732,326,0.20671,270,-0.1196,280,-0.0582
ENSG00000162910,MRPL55,172,0.92831,135,0.52000,66,-0.6951,142,0.69704,110,0.20066,36,-1.5155,5,-4.3907
ENSG00000143774,GUK1,172,-0.9719,352,0.14731,281,-0.2387,404,0.42805,178,-1.0043,416,0.41948,546,0.88331
ENSG00000168159,RNF187,172,-1.2083,461,0.33302,270,-0.5690,531,0.65705,502,0.54751,207,-0.9258,306,-0.3241
ENSG00000168118,RAB4A,172,1.05093,143,0.72949,84,-0.1448,98,0.11606,84,-0.1626,46,-1.0657,24,-2.0161
ENSG00000154429,CCSAP,172,2.67026,9,-2.1937,25,-0.8714,24,-0.8739,46,0.21083,39,-0.0756,0,-5.8135
ENSG00000143641,GALNT2,172,2.24028,66,0.47068,33,-0.6745,43,-0.2609,37,-0.5164,20,-1.4018,12,-2.1063
ENSG00000177614,PGBD5,172,2.42870,46,-0.0004,12,-2.1190,40,-0.2403,57,0.41182,20,-1.2274,0,-5.9927
ENSG00000135744,AGT,172,-1.9666,4762,4.86275,338,-1.0376,15,-5.5994,69,-3.4484,335,-0.9676,117,-2.5385
ENSG00000119280,C1orf198,172,0.96630,238,1.56066,48,-1.1754,2,-5.7425,25,-2.1574,297,2.00019,106,0.14897
ENSG00000182118,FAM89A,172,2.71329,13,-1.6977,59,0.73023,9,-2.3253,26,-0.7319,0,-6.1673,29,-0.5112
ENSG00000116906,GNPAT,172,0.87368,218,1.29411,61,-0.8579,148,0.72357,67,-0.7021,51,-1.0628,19,-2.4735
ENSG00000135766,EGLN1,172,1.68438,84,0.41760,75,0.26454,45,-0.6212,38,-0.9119,49,-0.4301,28,-1.2921
ENSG00000116918,TSNAX,172,0.86601,195,1.08437,64,-0.8011,83,-0.3520,93,-0.1580,39,-1.4533,132,0.42247
ENSG00000116991,SIPA1L2,172,2.08154,94,0.93209,46,-0.2513,27,-1.1345,21,-1.5232,34,-0.6845,45,-0.2631
ENSG00000135778,NTPCR,172,1.02532,41,-1.2587,74,-0.3897,107,0.26076,72,-0.4345,185,1.15971,23,-2.0874
ENSG00000168275,COA6,172,2.00009,35,-0.7159,36,-0.7287,74,0.52759,16,-1.9573,24,-1.2784,72,0.41026
ENSG00000168264,IRF2BP2,172,0.19619,568,2.41619,95,-0.7978,70,-1.3015,101,-0.6973,197,0.41769,52,-1.6511
ENSG00000173726,TOMM20,172,-0.4669,80,-1.6221,166,-0.5725,374,0.93584,322,0.62888,155,-0.6223,178,-0.4097
ENSG00000054267,ARID4B,172,0.84422,178,0.90502,65,-0.7839,39,-1.6150,79,-0.4567,212,1.21628,103,-0.0008
ENSG00000152904,GGPS1,172,2.48766,74,0.83601,29,-0.6997,48,0.13206,19,-1.4002,6,-2.9882,0,-5.9559
ENSG00000168243,GNG4,172,0.93651,122,0.35281,70,-0.5863,156,0.89586,54,-0.9982,44,-1.2259,82,-0.2851
ENSG00000116977,LGALS8,172,2.04887,19,-1.5642,20,-1.6194,65,0.31760,55,0.01071,14,-1.9843,58,0.11692
ENSG00000270188,MTRNR2L11,172,1.38586,8,-3.3558,131,1.06561,27,-1.7066,70,-0.1519,78,0.03067,49,-0.7011
ENSG00000155816,FMN2,172,2.37110,111,1.47914,40,-0.2870,20,-1.4191,30,-0.7523,5,-3.1915,0,-6.0290
ENSG00000182901,RGS7,172,2.13379,11,-2.3589,28,-1.0649,66,0.42727,45,-0.2597,2,-4.4461,60,0.22389
ENSG00000091483,FH,172,1.80454,62,0.01702,54,-0.2079,89,0.71968,40,-0.7440,9,-2.7904,2,-4.7658
ENSG00000143702,CEP170,172,1.36937,26,-1.6701,39,-1.1365,74,-0.0639,104,0.56000,44,-0.8516,93,0.30649
ENSG00000054282,SDCCAG8,172,1.64021,140,1.26198,77,0.27494,40,-0.8800,31,-1.2449,11,-2.6130,45,-0.6236
ENSG00000117020,AKT3,172,1.45847,76,0.05820,55,-0.4882,66,-0.1770,41,-0.9958,39,-0.9819,121,0.83459
ENSG00000035687,ADSS,172,1.91714,78,0.49375,19,-1.7701,59,0.04472,46,-0.3851,69,0.28898,9,-2.8080
ENSG00000203667,COX20,172,0.43183,82,-0.7489,144,0.16135,114,-0.2607,159,0.35226,73,-0.9162,157,0.28126
ENSG00000153187,HNRNPU,172,-0.5905,477,1.08144,181,-0.5677,177,-0.6001,226,-0.1787,337,0.48301,350,0.54716
ENSG00000162852,CNST,172,1.96274,0,-7.2125,24,-1.3983,99,1.09714,52,-0.1638,6,-3.2499,38,-0.6077
ENSG00000143653,SCCPDH,172,0.93867,153,0.73785,61,-0.8012,64,-0.7291,49,-1.1565,193,1.14422,111,0.20558
ENSG00000143727,ACP1,172,1.80487,40,-0.6452,29,-1.2446,120,1.35578,32,-1.0773,20,-1.7175,18,-1.8555
ENSG00000151353,TMEM18,172,2.41939,20,-1.2695,39,-0.2667,50,0.17804,27,-0.9157,33,-0.5208,0,-5.9981
ENSG00000186487,MYT1L,172,1.73718,0,-7.7302,47,-0.5087,71,0.20062,100,0.88788,24,-1.4536,0,-6.4425
ENSG00000032389,EIPR1,172,1.93856,32,-0.8909,28,-1.1828,75,0.51002,44,-0.4526,61,0.11271,12,-2.3512
ENSG00000171853,TRAPPC12,172,2.14215,75,0.59675,42,-0.3840,48,-0.1356,27,-1.1042,35,-0.6139,4,-3.6024
ENSG00000182551,ADI1,172,1.08624,72,-0.3405,69,-0.4470,51,-0.9426,48,-1.0560,230,1.62820,86,-0.0755
ENSG00000171865,RNASEH1,172,2.62085,26,-0.7309,14,-1.7654,56,0.52731,36,-0.2519,9,-2.2715,0,-5.8752
ENSG00000171863,RPS7,172,-1.2309,300,-0.3797,504,0.52455,221,-0.9244,152,-1.5251,723,1.07464,860,1.39119
ENSG00000232044,SILC1,172,2.34734,0,-7.3118,33,-0.6015,32,-0.6723,74,0.87450,0,-6.3902,21,-1.2229
ENSG00000115738,ID2,172,1.45594,176,1.49674,80,0.15660,39,-1.0616,22,-1.9297,78,0.09947,25,-1.6224
ENSG00000134313,KIDINS220,172,0.36953,154,0.19004,88,-0.7490,164,0.33495,198,0.70452,96,-0.5626,45,-1.6890
ENSG00000143797,MBOAT2,172,1.43576,81,0.14992,73,-0.0285,66,-0.1957,85,0.24057,24,-1.6992,16,-2.3034
ENSG00000151693,ASAP2,172,2.42135,23,-1.0461,32,-0.5982,48,0.08536,28,-0.8303,32,-0.5553,14,-1.8014
ENSG00000119185,ITGB1BP1,172,1.38151,66,-0.2310,42,-0.9929,97,0.44749,36,-1.2599,91,0.29253,83,0.13689
ENSG00000134330,IAH1,172,2.19596,59,0.24921,28,-1.0010,36,-0.5662,33,-0.7430,1,-5.1532,80,0.74974
ENSG00000151694,ADAM17,172,1.91290,153,1.68077,46,-0.4186,17,-1.9704,32,-0.9984,57,-0.0171,8,-2.8988
ENSG00000134308,YWHAQ,172,-1.2297,401,0.08430,251,-0.7146,644,1.03103,360,-0.0973,531,0.54396,191,-1.0713
ENSG00000115756,HPCAL1,172,-0.4828,42,-2.5751,147,-0.7979,519,1.67525,276,0.31041,129,-0.9256,108,-1.1894
ENSG00000115758,ODC1,172,1.58532,155,1.39153,31,-1.3104,53,-0.4458,54,-0.4281,24,-1.6022,59,-0.2472
ENSG00000143870,PDIA6,172,0.95446,140,0.60537,72,-0.5199,87,-0.1985,57,-0.8984,114,0.26925,111,0.21911
ENSG00000134318,ROCK2,172,1.23214,88,0.10000,73,-0.2212,53,-0.7709,89,0.13211,42,-1.0472,96,0.24204
ENSG00000169006,NTSR2,172,1.22709,67,-0.3280,171,1.48363,43,-1.1157,36,-1.3938,74,-0.1850,17,-2.3402
ENSG00000134324,LPIN1,172,1.18321,106,0.35440,70,-0.3447,93,0.15622,113,0.52789,15,-2.6259,7,-3.5911
ENSG00000071575,TRIB2,172,2.23853,4,-3.7000,29,-0.9097,46,-0.1159,39,-0.4387,2,-4.3829,91,0.99819
ENSG00000151779,NBAS,172,1.95027,40,-0.5310,20,-1.7053,52,-0.1519,61,0.13021,19,-1.6708,71,0.35943
ENSG00000079785,DDX1,172,0.86380,83,-0.3169,64,-0.7927,121,0.31368,79,-0.4428,197,1.10239,39,-1.4616
ENSG00000197872,FAM49A,172,1.51634,38,-0.9599,66,-0.1234,88,0.39313,87,0.37353,17,-2.1825,1,-5.5169
ENSG00000163032,VSNL1,172,-0.2307,28,-2.9292,149,-0.5051,331,0.99338,321,0.93109,164,-0.3020,23,-3.2468
ENSG00000068697,LAPTM4A,172,0.40865,262,1.13290,159,0.31830,109,-0.3532,63,-1.2629,72,-0.9637,168,0.37545
ENSG00000055917,PUM2,172,1.37558,104,0.49975,64,-0.3112,53,-0.6464,75,-0.0365,47,-0.7449,59,-0.4160
ENSG00000143878,RHOB,172,-1.2893,877,1.35625,576,0.71365,74,-2.6844,125,-1.8920,708,0.96849,654,0.83212
ENSG00000119782,FKBP1B,172,2.16914,6,-3.1881,26,-1.1289,89,1.08689,40,-0.4409,5,-3.4323,20,-1.4301
ENSG00000115128,SF3B6,172,0.07604,231,0.55775,125,-0.4763,187,0.23928,90,-1.0078,199,0.31363,234,0.58076
ENSG00000198399,ITSN2,172,1.70022,97,0.66667,36,-0.9695,50,-0.4507,48,-0.5077,12,-2.4549,95,0.63950
ENSG00000084676,NCOA1,172,1.36331,154,1.16422,70,-0.1622,57,-0.5277,47,-0.8291,42,-0.9243,53,-0.5784
ENSG00000184924,PTRHD1,172,2.77963,17,-1.2965,35,-0.1915,52,0.53538,5,-3.1675,2,-4.3775,18,-1.2046
ENSG00000138031,ADCY3,172,1.75482,22,-1.5902,39,-0.8192,50,-0.3990,52,-0.3145,14,-2.2082,137,1.32166
ENSG00000115137,DNAJC27,172,2.62522,23,-0.9201,20,-1.2279,43,0.06322,48,0.26396,0,-6.2189,0,-5.8621
ENSG00000084710,EFR3B,172,0.60090,83,-0.5730,78,-0.7239,189,0.89009,166,0.62906,54,-1.2240,16,-2.9721
ENSG00000138101,DTNB,172,1.60524,0,-6.6529,41,-0.8630,38,-0.9740,78,0.25108,173,1.61903,19,-1.9080
ENSG00000143970,ASXL2,172,2.15576,142,1.76529,27,-1.0939,26,-1.1671,23,-1.3547,5,-3.4588,47,-0.1570
ENSG00000084731,KIF3C,172,-0.0891,28,-2.7826,101,-0.9899,391,1.59036,237,0.49919,96,-0.9863,62,-1.6564
ENSG00000084733,RAB10,172,0.73989,182,0.84182,70,-0.7762,115,0.08803,96,-0.2279,128,0.25551,51,-1.1697
ENSG00000157833,GAREM2,172,2.04843,101,1.03848,47,-0.2547,13,-2.3121,22,-1.4596,25,-1.1938,81,0.65015
ENSG00000084754,HADHA,172,0.42407,236,0.96502,107,-0.3760,96,-0.5617,114,-0.2652,104,-0.3783,179,0.48680
ENSG00000138029,HADHB,172,0.63637,112,-0.0572,209,1.15457,65,-0.9847,49,-1.4411,159,0.50883,76,-0.6597
ENSG00000138018,SELENOI,172,1.83308,15,-2.0768,39,-0.7278,75,0.40770,55,-0.1726,67,0.17797,10,-2.6555
ENSG00000171303,KCNK3,172,1.33529,0,-8.0341,26,-1.7987,114,0.72268,147,1.25810,0,-7.1125,36,-1.1881
ENSG00000213699,SLC35F6,172,1.99325,93,0.83626,25,-1.3233,44,-0.4246,47,-0.3132,21,-1.4564,41,-0.4858
ENSG00000157851,DPYSL5,172,0.81001,0,-8.4598,45,-1.4089,122,0.27606,130,0.38821,240,1.40444,46,-1.2574
ENSG00000084764,MAPRE3,172,-0.8591,104,-1.6107,132,-1.3636,489,0.96250,545,1.20167,192,-0.6905,183,-0.7605
ENSG00000119777,TMEM214,172,2.09459,49,-0.1215,26,-1.1599,40,-0.5042,49,-0.1410,71,0.47944,8,-2.7647
ENSG00000228474,OST4,172,-0.2297,100,-1.0608,226,0.23784,225,0.23023,120,-0.8668,293,0.63997,279,0.55451
ENSG00000138073,PREB,172,2.10253,22,-1.3319,22,-1.4496,34,-0.7308,48,-0.1874,89,0.85452,38,-0.5049
ENSG00000138085,ATRAID,172,1.46780,110,0.66874,44,-0.8426,39,-1.0626,37,-1.1184,150,1.22239,56,-0.4253
ENSG00000115204,MPV17,172,1.92791,93,0.79326,29,-1.1351,47,-0.3580,35,-0.8403,53,-0.1259,35,-0.7734
ENSG00000115211,EIF2B4,172,2.62115,41,-0.0278,27,-0.7218,27,-0.7629,32,-0.4747,0,-5.6218,34,-0.3355
ENSG00000115234,SNX17,172,0.65702,201,0.92853,73,-0.7877,118,0.03938,128,0.18855,53,-1.1829,89,-0.4121
ENSG00000115241,PPM1G,172,1.42727,122,0.81092,39,-1.0876,48,-0.7362,73,-0.0446,39,-1.0092,92,0.34467
ENSG00000115216,NRBP1,172,0.61806,130,0.15503,88,-0.5164,163,0.60907,127,0.13595,43,-1.5419,79,-0.6267
ENSG00000243943,ZNF512,172,1.96516,64,0.20140,20,-1.7015,52,-0.1603,52,-0.1573,65,0.23318,17,-1.7809
ENSG00000119760,SUPT7L,172,2.15789,46,-0.1829,15,-2.0278,84,0.94027,24,-1.2697,53,0.03046,0,-6.1673
ENSG00000163798,SLC4A1AP,172,1.85419,76,0.38215,31,-1.0715,62,0.08084,53,-0.2088,49,-0.3187,7,-3.2114
ENSG00000243147,MRPL33,172,1.20454,16,-2.4519,82,-0.0442,86,0.03780,43,-1.1388,129,0.70088,103,0.32161
ENSG00000158019,BABAM2,172,2.05730,47,-0.2167,17,-1.8890,52,-0.0776,18,-1.7670,126,1.43849,22,-1.3460
ENSG00000213639,PPP1CB,172,-0.2254,404,1.20072,158,-0.3977,184,-0.1353,186,-0.1163,110,-0.9157,242,0.32044
ENSG00000115295,CLIP4,172,2.11804,43,-0.3084,43,-0.3486,35,-0.6914,62,0.29529,3,-4.1433,28,-0.9866
ENSG00000119801,YPEL5,172,0.01170,230,0.48359,80,-1.2671,279,0.95382,200,0.29260,135,-0.3741,53,-1.7934
ENSG00000213626,LBH,172,1.56793,30,-1.3015,41,-0.8994,82,0.31487,57,-0.3403,1,-6.1939,130,1.05224
ENSG00000013016,EHD3,172,0.84501,31,-1.8119,81,-0.4117,151,0.72644,127,0.37925,56,-0.9350,53,-1.0229
ENSG00000162961,DPY30,172,1.37380,61,-0.3588,47,-0.8452,89,0.27385,61,-0.3972,137,0.96672,3,-4.6243
ENSG00000021574,SPAST,172,2.58070,0,-7.1669,20,-1.2252,52,0.35934,29,-0.6833,49,0.22340,4,-3.3246
ENSG00000119820,YIPF4,172,0.08701,200,0.33075,176,0.14450,108,-0.7112,256,0.87529,57,-1.5938,119,-0.4979
ENSG00000115760,BIRC6,172,2.42778,42,-0.1376,35,-0.4589,42,-0.1472,27,-0.8791,17,-1.4741,17,-1.4945
ENSG00000119812,FAM98A,172,2.30003,30,-0.7121,29,-0.8652,62,0.45148,34,-0.5817,25,-1.0198,5,-3.1573
ENSG00000150938,CRIM1,172,1.75132,1,-5.8221,78,0.40108,32,-1.1478,42,-0.7012,21,-1.6549,132,1.24867
ENSG00000171055,FEZ2,172,1.16966,130,0.67833,85,-0.0232,67,-0.4393,81,-0.0974,52,-0.7754,39,-1.2177
ENSG00000152133,GPATCH11,172,2.49549,49,0.17806,25,-0.9558,38,-0.2747,18,-1.4503,59,0.45377,0,-5.9512
ENSG00000055332,EIF2AK2,172,1.02244,122,0.44016,64,-0.6498,92,-0.0210,100,0.13804,48,-1.0313,77,-0.3066
ENSG00000218739,CEBPZOS,172,1.23227,103,0.36060,61,-0.5160,55,-0.6891,63,-0.4715,109,0.44547,84,0.01472
ENSG00000115816,CEBPZ,172,2.86634,46,0.32041,31,-0.3467,19,-1.1797,27,-0.5913,0,-5.5274,8,-2.2920
ENSG00000115828,QPCT,172,1.60545,2,-5.0839,45,-0.7058,146,1.59765,43,-0.7709,13,-2.5047,22,-1.6829
ENSG00000115875,SRSF7,172,1.75158,72,0.21371,26,-1.4358,47,-0.5103,62,-0.0365,115,1.00608,0,-6.4523
ENSG00000188010,MORN2,172,2.10138,165,2.01036,25,-1.2424,27,-1.1049,14,-2.0883,39,-0.4621,20,-1.4895
ENSG00000115904,SOS1,172,2.28882,31,-0.6844,22,-1.3241,45,-0.1201,43,-0.1920,60,0.35172,0,-5.8522
ENSG00000011566,MAP4K3,172,2.62394,29,-0.5641,25,-0.8500,46,0.16762,20,-1.2606,16,-1.4880,21,-1.0787
ENSG00000152154,TMEM178A,172,1.49339,1,-5.6792,21,-1.9783,101,0.64020,85,0.31728,116,0.79109,14,-2.3922
ENSG00000183023,SLC8A1,172,1.16514,0,-8.1684,47,-1.0315,91,0.09965,134,0.86009,21,-2.1291,123,0.58637
ENSG00000115944,COX7A2L,172,0.11817,144,-0.1643,86,-1.0508,230,0.69515,209,0.49887,119,-0.4693,113,-0.5395
ENSG00000057935,MTA3,172,1.74557,34,-0.9729,36,-0.9415,84,0.53383,43,-0.6532,81,0.40363,18,-1.9087
ENSG00000152518,ZFP36L2,172,0.91232,395,2.56734,84,-0.2881,1,-5.9649,18,-2.7239,90,-0.1457,127,0.40581
ENSG00000138095,LRPPRC,172,0.61995,69,-0.8238,64,-1.0170,181,0.82299,144,0.37715,115,-0.0417,42,-1.5750
ENSG00000138032,PPM1B,172,1.62351,69,0.05526,48,-0.5752,63,-0.0995,47,-0.6237,91,0.49295,22,-1.6693
ENSG00000138078,PREPL,172,-1.2468,118,-1.8089,277,-0.5701,846,1.64699,482,0.41966,178,-1.1934,170,-1.2594
ENSG00000116016,EPAS1,172,0.32320,49,-1.6126,262,1.23900,7,-4.5695,36,-2.1887,20,-2.9258,557,2.55469
ENSG00000119729,RHOQ,172,0.70692,67,-0.7857,83,-0.5116,124,0.18381,170,0.80519,68,-0.7838,57,-1.0505
ENSG00000119878,CRIPT,172,1.88890,38,-0.6751,52,-0.2188,48,-0.3539,43,-0.5466,56,-0.0673,36,-0.7754
ENSG00000180398,MCFD2,172,1.32629,84,0.11322,65,-0.3457,107,0.57267,59,-0.4951,33,-1.3379,36,-1.1840
ENSG00000143933,CALM2,172,-3.2402,1001,-0.6175,1220,-0.3434,2910,1.36960,1508,0.03003,1551,0.07266,827,-0.9109
ENSG00000138081,FBXO11,172,1.31311,97,0.32904,34,-1.3995,122,0.82095,63,-0.4019,76,-0.0553,10,-3.1277
ENSG00000162869,PPP1R21,172,2.47080,59,0.44635,23,-1.1137,35,-0.4253,27,-0.8714,44,-0.0202,3,-3.8086
ENSG00000179915,NRXN1,172,0.58101,76,-0.7130,125,0.07078,103,-0.2697,151,0.41767,100,-0.2958,97,-0.3352
ENSG00000115239,ASB3,172,1.86866,60,0.01489,48,-0.3820,36,-0.8237,44,-0.5197,72,0.31536,33,-0.9124
ENSG00000068912,ERLEC1,172,0.35393,111,-0.3436,63,-1.3121,191,0.61397,134,-0.0481,136,-0.0290,185,0.47803
ENSG00000170634,ACYP2,172,0.92359,61,-0.7465,98,-0.0008,128,0.48391,68,-0.6385,114,0.23257,50,-1.0477
ENSG00000115306,SPTBN1,172,-1.4486,530,0.30045,413,-0.1152,471,0.12221,548,0.40570,366,-0.2933,472,0.11156
ENSG00000115310,RTN4,172,-2.1948,413,-0.8832,505,-0.6303,1210,0.99562,872,0.33474,1140,0.74298,373,-1.0398
ENSG00000143947,RPS27A,172,-2.4942,739,-0.2971,1348,0.79461,424,-1.2464,515,-0.9339,2087,1.46081,1337,0.66739
ENSG00000115355,CCDC88A,172,0.12578,170,0.11047,192,0.34557,103,-0.7413,158,-0.0088,215,0.48911,126,-0.3603
ENSG00000163001,CFAP36,172,0.59000,145,0.30755,116,-0.0573,151,0.43140,124,0.05642,56,-1.1689,43,-1.5500
ENSG00000275052,PPP4R3B,172,2.39173,78,0.85735,33,-0.5820,36,-0.4312,21,-1.3042,2,-4.3698,31,-0.6224
ENSG00000115380,EFEMP1,172,0.46566,828,3.99505,93,-0.5602,6,-4.5382,25,-2.6270,34,-2.0078,8,-4.1142
ENSG00000115392,FANCL,172,2.55744,17,-1.4380,12,-1.9887,49,0.21569,40,-0.1304,1,-4.8486,39,-0.1476
ENSG00000237651,C2orf74,172,1.64807,57,-0.2372,44,-0.6995,58,-0.2291,58,-0.2443,84,0.38573,30,-1.2264
ENSG00000115464,USP34,172,1.25840,80,-0.0263,68,-0.3129,80,-0.0363,89,0.16205,71,-0.2167,18,-2.2867
ENSG00000082898,XPO1,172,1.15072,150,0.91144,61,-0.6024,91,0.09659,46,-1.0712,88,0.02114,60,-0.5775
ENSG00000115484,CCT4,172,0.84022,57,-0.9349,62,-0.8794,167,0.92370,71,-0.6370,124,0.28965,82,-0.3583
ENSG00000170340,B3GNT2,172,2.45717,30,-0.6214,13,-1.9366,54,0.32836,28,-0.8047,1,-5.5717,57,0.37519
ENSG00000115504,EHBP1,172,1.59022,34,-1.0815,40,-0.9129,96,0.63866,74,0.15223,28,-1.3860,30,-1.2766
ENSG00000014641,MDH1,172,-0.7240,95,-1.6232,154,-0.9680,670,1.94507,243,-0.2083,165,-0.7863,163,-0.8012
ENSG00000169764,UGP2,172,1.16562,22,-2.0638,91,0.09928,80,-0.1292,97,0.22777,34,-1.4321,96,0.17260
ENSG00000119844,AFTPH,172,2.25698,39,-0.3812,40,-0.3482,42,-0.2892,45,-0.1506,26,-0.9939,1,-4.8349
ENSG00000115902,SLC1A4,172,0.48302,77,-0.7798,125,-0.0427,170,0.53369,186,0.71453,39,-1.8119,28,-2.2917
ENSG00000011523,CEP68,172,3.00467,0,-6.9272,20,-0.9501,34,-0.0986,34,-0.1113,3,-3.5545,9,-2.0273
ENSG00000138069,RAB1A,172,0.04252,90,-0.9649,128,-0.4694,280,1.00383,191,0.24234,108,-0.6861,107,-0.7062
ENSG00000138071,ACTR2,172,0.29938,96,-0.6238,131,-0.1601,163,0.24647,134,-0.1093,129,-0.1585,175,0.32540
ENSG00000197223,C1D,172,2.25205,72,0.61355,13,-2.1099,54,0.15667,24,-1.1684,30,-0.7913,37,-0.4444
ENSG00000221823,PPP3R1,172,0.94947,61,-0.7317,58,-0.8736,128,0.52090,144,0.74457,78,-0.3457,0,-6.8878
ENSG00000119865,CNRIP1,172,1.13516,15,-2.6660,89,0.03358,78,-0.1974,98,0.20824,64,-0.4862,93,0.09808
ENSG00000169604,ANTXR1,172,1.41877,368,3.11024,51,-0.6509,1,-5.6539,21,-2.0665,53,-0.5436,8,-3.2093
ENSG00000198380,GFPT1,172,1.72886,72,0.20585,28,-1.3740,76,0.33758,68,0.13129,20,-1.7647,27,-1.3208
ENSG00000169599,NFU1,172,2.57775,31,-0.5001,14,-1.7603,49,0.23562,18,-1.3759,18,-1.3053,43,0.02133
ENSG00000115977,AAK1,172,0.50549,58,-1.1977,92,-0.5435,151,0.33231,197,0.85953,120,-0.0777,30,-2.1495
ENSG00000124380,SNRNP27,172,0.83969,100,-0.0464,78,-0.4815,104,0.00192,117,0.22482,73,-0.5418,91,-0.2051
ENSG00000169564,PCBP1,172,-0.4925,241,0.04279,246,0.07925,292,0.40083,220,-0.1195,244,0.05797,179,-0.4285
ENSG00000116005,PCYOX1,172,0.48217,51,-1.4064,85,-0.6942,174,0.58145,204,0.89990,74,-0.8500,55,-1.2996
ENSG00000143977,SNRPG,172,0.88948,155,0.71104,87,-0.2626,62,-0.8359,38,-1.5972,87,-0.2224,218,1.31715
ENSG00000035141,FAM136A,172,2.35761,10,-2.2751,32,-0.6503,48,0.03672,46,-0.0220,35,-0.4761,0,-6.0376
ENSG00000075340,ADD2,172,0.80658,25,-2.1862,65,-0.8191,124,0.30204,176,0.99931,44,-1.3254,82,-0.3921
ENSG00000144043,TEX261,172,2.60548,47,0.17224,25,-0.9068,18,-1.3962,35,-0.3301,48,0.19964,0,-5.8828
ENSG00000124357,NAGK,172,0.86196,88,-0.2440,51,-1.1683,129,0.42816,93,-0.1688,83,-0.3177,134,0.43541
ENSG00000124383,MPHOSPH10,172,2.15403,8,-2.7786,28,-1.0497,54,0.06772,60,0.27267,26,-1.0587,28,-0.9269
ENSG00000075292,ZNF638,172,1.19249,134,0.75271,69,-0.3672,57,-0.6842,68,-0.3918,108,0.39464,47,-0.9243
ENSG00000144036,EXOC6B,172,1.25341,82,0.01189,42,-1.1200,84,0.04700,82,0.00856,75,-0.1344,72,-0.1937
ENSG00000144040,SFXN5,172,1.15133,177,1.20536,102,0.29577,23,-2.1621,73,-0.2897,87,0.00911,34,-1.4144
ENSG00000135631,RAB11FIP5,172,2.03518,48,-0.1939,21,-1.5607,70,0.44855,64,0.27612,0,-6.5977,17,-1.7250
ENSG00000135624,CCT7,172,0.17955,182,0.27109,69,-1.3391,288,1.25806,130,-0.2966,148,-0.0564,62,-1.4062
