Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000145920,CPLX2,172,-0.0842,13,-3.8984,110,-0.7820,181,0.00123,299,0.97613,395,1.32529,214,0.26848,46,-2.0776,83,-1.2101
ENSG00000122203,KIAA1191,172,0.27796,184,0.39389,71,-1.0941,86,-0.8172,226,0.85465,258,0.96262,113,-0.3964,60,-1.3475,52,-1.5694
ENSG00000146066,HIGD2A,172,0.93884,185,1.07266,106,0.12521,48,-1.0995,84,-0.2606,29,-1.8261,65,-0.6336,121,0.34383,82,-0.2744
ENSG00000175416,CLTB,172,-0.6518,76,-1.8824,220,-0.2680,131,-1.0656,471,1.17930,537,1.22148,282,0.12747,62,-2.1774,183,-0.5548
ENSG00000113194,FAF2,172,2.01738,123,1.36031,18,-1.6739,20,-1.5189,56,0.03150,35,-0.6936,50,-0.1402,19,-1.5737,0,-6.2638
ENSG00000074317,SNCB,172,-0.3632,24,-3.2969,141,-0.6737,119,-0.9320,353,0.95113,213,-0.0215,612,1.82683,103,-1.1457,73,-1.6541
ENSG00000165671,NSD1,172,2.75580,9,-2.2417,19,-1.1168,30,-0.4411,21,-1.0289,33,-0.2811,54,0.48908,37,-0.0970,0,-5.7963
ENSG00000169230,PRELID1,172,1.03159,89,-0.0703,91,-0.0198,53,-0.8701,134,0.69441,100,0.11931,73,-0.3757,16,-2.6354,66,-0.5407
ENSG00000169223,LMAN2,172,1.47194,90,0.33704,42,-0.8651,37,-1.0352,64,-0.2360,61,-0.2652,50,-0.5839,67,-0.1233,81,0.16980
ENSG00000198055,GRK6,172,2.63709,32,-0.3918,51,0.33058,17,-1.3447,30,-0.5406,37,-0.2073,35,-0.2519,5,-3.0993,6,-2.7615
ENSG00000113758,DBN1,172,1.41416,114,0.68649,51,-0.5945,27,-1.5566,65,-0.2503,83,0.16126,83,0.17126,2,-5.3435,88,0.25094
ENSG00000196923,PDLIM7,172,2.06822,22,-1.3753,45,-0.2666,10,-2.5228,51,-0.0914,51,-0.0968,10,-2.5242,0,-6.5750,126,1.45317
ENSG00000183258,DDX41,172,1.99958,49,-0.1954,31,-0.9192,36,-0.6816,51,-0.1369,53,-0.0791,110,1.14857,2,-4.7382,0,-6.2694
ENSG00000184840,TMED9,172,0.80793,162,0.70382,122,0.24253,58,-0.9359,121,0.24637,113,0.11840,80,-0.4360,58,-0.9201,47,-1.2334
ENSG00000027847,B4GALT7,172,2.45795,21,-1.1451,27,-0.7680,23,-1.0507,60,0.54951,26,-0.8384,24,-0.9392,0,-6.3208,35,-0.3852
ENSG00000145916,RMND5B,172,2.43335,55,0.30529,30,-0.6563,13,-1.8916,29,-0.7742,41,-0.1571,26,-0.8355,2,-4.5900,58,0.40082
ENSG00000145912,NHP2,172,0.17164,228,0.64103,193,0.36475,76,-1.1028,178,0.25752,77,-1.0819,173,0.18289,145,-0.1033,125,-0.3334
ENSG00000197451,HNRNPAB,172,1.44518,100,0.50098,65,-0.1875,36,-1.0943,63,-0.2730,71,-0.0651,91,0.33395,46,-0.7212,29,-1.4124
ENSG00000169045,HNRNPH1,172,1.05460,151,0.82708,106,0.24505,67,-0.4788,59,-0.7593,66,-0.5160,93,0.01995,44,-1.1383,98,0.11686
ENSG00000127022,CANX,172,-1.9583,1402,1.39578,493,-0.3616,391,-0.7202,709,0.24586,534,-0.2375,787,0.38920,487,-0.3800,512,-0.3011
ENSG00000161011,SQSTM1,172,-0.4593,170,-0.4732,212,-0.1281,145,-0.7271,337,0.72750,217,-0.0942,236,0.04205,253,0.15085,222,-0.0579
ENSG00000197226,TBC1D9B,172,1.54370,86,0.33633,64,-0.1489,29,-1.3467,60,-0.2804,38,-0.9312,33,-1.1382,106,0.68827,51,-0.4820
ENSG00000113269,RNF130,172,0.69270,34,-1.8222,57,-1.0663,59,-0.9902,114,0.02673,122,0.12921,79,-0.5544,201,0.96492,174,0.71252
ENSG00000050748,MAPK9,172,0.61522,0,-7.8076,104,-0.2007,46,-1.4456,216,1.20212,162,0.52077,143,0.31563,102,-0.2276,18,-2.7813
ENSG00000131446,MGAT1,172,1.82704,91,0.66324,67,0.17066,26,-1.2630,37,-0.8143,20,-1.6636,29,-1.1331,3,-4.3095,121,1.17042
ENSG00000146063,TRIM41,172,2.18223,70,0.50630,6,-3.0199,38,-0.4417,15,-1.9327,30,-0.8042,53,0.06821,106,1.22789,3,-3.9363
ENSG00000204628,RACK1,172,-1.2596,513,0.45518,398,0.03950,244,-0.7241,294,-0.4865,230,-0.8146,286,-0.4836,526,0.49690,924,1.49075
ENSG00000112679,DUSP22,172,2.26761,30,-0.7646,11,-2.1712,16,-1.6981,59,0.34120,46,-0.0833,1,-5.0729,87,0.94415,8,-2.5981
ENSG00000124535,WRNIP1,172,1.31682,39,-1.0711,34,-1.2983,21,-2.0249,91,0.26349,48,-0.7614,82,0.06698,96,0.31788,115,0.60932
ENSG00000124570,SERPINB6,172,0.75713,216,1.15729,88,-0.3246,39,-1.5697,65,-0.8728,73,-0.6200,41,-1.4874,133,0.33375,193,0.95515
ENSG00000124588,NQO2,172,1.76552,35,-0.8794,50,-0.3519,32,-1.0132,75,0.34421,58,-0.1168,58,-0.1204,6,-3.3139,62,-0.0168
ENSG00000137267,TUBB2A,172,-2.0059,202,-1.7690,573,-0.1767,210,-1.7118,1683,2.14964,712,0.17147,520,-0.3293,263,-1.3708,381,-0.8088
ENSG00000137285,TUBB2B,172,-1.6342,950,1.08378,564,0.19993,480,-0.0606,541,0.15115,595,0.28627,304,-0.7752,699,0.55362,137,-1.9707
ENSG00000112739,PRPF4B,172,1.27629,184,1.40012,60,-0.4587,35,-1.2686,45,-0.9812,22,-1.9410,68,-0.2808,81,-0.0001,95,0.26784
ENSG00000198721,ECI2,172,1.82359,59,-0.0312,58,-0.0803,56,-0.1179,32,-1.0823,51,-0.2556,32,-0.9936,41,-0.6102,73,0.29875
ENSG00000214113,LYRM4,172,2.26735,38,-0.3819,41,-0.2956,21,-1.2566,38,-0.4221,38,-0.4124,52,0.08879,31,-0.6912,20,-1.3730
ENSG00000124785,NRN1,172,1.36088,0,-8.0143,164,1.27186,11,-2.8412,115,0.76165,60,-0.4048,37,-1.1324,66,-0.2347,31,-1.3737
ENSG00000124783,SSR1,172,0.85328,191,1.04200,56,-0.9347,65,-0.7012,97,-0.0918,104,0.02202,149,0.60994,88,-0.2390,5,-4.3794
ENSG00000239264,TXNDC5,172,1.97061,68,0.30131,29,-0.9955,23,-1.3579,46,-0.3630,31,-0.9331,76,0.47774,66,0.25088,7,-3.0364
ENSG00000124802,EEF1E1,172,1.49377,24,-1.6556,54,-0.4570,26,-1.5632,99,0.60425,60,-0.2869,52,-0.5105,107,0.65135,26,-1.5447
ENSG00000111843,TMEM14C,172,0.85872,113,0.16256,118,0.22488,45,-1.2784,124,0.35511,72,-0.5574,43,-1.3473,139,0.49997,74,-0.5002
ENSG00000137210,TMEM14B,172,1.62075,105,0.73584,33,-1.1041,38,-0.8751,80,0.31295,44,-0.6584,31,-1.1752,51,-0.4170,38,-0.8928
ENSG00000224531,SMIM13,172,1.33273,34,-1.2643,46,-0.8216,21,-1.9549,106,0.57273,93,0.27343,69,-0.1893,64,-0.3100,70,-0.1745
ENSG00000205269,TMEM170B,172,2.31344,43,-0.1613,44,-0.1235,16,-1.6528,33,-0.6583,32,-0.6432,60,0.35093,47,-0.0287,0,-6.0660
ENSG00000112137,PHACTR1,172,1.86180,106,0.96244,41,-0.5885,29,-1.1213,58,-0.0435,55,-0.1273,33,-0.9141,43,-0.5190,1,-5.9751
ENSG00000145990,GFOD1,172,1.55320,0,-7.8668,50,-0.5218,40,-0.8668,87,0.41691,65,-0.1133,118,0.87436,30,-1.2945,47,-0.5970
ENSG00000225921,NOL7,172,1.52626,113,0.77514,63,-0.1678,60,-0.2454,72,0.02717,41,-0.8484,49,-0.5594,42,-0.7987,21,-1.8066
ENSG00000010017,RANBP9,172,1.63227,74,0.17322,34,-1.0298,43,-0.6729,110,0.97482,39,-0.8218,28,-1.3434,50,-0.4548,6,-3.4358
ENSG00000050393,MCUR1,172,2.10896,61,0.23604,39,-0.4867,29,-0.9208,45,-0.2763,30,-0.8792,35,-0.6533,6,-3.1034,66,0.35674
ENSG00000112149,CD83,172,1.53093,0,-7.8836,43,-0.7505,28,-1.4282,74,0.09937,29,-1.3590,211,1.93433,48,-0.5917,25,-1.5992
ENSG00000047579,DTNBP1,172,1.54267,24,-1.6382,72,0.05066,40,-0.8598,77,0.16987,42,-0.7772,69,-0.0229,53,-0.4225,73,0.07186
ENSG00000137198,GMPR,172,1.48620,343,3.01012,47,-0.6602,57,-0.3759,21,-1.9718,3,-4.6491,19,-2.0178,38,-0.9724,0,-6.6495
ENSG00000112186,CAP2,172,1.41621,58,-0.3953,39,-1.0158,15,-2.4488,105,0.64157,105,0.54717,96,0.39920,18,-2.1678,37,-1.1037
ENSG00000137414,FAM8A1,172,1.74874,79,0.35992,37,-0.8234,15,-2.1076,70,0.18383,54,-0.2458,57,-0.1651,47,-0.4619,30,-1.1570
ENSG00000124795,DEK,172,1.03001,244,1.68019,86,-0.1284,92,-0.0179,29,-1.8948,20,-2.2911,61,-0.6416,37,-1.4038,157,0.87580
ENSG00000172201,ID4,172,-0.5722,1423,3.60153,134,-0.9576,224,-0.1604,46,-2.6892,70,-1.9347,140,-0.8912,188,-0.4331,33,-3.0134
ENSG00000152954,NRSN1,172,1.86267,0,-7.6396,53,-0.1702,44,-0.4531,88,0.75601,34,-0.8821,98,0.81984,8,-2.9307,8,-2.9014
ENSG00000112294,ALDH5A1,172,0.97708,271,1.82449,72,-0.4480,83,-0.2246,70,-0.5316,43,-1.2148,106,0.16153,36,-1.4935,33,-1.6427
ENSG00000111802,TDP2,172,1.86234,33,-0.9223,44,-0.4606,15,-2.0989,74,0.39460,79,0.46588,67,0.18228,37,-0.7538,1,-5.3551
ENSG00000112304,ACOT13,172,1.62285,42,-0.7117,91,0.49681,45,-0.6290,118,1.11193,30,-1.2551,31,-1.1818,22,-1.6917,2,-4.8900
ENSG00000112308,C6orf62,172,0.36692,350,1.62248,152,0.17044,132,-0.0571,105,-0.4645,116,-0.2619,55,-1.4017,66,-1.1277,117,-0.2547
ENSG00000112763,BTN2A1,172,2.14412,10,-2.4030,10,-2.4359,20,-1.4392,66,0.44288,53,0.03593,23,-1.2414,62,0.30016,36,-0.5742
ENSG00000182952,HMGN4,172,2.36088,64,0.49368,4,-3.5179,16,-1.6207,44,-0.1282,40,-0.2675,52,0.16699,34,-0.4837,0,-6.0355
ENSG00000269293,ZSCAN16-AS1,172,1.72190,41,-0.6697,138,1.30900,76,0.28446,34,-1.0664,12,-2.4864,21,-1.7151,46,-0.5163,64,0.00846
ENSG00000204713,TRIM27,172,2.32474,35,-0.5010,30,-0.7031,10,-2.3233,57,0.32281,39,-0.3181,47,-0.0347,9,-2.4471,22,-1.1993
ENSG00000204681,GABBR1,172,0.15377,53,-1.6628,219,0.55331,209,0.47416,184,0.30200,126,-0.3362,251,0.78312,116,-0.4667,48,-1.8075
ENSG00000206503,HLA-A,172,-0.6158,325,0.39617,483,1.07542,132,-1.0205,152,-0.8834,111,-1.2833,114,-1.2396,263,0.05383,642,1.59897
ENSG00000204619,PPP1R11,172,1.66398,82,0.36752,45,-0.5777,32,-1.1005,79,0.34673,73,0.17174,48,-0.5050,25,-1.4910,21,-1.7229
ENSG00000231074,HCG18,172,1.99908,60,0.11123,27,-1.0865,38,-0.5834,32,-0.9145,54,-0.0322,37,-0.6146,80,0.59033,22,-1.3980
ENSG00000241370,RPP21,172,1.78115,34,-0.9233,48,-0.4036,22,-1.5924,71,0.23769,33,-0.9599,59,-0.0683,100,0.79768,9,-2.7829
ENSG00000204592,HLA-E,172,-0.4356,519,1.41833,433,1.08834,84,-1.5271,9,-4.8787,55,-2.1456,32,-2.9406,62,-1.9788,890,2.53841
ENSG00000204590,GNL1,172,1.18805,84,-0.0095,68,-0.3434,66,-0.3843,71,-0.3107,65,-0.4077,60,-0.5298,83,-0.0254,106,0.35861
ENSG00000204574,ABCF1,172,1.74924,109,0.91433,18,-1.8727,22,-1.5959,45,-0.5752,59,-0.0922,85,0.48654,69,0.15338,4,-3.9314
ENSG00000204568,MRPS18B,172,2.04963,72,0.46128,39,-0.5025,36,-0.6433,38,-0.6114,32,-0.8373,35,-0.6754,12,-2.2908,69,0.38490
ENSG00000137343,ATAT1,172,2.07891,115,1.29648,33,-0.7680,21,-1.4218,42,-0.4061,15,-1.9122,37,-0.5651,57,0.09878,0,-6.2216
ENSG00000204564,C6orf136,172,2.02352,12,-2.2476,25,-1.1904,23,-1.2958,75,0.59008,28,-1.0403,24,-1.2780,101,1.00987,13,-2.1210
ENSG00000196230,TUBB,172,-2.1163,166,-2.1673,565,-0.3156,257,-1.5173,1662,1.89523,802,0.24492,481,-0.5663,706,0.03788,421,-0.7702
ENSG00000137312,FLOT1,172,0.28442,99,-0.5836,132,-0.1386,81,-0.9036,258,1.15075,125,-0.2199,101,-0.5563,132,-0.1427,84,-0.8434
ENSG00000204580,DDR1,172,-0.0628,789,2.82472,111,-0.7386,150,-0.2794,33,-2.7067,33,-2.5633,44,-2.1110,360,1.18085,63,-1.5952
ENSG00000204525,HLA-C,172,-0.9049,480,0.73491,473,0.71097,173,-0.8963,159,-1.1072,170,-0.9252,44,-2.9218,112,-1.5560,1131,2.38715
ENSG00000234745,HLA-B,172,-0.9910,375,0.22885,918,1.82274,182,-0.9051,39,-3.3391,74,-2.2411,79,-2.1435,160,-1.0970,1213,2.41884
ENSG00000198563,DDX39B,172,0.51207,219,0.92122,120,-0.0706,62,-1.1019,83,-0.7052,87,-0.5803,126,2.31701,142,0.20129,162,0.41571
ENSG00000213760,ATP6V1G2,172,1.30918,5,-3.9122,72,-0.1608,42,-0.9806,140,1.11799,62,-0.3770,68,-0.2489,70,-0.2042,23,-1.8927
ENSG00000204469,PRRC2A,172,0.95411,206,1.27595,95,-0.0323,71,-0.4824,92,-0.0875,59,-0.7612,117,0.31185,45,-1.1790,18,-2.5041
ENSG00000204463,BAG6,172,0.90086,174,0.91856,129,0.40921,65,-0.6764,118,0.30647,52,-1.0036,44,-1.2430,112,0.18355,15,-2.8213
ENSG00000204435,CSNK2B,172,0.65688,199,0.91018,95,-0.3067,68,-0.8209,93,-0.3661,53,-1.1920,114,-0.0212,136,0.27316,128,0.16394
ENSG00000204427,ABHD16A,172,1.56123,18,-2.0527,79,0.21593,29,-1.3209,71,0.04985,49,-0.5486,65,-0.1107,103,0.64424,36,-0.9993
ENSG00000213722,DDAH2,172,1.48243,268,2.39545,66,-0.1381,25,-1.6386,2,-5.2799,7,-3.3690,17,-2.2024,62,-0.2498,103,0.57407
ENSG00000204394,VARS,172,2.22190,40,-0.3372,12,-2.1076,27,-0.9404,71,0.65342,14,-1.8851,42,-0.2794,10,-2.4363,41,-0.3054
ENSG00000204389,HSPA1A,172,0.92892,196,1.15661,137,0.53680,127,0.41047,65,-0.7089,24,-2.1230,43,-1.2654,90,-0.1324,64,-0.6614
ENSG00000204388,HSPA1B,172,-0.0313,102,-0.8456,167,-0.0803,107,-0.7653,265,0.79020,331,1.06411,161,-0.1359,94,-0.9640,89,-1.0427
ENSG00000204387,SNHG32,172,1.34358,36,-1.1955,68,-0.2135,57,-0.4948,51,-0.7195,20,-2.0532,81,0.05842,119,0.70203,124,0.76220
ENSG00000204386,NEU1,172,2.44332,23,-1.0448,35,-0.3916,14,-1.7376,53,0.29130,61,0.48829,26,-0.8759,8,-2.6271,8,-2.5985
ENSG00000204371,EHMT2,172,2.08807,120,1.38329,41,-0.4143,41,-0.4175,31,-0.9234,10,-2.5300,72,0.49772,15,-1.9347,0,-6.2152
ENSG00000204356,NELFE,172,0.56350,276,1.39670,70,-0.8665,71,-0.8413,121,-0.0166,103,-0.2576,58,-1.1375,106,-0.2151,119,-0.0297
ENSG00000204314,PRRT1,172,1.51794,0,-7.8933,39,-0.9269,36,-1.0345,108,0.81055,31,-1.2572,169,1.48548,5,-3.8639,40,-0.8683
ENSG00000204310,AGPAT1,172,0.77917,127,0.26792,71,-0.6492,64,-0.7955,133,0.39320,125,0.24336,83,-0.4007,94,-0.2133,72,-0.6289
ENSG00000204308,RNF5,172,1.03440,141,0.69346,42,-1.2079,35,-1.4966,67,-0.5598,46,-1.0642,58,-0.7216,133,0.59526,163,0.94486
ENSG00000204256,BRD2,172,1.05816,204,1.36907,44,-1.1084,51,-0.9072,60,-0.7084,62,-0.6083,69,-0.4340,66,-0.5113,124,0.49301
ENSG00000223865,HLA-DPB1,172,2.11278,22,-1.3099,54,0.04956,17,-1.6913,35,-0.6898,35,-0.6210,35,-0.6504,23,-1.2402,97,1.01659
ENSG00000204231,RXRB,172,1.64781,61,-0.1357,12,-2.5621,34,-1.0333,72,0.14667,33,-1.0888,130,1.13544,42,-0.7014,35,-0.9787
ENSG00000112473,SLC39A7,172,2.43594,56,0.32547,27,-0.7989,33,-0.5111,37,-0.3751,45,-0.0121,27,-0.8203,12,-1.9710,10,-2.2820
ENSG00000204227,RING1,172,1.52342,154,1.32107,51,-0.5214,45,-0.6908,31,-1.3651,48,-0.6130,101,0.57566,8,-3.1762,66,-0.0992
ENSG00000231500,RPS18,172,-1.9776,314,-1.0762,1324,1.26527,554,-0.1991,326,-1.1100,182,-1.8935,443,-0.5479,1319,1.25864,1319,1.25834
ENSG00000227057,WDR46,172,1.87629,55,-0.1225,27,-1.1993,23,-1.4240,49,-0.3206,77,0.42236,64,0.11813,24,-1.3725,51,-0.2291
ENSG00000204220,PFDN6,172,1.33727,164,1.24822,57,-0.4947,34,-1.2866,102,0.49800,77,-0.0312,31,-1.4267,21,-2.0040,23,-1.8615
ENSG00000237441,RGL2,172,2.34880,131,1.78286,29,-0.7272,27,-0.8871,29,-0.8067,8,-2.6953,0,-6.8785,26,-0.9363,21,-1.2484
ENSG00000231925,TAPBP,172,0.77507,223,1.23610,108,0.01281,94,-0.2048,69,-0.7518,86,-0.3505,52,-1.1298,118,0.14776,82,-0.4191
ENSG00000112511,PHF1,172,1.44364,66,-0.1739,73,-0.0114,39,-0.9817,78,0.09147,71,-0.0597,92,0.35813,45,-0.7567,24,-1.7187
ENSG00000112514,CUTA,172,0.08513,224,0.51713,110,-0.6102,84,-1.0208,216,0.52944,130,-0.3534,134,-0.3089,186,0.20875,157,-0.0599
ENSG00000137288,UQCC2,172,0.59806,139,0.24643,75,-0.7262,56,-1.1675,138,0.27136,56,-1.1600,32,-1.9771,224,1.05643,161,0.49241
ENSG00000137309,HMGA1,172,2.09090,13,-2.0526,49,-0.1243,29,-0.9232,70,0.50878,51,-0.0784,49,-0.1391,6,-3.1148,23,-1.3101
ENSG00000186577,SMIM29,172,0.18389,96,-0.7263,171,0.17675,86,-0.8943,291,1.29049,211,0.52203,162,0.08773,42,-1.9542,9,-4.0942
ENSG00000272325,NUDT3,172,0.01104,278,0.80751,180,0.08249,233,0.50820,114,-0.6974,130,-0.4290,325,1.07916,99,-0.8495,62,-1.5418
ENSG00000124614,RPS10,172,-1.7622,619,0.21201,1123,1.23032,501,-0.1276,377,-0.6341,202,-1.5187,326,-0.7988,1030,1.07435,703,0.42050
ENSG00000124507,PACSIN1,172,0.83504,0,-8.4389,119,0.22713,65,-0.7264,212,1.46506,124,0.28416,92,-0.1833,3,-5.1150,37,-1.5570
ENSG00000196821,ILRUN,172,2.02568,40,-0.4943,20,-1.5017,35,-0.6888,33,-0.8468,38,-0.5756,67,0.31018,10,-2.4550,100,0.98998
ENSG00000124562,SNRPC,172,1.38407,80,0.07602,39,-1.0383,37,-1.1088,97,0.44508,54,-0.5456,43,-0.8746,55,-0.5052,88,0.23488
ENSG00000064999,ANKS1A,172,2.29076,65,0.48379,47,-0.0483,24,-1.0897,51,0.08447,40,-0.3141,29,-0.7730,1,-4.9441,5,-3.3930
ENSG00000198755,RPL10A,172,-0.8982,290,-0.0832,590,1.10366,257,-0.2783,228,-0.5119,90,-1.8644,185,-0.7852,528,0.90626,491,0.78229
ENSG00000096060,FKBP5,172,2.23463,34,-0.5971,46,-0.1230,38,-0.4194,23,-1.2429,27,-0.9630,5,-3.4098,12,-2.1381,117,1.46300
ENSG00000112078,KCTD20,172,1.92763,59,0.04465,36,-0.7103,46,-0.3603,58,0.02339,91,0.75888,40,-0.5614,14,-2.1426,0,-6.3250
ENSG00000112081,SRSF3,172,0.63138,154,0.44355,144,0.33813,77,-0.6625,86,-0.5401,132,0.19670,168,0.59664,51,-1.2676,100,-0.2489
ENSG00000124762,CDKN1A,172,1.35248,178,1.41238,89,0.21739,25,-1.7169,21,-2.1221,28,-1.5648,12,-2.8088,12,-2.7516,219,1.81662
ENSG00000124772,CPNE5,172,2.84670,20,-1.0032,24,-0.7014,44,0.21571,40,0.05652,3,-3.6484,35,-0.1531,6,-2.6852,0,-5.7451
ENSG00000198663,C6orf89,172,0.50488,148,0.26023,87,-0.5745,71,-0.8868,137,0.14759,91,-0.5114,144,0.21143,161,0.39368,113,-0.1732
ENSG00000137409,MTCH1,172,-1.7695,385,-0.5487,558,0.03548,285,-1.0111,891,0.95403,615,0.19213,697,0.39902,588,0.11922,376,-0.5853
ENSG00000137200,CMTR1,172,2.53543,41,-0.1053,17,-1.4527,18,-1.3215,36,-0.3414,37,-0.2645,69,0.74979,10,-2.2281,1,-5.2226
ENSG00000198937,CCDC167,172,2.25711,32,-0.6441,31,-0.7245,20,-1.3381,35,-0.5974,30,-0.7710,26,-0.9842,57,0.22430,54,0.16270
ENSG00000156639,ZFAND3,172,1.69978,125,1.10114,71,0.15330,47,-0.4816,56,-0.2534,45,-0.5488,14,-2.3037,2,-5.0477,58,-0.1802
ENSG00000183826,BTBD9,172,2.52279,34,-0.3964,17,-1.4235,27,-0.7582,38,-0.2424,28,-0.6682,48,0.13667,2,-4.2044,33,-0.4260
ENSG00000124767,GLO1,172,0.54895,164,0.47556,90,-0.4891,98,-0.3518,127,0.06412,104,-0.2643,129,0.07487,111,-0.1641,106,-0.2392
ENSG00000146122,DAAM2,172,0.69451,297,1.68318,123,0.14099,115,0.03243,21,-2.6954,5,-4.5416,59,-0.9897,278,1.55864,36,-1.7522
ENSG00000214736,TOMM6,172,0.88891,152,0.67621,117,0.23772,60,-0.7998,99,-0.0229,46,-1.2178,66,-0.6524,97,-0.0554,98,-0.0474
ENSG00000112576,CCND3,172,1.19401,71,-0.2676,68,-0.3469,58,-0.5886,112,0.52055,102,0.30239,22,-2.0566,41,-1.1025,88,0.06290
ENSG00000048544,MRPS10,172,1.75242,36,-0.8710,46,-0.4714,25,-1.3847,98,0.85895,38,-0.7894,114,0.98735,0,-6.5647,0,-6.4514
ENSG00000146223,RPL7L1,172,1.09160,217,1.52215,47,-1.0115,69,-0.4143,65,-0.5517,61,-0.6064,100,0.18100,41,-1.1998,59,-0.6598
ENSG00000137161,CNPY3,172,1.90347,69,0.27231,86,0.63812,25,-1.2632,52,-0.1868,49,-0.2735,34,-0.8388,41,-0.5506,1,-5.1473
ENSG00000124587,PEX6,172,1.90792,215,2.39348,23,-1.4098,24,-1.3408,34,-0.9201,24,-1.3317,36,-0.7398,14,-2.1236,5,-3.6551
ENSG00000112640,PPP2R5D,172,1.65022,23,-1.5846,46,-0.5516,31,-1.1653,84,0.43321,120,0.99106,72,0.12910,0,-6.6292,30,-1.2274
ENSG00000124733,MEA1,172,0.59894,73,-0.7737,167,0.55079,78,-0.6670,177,0.75115,80,-0.6197,125,0.08210,83,-0.5612,60,-1.0573
ENSG00000124702,KLHDC3,172,0.61628,85,-0.5122,72,-0.7666,52,-1.2688,180,0.80902,119,0.01450,197,0.85212,98,-0.2895,24,-2.3792
ENSG00000112651,MRPL2,172,2.74066,18,-1.2459,36,-0.1490,25,-0.7360,28,-0.6317,19,-1.1499,44,0.14294,0,-6.1515,31,-0.3928
ENSG00000112659,CUL9,172,2.31612,56,0.25782,49,0.04191,20,-1.3375,25,-1.1044,40,-0.2832,31,-0.6543,59,0.33814,2,-4.5190
ENSG00000112667,DNPH1,172,1.61978,271,2.58954,38,-0.8823,24,-1.5440,30,-1.3269,15,-2.2311,18,-2.0087,61,-0.1578,13,-2.4484
ENSG00000204052,LRRC73,172,2.85178,18,-1.1269,22,-0.8181,13,-1.5690,36,-0.1124,41,0.09551,43,0.20209,0,-5.9727,0,-5.7423
ENSG00000137207,YIPF3,172,1.43782,154,1.23265,29,-1.4120,33,-1.2536,83,0.20526,49,-0.6485,31,-1.3314,69,-0.1154,38,-1.0259
ENSG00000096080,MRPS18A,172,1.58364,42,-0.7670,61,-0.1868,25,-1.5457,70,0.03536,39,-0.8544,65,-0.0930,105,0.69601,37,-0.9453
ENSG00000112715,VEGFA,172,2.42091,37,-0.3396,32,-0.5334,52,0.21017,27,-0.8663,21,-1.1562,71,0.71231,17,-1.5231,0,-5.9973
ENSG00000180992,MRPL14,172,2.17612,70,0.50705,79,0.70687,7,-2.8332,67,0.49146,17,-1.6992,5,-3.2929,26,-1.0280,2,-4.6386
ENSG00000137216,TMEM63B,172,0.91114,68,-0.5905,49,-1.0900,58,-0.8471,108,0.15977,132,0.46310,160,0.78620,41,-1.3708,97,-0.0398
ENSG00000096384,HSP90AB1,172,-3.3409,974,-0.7663,1164,-0.4904,974,-0.7669,2591,0.95316,2676,0.86610,2725,0.89727,681,-1.3100,1340,-0.2709
ENSG00000178233,TMEM151B,172,1.31826,7,-3.5614,95,0.29426,50,-0.6959,77,-0.0528,83,0.08184,67,-0.2502,30,-1.4547,131,0.83894
ENSG00000096401,CDC5L,172,1.76230,130,1.23239,40,-0.6769,33,-0.9690,24,-1.5871,31,-1.0769,74,0.26513,85,0.50679,12,-2.4788
ENSG00000001561,ENPP4,172,1.52296,174,1.55060,27,-1.4458,22,-1.7588,53,-0.4884,61,-0.2314,20,-1.8816,80,0.20574,43,-0.7776
ENSG00000112796,ENPP5,172,2.09274,22,-1.3490,33,-0.7531,18,-1.6517,74,0.62151,21,-1.4039,54,0.01521,41,-0.4098,23,-1.2562
ENSG00000172348,RCAN2,172,0.23900,0,-8.9520,97,-0.6581,79,-0.9677,247,0.99355,144,-0.0513,241,0.80403,134,-0.1604,122,-0.3105
ENSG00000146072,TNFRSF21,172,0.75846,6,-4.3062,56,-1.0144,32,-1.8460,137,0.43029,158,0.61266,76,-0.5663,288,1.69361,24,-2.2595
ENSG00000146085,MMUT,172,2.08848,52,-0.0426,15,-1.9053,27,-1.0184,43,-0.3752,46,-0.2181,80,0.65827,52,-0.0463,3,-4.2513
ENSG00000008196,TFAP2B,172,1.82641,0,-6.4689,26,-1.2765,4,-4.0125,124,1.46591,113,1.04131,13,-2.3128,21,-1.5982,8,-3.0208
ENSG00000170915,PAQR8,172,-0.0720,93,-1.0220,106,-0.8254,97,-0.9596,181,0.01030,195,0.12939,88,-1.1051,523,1.88219,162,-0.1630
ENSG00000096092,TMEM14A,172,0.76840,50,-1.1973,21,-2.4480,56,-1.0003,217,1.42144,143,0.45407,106,-0.0274,40,-1.5278,57,-0.9752
ENSG00000170899,GSTA4,172,1.99952,48,-0.2213,58,0.06203,26,-1.1500,71,0.46148,24,-1.2827,41,-0.4867,43,-0.3878,1,-5.6246
ENSG00000112146,FBXO9,172,0.54560,105,-0.2477,78,-0.7181,65,-0.9888,166,0.56040,99,-0.3444,182,0.63844,88,-0.5210,110,-0.1780
