Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000204128,C2orf72,8,-2.7049,2,-4.1508,70,0.58794,51,0.12006,106,1.46610,35,-0.4938,32,-0.7045
ENSG00000173692,PSMD1,54,-1.4963,55,-1.4668,89,-0.7538,247,1.28451,136,-0.1163,58,-1.4007,127,-0.2551
ENSG00000115053,NCL,264,0.07839,554,1.29173,368,0.60839,185,-0.5949,209,-0.3066,194,-0.3968,242,-0.0729
ENSG00000187514,PTMA,131,-2.9290,1684,0.95324,1428,0.68099,429,-1.4287,561,-0.8326,1959,1.21018,1359,0.75689
ENSG00000156973,PDE6D,8,-1.8737,3,-3.1876,36,0.44991,39,0.79027,15,-0.9696,49,0.93411,25,-0.1779
ENSG00000144524,COPS7B,88,2.32572,2,-3.1092,20,-0.1898,20,-0.2423,9,-1.3540,31,0.50985,18,-0.4301
ENSG00000171551,ECEL1,108,1.73022,2,-3.8520,1,-5.1828,73,1.65760,37,-0.0483,1,-4.8131,6,-2.8793
ENSG00000135930,EIF4E2,80,0.98409,112,1.57632,23,-0.9500,39,-0.1862,36,-0.3190,45,0.07964,24,-1.0176
ENSG00000115468,EFHD1,153,0.23487,24,-2.5043,106,-0.3397,43,-1.9911,108,-0.3278,462,2.14501,193,0.76737
ENSG00000204120,GIGYF2,8,-2.3286,32,-0.2545,44,0.24296,33,-0.2333,60,0.85427,37,-0.0139,37,-0.0009
ENSG00000182600,SNORC,109,-0.6251,147,-0.1646,287,0.90633,65,-1.6737,184,0.20756,538,2.02382,138,-0.3035
ENSG00000066248,NGEF,8,-1.3579,5,-2.0463,55,1.72791,31,1.10562,21,0.15881,4,-2.1995,4,-2.3111
ENSG00000188042,ARL4C,19,-1.7761,11,-2.6232,104,0.77554,118,1.57336,47,-0.4837,7,-3.1232,40,-0.8338
ENSG00000130147,SH3BP4,8,-1.1194,2,-2.6316,24,0.64149,13,-0.4579,12,-0.4234,41,1.50939,20,0.36824
ENSG00000157985,AGAP1,117,0.57369,56,-0.5774,26,-1.7128,81,0.00530,43,-1.0173,70,-0.2317,125,0.87434
ENSG00000132321,IQCA1,8,-2.7700,2,-4.2599,261,2.95942,49,-0.0705,39,-0.4438,11,-2.2022,34,-0.6848
ENSG00000198612,COPS8,144,0.13547,117,-0.1826,135,0.03478,187,0.79334,125,-0.0986,71,-0.9546,84,-0.7930
ENSG00000124831,LRRFIP1,10,-2.0596,32,-0.4190,73,0.89757,58,0.73657,52,0.37382,11,-1.9433,27,-0.7655
ENSG00000132329,RAMP1,174,0.66019,83,-0.5064,319,1.69929,70,-0.9476,151,0.48136,74,-0.6731,87,-0.4916
ENSG00000184182,UBE2F,8,-3.5419,568,3.59810,48,-0.9110,66,-0.5432,41,-1.2055,23,-1.9649,45,-1.1306
ENSG00000132323,ILKAP,8,-2.2011,68,1.10082,34,-0.0272,32,-0.1594,37,0.11811,38,0.17551,32,-0.0932
ENSG00000144485,HES6,8,-2.1603,2,-3.6558,191,3.22692,16,-1.2940,29,-0.1950,39,0.23242,22,-0.6857
ENSG00000204104,TRAF3IP1,10,-1.4904,5,-2.4542,131,2.74255,22,-0.4922,22,-0.3933,13,-1.1555,24,-0.2592
ENSG00000065802,ASB1,147,2.39291,2,-3.8004,39,0.11388,29,-0.4675,17,-1.1931,27,-0.4715,37,0.02065
ENSG00000068024,HDAC4,8,-1.4327,2,-2.9361,18,-0.1827,23,0.29714,27,0.49138,32,0.73422,18,-0.1540
ENSG00000130414,NDUFA10,68,-0.9052,39,-1.7206,92,-0.4363,176,0.83602,117,-0.0728,114,-0.1084,113,-0.1468
ENSG00000172428,COPS9,280,-0.4733,1082,1.74638,287,-0.4341,340,-0.2270,269,-0.5766,549,0.58172,284,-0.5302
ENSG00000063660,GPC1,314,2.50486,5,-3.8332,78,0.05898,61,-0.4010,59,-0.3892,33,-1.2381,60,-0.3989
ENSG00000130294,KIF1A,247,-0.5472,183,-1.0021,201,-0.8560,455,0.56783,369,0.08211,367,0.06493,341,-0.0609
ENSG00000122085,MTERF4,8,-1.5346,4,-2.2879,13,-0.7848,31,0.82284,25,0.25348,37,0.86635,15,-0.6665
ENSG00000115685,PPP1R7,8,-3.1251,21,-1.7386,125,0.98668,92,0.70281,81,0.31144,69,0.02183,42,-0.8510
ENSG00000115677,HDLBP,37,-1.8036,23,-2.5010,252,1.17743,135,0.21623,152,0.37777,104,-0.2476,109,-0.2059
ENSG00000168385,SEPTIN2,47,-2.1154,307,0.72186,396,1.14635,95,-1.3368,265,0.53941,307,0.72477,190,-0.0483
ENSG00000115694,STK25,233,1.36647,73,-0.4945,89,-0.1887,129,0.53378,62,-0.8028,92,-0.1516,63,-0.8407
ENSG00000176720,BOK,47,-0.7030,13,-2.5925,14,-2.4316,48,-0.8296,12,-2.7633,355,2.80647,105,0.70258
ENSG00000176946,THAP4,27,-0.4498,2,-3.7439,39,0.09353,51,0.72469,43,0.28595,2,-3.8563,39,0.10574
ENSG00000168397,ATG4B,205,2.12315,16,-1.9694,55,-0.1068,61,0.07685,40,-0.6216,58,-0.0213,36,-0.8786
ENSG00000168395,ING5,8,-2.2080,149,2.56362,34,0.00456,32,-0.1385,22,-0.7031,13,-1.4272,23,-0.6883
ENSG00000180902,D2HGDH,8,-1.6128,67,1.78324,46,1.11024,22,-0.0942,14,-0.8116,19,-0.3041,14,-0.7989
ENSG00000188011,RTP5,44,0.23848,2,-3.8505,10,-1.9472,66,1.36649,51,0.49800,19,-1.0567,17,-1.3277
ENSG00000134121,CHL1,446,1.73700,16,-3.3601,150,-0.0821,220,0.75677,147,-0.1173,54,-1.6009,70,-1.3949
ENSG00000144619,CNTN4,8,-0.6861,11,-0.1149,4,-1.7102,25,1.96223,8,-0.6181,0,-5.1450,6,-1.2463
ENSG00000113851,CRBN,55,-0.5097,51,-0.6399,42,-0.9268,105,0.71054,70,-0.1593,84,0.13003,69,-0.1979
ENSG00000144455,SUMF1,8,-1.3400,6,-1.6142,50,1.57993,16,-0.3287,25,0.46699,23,0.29033,15,-0.3786
ENSG00000175928,LRRN1,8,-2.1181,59,0.96163,138,2.53074,24,-0.5690,20,-0.8054,24,-0.4376,18,-0.9578
ENSG00000150995,ITPR1,110,2.22138,2,-3.5024,52,0.88675,23,-0.4720,46,0.76757,2,-3.7773,12,-1.5274
ENSG00000134107,BHLHE40,8,-1.6492,2,-3.1521,84,2.16323,17,-0.6201,49,1.37701,9,-1.4319,12,-1.1650
ENSG00000134108,ARL8B,119,-0.2481,127,-0.1423,103,-0.4597,186,0.64816,158,0.21312,88,-0.7004,105,-0.5132
ENSG00000196277,GRM7,8,-0.8244,20,0.60308,2,-2.3181,25,1.64132,12,-0.1438,6,-1.0311,3,-2.1140
ENSG00000196220,SRGAP3,29,-0.7932,28,-0.8415,130,1.59770,62,0.51217,44,-0.1752,20,-1.3581,32,-0.7640
ENSG00000206573,THUMPD3-AS1,227,3.88083,2,-3.5700,42,0.46829,13,-1.6033,6,-2.5662,14,-1.1915,20,-0.8115
ENSG00000134077,THUMPD3,8,-2.5448,237,3.10021,37,-0.2219,34,-0.4496,25,-0.8675,16,-1.4497,25,-0.9219
ENSG00000168137,SETD5,8,-1.7554,53,1.21012,41,0.77008,21,-0.3132,13,-1.0728,26,0.08059,29,0.27150
ENSG00000156959,LHFPL4,8,-1.7032,2,-3.2643,3,-3.0533,44,1.38821,49,1.19188,4,-2.6617,12,-1.2459
ENSG00000163719,MTMR14,23,0.98264,3,-1.8992,19,0.66879,17,0.69563,4,-1.5616,4,-1.7264,12,-0.1003
ENSG00000134072,CAMK1,8,-1.7176,2,-3.2195,15,-0.7725,37,0.92388,42,0.97361,7,-1.8826,19,-0.4778
ENSG00000171148,TADA3,218,1.37493,116,0.33062,129,0.50186,81,-0.2936,95,0.01192,54,-0.8440,64,-0.6934
ENSG00000241553,ARPC4,236,1.18695,149,0.42427,63,-0.9002,119,0.09577,141,0.38175,67,-0.8086,68,-0.9029
ENSG00000214021,TTLL3,8,-1.0037,2,-2.5203,86,3.17298,9,-0.9107,8,-1.0388,11,-0.4379,12,-0.3905
ENSG00000156990,RPUSD3,8,-1.5921,13,-0.7999,14,-0.7298,33,0.86516,25,0.14833,18,-0.3510,20,-0.2347
ENSG00000171135,JAGN1,416,3.59605,2,-4.5807,45,-0.5337,44,-0.7186,45,-0.5765,22,-1.5497,25,-1.5801
ENSG00000163703,CRELD1,8,-2.5689,2,-4.1532,56,0.28321,78,1.22907,52,0.17025,40,-0.2382,29,-0.8423
ENSG00000163704,PRRT3,8,-1.3488,2,-2.8571,7,-1.5182,34,1.41878,3,-2.5119,12,-0.7041,25,0.55629
ENSG00000125037,EMC3,299,1.74215,45,-1.2993,100,-0.0778,118,0.25066,89,-0.2720,73,-0.5530,66,-0.8162
ENSG00000254999,BRK1,8,-4.0817,177,0.53416,127,0.00828,153,0.41279,140,0.17256,107,-0.2526,111,-0.2368
ENSG00000157014,TATDN2,8,-1.3129,3,-2.7058,28,0.66554,20,0.14471,25,0.50557,33,0.91263,13,-0.5716
ENSG00000157020,SEC13,8,-2.2475,19,-0.9559,61,0.87717,43,0.41337,27,-0.4613,57,0.77243,30,-0.3017
ENSG00000157087,ATP2B2,19,-2.0447,90,0.31143,55,-0.4403,125,1.27983,54,-0.5222,8,-3.1482,60,-0.3747
ENSG00000132164,SLC6A11,15,-2.6581,15,-2.6154,71,-0.3569,82,-0.1869,238,1.92424,19,-2.2671,80,-0.2065
ENSG00000157103,SLC6A1,413,1.26058,102,-0.9593,154,-0.3258,214,0.25091,230,0.32365,138,-0.4962,118,-0.8455
ENSG00000197548,ATG7,103,2.62520,2,-3.1287,18,-0.3556,25,0.16535,8,-1.5517,4,-2.3630,18,-0.4225
ENSG00000144560,VGLL4,413,3.76901,2,-4.4889,123,1.18628,29,-1.3190,17,-1.9441,17,-1.8643,22,-1.6662
ENSG00000157152,SYN2,247,0.75513,91,-0.8042,15,-3.4305,294,1.67453,119,-0.4205,24,-2.7597,70,-1.3519
ENSG00000075975,MKRN2,17,-0.5449,5,-2.4176,36,0.55744,26,0.08173,48,1.19894,30,0.30340,12,-1.2249
ENSG00000132155,RAF1,8,-1.7694,27,0.07153,57,1.29826,25,0.00864,30,0.26847,15,-0.7979,21,-0.3440
ENSG00000144713,RPL32,511,-1.3495,3685,1.82604,957,-0.4036,745,-0.9743,1253,0.01423,1642,0.44120,1291,0.07189
ENSG00000144711,IQSEC1,67,-0.8678,16,-2.9620,99,-0.2607,180,0.99436,121,0.05104,77,-0.6414,103,-0.2461
ENSG00000163517,HDAC11,69,-0.0312,9,-2.9676,30,-1.3087,61,-0.2781,85,0.31420,124,0.90056,90,0.47519
ENSG00000163528,CHCHD4,8,-1.5717,87,2.33861,17,-0.3979,16,-0.6098,17,-0.4635,14,-0.7086,22,-0.0376
ENSG00000170876,TMEM43,172,3.17118,5,-2.4777,44,0.57994,22,-0.6034,9,-1.8597,28,-0.1167,13,-1.4280
ENSG00000154767,XPC,8,-1.8846,2,-3.3840,56,1.13688,26,-0.1244,34,0.36708,51,0.98957,23,-0.3215
ENSG00000170860,LSM3,9,-3.0456,127,0.81440,136,0.92747,67,-0.2599,74,-0.0444,148,1.06960,51,-0.6992
ENSG00000225733,FGD5-AS1,8,-4.3875,280,0.95341,273,0.90752,103,-0.7848,171,0.17101,229,0.62067,157,0.02079
ENSG00000177463,NR2C2,8,-1.9121,14,-1.0386,40,0.55384,31,0.17892,26,-0.1160,37,0.43179,31,0.15909
ENSG00000131368,MRPS25,235,1.81372,95,0.28395,56,-0.5258,89,0.23818,82,0.04473,29,-1.4888,33,-1.4998
ENSG00000131381,RBSN,148,1.99678,3,-3.8261,47,0.04362,37,-0.3989,59,0.44933,34,-0.4261,31,-0.6976
ENSG00000131375,CAPN7,8,-1.2912,2,-2.7984,39,1.19745,23,0.54915,25,0.53156,8,-1.1698,12,-0.6889
ENSG00000131370,SH3BP5,8,-3.1358,153,1.29522,26,-1.4802,67,-0.0537,36,-1.0672,102,0.60760,90,0.51111
ENSG00000144597,EAF1,8,-1.7262,2,-3.2280,27,0.13571,39,1.06892,26,0.08825,19,-0.3510,19,-0.4808
ENSG00000169814,BTD,109,2.84616,2,-3.0751,57,1.54305,11,-1.1987,10,-1.1710,29,0.43230,8,-1.7458
ENSG00000206560,ANKRD28,8,-1.7109,51,1.20222,34,0.50362,19,-0.4601,12,-1.0737,29,0.25556,31,0.47621
ENSG00000131386,GALNT15,8,-2.4634,22,-0.9609,119,1.74236,4,-3.7111,15,-1.6075,200,2.80199,49,0.29726
ENSG00000154813,DPH3,30,-0.3073,41,0.20556,30,-0.2891,43,0.35309,40,0.14625,33,-0.1502,29,-0.3935
ENSG00000154822,PLCL2,8,-0.9844,2,-2.5015,20,0.49990,23,1.04380,8,-1.0203,5,-1.4609,16,0.15092
ENSG00000131374,TBC1D5,11,-2.3400,120,1.24984,63,0.20248,38,-0.7225,53,-0.0645,96,0.87857,57,0.05613
ENSG00000182568,SATB1,190,2.22373,3,-4.1821,88,0.85085,46,-0.2411,30,-0.8984,46,-0.1908,35,-0.7162
ENSG00000144566,RAB5A,66,-0.5367,15,-2.7287,117,0.33306,103,0.17531,121,0.42866,139,0.61934,79,-0.3177
ENSG00000114166,KAT2B,9,-2.7336,90,0.68753,63,0.13259,27,-1.4025,104,1.04468,73,0.36193,69,0.31782
ENSG00000151789,ZNF385D,190,2.64696,2,-4.0032,2,-4.5185,50,0.34866,22,-1.0140,0,-7.8573,37,-0.2281
ENSG00000182247,UBE2E2,8,-2.3995,44,0.16847,19,-1.1117,63,1.11683,23,-0.8265,47,0.30121,31,-0.4044
ENSG00000170142,UBE2E1,8,-3.2130,152,1.25406,95,0.47509,63,-0.2203,55,-0.4152,86,0.32751,70,-0.0007
ENSG00000197885,NKIRAS1,8,-2.9762,63,0.12356,35,-0.7819,98,1.24994,81,0.57717,18,-1.7275,27,-1.3048
ENSG00000174748,RPL15,509,-0.7543,1245,0.64161,667,-0.3418,807,-0.0619,995,0.31025,920,0.15789,752,-0.1872
ENSG00000174738,NR1D2,23,-0.8757,40,-0.0253,90,1.29610,39,-0.0795,50,0.35103,27,-0.5979,30,-0.5051
ENSG00000077097,TOP2B,9,-3.4368,40,-1.2415,171,1.02717,98,0.16922,99,0.15007,99,0.14880,89,-0.0270
ENSG00000151092,NGLY1,8,-1.4249,12,-0.8164,21,0.11146,29,0.86571,18,-0.1435,19,-0.1093,16,-0.4350
ENSG00000179796,LRRC3B,114,1.79820,38,-0.0442,55,0.53875,43,0.23104,37,-0.0837,12,-1.7912,13,-1.7908
ENSG00000033867,SLC4A7,8,-0.7180,2,-2.2427,14,0.15194,15,0.42067,8,-0.6939,0,-4.2974,20,0.97826
ENSG00000187118,CMC1,42,-0.0018,39,-0.1172,46,0.13959,45,0.10558,67,0.82036,40,-0.0849,23,-1.0265
ENSG00000163512,AZI2,32,-0.9479,87,0.57754,39,-0.6560,80,0.62091,59,-0.0415,41,-0.5872,49,-0.3636
ENSG00000144642,RBMS3,8,-1.7376,2,-3.2396,11,-1.1442,39,1.08812,35,0.61900,1,-4.2865,24,-0.0707
ENSG00000163527,STT3B,65,-0.0483,4,-3.9063,77,0.22621,84,0.48800,74,0.17098,94,0.54334,49,-0.5620
ENSG00000152642,GPD1L,29,-0.2186,67,1.07873,17,-1.0706,46,0.69542,20,-0.8861,19,-0.8774,28,-0.3188
ENSG00000091317,CMTM6,231,3.52853,26,-0.4658,88,1.46313,11,-2.0602,5,-2.8023,25,-0.5258,14,-1.6074
ENSG00000144635,DYNC1LI1,107,0.75908,49,-0.4845,23,-1.6118,92,0.71733,87,0.46371,26,-1.4064,40,-0.8761
ENSG00000170266,GLB1,8,-1.5180,2,-3.0236,33,0.70087,36,1.27598,13,-0.7972,21,-0.0333,14,-0.7218
ENSG00000170275,CRTAP,8,-2.6740,10,-2.3422,86,0.94934,38,-0.4278,60,0.41149,63,0.44755,59,0.42562
ENSG00000153558,FBXL2,8,-2.0387,68,1.30337,35,0.21165,44,0.83280,26,-0.2371,15,-1.0463,14,-1.3202
ENSG00000153560,UBP1,8,-1.9620,10,-1.5149,43,0.61538,37,0.55219,36,0.38960,18,-0.7447,25,-0.2342
ENSG00000163539,CLASP2,102,-0.8749,92,-1.0351,133,-0.4772,209,0.31639,163,-0.1735,311,0.87080,183,0.02329
ENSG00000170248,PDCD6IP,76,0.31545,28,-1.2149,63,0.02689,78,0.48997,88,0.60501,48,-0.3877,35,-0.9763
ENSG00000172995,ARPP21,8,-0.8833,2,-2.4031,3,-2.0986,20,0.87838,17,0.37186,3,-2.1293,16,0.25315
ENSG00000178567,EPM2AIP1,116,0.39386,77,-0.2384,89,-0.0229,123,0.70017,67,-0.4951,39,-1.2573,75,-0.3336
ENSG00000076242,MLH1,8,-1.6059,6,-1.9765,47,1.18433,25,0.16681,12,-1.0356,35,0.70360,26,0.22477
ENSG00000093167,LRRFIP2,8,-2.4606,171,2.41877,58,0.49111,31,-0.6253,15,-1.6331,48,0.20004,38,-0.2131
ENSG00000144674,GOLGA4,10,-3.2845,53,-0.8334,101,0.16195,82,-0.2070,76,-0.3057,182,1.11689,119,0.53015
ENSG00000144677,CTDSPL,8,-1.0194,2,-2.5356,37,1.42836,8,-1.1543,26,0.93877,9,-0.7885,19,0.46084
ENSG00000060971,ACAA1,11,-2.6520,127,1.03476,96,0.57208,63,-0.1083,59,-0.2136,102,0.66551,54,-0.3866
ENSG00000172939,OXSR1,38,1.13725,2,-2.8166,10,-0.9072,22,0.36269,9,-1.1991,19,0.03163,22,0.34080
ENSG00000114742,WDR48,38,-0.3058,3,-3.6788,42,-0.1771,66,0.75363,64,0.54001,45,-0.0801,31,-0.7518
ENSG00000114745,GORASP1,8,-2.0502,50,0.77995,48,0.70249,30,-0.0782,26,-0.2589,51,0.80237,24,-0.4445
ENSG00000168329,CX3CR1,8,-1.3743,10,-0.9168,61,1.90496,9,-1.3361,30,0.75517,18,-0.0799,19,0.00307
ENSG00000144659,SLC25A38,8,-1.4315,3,-2.7045,21,0.06498,29,0.80269,20,-0.0469,19,-0.0670,19,-0.1128
ENSG00000168028,RPSA,436,-0.1430,378,-0.3629,477,-0.0043,364,-0.5378,487,0.02941,823,0.87208,558,0.29488
ENSG00000168314,MOBP,1270,0.72691,415,-1.0140,72,-3.5893,155,-2.8160,127,-2.8690,2186,1.66172,1886,1.96825
ENSG00000170011,MYRIP,8,-1.8617,83,1.88237,6,-2.2270,37,0.71941,19,-0.5807,18,-0.6379,17,-0.8429
ENSG00000114784,EIF1B,151,-0.3838,186,-0.0588,117,-0.7685,284,0.88767,165,-0.2666,192,-0.0083,134,-0.6531
ENSG00000223797,ENTPD3-AS1,8,-1.0081,2,-2.5075,29,1.03371,8,-1.1185,9,-0.7907,35,1.36340,24,0.89723
ENSG00000168032,ENTPD3,8,-1.3982,10,-1.0367,12,-0.7673,43,2.18243,7,-1.6040,16,-0.2735,8,-1.5296
ENSG00000188846,RPL14,342,-0.8925,1779,1.78367,521,-0.2529,428,-0.7009,816,0.50008,592,-0.0572,466,-0.4967
ENSG00000172888,ZNF621,8,-1.3475,24,0.33343,34,0.94597,9,-1.2609,19,0.01037,38,1.09704,22,0.31968
ENSG00000168036,CTNNB1,281,0.34402,52,-2.1862,601,1.62237,205,-0.1955,209,-0.1335,220,-0.0394,181,-0.3984
ENSG00000182606,TRAK1,8,-2.8977,2,-4.3868,136,1.47849,68,0.46623,71,0.43106,35,-0.6870,41,-0.5504
ENSG00000187094,CCK,944,3.41012,77,-1.0639,3,-5.6444,164,0.12711,95,-0.7993,23,-2.8075,38,-2.3074
ENSG00000093183,SEC22C,8,-2.6620,2,-4.1553,77,0.77013,38,-0.4175,43,-0.1483,130,1.67086,53,0.20994
ENSG00000008324,SS18L2,8,-2.0929,28,-0.1720,14,-1.1658,42,0.59653,24,-0.4541,82,1.55840,22,-0.6554
ENSG00000114857,NKTR,9,-2.0100,2,-3.7954,84,1.35934,35,-0.0967,16,-1.2673,42,0.20262,55,0.82032
ENSG00000114853,ZBTB47,26,-0.1409,2,-3.4425,49,0.84178,21,-0.6116,20,-0.5557,54,1.02066,39,0.59713
ENSG00000010282,HHATL,22,-2.2205,78,-0.3330,182,1.02632,41,-1.5565,89,-0.1443,300,1.91205,110,0.25788
ENSG00000181061,HIGD1A,8,-5.2821,483,0.74571,160,-0.9768,365,0.40809,278,-0.1476,521,0.87185,250,-0.3516
ENSG00000144647,POMGNT2,8,-2.3288,41,0.13344,63,0.84676,59,1.05998,21,-0.9230,13,-1.5347,28,-0.5183
ENSG00000163788,SNRK,8,-2.6743,105,1.16396,37,-0.4809,71,0.74093,60,0.26214,15,-1.8101,32,-0.8229
ENSG00000160746,ANO10,8,-1.8892,21,-0.4275,26,-0.0711,29,0.13799,25,-0.1490,56,1.14440,26,-0.0781
ENSG00000011198,ABHD5,80,1.99346,3,-3.1330,12,-1.0540,11,-1.4558,13,-0.9632,88,2.16998,22,-0.2149
ENSG00000179152,TCAIM,8,-1.7152,46,1.01290,27,0.17965,29,0.37500,15,-0.7637,37,0.64325,18,-0.5760
ENSG00000185219,ZNF445,8,-0.9225,2,-2.4413,27,0.99180,13,-0.1558,20,0.58650,25,0.91670,10,-0.6018
ENSG00000163807,KIAA1143,8,-2.2843,2,-3.7781,46,0.38707,45,0.48073,32,-0.1898,32,-0.2032,46,0.45289
ENSG00000169964,TMEM42,8,-1.9833,3,-3.1321,59,1.12390,30,0.05713,35,0.31914,53,0.93343,23,-0.4716
ENSG00000163812,ZDHHC3,252,3.10988,3,-3.8145,39,-0.2588,41,-0.2384,16,-1.6296,10,-2.2430,32,-0.6112
ENSG00000075914,EXOSC7,10,-1.5675,33,0.15290,46,0.70764,40,0.70711,17,-0.8456,37,0.35324,20,-0.6607
ENSG00000249992,TMEM158,8,-2.0823,2,-3.5846,184,3.25362,27,-0.3301,40,0.41816,0,-8.3534,10,-1.9072
ENSG00000011376,LARS2,8,-0.9631,3,-2.3272,26,0.89242,19,0.57939,17,0.22065,9,-0.7181,12,-0.3871
ENSG00000211456,SACM1L,140,0.96359,133,0.87110,61,-0.3690,90,0.34413,59,-0.4513,42,-0.9101,49,-0.8018
ENSG00000163818,LZTFL1,8,-1.7981,2,-3.2988,169,3.55169,24,-0.1290,8,-1.7228,11,-1.2589,11,-1.4467
ENSG00000181585,TMIE,8,-0.3748,2,-1.9117,24,1.45095,15,1.06366,8,-0.3576,0,-6.7013,5,-1.0607
ENSG00000160801,PTH1R,8,-1.0002,2,-2.5200,19,0.40849,9,-0.8445,13,-0.2518,7,-1.1557,32,1.61675
ENSG00000160799,CCDC12,11,-1.9575,140,1.97931,48,0.16023,36,-0.3691,61,0.60495,34,-0.3431,21,-1.2472
ENSG00000181555,SETD2,122,1.42447,39,-0.4128,93,0.95121,31,-0.9557,74,0.65322,43,-0.2736,32,-0.8083
ENSG00000088727,KIF9,8,-2.3657,44,0.22206,193,2.90005,34,-0.2619,14,-1.5917,5,-2.8981,29,-0.5137
ENSG00000114648,KLHL18,8,-1.1397,2,-2.6529,10,-0.7760,23,0.77245,29,1.02512,0,-6.2255,14,-0.2511
ENSG00000076201,PTPN23,8,-2.3487,83,1.17976,41,0.02796,42,0.09354,44,0.16708,25,-0.6973,36,-0.2033
ENSG00000114650,SCAP,8,-2.3851,33,-0.3294,57,0.54372,56,0.73223,47,0.25676,36,-0.1891,25,-0.8525
ENSG00000163832,ELP6,8,-2.6123,239,3.01487,31,-0.5996,32,-0.6949,31,-0.6110,32,-0.5444,31,-0.6974
ENSG00000114646,CSPG5,67,-0.6514,66,-0.6753,60,-0.8165,141,0.73531,139,0.53699,95,-0.1201,66,-0.7695
ENSG00000173473,SMARCC1,8,-2.2986,20,-0.9192,53,0.57217,19,-1.2260,27,-0.5172,33,-0.1472,78,1.67083
ENSG00000132153,DHX30,9,-3.4156,194,1.23520,118,0.41476,108,0.38949,62,-0.6279,81,-0.1739,73,-0.3904
ENSG00000047849,MAP4,692,0.78823,350,-0.2926,384,-0.1519,384,-0.1981,480,0.21696,219,-1.0074,453,0.13058
ENSG00000164050,PLXNB1,15,-2.7111,19,-2.3327,219,1.41825,52,-1.0766,132,0.63510,199,1.25463,91,-0.0151
ENSG00000232112,TMA7,73,-2.8253,904,1.00578,487,0.00540,456,-0.1278,590,0.34025,619,0.38566,406,-0.3232
ENSG00000164054,SHISA5,8,-3.3894,27,-1.5560,113,0.60028,92,0.36074,124,0.83621,41,-0.9576,68,-0.2375
ENSG00000010256,UQCRC1,351,0.88721,78,-1.4300,198,-0.0250,273,0.67860,184,-0.1511,94,-1.1586,147,-0.5669
ENSG00000213672,NCKIPSD,209,1.92385,60,-0.1613,27,-1.3737,73,0.20735,46,-0.5965,52,-0.3667,44,-0.7419
ENSG00000068745,IP6K2,37,-0.8773,31,-1.1294,45,-0.5665,90,0.73450,86,0.47980,49,-0.4454,51,-0.4351
ENSG00000114302,PRKAR2A,8,-2.5222,7,-2.6728,39,-0.1515,65,0.97896,37,-0.2315,38,-0.1639,43,0.01590
ENSG00000177479,ARIH2,99,1.62093,2,-3.8111,45,0.32277,35,-0.0967,22,-0.8681,29,-0.3858,40,0.16394
ENSG00000178467,P4HTM,416,2.34094,10,-3.4941,155,0.58010,125,0.32796,52,-1.1662,62,-0.8290,50,-1.3215
ENSG00000178252,WDR6,28,-1.2563,3,-4.4748,138,1.25564,87,0.71022,59,-0.1260,61,-0.0694,44,-0.6638
ENSG00000178149,DALRD3,8,-1.0234,2,-2.6512,96,3.23919,13,-0.4060,9,-0.9371,5,-1.7952,10,-0.8134
ENSG00000178057,NDUFAF3,122,0.07732,33,-1.8796,140,0.29989,124,0.14681,145,0.38843,167,0.57955,86,-0.5380
ENSG00000178035,IMPDH2,8,-2.7870,17,-1.6148,86,0.81874,64,0.49637,42,-0.3325,66,0.40938,49,-0.0701
ENSG00000198218,QRICH1,8,-1.7507,2,-3.2519,41,0.79435,40,1.08060,13,-0.9901,31,0.32942,19,-0.4730
ENSG00000172053,QARS,8,-1.9918,2,-3.4879,49,0.79516,29,-0.0077,35,0.30059,29,-0.0241,36,0.37805
ENSG00000172046,USP19,72,1.79903,2,-3.2154,45,0.99061,24,-0.0469,15,-0.7536,20,-0.2917,17,-0.6301
ENSG00000172037,LAMB2,9,-1.3640,2,-3.1298,105,2.66093,16,-0.6882,27,0.28010,5,-2.1337,20,-0.2775
ENSG00000185909,KLHDC8B,18,-0.4609,89,2.15294,30,0.27907,26,0.08950,30,0.34729,2,-3.2799,6,-2.1513
ENSG00000114316,USP4,16,-0.8473,69,1.44999,37,0.43207,31,0.20445,25,-0.2118,15,-0.9556,19,-0.7245
ENSG00000067560,RHOA,98,-1.5427,254,-0.1099,469,0.87434,201,-0.5935,246,-0.1702,559,1.16930,287,0.10180
ENSG00000145022,TCTA,23,-0.5390,47,0.56757,31,-0.0742,28,-0.2957,43,0.47737,41,0.34947,28,-0.2749
ENSG00000145029,NICN1,178,3.08611,2,-3.6315,31,-0.0805,22,-0.7648,29,-0.1671,18,-0.8853,16,-1.1929
ENSG00000173402,DAG1,59,-0.0695,108,0.89015,185,1.82714,41,-0.7743,63,0.03760,53,-0.2379,36,-0.9437
ENSG00000164061,BSN,8,-2.6465,34,-0.4775,19,-1.3050,84,1.47214,48,0.06477,12,-1.9524,33,-0.6051
ENSG00000164062,APEH,101,0.94001,3,-4.0980,38,-0.5960,79,0.77816,59,0.08158,22,-1.4127,44,-0.4425
