Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000115760,BIRC6,33,-1.4998,37,-0.9099,77,0.22046,60,-0.1828,90,0.49014,206,2.05236
ENSG00000119812,FAM98A,62,-0.3886,38,-1.0283,49,-0.6200,25,-1.6507,90,0.34199,206,1.86372
ENSG00000171055,FEZ2,72,-0.5806,62,-0.6364,136,0.64958,47,-1.0435,90,-0.0412,206,1.39677
ENSG00000055332,EIF2AK2,100,0.05059,50,-1.0320,21,-2.2992,112,0.23012,90,-0.1312,206,1.29076
ENSG00000218739,CEBPZOS,46,-0.8807,48,-0.5605,20,-1.8572,65,-0.0896,90,0.45430,206,2.00624
ENSG00000115828,QPCT,158,1.26776,11,-3.4161,7,-3.9036,11,-3.3265,90,-0.2653,206,1.13474
ENSG00000115875,SRSF7,70,-0.5094,36,-1.3500,41,-1.1614,123,0.59238,90,0.07335,206,1.53368
ENSG00000188010,MORN2,33,-1.5205,14,-2.3864,18,-2.0262,154,1.41213,90,0.44971,206,2.00036
ENSG00000115904,SOS1,44,-0.7996,31,-1.0566,6,-3.4449,48,-0.4032,90,0.62372,206,2.22737
ENSG00000152154,TMEM178A,109,0.32697,20,-2.4060,109,0.18846,10,-3.4065,90,-0.1164,206,1.30813
ENSG00000183023,SLC8A1,106,0.08568,83,-0.3299,42,-1.3757,76,-0.4646,90,-0.2055,206,1.20399
ENSG00000115944,COX7A2L,229,0.81229,102,-0.8369,114,-0.6722,138,-0.3668,90,-1.0318,206,0.27925
ENSG00000057935,MTA3,72,-0.0238,13,-2.5552,19,-2.0609,39,-0.9632,90,0.34206,206,1.86381
ENSG00000152518,ZFP36L2,5,-4.6160,40,-0.9712,64,-0.2378,249,2.23439,90,0.31510,206,1.83003
ENSG00000138095,LRPPRC,239,1.12696,71,-1.3263,74,-1.2689,105,-0.7294,90,-0.9701,206,0.34636
ENSG00000138032,PPM1B,60,-0.8534,48,-0.9504,62,-0.5391,139,0.78086,90,0.04915,206,1.50460
ENSG00000138078,PREPL,913,1.50353,256,-1.2870,236,-1.4133,289,-1.1019,621,0.09925,206,-1.6116
ENSG00000116016,EPAS1,26,-2.1718,87,0.21351,69,-0.1682,132,0.92153,90,0.27249,206,1.77696
ENSG00000119729,RHOQ,134,0.26446,85,-0.5716,45,-1.5317,132,0.12975,90,-0.4780,206,0.89184
ENSG00000119878,CRIPT,53,-1.0127,42,-1.0704,113,0.50621,85,0.03928,90,0.12954,206,1.60158
ENSG00000180398,MCFD2,220,1.05484,67,-1.3054,60,-1.4724,104,-0.6498,90,-0.8681,206,0.45788
ENSG00000143933,CALM2,2176,1.01641,762,-1.1265,1400,-0.1790,1649,0.08508,1360,-0.2255,206,-3.0678
ENSG00000138081,FBXO11,98,0.12574,32,-1.6394,65,-0.5670,54,-0.8504,90,-0.0559,206,1.37935
ENSG00000162869,PPP1R21,53,-0.6178,34,-1.0957,58,-0.2571,18,-2.0527,90,0.44591,206,1.99549
ENSG00000179915,NRXN1,130,0.38545,117,0.05621,40,-1.6035,43,-1.4785,90,-0.3606,206,1.02531
ENSG00000115239,ASB3,41,-1.1313,30,-1.2824,41,-0.7768,82,0.30263,90,0.45967,206,2.01313
ENSG00000068912,ERLEC1,230,1.16037,68,-1.3259,80,-1.0736,69,-1.3062,90,-0.8948,206,0.42854
ENSG00000170634,ACYP2,177,0.16187,85,-1.0583,298,0.98612,112,-0.6324,90,-0.9632,206,0.35389
ENSG00000115306,SPTBN1,436,0.17090,392,-0.0669,421,0.04837,642,0.75679,274,-0.6339,206,-1.0713
ENSG00000115310,RTN4,2117,1.46524,808,-0.8299,2069,0.69404,659,-1.1433,90,-4.0764,206,-2.8697
ENSG00000143947,RPS27A,653,-0.4287,988,0.39232,1179,0.69333,1934,1.60688,90,-3.2576,206,-2.0402
ENSG00000115355,CCDC88A,84,-1.7552,336,0.92188,624,2.14284,161,-0.3043,90,-1.2021,206,0.09530
ENSG00000163001,CFAP36,112,-1.2692,59,-1.8703,34,-2.6892,162,-0.3429,895,2.96972,206,0.04553
ENSG00000275052,PPP4R3B,53,-0.7137,55,-0.4306,3,-4.6840,84,0.24950,90,0.35536,206,1.88053
ENSG00000115380,EFEMP1,0,-7.6018,17,-2.2291,26,-1.5846,323,2.91044,90,0.32700,206,1.84492
ENSG00000237651,C2orf74,44,-0.9837,33,-1.1324,28,-1.3449,77,0.20266,90,0.47131,206,2.02809
ENSG00000115464,USP34,59,-0.9558,100,0.17509,72,-0.3448,104,0.23766,90,0.00500,206,1.45180
ENSG00000082898,XPO1,113,-0.0451,53,-1.2088,85,-0.4765,148,0.41829,90,-0.3887,206,0.99324
ENSG00000115484,CCT4,293,0.94238,56,-2.0496,195,-0.1537,213,-0.0115,90,-1.3514,206,-0.0645
ENSG00000115504,EHBP1,58,-0.5721,26,-1.5751,24,-1.7077,85,0.22542,90,0.32734,206,1.84535
ENSG00000014641,MDH1,1299,2.59652,209,-1.8534,246,-1.6109,320,-1.2145,90,-3.0939,206,-1.8736
ENSG00000169764,UGP2,146,0.17347,135,-0.0196,41,-1.8474,174,0.39593,90,-0.6586,206,0.68924
ENSG00000119844,AFTPH,50,-0.5343,37,-0.8269,24,-1.4723,4,-4.0563,90,0.61416,206,2.21467
ENSG00000115902,SLC1A4,188,-0.4040,76,-1.6529,14,-4.1041,100,-1.2380,847,2.55753,206,-0.1142
ENSG00000138069,RAB1A,331,0.16770,99,-1.7711,128,-1.3844,153,-1.1121,889,1.89429,206,-0.6504
ENSG00000138071,ACTR2,182,0.22750,121,-0.5179,147,-0.2037,212,0.39126,90,-0.9685,206,0.34807
ENSG00000197223,C1D,63,-0.4791,36,-1.1901,41,-0.9775,68,-0.2093,90,0.25345,206,1.75337
ENSG00000221823,PPP3R1,144,0.74506,59,-0.9935,39,-1.6313,34,-1.8020,90,-0.3433,206,1.04507
ENSG00000119865,CNRIP1,112,0.25065,41,-1.4267,51,-1.0863,83,-0.3338,90,-0.2020,206,1.20810
ENSG00000198380,GFPT1,99,-1.2850,23,-3.1084,35,-2.4798,72,-1.4038,879,3.25253,206,0.23030
ENSG00000169599,NFU1,79,-0.1363,36,-1.3206,41,-1.0963,62,-0.4772,90,0.12185,206,1.59226
ENSG00000115977,AAK1,179,0.72364,109,-0.3973,58,-1.3509,76,-0.9418,90,-0.6897,206,0.65465
ENSG00000124380,SNRNP27,56,-0.8703,53,-0.6945,62,-0.4402,103,0.37272,90,0.14990,206,1.62632
ENSG00000169564,PCBP1,235,-0.4423,110,-1.4648,269,-0.0766,269,-0.0793,746,1.72989,206,-0.4994
ENSG00000116005,PCYOX1,262,1.25249,97,-0.9390,77,-1.3034,78,-1.2804,90,-1.0609,206,0.24771
ENSG00000143977,SNRPG,74,-0.5277,30,-1.7287,82,-0.1804,125,0.50023,90,-0.0356,206,1.40349
ENSG00000075340,ADD2,196,1.05397,54,-1.4571,21,-2.8546,99,-0.5399,90,-0.6914,206,0.65286
ENSG00000124357,NAGK,115,0.27097,22,-2.3423,62,-0.8195,97,-0.1155,90,-0.2366,206,1.16794
ENSG00000124374,PAIP2B,4,-4.3200,97,0.91970,75,0.48939,18,-1.7416,90,0.79269,206,2.45661
ENSG00000075292,ZNF638,58,-1.0490,71,-0.4214,126,0.52236,104,0.20812,90,-0.0345,206,1.40470
ENSG00000144036,EXOC6B,70,-0.3940,59,-0.5155,63,-0.4095,40,-1.1303,90,0.15357,206,1.63079
ENSG00000144040,SFXN5,23,-2.2253,75,0.09272,47,-0.6403,125,0.96879,90,0.40076,206,1.93793
ENSG00000135631,RAB11FIP5,90,0.35813,28,-1.5890,9,-3.1733,17,-2.3267,90,0.21292,206,1.70340
ENSG00000135624,CCT7,289,1.13580,67,-1.6920,142,-0.5578,151,-0.4574,90,-1.2541,206,0.03951
ENSG00000114956,DGUOK,87,0.00783,12,-2.9260,49,-0.8943,74,-0.2450,90,0.06324,206,1.52152
ENSG00000163170,BOLA3,84,-0.1047,26,-1.8453,39,-1.2534,89,0.03368,90,0.04996,206,1.50557
ENSG00000204843,DCTN1,387,1.06396,154,-0.9076,258,-0.1026,215,-0.3869,90,-1.7194,206,-0.4542
ENSG00000239779,WBP1,61,-0.9386,57,-0.7443,101,0.14590,130,0.57664,90,-0.0343,206,1.40494
ENSG00000115307,AUP1,84,-0.3289,29,-1.8283,73,-0.4277,128,0.47582,90,-0.0973,206,1.33052
ENSG00000115350,POLE4,104,0.11296,67,-0.6143,36,-1.5767,80,-0.3441,90,-0.1593,206,1.25786
ENSG00000066032,CTNNA2,67,-0.5443,44,-1.0333,34,-1.4004,119,0.55528,90,0.09816,206,1.56359
ENSG00000163541,SUCLG1,117,0.02125,63,-0.9485,111,-0.0656,105,-0.1607,90,-0.4030,206,0.97692
ENSG00000034510,TMSB10,2408,1.16323,462,-1.9749,577,-1.6447,1852,0.17128,2278,0.51754,206,-3.1609
ENSG00000176407,KCMF1,63,-0.3921,48,-0.6726,19,-2.1004,52,-0.5676,90,0.31583,206,1.83095
ENSG00000152291,TGOLN2,178,0.28920,99,-0.7502,201,0.38011,130,-0.3310,90,-0.9008,206,0.42196
ENSG00000168906,MAT2A,108,-0.4342,66,-1.0564,122,-0.0835,245,1.09446,90,-0.5699,206,0.78839
ENSG00000168894,RNF181,99,-0.2741,52,-1.1736,110,-0.0154,142,0.40706,90,-0.3306,206,1.05964
ENSG00000115525,ST3GAL5,88,-0.2403,54,-0.9081,120,0.36245,48,-1.1044,90,-0.1135,206,1.31157
ENSG00000132300,PTCD3,81,-0.3156,53,-0.8596,55,-0.8077,98,0.10523,90,-0.0269,206,1.41372
ENSG00000132305,IMMT,187,-0.3812,48,-2.3204,31,-2.9445,73,-1.6943,862,2.63488,206,-0.0938
ENSG00000132313,MRPL35,40,-1.0977,36,-0.9005,60,-0.1244,33,-1.0299,90,0.53728,206,2.11356
ENSG00000068615,REEP1,509,0.91580,134,-1.5969,17,-4.5586,162,-1.3123,829,1.37314,206,-0.9431
ENSG00000115561,CHMP3,106,-0.3495,111,-0.1568,98,-0.3645,173,0.57098,90,-0.4912,206,0.87700
ENSG00000239305,RNF103,82,0.00173,24,-1.8401,46,-0.9158,42,-1.0310,90,0.15605,206,1.63381
ENSG00000172005,MAL,9,-4.7512,160,0.13122,774,3.48096,59,-1.4233,90,-0.7756,206,0.55964
ENSG00000144029,MRPS5,63,-0.4867,40,-1.0099,60,-0.3789,43,-0.9012,90,0.25945,206,1.76079
ENSG00000084090,STARD7,153,-0.1189,141,-0.2022,153,-0.0713,240,0.67064,90,-0.9057,206,0.41666
ENSG00000144021,CIAO1,84,-1.5759,85,-1.1519,66,-1.5380,79,-1.2594,828,3.08937,206,0.24209
ENSG00000144028,SNRNP200,52,-0.7634,31,-1.2910,52,-0.5193,64,-0.1963,90,0.35331,206,1.87795
ENSG00000144199,FAHD2B,33,-1.4885,27,-1.4038,72,0.11986,73,0.14871,90,0.49341,206,2.05659
ENSG00000135940,COX5B,638,0.37052,377,-0.6243,555,-0.0099,867,0.73882,464,-0.2963,206,-1.5419
ENSG00000115073,ACTR1B,62,-0.4441,30,-1.3699,7,-3.5554,87,0.25946,90,0.31749,206,1.83302
ENSG00000040933,INPP4A,100,0.39807,24,-1.9219,8,-3.4414,48,-0.9182,90,0.07119,206,1.53107
ENSG00000183513,COA5,59,-2.0766,30,-2.5776,62,-1.5290,69,-1.3487,887,3.54578,206,0.36070
ENSG00000185414,MRPL30,48,-0.8511,23,-1.7220,55,-0.3844,65,-0.1361,90,0.40527,206,1.94365
ENSG00000115514,TXNDC9,70,0.04082,13,-2.4543,10,-2.9268,20,-1.8793,90,0.44269,206,1.99137
ENSG00000158417,EIF5B,102,-1.1560,365,1.30474,307,0.98482,169,-0.0237,90,-1.0097,206,0.30328
ENSG00000170500,LONRF2,322,1.54400,84,-1.3814,42,-2.4204,129,-0.7264,90,-1.2768,206,0.01511
ENSG00000071082,RPL31,456,-0.5458,662,0.24008,852,0.66492,1516,1.73782,90,-2.8058,206,-1.5793
ENSG00000163162,RNF149,53,-0.4634,17,-1.9743,11,-2.6824,42,-0.6730,90,0.55610,206,2.13816
ENSG00000175874,CREG2,102,0.38620,52,-0.8398,22,-2.1358,20,-2.2362,90,0.02188,206,1.47194
ENSG00000071054,MAP4K4,32,-2.7835,252,1.01822,445,2.15115,122,-0.1945,90,-0.6763,206,0.66961
ENSG00000198914,POU3F3,21,-2.5798,85,0.09276,163,1.22466,93,0.23514,90,0.18961,206,1.67480
ENSG00000119147,ECRG4,8,-3.7959,8,-3.1847,2,-5.3010,308,2.84317,90,0.36608,206,1.89404
ENSG00000135968,GCC2,104,-0.1768,116,0.06148,98,-0.2066,79,-0.5598,90,-0.3457,206,1.04232
ENSG00000153201,RANBP2,63,-0.7561,48,-0.9370,82,-0.0973,108,0.35035,90,0.04428,206,1.49876
ENSG00000175701,MTLN,126,0.29652,56,-1.1105,71,-0.7280,91,-0.3559,90,-0.3661,206,1.01906
ENSG00000188177,ZC3H6,13,-3.2566,105,0.48486,101,0.42195,148,1.09113,90,0.22982,206,1.72420
ENSG00000114999,TTL,57,-0.4388,20,-1.8274,64,-0.0993,4,-4.2130,90,0.46531,206,2.02037
ENSG00000144136,SLC20A1,63,-0.3621,20,-1.9386,66,-0.1470,21,-1.9026,90,0.34775,206,1.87097
ENSG00000115091,ACTR3,136,0.23380,73,-0.8342,107,-0.2452,102,-0.3264,90,-0.5187,206,0.84589
ENSG00000175497,DPP10,55,-0.4464,16,-2.1032,1,-5.5624,62,-0.1092,90,0.50576,206,2.07258
ENSG00000088205,DDX18,44,-2.4613,63,-1.3912,51,-1.6939,82,-0.9938,810,3.48182,206,0.48267
ENSG00000125629,INSIG2,46,-0.6796,13,-2.3089,14,-2.2381,48,-0.4100,90,0.62300,206,2.22640
ENSG00000155368,DBI,129,-1.5241,187,-0.5503,341,0.41738,1041,2.62693,91,-1.6472,206,-0.3989
ENSG00000144118,RALB,52,-0.8634,30,-1.4371,61,-0.3336,84,0.17341,90,0.29391,206,1.80359
ENSG00000074054,CLASP1,86,-0.0100,60,-0.5836,58,-0.6308,19,-2.3124,90,0.06939,206,1.52891
ENSG00000211460,TSN,113,0.04381,37,-1.6918,106,-0.0704,108,-0.0435,90,-0.3352,206,1.05440
ENSG00000136717,BIN1,194,0.22634,132,-0.4807,309,0.93506,90,-1.0688,90,-1.0654,206,0.24281
ENSG00000163166,IWS1,23,-1.9282,51,-0.2509,39,-0.6853,60,-0.0044,90,0.68000,206,2.30268
ENSG00000136720,HS6ST1,40,-1.2121,57,-0.2944,30,-1.3092,80,0.23641,90,0.43290,206,1.97885
ENSG00000152082,MZT2B,379,0.47013,192,-0.8089,229,-0.5360,651,1.21934,90,-1.9506,206,-0.6963
ENSG00000136710,CCDC115,72,-0.1022,32,-1.3280,29,-1.4719,29,-1.4368,90,0.30004,206,1.81123
ENSG00000136718,IMP4,88,0.04659,38,-1.2555,59,-0.6002,32,-1.5079,90,0.06296,206,1.52117
ENSG00000136002,ARHGEF4,87,-0.3549,61,-0.7900,66,-0.6689,136,0.49081,90,-0.1853,206,1.22751
ENSG00000152102,FAM168B,113,0.04818,117,0.09750,62,-0.9084,69,-0.7510,90,-0.3271,206,1.06362
ENSG00000115762,PLEKHB2,568,1.60245,160,-1.2502,259,-0.5083,218,-0.7725,90,-2.1060,206,-0.8581
ENSG00000173272,MZT2A,198,0.54211,85,-1.0220,109,-0.6393,188,0.22900,90,-0.9335,206,0.38631
ENSG00000150551,LYPD1,26,-1.9191,35,-0.9931,25,-1.4829,138,1.25797,90,0.49898,206,2.06380
ENSG00000152127,MGAT5,74,-0.5823,64,-0.6270,112,0.27249,84,-0.1849,90,-0.0841,206,1.34615
ENSG00000115839,RAB3GAP1,170,0.89519,41,-1.7233,37,-1.8614,80,-0.7169,90,-0.5316,206,0.83139
ENSG00000144224,UBXN4,66,-1.2716,136,0.21915,254,1.31728,116,-0.0333,90,-0.4372,206,0.93807
ENSG00000115866,DARS,72,-0.6184,45,-1.1359,64,-0.6010,148,0.76721,90,-0.0591,206,1.37564
ENSG00000169554,ZEB2,5,-6.1347,218,0.08605,536,1.69439,97,-1.1796,782,2.53538,206,-0.0001
ENSG00000115947,ORC4,105,0.32719,28,-1.8135,58,-0.7435,35,-1.5195,90,-0.0524,206,1.38354
ENSG00000168280,KIF5C,311,0.64034,313,0.37709,302,0.31250,86,-1.6346,90,-1.5751,206,-0.3021
ENSG00000168288,MMADHC,87,0.14694,41,-1.0716,20,-2.1282,34,-1.3688,90,0.14967,206,1.62604
ENSG00000115963,RND3,83,0.39410,7,-3.4827,8,-3.2756,5,-3.8263,90,0.36236,206,1.88936
ENSG00000080345,RIF1,29,-1.8964,72,-0.0189,127,0.91915,49,-0.6359,90,0.33536,206,1.85541
ENSG00000162980,ARL5A,30,-1.6981,60,-0.1793,60,-0.1718,68,0.02998,90,0.48649,206,2.04765
ENSG00000157827,FMNL2,7,-4.9304,166,0.41161,611,3.13660,62,-1.1454,90,-0.5729,206,0.78498
ENSG00000196504,PRPF40A,37,-1.4858,83,0.15244,49,-0.6718,99,0.45653,90,0.29388,206,1.80355
ENSG00000162989,KCNJ3,73,-0.1227,25,-1.7207,9,-3.1287,68,-0.2038,90,0.26029,206,1.76183
ENSG00000136541,ERMN,5,-6.2236,241,0.14159,1413,4.27557,23,-3.4143,90,-1.3965,206,-0.1126
ENSG00000144283,PKP4,39,-1.9581,208,1.19980,265,1.66098,4,-4.7238,90,-0.2180,206,1.18349
ENSG00000123636,BAZ2B,22,-2.4896,128,0.75989,126,0.73655,90,0.17323,90,0.16816,206,1.64857
ENSG00000115233,PSMD14,174,0.68196,69,-1.0702,72,-1.0096,102,-0.4628,90,-0.6650,206,0.68219
ENSG00000144290,SLC4A10,69,0.06736,15,-2.2219,3,-4.3113,14,-2.3238,90,0.47797,206,2.03667
ENSG00000153253,SCN3A,158,0.94987,65,-0.8973,26,-2.2739,21,-2.5865,90,-0.3998,206,0.98060
ENSG00000136531,SCN2A,223,-0.1150,89,-1.4955,23,-3.4581,53,-2.2478,834,2.39868,206,-0.1937
ENSG00000178662,CSRNP3,82,-0.0390,46,-0.9280,21,-2.0928,58,-0.5620,90,0.12437,206,1.59530
ENSG00000144285,SCN1A,39,-1.0470,68,0.13233,20,-1.7629,24,-1.4900,90,0.59614,206,2.19082
ENSG00000169432,SCN9A,92,0.18560,25,-1.9042,3,-4.6894,81,-0.1032,90,0.07448,206,1.53504
ENSG00000198648,STK39,116,-0.2058,105,-0.2767,215,0.91101,49,-1.4377,90,-0.5259,206,0.83778
ENSG00000172292,CERS6,102,-1.2083,35,-2.4365,7,-4.7295,29,-2.7338,899,3.38767,206,0.26187
ENSG00000138398,PPIG,132,-0.4543,221,0.54442,199,0.37158,187,0.26369,90,-0.8913,206,0.43243
ENSG00000138385,SSB,172,-0.6765,68,-1.8625,93,-1.3967,180,-0.3874,830,2.41974,206,-0.1721
ENSG00000138382,METTL5,67,-0.4134,19,-2.1748,34,-1.3248,100,0.36626,90,0.19560,206,1.68214
ENSG00000144357,UBR3,105,0.10539,53,-1.0147,104,0.03970,37,-1.5555,90,-0.1899,206,1.22220
ENSG00000128683,GAD1,133,0.75860,62,-0.7897,10,-3.5047,25,-2.1459,90,-0.2169,206,1.19083
ENSG00000115806,GORASP2,82,-0.0726,34,-1.4174,69,-0.3085,31,-1.5542,90,0.11052,206,1.57853
ENSG00000198586,TLK1,52,-0.8410,44,-0.8445,62,-0.3069,66,-0.2037,90,0.29329,206,1.80282
ENSG00000077380,DYNC1I2,162,-0.9506,249,0.01779,958,2.60173,65,-2.0352,90,-1.5571,206,-0.2830
ENSG00000115840,SLC25A12,75,-1.6578,32,-2.4872,43,-2.0665,12,-3.9018,900,3.58863,206,0.35772
ENSG00000138430,OLA1,197,-0.2808,61,-1.9653,44,-2.4663,76,-1.6542,811,2.46090,206,-0.1072
ENSG00000138433,CIR1,32,-1.6339,59,-0.2808,32,-1.1992,117,0.85552,90,0.40144,206,1.93879
ENSG00000163328,GPR155,95,0.25369,60,-0.5834,18,-2.3781,24,-1.9790,90,0.06756,206,1.52671
ENSG00000128656,CHN1,204,1.01059,102,-0.5835,20,-2.9737,87,-0.8179,90,-0.7729,206,0.56260
ENSG00000115966,ATF2,82,-0.0742,22,-2.0248,86,0.03510,27,-1.7340,90,0.10182,206,1.56801
ENSG00000154518,ATP5MC3,708,1.72186,204,-1.1808,241,-0.9245,330,-0.4352,90,-2.3977,206,-1.1600
ENSG00000144320,LNPK,130,0.42931,55,-1.0961,71,-0.7009,58,-1.0071,90,-0.3354,206,1.05413
ENSG00000128654,MTX2,82,0.01249,26,-1.7738,58,-0.5488,28,-1.6249,90,0.15088,206,1.62752
ENSG00000170144,HNRNPA3,128,-0.4011,93,-0.7537,167,0.17001,288,1.10438,90,-0.8107,206,0.52086
ENSG00000116044,NFE2L2,34,-2.0120,61,-0.6611,221,1.52333,118,0.40008,90,-0.0442,206,1.39325
ENSG00000018510,AGPS,55,-0.6225,11,-2.7536,76,0.08575,42,-0.8410,90,0.37178,206,1.90123
ENSG00000079156,OSBPL6,33,-1.3310,48,-0.3792,3,-4.4199,69,0.20321,90,0.65180,206,2.26481
ENSG00000180228,PRKRA,60,-0.5064,41,-0.9276,49,-0.6360,40,-0.9496,90,0.31720,206,1.83266
ENSG00000116095,PLEKHA3,69,-0.3069,30,-1.4680,34,-1.2839,65,-0.2942,90,0.23995,206,1.73669
ENSG00000170035,UBE2E3,132,0.51386,32,-1.8920,65,-0.8254,67,-0.7662,90,-0.3160,206,1.07641
ENSG00000138434,ITPRID2,14,-2.9416,35,-1.0578,73,0.09011,159,1.45638,90,0.43908,206,1.98675
ENSG00000077232,DNAJC10,82,-0.1024,31,-1.5414,31,-1.5535,80,-0.0901,90,0.09011,206,1.55387
ENSG00000061676,NCKAP1,293,1.10938,113,-0.9413,73,-1.5973,195,-0.0825,90,-1.2839,206,0.00758
ENSG00000065548,ZC3H15,252,1.06110,99,-0.9383,131,-0.5019,78,-1.2973,90,-1.0763,206,0.23103
ENSG00000138448,ITGAV,59,-1.4225,110,-0.0653,281,1.58019,106,-0.1157,90,-0.3803,206,1.00282
ENSG00000144369,FAM171B,112,0.25868,28,-1.9863,43,-1.3406,101,-0.0116,90,-0.1974,206,1.21348
ENSG00000128699,ORMDL1,60,-0.4714,22,-1.8214,42,-0.8588,59,-0.3531,90,0.33041,206,1.84920
ENSG00000198130,HIBCH,82,-0.0272,21,-2.0726,55,-0.6470,46,-0.9284,90,0.13158,206,1.60406
ENSG00000151689,INPP1,30,-1.5154,48,-0.3868,56,-0.1490,30,-1.1023,90,0.64645,206,2.25766
ENSG00000151690,MFSD6,204,0.76525,71,-1.2474,176,0.17913,57,-1.5731,90,-0.8766,206,0.44853
ENSG00000115419,GLS,314,0.35549,57,-2.3954,34,-3.1595,58,-2.3747,871,2.10982,206,-0.4622
ENSG00000115415,STAT1,104,0.30005,22,-2.2065,20,-2.2997,83,-0.1873,90,-0.0513,206,1.38487
ENSG00000144339,TMEFF2,85,0.06597,32,-1.4625,56,-0.6034,20,-2.1292,90,0.13675,206,1.61033
ENSG00000196950,SLC39A10,121,0.50091,93,-0.1248,4,-4.6342,32,-1.7627,90,-0.1845,206,1.22849
ENSG00000197121,PGAP1,120,0.58754,28,-1.9356,20,-2.4012,56,-0.8766,90,-0.1361,206,1.28498
ENSG00000115524,SF3B1,90,-0.5441,62,-0.9326,167,0.65307,129,0.22484,90,-0.3552,206,1.03146
ENSG00000144381,HSPD1,373,1.12850,107,-1.3784,149,-0.8793,299,0.22534,90,-1.6394,206,-0.3700
ENSG00000115541,HSPE1,348,0.58303,118,-1.3631,275,-0.0484,471,0.85545,90,-1.7692,206,-0.5065
ENSG00000115540,MOB4,96,0.13511,31,-1.6410,38,-1.3594,72,-0.3798,90,-0.0243,206,1.41689
ENSG00000115896,PLCL1,89,-0.1609,62,-0.6841,136,0.58900,6,-4.0068,90,-0.0929,206,1.33571
ENSG00000178074,C2orf69,38,-1.0858,37,-0.7892,44,-0.5315,28,-1.2108,90,0.61486,206,2.21560
ENSG00000196141,SPATS2L,110,0.02109,31,-1.9158,71,-0.6861,145,0.46213,90,-0.3105,206,1.08269
ENSG00000082153,BZW1,134,0.01922,80,-0.8067,169,0.39292,116,-0.2158,90,-0.6185,206,0.73402
ENSG00000013441,CLK1,25,-2.2417,55,-0.5528,146,1.05816,105,0.49377,90,0.23170,206,1.72652
ENSG00000155744,FAM126B,58,-0.4088,58,-0.2638,0,-7.2949,32,-1.1733,90,0.43972,206,1.98757
ENSG00000119013,NDUFB3,165,-0.7637,52,-2.2719,116,-1.0657,208,-0.1540,818,2.39597,206,-0.1646
ENSG00000115993,TRAK2,39,-1.7294,132,0.63682,212,1.49542,13,-2.8618,90,0.00122,206,1.44729
ENSG00000116030,SUMO1,103,-0.1569,67,-0.7909,86,-0.3908,128,0.24332,90,-0.3210,206,1.07068
ENSG00000055044,NOP58,50,-0.8794,68,-0.1351,67,-0.1541,32,-1.2886,90,0.32566,206,1.84324
ENSG00000204217,BMPR2,190,0.74309,105,-0.5351,75,-1.0660,91,-0.7616,90,-0.7791,206,0.55573
ENSG00000138443,ABI2,105,-0.4183,73,-0.8338,150,0.30384,181,0.62558,90,-0.5131,206,0.85226
ENSG00000173166,RAPH1,59,-0.3803,18,-2.0189,48,-0.5537,20,-1.8975,90,0.44717,206,1.99711
ENSG00000023228,NDUFS1,153,-0.7653,115,-0.9689,114,-0.9724,75,-1.6136,792,2.49242,206,-0.0479
ENSG00000114942,EEF1B2,327,0.21713,251,-0.2960,348,0.23390,512,0.89208,90,-1.8614,206,-0.6031
ENSG00000114948,ADAM23,153,0.95528,42,-1.5147,31,-1.9529,25,-2.2916,90,-0.3478,206,1.03989
ENSG00000118246,FASTKD2,46,-0.7804,42,-0.6596,20,-1.7784,36,-0.8913,90,0.55755,206,2.14005
ENSG00000118263,KLF7,46,-0.7771,40,-0.7768,41,-0.7173,22,-1.6286,90,0.53607,206,2.11198
ENSG00000188674,C2orf80,93,0.41483,24,-1.8441,6,-3.7620,23,-1.8833,90,0.18293,206,1.66662
ENSG00000078018,MAP2,656,0.90922,745,0.71559,189,-1.4677,516,0.09957,90,-2.5656,206,-1.3329
ENSG00000144406,UNC80,77,-0.1695,62,-0.4489,23,-1.9123,49,-0.7986,90,0.15413,206,1.63147
ENSG00000115365,LANCL1,184,-0.1716,83,-1.3359,576,1.94592,79,-1.4172,90,-1.2163,206,0.08004
ENSG00000144451,SPAG16,14,-2.9185,21,-1.7131,69,0.09378,146,1.39904,90,0.52838,206,2.10196
ENSG00000138363,ATIC,56,-0.5518,41,-0.8356,39,-0.8977,31,-1.2430,90,0.41142,206,1.95148
ENSG00000079246,XRCC5,153,0.40390,59,-1.2563,87,-0.6588,134,0.03015,90,-0.6052,206,0.74883
ENSG00000197756,RPL37A,983,-0.8812,1928,0.48042,2569,0.98037,3303,1.44882,1045,-0.5135,206,-2.9486
ENSG00000115461,IGFBP5,14,-2.8149,31,-1.1445,44,-0.6014,151,1.48619,90,0.55186,206,2.13260
ENSG00000079308,TNS1,44,-2.6028,50,-1.8957,280,0.82427,35,-2.4073,793,3.07576,206,0.30496
ENSG00000163466,ARPC2,147,-0.9924,83,-1.5595,79,-1.6348,237,0.06519,856,2.51880,206,-0.1569
ENSG00000127837,AAMP,112,0.17780,36,-1.6412,55,-1.0195,108,0.04866,90,-0.2434,206,1.16013
