Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000164403,SHROOM1,24,-1.5841,9,-2.8612,25,-1.5409,199,2.23003,93,0.85796
ENSG00000164405,UQCRQ,223,-1.1080,605,0.62839,433,0.07080,206,-1.1151,608,0.77985
ENSG00000072364,AFF4,44,-1.5544,95,-0.2429,92,-0.3329,342,2.14902,85,-0.4766
ENSG00000170606,HSPA4,42,-1.6745,121,0.13182,188,1.11704,136,0.31778,89,-0.4209
ENSG00000113583,C5orf15,20,-1.2620,31,-0.4789,68,1.01908,42,0.01725,43,0.04208
ENSG00000213585,VDAC1,101,-1.3245,285,0.47214,489,1.97421,103,-1.1580,77,-1.7540
ENSG00000113558,SKP1,255,-1.4774,916,0.73256,859,0.75422,495,-0.3036,567,-0.0968
ENSG00000113575,PPP2CA,109,-1.2206,355,0.84255,369,1.13611,195,-0.1758,118,-1.0845
ENSG00000119048,UBE2B,47,-1.0704,89,0.04945,167,1.46867,50,-0.8870,63,-0.5768
ENSG00000043143,JADE2,24,-1.0979,94,1.29223,59,0.53392,30,-0.6297,35,-0.4511
ENSG00000152700,SAR1B,40,-1.5759,44,-1.3094,63,-0.8356,149,0.65823,204,1.60564
ENSG00000164615,CAMLG,63,-1.1010,136,0.24737,217,1.37483,99,-0.2756,70,-0.9027
ENSG00000145833,DDX46,49,-0.2593,35,-0.7490,39,-0.6527,123,1.38111,58,0.05877
ENSG00000181904,C5orf24,23,-1.7949,54,-0.3282,53,-0.4357,133,1.21264,97,0.77832
ENSG00000113621,TXNDC15,36,-0.9959,68,0.11463,102,1.00731,68,0.11106,47,-0.5261
ENSG00000113648,H2AFY,60,-0.6154,146,0.95323,143,1.15629,34,-1.3958,42,-1.1977
ENSG00000145824,CXCL14,81,2.08372,73,1.32186,9,-2.2404,1,-4.8741,11,-1.9282
ENSG00000152377,SPOCK1,88,-1.3365,145,-0.4386,321,1.13866,140,-0.4849,207,0.16580
ENSG00000177733,HNRNPA0,75,-0.5145,142,0.61100,131,0.56936,119,0.30663,59,-0.9106
ENSG00000031003,FAM13B,35,-0.4022,64,0.62950,67,0.86620,14,-1.7221,35,-0.4321
ENSG00000120709,FAM53C,17,-1.3297,58,0.77713,55,0.80094,36,-0.0260,29,-0.4530
ENSG00000132563,REEP2,124,-1.0188,173,-0.3870,585,2.57250,39,-2.6427,64,-2.0784
ENSG00000120705,ETF1,46,-0.7022,33,-1.1055,86,0.47506,126,1.07944,59,-0.2477
ENSG00000113013,HSPA9,115,-1.0450,252,0.32503,406,1.52042,73,-1.6156,145,-0.6443
ENSG00000044115,CTNNA1,78,-1.0158,108,-0.3934,29,-2.5424,234,0.91396,273,1.55141
ENSG00000120725,SIL1,33,-0.0460,16,-1.1386,57,1.11602,14,-1.3768,30,-0.2124
ENSG00000120727,PAIP2,70,-1.6722,312,0.89652,268,0.76483,155,-0.2891,170,-0.1666
ENSG00000170464,DNAJC18,28,-1.2094,59,0.07368,101,1.27413,25,-1.2762,55,-0.0678
ENSG00000131508,UBE2D2,60,-1.0172,144,0.50598,120,0.23902,137,0.42133,105,-0.0229
ENSG00000171604,CXXC5,123,-0.6073,110,-0.7096,188,0.18084,117,-0.6160,261,0.88266
ENSG00000146005,PSD2,78,0.62110,152,1.78231,35,-0.8647,38,-0.6596,21,-1.6849
ENSG00000185129,PURA,157,-0.0133,74,-1.1858,72,-1.3616,429,1.84573,150,-0.0894
ENSG00000182700,IGIP,66,-0.6802,141,0.65699,132,0.66837,104,0.13449,62,-0.7849
ENSG00000120306,CYSTM1,60,-0.6711,166,1.12047,139,0.98628,18,-2.4322,58,-0.7397
ENSG00000113068,PFDN1,30,-1.9758,59,-0.8020,132,0.59759,201,1.26257,101,0.04288
ENSG00000131503,ANKHD1,62,-0.9335,72,-0.6141,38,-1.7177,352,2.32552,108,0.05147
ENSG00000131495,NDUFA2,98,-0.9845,306,1.01789,185,0.16467,116,-0.6089,186,0.17771
ENSG00000113141,IK,39,-1.1425,88,0.26570,62,-0.3580,204,1.83512,53,-0.6200
ENSG00000170445,HARS,41,-1.1546,82,0.06050,169,1.76229,30,-1.5040,51,-0.7916
ENSG00000146007,ZMAT2,73,-0.5234,140,0.62947,107,0.20345,40,-1.3727,116,0.37020
ENSG00000178913,TAF7,49,-1.0108,93,0.11947,142,1.04905,56,-0.6888,81,-0.1248
ENSG00000164620,RELL2,26,-0.8037,31,-0.4057,112,2.72030,2,-4.5346,8,-2.6929
ENSG00000013561,RNF14,24,-1.0264,27,-0.7755,82,1.39821,22,-1.1107,44,0.02010
ENSG00000131507,NDFIP1,192,-1.5536,927,1.18791,931,1.54678,155,-1.7381,222,-1.3165
ENSG00000113578,FGF1,152,-0.7033,164,-0.5070,74,-1.8840,282,0.38387,448,1.57795
ENSG00000145819,ARHGAP26,32,-0.3897,60,0.70319,56,0.68135,33,-0.2983,25,-0.8500
ENSG00000113580,NR3C1,35,-0.8236,18,-1.6817,23,-1.5153,177,2.23179,64,0.31335
ENSG00000145817,YIPF5,22,-1.2734,46,-0.0100,83,1.29666,25,-0.9473,43,-0.1146
ENSG00000133706,LARS,52,-0.7149,60,-0.4189,67,-0.2681,180,1.50611,71,-0.1645
ENSG00000113649,TCERG1,20,-1.5801,44,-0.2424,33,-0.7911,159,2.11682,51,-0.0165
ENSG00000156475,PPP2R2B,79,-0.7109,150,0.40819,221,1.40521,35,-1.8656,77,-0.7560
ENSG00000113657,DPYSL3,64,-1.2580,211,0.81547,278,1.75314,29,-2.2932,62,-1.2984
ENSG00000113712,CSNK1A1,86,-1.4265,136,-0.5804,265,0.62435,375,1.14898,173,-0.2204
ENSG00000183111,ARHGEF37,15,-1.9340,8,-2.5810,34,-0.5548,10,-2.2628,128,2.68972
ENSG00000070814,TCOF1,39,0.32838,31,-0.1070,43,0.52547,1,-4.8235,34,0.06534
ENSG00000019582,CD74,133,0.41812,409,2.64203,10,-3.7394,3,-5.1773,83,-0.4865
ENSG00000164587,RPS14,439,-0.5880,866,0.60944,341,-1.0233,654,0.12957,880,0.77681
ENSG00000070614,NDST1,31,-1.3531,14,-2.3644,38,-1.0389,115,0.88508,140,1.63831
ENSG00000132912,DCTN4,41,-1.3660,70,-0.4228,144,0.96924,42,-1.2084,122,0.60276
ENSG00000211445,GPX3,105,-1.2821,122,-0.9255,684,3.44244,1,-7.5270,21,-3.6998
ENSG00000145901,TNIP1,30,-0.6297,52,0.35905,65,0.92863,47,0.20625,23,-1.0554
ENSG00000197043,ANXA6,93,-1.6332,172,-0.5441,737,3.27389,19,-3.8162,39,-2.9838
ENSG00000113140,SPARC,1050,-0.0749,3298,2.08539,138,-3.3447,634,-0.8690,1214,0.20702
ENSG00000177556,ATOX1,107,-0.7300,177,0.16016,193,0.36752,96,-0.8263,205,0.49573
ENSG00000145907,G3BP1,52,0.02093,47,-0.1414,56,0.17325,1,-5.4429,73,0.73070
ENSG00000155511,GRIA1,41,-0.5088,93,0.94023,124,2.01556,1,-5.5149,3,-4.1950
ENSG00000155506,LARP1,164,-0.6315,214,-0.1302,463,1.57311,92,-1.4512,148,-0.8086
ENSG00000170271,FAXDC2,55,-0.9379,43,-1.2207,11,-3.3386,118,0.39595,226,2.19348
ENSG00000055163,CYFIP2,92,-1.1226,213,0.34889,359,1.68392,152,-0.2112,59,-1.8189
ENSG00000145860,RNF145,64,-0.1598,129,1.06406,84,0.37385,65,-0.1132,34,-1.2638
ENSG00000164332,UBLCP1,30,-1.3154,86,0.51644,123,1.50098,21,-1.6671,46,-0.5666
ENSG00000113312,TTC1,60,-1.1361,129,0.20674,242,1.76549,12,-3.3574,82,-0.5852
ENSG00000170231,FABP6,27,-0.7613,112,1.82414,30,-0.5981,37,-0.1958,34,-0.3405
ENSG00000164609,SLU7,94,-0.0962,111,0.18780,114,0.27406,75,-0.4507,95,-0.0744
ENSG00000145864,GABRB2,60,-1.1115,35,-1.8140,307,2.69925,73,-0.6825,27,-2.3455
ENSG00000022355,GABRA1,103,-1.2101,163,-0.3739,607,3.07741,10,-4.5393,25,-3.3866
ENSG00000113327,GABRG2,93,-1.3187,219,0.17562,531,2.62100,76,-1.4914,17,-3.8467
ENSG00000038274,MAT2B,40,-0.8849,98,0.66163,101,0.88588,94,0.58888,27,-1.5106
ENSG00000145934,TENM2,40,-0.3999,168,2.31886,58,0.28395,36,-0.5227,0,-6.7670
ENSG00000188573,FBLL1,37,-0.9749,123,1.15966,137,1.79937,1,-5.7503,18,-2.0745
ENSG00000120137,PANK3,29,-1.5220,38,-1.0096,68,-0.0981,173,1.59270,83,0.30133
ENSG00000181163,NPM1,103,-0.8405,212,0.42631,168,0.04180,208,0.39483,177,0.13843
ENSG00000072803,FBXW11,32,-1.9032,202,1.27795,104,0.12620,86,-0.2155,111,0.25499
ENSG00000120129,DUSP1,28,-0.8156,120,1.80401,29,-0.7952,33,-0.4846,46,0.03202
ENSG00000113719,ERGIC1,25,-0.5478,69,1.23385,49,0.74244,1,-4.8492,27,-0.4160
ENSG00000113732,ATP6V0E1,52,-0.9370,89,0.01450,138,0.95211,39,-1.2818,98,0.20851
ENSG00000164463,CREBRF,61,-0.2194,80,0.25313,73,0.12930,70,0.03613,65,-0.1019
ENSG00000145919,BOD1,29,-0.1691,32,0.00895,53,1.05964,1,-4.7735,30,-0.1542
ENSG00000113742,CPEB4,60,-1.1471,110,-0.0927,60,-1.1662,292,1.68108,143,0.41406
ENSG00000170091,NSG2,170,-0.9332,635,1.41834,552,1.47214,132,-1.2220,42,-3.1211
ENSG00000164466,SFXN1,61,-0.5807,102,0.31182,169,1.57890,45,-0.9915,34,-1.5666
ENSG00000145920,CPLX2,215,-0.3142,252,-0.0206,657,2.43847,1,-7.7321,21,-3.9760
ENSG00000122203,KIAA1191,51,-0.6302,90,0.35617,124,1.15890,5,-3.9763,68,-0.1378
ENSG00000146066,HIGD2A,32,-1.3607,146,1.31969,72,0.07314,1,-5.8787,100,0.75619
ENSG00000175416,CLTB,108,-0.8448,325,1.09575,291,1.11851,56,-1.7456,103,-0.9308
ENSG00000146083,RNF44,33,-0.1822,72,1.19905,64,1.25906,1,-4.9422,11,-1.9871
ENSG00000074317,SNCB,190,-0.6971,503,1.02506,621,1.90943,31,-3.3432,38,-3.2279
ENSG00000165671,NSD1,19,-1.5333,15,-1.7575,42,-0.2230,136,1.95383,53,0.20647
ENSG00000169230,PRELID1,41,-1.1414,97,0.36066,125,1.00328,81,0.06412,57,-0.5712
ENSG00000169223,LMAN2,36,-0.8058,46,-0.3330,49,-0.2500,107,1.11518,64,0.24205
ENSG00000113758,DBN1,25,-0.5131,74,1.44327,67,1.61776,1,-4.8147,2,-4.0200
ENSG00000183258,DDX41,17,-1.3603,68,1.07803,69,1.39720,1,-4.9652,26,-0.5898
ENSG00000184840,TMED9,47,-0.8403,137,1.02754,142,1.40559,8,-3.2570,40,-1.1093
ENSG00000145912,NHP2,57,-1.1197,168,0.77264,109,0.03529,69,-0.6927,143,0.59582
ENSG00000197451,HNRNPAB,39,-0.0588,26,-0.6978,47,0.30434,37,-0.1181,43,0.14058
ENSG00000169045,HNRNPH1,52,-1.1762,96,-0.0902,106,0.07805,122,0.30043,140,0.64886
ENSG00000127022,CANX,306,-0.9958,792,0.66727,801,0.84224,423,-0.3804,426,-0.4247
ENSG00000161011,SQSTM1,113,-1.1487,269,0.36248,349,1.01524,99,-1.2324,220,0.03284
ENSG00000197226,TBC1D9B,48,-0.8912,94,0.28979,96,0.38772,31,-1.4617,109,0.66647
ENSG00000113269,RNF130,32,-2.7275,97,-0.8881,102,-0.9050,237,0.56393,377,1.90340
ENSG00000050748,MAPK9,55,-1.4703,200,0.75418,216,1.11390,137,0.10574,75,-0.9618
ENSG00000131446,MGAT1,36,-0.1288,69,1.03693,38,0.00301,1,-5.0204,43,0.25738
ENSG00000146063,TRIM41,56,0.22047,26,-1.0171,33,-0.7671,99,1.19193,49,-0.0426
ENSG00000204628,RACK1,147,-1.0738,483,1.01998,275,0.04728,164,-0.7897,329,0.40458
ENSG00000124535,WRNIP1,27,-0.7307,71,0.98107,75,1.36596,1,-5.1058,23,-0.9573
ENSG00000124570,SERPINB6,43,-0.6850,30,-1.1719,55,-0.2355,1,-5.4927,137,1.84442
ENSG00000124588,NQO2,25,-1.4995,85,0.60164,132,1.89477,1,-5.6621,38,-0.8063
ENSG00000137267,TUBB2A,417,-1.6137,883,-0.3021,3047,2.92442,231,-2.3510,229,-2.5471
ENSG00000137285,TUBB2B,237,-1.3783,422,-0.3425,500,-0.0809,501,-0.0657,887,1.15103
ENSG00000137266,SLC22A23,27,-1.0233,15,-1.7928,61,0.47003,35,-0.5039,79,1.07253
ENSG00000112739,PRPF4B,57,-0.4212,47,-0.6570,49,-0.6862,185,1.73731,64,-0.2128
ENSG00000124785,NRN1,12,-2.4979,42,-0.4239,167,3.21138,1,-5.5450,19,-1.7592
ENSG00000124783,SSR1,63,-1.0254,142,0.39389,131,0.31016,166,0.67490,100,-0.2149
ENSG00000124802,EEF1E1,36,-1.3403,45,-0.8642,141,1.32297,149,1.13822,36,-1.3315
ENSG00000111843,TMEM14C,32,-1.2976,152,1.45408,97,0.75991,1,-5.8330,63,-0.1099
ENSG00000137210,TMEM14B,39,-0.3153,88,1.14139,67,0.78387,1,-5.2831,33,-0.5948
ENSG00000224531,SMIM13,44,-1.3579,140,0.61999,130,0.59367,116,0.29556,86,-0.2323
ENSG00000205269,TMEM170B,36,-0.3114,70,0.86357,40,-0.1045,1,-5.1769,58,0.63680
ENSG00000145990,GFOD1,68,-0.3575,73,-0.1876,159,1.47687,2,-5.5472,65,-0.4351
ENSG00000225921,NOL7,27,-1.7914,111,0.60530,96,0.43552,127,0.85073,67,-0.2574
ENSG00000010017,RANBP9,33,-0.9642,44,-0.4086,108,1.44601,25,-1.2820,51,-0.1952
ENSG00000050393,MCUR1,24,-1.6105,47,-0.4261,61,-0.0246,156,1.68038,60,-0.0418
ENSG00000112149,CD83,29,-0.7908,115,1.67801,81,1.25517,1,-5.2723,14,-1.9791
ENSG00000047579,DTNBP1,43,0.03503,83,1.16203,54,0.48429,29,-0.6187,17,-1.5840
ENSG00000124788,ATXN1,41,-0.6151,53,-0.1561,48,-0.3409,149,1.71161,42,-0.5973
ENSG00000112186,CAP2,20,-1.7396,110,1.15528,127,1.92304,49,-0.2396,0,-7.6910
ENSG00000137414,FAM8A1,31,-0.8695,52,0.04796,61,0.37717,67,0.49137,50,-0.0180
ENSG00000124795,DEK,65,0.01666,94,0.65894,16,-2.2660,53,-0.3112,102,0.97426
ENSG00000172201,ID4,83,0.44155,210,2.18375,67,0.03445,1,-5.7994,10,-3.0878
ENSG00000152954,NRSN1,35,-1.0495,152,1.55276,126,1.52727,5,-3.7766,16,-2.2464
ENSG00000112294,ALDH5A1,46,-0.7106,183,1.81182,73,0.12778,33,-1.1231,46,-0.7207
ENSG00000111802,TDP2,23,-0.7503,93,1.75606,67,1.41309,1,-4.9120,4,-3.2362
ENSG00000112304,ACOT13,18,-1.3769,72,0.99573,86,1.74211,1,-5.1124,21,-1.1167
ENSG00000112308,C6orf62,124,0.13613,72,-0.7422,149,0.51396,132,0.22392,86,-0.5282
ENSG00000269293,ZSCAN16-AS1,39,-0.6416,74,0.47956,25,-1.3576,28,-1.0984,107,1.47070
ENSG00000204681,GABBR1,138,-0.0929,342,1.55157,230,0.98324,4,-5.1990,38,-2.2465
ENSG00000204655,MOG,12,-3.7547,0,-8.6102,1,-6.7094,310,1.60785,342,2.60025
ENSG00000206503,HLA-A,171,-0.6235,402,0.88392,225,-0.1319,239,-0.0099,247,0.04590
ENSG00000204619,PPP1R11,31,-0.6795,107,1.51471,56,0.40161,33,-0.5255,26,-1.0117
ENSG00000231074,HCG18,44,-0.2488,15,-1.8104,35,-0.6245,93,1.07661,67,0.57946
ENSG00000204592,HLA-E,104,0.13626,176,1.04376,15,-3.0006,113,0.25694,123,0.48799
ENSG00000204590,GNL1,61,0.20266,88,0.78977,85,0.88620,1,-5.4458,31,-1.0315
ENSG00000204574,ABCF1,33,-0.2763,20,-1.0024,47,0.39102,33,-0.2271,47,0.39458
ENSG00000204568,MRPS18B,26,-0.6067,65,0.99767,48,0.54495,1,-4.9505,39,0.12560
ENSG00000137343,ATAT1,15,-1.9883,69,0.55691,76,0.90001,35,-0.5345,54,0.19062
ENSG00000204564,C6orf136,33,-0.8227,97,1.06336,91,1.18187,4,-3.7173,36,-0.7008
ENSG00000196230,TUBB,247,-1.1417,480,0.03479,1076,2.00220,105,-2.3044,265,-1.0197
ENSG00000137312,FLOT1,66,-0.9993,166,0.60263,184,0.97714,1,-6.6154,131,0.23075
ENSG00000204580,DDR1,49,-1.8188,175,0.35415,62,-1.4233,37,-2.0864,350,2.26789
ENSG00000204525,HLA-C,113,-0.4461,257,1.01103,92,-0.8113,232,0.82256,125,-0.2531
ENSG00000234745,HLA-B,254,-0.2684,511,0.96443,113,-1.6348,606,1.28909,245,-0.3304
ENSG00000198563,DDX39B,55,-1.0812,179,0.98680,80,-0.4433,211,1.28842,76,-0.5286
ENSG00000213760,ATP6V1G2,72,-1.0054,245,1.15601,234,1.36691,39,-1.8207,58,-1.3594
ENSG00000204469,PRRC2A,47,-0.7332,114,0.82060,76,0.15205,82,0.26446,60,-0.2854
ENSG00000204463,BAG6,26,-1.9003,180,1.46892,93,0.31645,19,-2.2025,99,0.43879
ENSG00000204435,CSNK2B,52,-1.0138,131,0.61518,113,0.42072,25,-1.9735,123,0.59670
ENSG00000204427,ABHD16A,15,-2.1753,71,0.35347,73,0.48676,64,0.19037,73,0.48677
ENSG00000204389,HSPA1A,42,-0.8388,73,0.12714,49,-0.5881,20,-1.8824,132,1.52240
ENSG00000204388,HSPA1B,50,0.01167,40,-0.3714,96,1.44700,1,-5.3619,34,-0.7081
ENSG00000204387,SNHG32,32,-1.1447,70,0.18068,54,-0.2753,5,-3.5689,126,1.59536
ENSG00000204371,EHMT2,42,-0.1043,74,0.89227,37,-0.3069,52,0.26728,34,-0.4627
ENSG00000204356,NELFE,39,-0.9793,50,-0.4982,69,0.00719,140,1.26586,70,0.05261
ENSG00000204314,PRRT1,39,-0.5746,75,0.53834,104,1.46932,24,-1.2620,23,-1.4445
ENSG00000204310,AGPAT1,57,-0.8607,76,-0.3285,178,1.46548,32,-1.6364,81,-0.2449
ENSG00000204308,RNF5,13,-2.0842,55,0.31042,38,-0.3391,74,0.81956,68,0.79679
ENSG00000204287,HLA-DRA,77,1.30441,96,1.45575,6,-3.1919,33,-0.3738,22,-1.1267
ENSG00000204256,BRD2,52,-0.4019,49,-0.4436,84,0.52207,21,-1.7103,88,0.61479
ENSG00000204231,RXRB,30,-0.5007,35,-0.1848,71,1.29414,1,-4.9226,38,-0.0526
ENSG00000112473,SLC39A7,17,-1.1626,37,0.12623,75,1.82964,1,-4.8656,26,-0.5225
ENSG00000204227,RING1,24,-0.8933,89,1.39373,33,-0.3770,23,-0.8680,48,0.34944
ENSG00000231500,RPS18,424,-0.6662,926,0.71108,210,-1.8218,642,0.08264,1025,1.11525
ENSG00000204220,PFDN6,32,-0.9635,125,1.47981,66,0.38412,1,-5.5389,58,0.09753
ENSG00000231925,TAPBP,68,-0.3100,223,1.89190,71,-0.2297,1,-6.0903,70,-0.2563
ENSG00000112511,PHF1,28,-0.7375,78,1.07318,70,1.10251,1,-5.1566,30,-0.5917
ENSG00000112514,CUTA,81,-1.3458,247,0.58657,234,0.59739,150,-0.2468,185,0.11118
ENSG00000137288,UQCC2,42,-0.8975,89,0.42814,82,0.35329,1,-5.8666,106,0.91474
ENSG00000186577,SMIM29,61,-1.0198,116,0.11444,229,1.73877,8,-3.8641,82,-0.5207
ENSG00000272325,NUDT3,198,0.32406,172,0.03723,182,0.15841,140,-0.2977,136,-0.3929
ENSG00000124614,RPS10,153,-0.6839,379,0.91596,155,-0.6639,139,-0.7555,325,0.78000
ENSG00000124507,PACSIN1,65,-0.9450,248,1.45770,231,1.73209,1,-6.5401,19,-2.8701
ENSG00000196821,ILRUN,64,-0.2912,19,-2.1302,94,0.42814,179,1.55171,45,-0.9231
ENSG00000124562,SNRPC,22,-2.0434,57,-0.4206,96,0.54052,7,-3.4060,144,1.52108
ENSG00000064999,ANKS1A,25,-0.9614,20,-1.2097,72,1.09788,90,1.28655,21,-1.2779
ENSG00000198755,RPL10A,232,-0.6465,606,1.05584,147,-1.4107,425,0.41967,428,0.52144
ENSG00000112078,KCTD20,40,0.33087,5,-2.7069,51,0.86761,3,-3.5175,39,0.31184
ENSG00000112081,SRSF3,103,-0.4501,138,0.07016,83,-0.8282,266,1.23333,139,0.10553
ENSG00000198663,C6orf89,48,-1.3163,125,0.33862,130,0.49469,32,-1.7993,151,0.81678
ENSG00000137409,MTCH1,252,-1.2273,764,0.70258,933,1.35862,195,-1.4985,360,-0.6247
ENSG00000198937,CCDC167,24,-0.8646,51,0.42567,20,-1.1527,17,-1.2626,79,1.57167
ENSG00000156639,ZFAND3,35,-0.9689,15,-2.1156,64,0.12338,84,0.56874,92,0.88699
ENSG00000124767,GLO1,62,-1.1587,205,0.92170,176,0.79085,130,0.12613,75,-0.8456
ENSG00000146122,DAAM2,82,-0.7661,102,-0.3252,12,-3.7371,234,1.09412,238,1.44451
ENSG00000214736,TOMM6,58,-0.6473,163,1.18053,94,0.23630,23,-1.9694,87,0.09677
ENSG00000112576,CCND3,34,-1.0167,97,0.81884,108,1.28623,1,-5.6771,50,-0.3608
ENSG00000048544,MRPS10,29,-0.5554,46,0.26449,69,1.23472,2,-4.4818,35,-0.2184
ENSG00000024048,UBR2,23,-1.5093,45,-0.3436,41,-0.5754,178,2.18699,49,-0.2657
ENSG00000146223,RPL7L1,49,-0.7504,59,-0.3753,89,0.35119,146,1.17806,57,-0.4809
ENSG00000137161,CNPY3,20,-1.1286,107,1.89378,48,0.46391,1,-5.0261,31,-0.4004
ENSG00000112640,PPP2R5D,32,-0.9107,67,0.39057,125,2.07400,6,-3.2455,19,-1.7027
ENSG00000124733,MEA1,53,-0.4878,167,1.58322,104,0.84856,5,-3.9379,34,-1.2372
ENSG00000124702,KLHDC3,52,-1.0045,105,0.23579,203,1.90776,4,-4.4419,55,-0.9029
ENSG00000112651,MRPL2,16,-1.6063,93,1.48637,66,1.02197,11,-2.0221,29,-0.6238
ENSG00000137207,YIPF3,36,-1.1728,80,0.22994,107,0.90546,30,-1.2956,80,0.28138
ENSG00000137216,TMEM63B,27,-1.4574,72,0.20497,134,1.71109,1,-5.4433,57,-0.1971
ENSG00000096384,HSP90AB1,982,-0.8408,1804,0.23689,3178,1.62883,726,-1.2143,835,-1.1145
ENSG00000178233,TMEM151B,28,-1.1390,115,1.34724,111,1.66247,1,-5.5156,18,-1.8353
ENSG00000096401,CDC5L,37,-0.4502,69,0.61942,32,-0.7152,32,-0.6276,71,0.82028
ENSG00000001561,ENPP4,15,-3.1470,31,-1.9317,57,-1.1399,185,0.92268,254,2.06935
ENSG00000112796,ENPP5,30,-0.4132,48,0.41742,85,2.00043,1,-4.9804,9,-2.2956
ENSG00000172348,RCAN2,168,-0.9806,161,-0.9352,733,2.35640,152,-1.0210,104,-1.7594
ENSG00000146072,TNFRSF21,37,-2.6966,33,-2.6507,99,-1.1397,250,0.46609,481,2.36914
ENSG00000146085,MMUT,41,-0.2103,7,-2.7407,52,0.25157,77,0.88553,48,0.09461
ENSG00000170915,PAQR8,129,-1.7204,192,-0.9591,144,-1.5445,481,0.53002,796,1.96886
ENSG00000096092,TMEM14A,60,-1.6405,152,-0.0456,312,1.57684,127,-0.3330,113,-0.5891
ENSG00000170899,GSTA4,28,-0.6736,62,0.71865,65,0.97920,1,-5.1203,39,-0.1084
ENSG00000112146,FBXO9,61,-0.2887,83,0.23488,133,1.36784,50,-0.5848,26,-1.7129
ENSG00000012660,ELOVL5,70,-1.7568,71,-1.5858,217,0.20741,122,-0.7504,398,1.63468
ENSG00000151914,DST,401,-1.7405,127,-3.2931,299,-2.1991,5180,3.30280,1072,-0.0603
ENSG00000151917,BEND6,19,-1.2734,46,0.20690,87,1.74935,23,-0.8910,22,-1.0666
ENSG00000112200,ZNF451,22,-1.7287,29,-1.1364,41,-0.6998,133,1.40433,98,1.01770
ENSG00000118482,PHF3,42,-1.2439,28,-1.7577,32,-1.7049,322,2.59644,97,0.22109
ENSG00000135298,ADGRB3,32,-0.7149,31,-0.6730,56,0.31390,120,1.66512,27,-0.9841
ENSG00000168216,LMBRD1,75,-1.2338,231,0.72858,121,-0.4124,55,-1.5844,265,1.22945
ENSG00000112305,SMAP1,40,-0.7414,41,-0.6156,82,0.64877,61,0.04035,66,0.20198
ENSG00000112309,B3GAT2,44,-0.6036,174,1.91106,60,-0.0463,104,0.89733,4,-4.3194
ENSG00000119900,OGFRL1,108,-0.2411,253,1.27737,101,-0.3600,228,1.07837,41,-1.8454
ENSG00000079841,RIMS1,29,-0.7613,28,-0.7601,70,0.94359,92,1.25441,20,-1.3870
ENSG00000156508,EEF1A1,1488,-0.8518,2852,0.29715,938,-1.6125,3601,0.70172,3895,1.04761
ENSG00000112695,COX7A2,151,-1.3158,549,0.93883,353,0.19810,98,-1.8422,450,0.70452
ENSG00000112697,TMEM30A,92,-1.5097,261,0.27608,356,1.01135,176,-0.3716,218,-0.0277
ENSG00000112701,SENP6,48,-1.1543,45,-1.1135,30,-1.9076,252,1.86501,141,0.90284
ENSG00000196586,MYO6,127,-0.0858,47,-1.6180,27,-2.6239,394,2.03312,158,0.33672
ENSG00000146247,PHIP,55,-1.1735,56,-1.0220,78,-0.5651,276,1.73315,128,0.36017
ENSG00000118418,HMGN3,45,-1.1535,120,0.55292,51,-0.9390,130,0.69290,125,0.75927
ENSG00000198478,SH3BGRL2,42,-0.7500,62,-0.0249,133,1.71829,3,-4.2917,46,-0.5914
ENSG00000118402,ELOVL4,35,-1.0591,79,0.33445,162,2.33226,1,-5.7697,20,-1.9353
ENSG00000005700,IBTK,22,-1.5733,46,-0.3307,18,-1.9271,151,1.81802,86,0.88912
ENSG00000065833,ME1,26,-1.1452,52,0.10045,67,0.64167,2,-4.5984,77,0.92887
ENSG00000065609,SNAP91,132,-0.9685,214,-0.0963,520,2.00619,160,-0.5654,69,-2.0177
ENSG00000135317,SNX14,26,-1.3144,32,-0.8677,102,1.34581,57,0.04032,49,-0.2203
ENSG00000135316,SYNCRIP,50,-0.4288,31,-1.1381,58,-0.1710,105,0.85757,78,0.40705
ENSG00000203875,SNHG5,69,-0.3218,45,-0.9526,18,-2.4471,38,-1.1918,199,2.19562
ENSG00000188994,ZNF292,48,-0.9865,72,-0.2412,4,-4.5480,338,2.84404,76,-0.1765
ENSG00000135334,AKIRIN2,34,-0.6157,50,0.06242,55,0.26520,1,-5.3292,77,1.01181
ENSG00000146278,PNRC1,22,-1.6935,81,0.52885,52,-0.2218,116,1.18249,64,0.13931
ENSG00000083099,LYRM2,44,-0.6361,51,-0.3149,55,-0.2442,90,0.61709,80,0.50444
ENSG00000112159,MDN1,22,-1.3271,47,0.00980,39,-0.3497,117,1.66711,44,-0.0974
ENSG00000135341,MAP3K7,21,-1.5812,51,-0.0595,43,-0.3768,124,1.55153,59,0.22089
ENSG00000172461,FUT9,29,-1.5048,176,1.65767,33,-1.3177,217,2.11468,23,-1.8614
ENSG00000014123,UFL1,14,-2.1806,17,-1.7361,20,-1.6375,139,1.77175,99,1.38703
ENSG00000123545,NDUFAF4,35,-0.7316,76,0.63730,93,1.26148,33,-0.7221,26,-1.1943
