Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000138459,SLC35A5,8,-2.7309,28,-0.8475,41,-0.2624,65,0.63435,33,-0.6197,15,-1.7747,96,1.07536,52,0.11755
ENSG00000091986,CCDC80,8,-1.8465,2,-3.3464,95,2.16022,9,-1.9153,85,1.94526,11,-1.2932,25,-0.1314,28,0.12020
ENSG00000163608,NEPRO,8,-1.5462,29,0.45382,29,0.43039,19,-0.2397,14,-0.6286,37,0.86040,33,0.64256,19,-0.2837
ENSG00000072858,SIDT1,8,-0.9071,21,0.66121,32,1.31575,18,0.58543,2,-2.4500,9,-0.6432,0,-5.1624,12,-0.2527
ENSG00000121579,NAA50,26,-0.6045,4,-3.1747,39,0.04483,47,0.46318,63,0.79359,19,-1.0673,52,0.47618,35,-0.1617
ENSG00000114573,ATP6V1A,38,-2.6753,255,0.15890,105,-1.2033,450,1.75360,158,-0.5816,179,-0.3961,91,-1.4134,124,-1.0749
ENSG00000178075,GRAMD1C,8,-0.8109,13,-0.0262,32,1.45932,9,-0.6565,42,1.92020,1,-3.6473,0,-4.3729,13,-0.0701
ENSG00000181722,ZBTB20,8,-3.1641,8,-3.0117,148,1.30017,45,-0.7378,73,0.15830,20,-1.7678,129,1.07205,99,0.79164
ENSG00000172020,GAP43,802,0.28456,356,-0.9661,93,-2.9346,1124,1.26508,691,0.04940,790,0.26076,135,-2.3987,447,-0.7213
ENSG00000185565,LSAMP,564,1.58545,116,-0.9488,104,-1.1094,242,0.23568,219,0.01467,273,0.36308,119,-0.9197,151,-0.6426
ENSG00000144847,IGSF11,8,-1.5812,18,-0.3351,41,0.96091,9,-1.6285,21,-0.0591,13,-0.8338,81,2.19588,24,0.15705
ENSG00000113845,TIMMDC1,153,1.29909,20,-1.8117,66,-0.0698,74,0.14943,59,-0.2359,49,-0.5270,100,0.59524,51,-0.5471
ENSG00000138495,COX17,8,-4.3805,252,0.78546,157,0.02580,185,0.39293,167,0.12575,150,-0.0420,195,0.36645,112,-0.5663
ENSG00000082701,GSK3B,115,0.65919,10,-2.9891,61,-0.3345,118,1.04843,68,-0.1751,94,0.33514,32,-1.3152,45,-0.9291
ENSG00000163428,LRRC58,8,-2.7279,49,-0.0109,84,0.85344,23,-1.3908,41,-0.2679,29,-0.7868,134,1.65698,68,0.62620
ENSG00000163430,FSTL1,8,-2.3276,17,-1.2075,257,3.73424,26,-0.7141,23,-0.7515,29,-0.3813,17,-1.1478,10,-2.0789
ENSG00000065518,NDUFB4,73,-2.3039,996,1.80967,292,-0.2296,348,0.05759,363,0.10747,255,-0.4388,321,-0.0826,237,-0.6398
ENSG00000144840,RABL3,8,-2.1544,3,-3.2674,49,0.63527,46,0.72959,35,0.10077,36,0.13092,46,0.50931,23,-0.6289
ENSG00000145087,STXBP5L,8,-1.7634,83,1.99397,18,-0.5174,38,0.92757,18,-0.4820,24,-0.0631,2,-3.7590,8,-1.8380
ENSG00000173230,GOLGB1,8,-3.6816,36,-1.4433,168,0.91327,115,0.42035,89,-0.0964,57,-0.7830,127,0.45425,96,0.02804
ENSG00000163406,SLC15A2,8,-1.6138,2,-3.1168,143,3.44609,11,-1.3365,46,1.13018,16,-0.4890,7,-1.6493,10,-1.3982
ENSG00000114023,FAM162A,8,-4.0132,196,0.76843,85,-0.5454,126,0.07962,150,0.33916,220,0.96699,148,0.31305,88,-0.5741
ENSG00000114030,KPNA1,8,-2.4274,9,-2.1294,57,0.54786,53,0.62326,54,0.46282,2,-3.8902,60,0.65357,39,-0.0343
ENSG00000138463,SLC49A4,8,-1.3586,35,0.83756,20,-0.0155,21,0.04329,37,0.95904,3,-2.5975,50,1.44871,9,-1.2747
ENSG00000173175,ADCY5,111,1.46034,46,-0.0032,8,-2.6207,43,-0.0997,22,-1.0646,5,-3.2412,101,1.29147,42,-0.1424
ENSG00000206527,HACD2,8,-2.0538,8,-2.0406,84,1.64658,26,-0.3306,43,0.50498,7,-2.2137,42,0.46721,36,0.27056
ENSG00000065534,MYLK,8,-3.0445,98,0.74997,77,0.36068,9,-3.1600,14,-2.1315,25,-1.3510,317,2.97898,73,0.34743
ENSG00000175455,CCDC14,8,-0.9261,3,-2.2933,32,1.29712,11,-0.4536,23,0.75602,13,-0.1248,21,0.62734,13,-0.1070
ENSG00000082781,ITGB5,8,-2.3116,15,-1.3764,204,3.12272,10,-2.2941,58,0.72256,27,-0.4738,35,-0.0593,31,-0.2886
ENSG00000173706,HEG1,8,-1.4141,2,-2.8642,34,0.86576,4,-2.4503,19,-0.1002,12,-0.7013,52,1.55940,38,1.34949
ENSG00000163848,ZNF148,8,-2.2563,25,-0.5135,52,0.61048,42,0.35423,56,0.73201,22,-0.7422,41,0.22830,30,-0.3126
ENSG00000114520,SNX4,8,-2.3456,3,-3.6605,48,0.39270,55,0.86702,18,-1.1268,61,0.75689,67,0.92794,22,-0.9556
ENSG00000144909,OSBPL11,8,-1.0831,2,-2.5977,53,2.03271,15,-0.0476,22,0.50825,33,1.19083,6,-1.4506,6,-1.4617
ENSG00000114544,SLC41A3,537,2.64375,51,-1.2873,91,-0.4229,129,0.15048,61,-1.0419,125,0.06364,31,-2.0440,50,-1.4841
ENSG00000144908,ALDH1L1,8,-2.6345,3,-4.0103,99,1.17515,38,-0.4313,122,1.54392,101,1.21072,11,-2.1932,41,-0.2605
ENSG00000163884,KLF15,16,-0.1256,2,-2.7668,35,1.08518,14,-0.4786,30,0.79849,33,0.99110,23,0.42913,12,-0.7064
ENSG00000159685,CHCHD6,128,1.28105,11,-2.4108,49,-0.2655,81,0.75039,50,-0.2364,82,0.53574,31,-0.9651,27,-1.2980
ENSG00000114554,PLXNA1,24,0.31504,45,1.36501,18,-0.0782,26,0.68088,17,-0.2166,6,-1.7579,13,-0.5488,8,-1.5102
ENSG00000163870,TPRA1,14,-1.1516,78,1.59842,43,0.57196,24,-0.4349,16,-0.8966,36,0.31118,16,-0.8906,29,-0.0461
ENSG00000114631,PODXL2,384,1.56460,22,-2.8233,63,-1.3088,220,0.90006,84,-0.8706,150,0.01176,94,-0.7009,87,-0.9447
ENSG00000114626,ABTB1,112,2.10673,81,1.51643,23,-0.4983,22,-0.6990,18,-0.8725,7,-2.1297,23,-0.4979,21,-0.7119
ENSG00000074416,MGLL,23,-1.2138,4,-3.5155,15,-1.8596,45,-0.2557,74,0.58436,69,0.47544,57,0.15246,81,0.93626
ENSG00000058262,SEC61A1,8,-2.7309,30,-0.7270,87,0.91596,56,0.27014,84,0.84915,29,-0.7987,45,-0.1351,44,-0.1912
ENSG00000175792,RUVBL1,8,-1.5038,2,-3.0087,127,3.32028,19,-0.1771,9,-1.2624,11,-0.9955,18,-0.2071,7,-1.7143
ENSG00000163902,RPN1,157,0.83542,16,-2.5625,124,0.44690,101,0.16180,70,-0.4482,80,-0.2323,109,0.24771,84,-0.1856
ENSG00000075785,RAB7A,343,0.91304,275,0.55072,196,0.00945,189,-0.0577,214,0.14989,104,-0.9615,196,0.01316,148,-0.4929
ENSG00000177646,ACAD9,41,0.82150,2,-3.1992,30,0.33858,33,0.71489,21,-0.2417,21,-0.1830,10,-1.2531,18,-0.4750
ENSG00000240682,ISY1,8,-1.0227,28,0.97475,29,1.03625,13,-0.3351,15,-0.0061,0,-4.4270,12,-0.2901,18,0.29542
ENSG00000169714,CNBP,165,-0.0767,276,0.74274,273,0.72659,144,-0.3658,241,0.52077,105,-0.7624,189,0.13754,142,-0.3627
ENSG00000181789,COPG1,8,-2.7505,2,-4.2426,39,-0.3778,90,1.48221,32,-0.6654,30,-0.7928,45,-0.1498,44,-0.2313
ENSG00000183624,HMCES,8,-2.4167,72,0.95362,41,0.06783,43,0.17166,51,0.38973,66,0.79919,28,-0.5246,26,-0.7440
ENSG00000184897,H1FX,8,-3.7907,156,0.66893,199,1.07182,112,0.18766,89,-0.2245,168,0.78423,91,-0.1940,58,-0.9812
ENSG00000129071,MBD4,8,-1.5510,3,-2.9853,32,0.61656,28,0.57895,16,-0.4743,18,-0.3287,15,-0.5535,26,0.35358
ENSG00000163913,IFT122,193,3.58596,2,-3.4734,64,1.26535,20,-0.7014,14,-1.0670,2,-3.7942,0,-7.4558,8,-2.0825
ENSG00000004399,PLXND1,135,1.94225,127,1.82944,18,-1.2500,8,-2.7729,44,0.06382,45,0.08681,60,0.55237,30,-0.6160
ENSG00000172765,TMCC1,8,-2.0346,12,-1.3762,53,0.87180,30,-0.0122,41,0.45264,43,0.53108,52,0.83576,22,-0.5359
ENSG00000196455,PIK3R4,19,-0.2216,2,-3.0651,49,1.28971,29,0.62642,23,0.05714,8,-1.4375,11,-0.9744,19,-0.2906
ENSG00000017260,ATP2C1,11,-3.3266,13,-3.0605,153,0.60847,150,0.83302,53,-1.0354,127,0.30792,131,0.35653,90,-0.2787
ENSG00000114670,NEK11,8,-1.8914,2,-3.3907,247,4.65674,11,-1.5941,12,-1.1866,7,-2.0015,8,-1.8734,10,-1.6681
ENSG00000198585,NUDT16,8,-2.7808,22,-1.2549,70,0.50060,55,0.15940,44,-0.2195,86,0.83226,48,-0.0845,55,0.13848
ENSG00000114686,MRPL3,8,-2.7432,102,1.16752,29,-0.7912,61,0.46709,48,-0.0494,90,0.94637,28,-0.8494,31,-0.8062
ENSG00000196353,CPNE4,8,-0.8111,3,-2.2322,0,-7.2337,26,1.71886,9,-0.5832,20,0.64823,4,-1.6606,8,-0.7791
ENSG00000138246,DNAJC13,8,-1.5906,25,0.04536,23,-0.0546,31,0.54267,29,0.27747,7,-1.9000,27,0.18813,24,-0.0362
ENSG00000081307,UBA5,8,-2.0212,2,-3.5180,74,1.45424,31,0.07293,26,-0.2396,53,0.90720,35,0.21225,23,-0.4597
ENSG00000144868,TMEM108,8,-0.9099,17,0.26985,32,1.30055,13,-0.0913,18,0.41437,18,0.40878,5,-1.5456,10,-0.5077
ENSG00000091527,CDV3,394,2.45255,111,0.21548,63,-0.6535,56,-1.0197,73,-0.4352,90,-0.0995,71,-0.4741,76,-0.4350
ENSG00000163781,TOPBP1,8,-1.1132,2,-2.6271,32,1.06577,21,0.52046,12,-0.4814,19,0.27017,9,-0.8092,15,-0.0999
ENSG00000091513,TF,489,-1.2799,999,-0.1971,194,-2.6403,191,-3.0215,383,-1.6427,382,-1.6450,6860,3.38259,1559,0.62980
ENSG00000144867,SRPRB,97,0.76859,33,-0.8793,39,-0.6302,70,0.35739,57,-0.0713,77,0.40141,39,-0.6318,50,-0.3105
ENSG00000154917,RAB6B,790,1.36497,155,-1.2124,108,-1.7510,503,0.88288,280,-0.3152,407,0.26614,105,-1.7849,203,-0.9240
ENSG00000163785,RYK,8,-0.8431,2,-2.3641,55,2.41931,8,-0.9684,15,0.16345,0,-4.2544,24,0.90489,13,-0.0757
ENSG00000114019,AMOTL2,8,-2.3912,28,-0.5231,22,-0.8911,27,-0.6955,11,-1.8516,11,-1.9111,129,2.02248,63,0.99407
ENSG00000129055,ANAPC13,8,-3.8552,323,1.82141,64,-0.7998,135,0.47040,112,0.04061,120,0.14847,59,-0.9321,63,-0.9473
ENSG00000182923,CEP63,8,-1.6573,2,-3.1602,56,1.42086,24,0.02297,29,0.31074,19,-0.3264,30,0.39231,22,-0.1150
ENSG00000154928,EPHB1,8,-1.1176,2,-2.6304,9,-0.7968,31,1.59449,8,-0.9915,4,-2.1135,0,-6.5707,19,0.30881
ENSG00000174579,MSL2,8,-1.4364,3,-2.8578,25,0.34195,23,0.26522,17,-0.2512,46,1.32186,19,-0.0929,18,-0.2205
ENSG00000114054,PCCB,8,-1.9843,49,0.81151,28,-0.0483,31,0.09198,29,-0.0384,12,-1.3095,56,1.02886,26,-0.2373
ENSG00000118007,STAG1,8,-0.7720,2,-2.2950,25,1.06196,10,-0.4690,18,0.54980,0,-4.1862,21,0.80709,17,0.54870
ENSG00000168917,SLC35G2,8,-2.1987,2,-3.6941,22,-0.6274,59,1.31966,29,-0.2378,99,1.76769,13,-1.3952,12,-1.7686
ENSG00000158092,NCK1,8,-1.7671,3,-2.9080,53,1.17355,37,0.89724,26,0.02847,23,-0.1411,21,-0.2872,15,-0.8642
ENSG00000114098,ARMC8,10,-1.8273,2,-3.7675,27,-0.4203,54,0.93544,44,0.31464,76,1.20837,23,-0.6976,23,-0.7808
ENSG00000158186,MRAS,93,-0.1064,78,-0.3665,71,-0.5081,103,0.08335,239,1.44115,108,0.13727,68,-0.5817,73,-0.5431
ENSG00000114107,CEP70,8,-1.4573,2,-2.9637,44,1.23213,32,1.03166,23,0.21561,1,-3.8831,4,-2.1775,18,-0.1895
ENSG00000158234,FAIM,8,-1.8781,123,2.64398,41,0.63153,16,-1.0375,31,0.17965,11,-1.3319,35,0.36429,15,-1.0330
ENSG00000051382,PIK3CB,14,-2.1740,57,-0.1059,37,-0.7694,87,0.80232,59,-0.0554,93,0.66819,30,-1.0620,52,-0.2884
ENSG00000175110,MRPS22,17,-0.4705,3,-3.0187,23,0.00479,29,0.50287,37,0.74988,30,0.40753,17,-0.4126,18,-0.3723
ENSG00000184432,COPB2,29,-0.7233,52,0.16993,66,0.52840,61,0.59832,36,-0.4211,30,-0.6982,44,-0.0917,36,-0.4826
ENSG00000114115,RBP1,8,-3.2348,224,1.96443,323,2.72005,23,-1.9538,92,0.43520,32,-1.1774,29,-1.3190,36,-1.1467
ENSG00000158258,CLSTN2,8,-1.8275,2,-3.3277,41,0.70405,52,1.75491,16,-0.7274,17,-0.6210,1,-4.0397,16,-0.8236
ENSG00000114120,SLC25A36,8,-2.9978,50,-0.2693,51,-0.2225,96,1.15111,45,-0.4253,26,-1.2497,68,0.21532,46,-0.4398
ENSG00000177311,ZBTB38,8,-2.9833,51,-0.2131,82,0.53574,51,-0.2910,39,-0.6029,73,0.34403,96,0.78469,70,0.33883
ENSG00000114125,RNF7,8,-3.4301,154,1.00241,76,-0.1373,113,0.70980,80,-0.0493,29,-1.5451,93,0.18908,60,-0.5623
ENSG00000069849,ATP1B3,415,1.75255,224,0.68927,66,-1.2037,181,0.48150,75,-1.0002,80,-0.9057,70,-1.1067,78,-1.0750
ENSG00000114126,TFDP2,8,-2.2889,14,-1.4449,37,0.04667,32,-0.2715,42,0.23943,40,0.16929,73,1.13302,43,0.34136
ENSG00000175066,GK5,8,-1.5522,12,-0.8358,28,0.37951,8,-1.8228,5,-2.1667,45,1.15302,60,1.65971,32,0.75016
ENSG00000175054,ATR,8,-1.4563,2,-2.9692,25,0.28044,23,0.24317,14,-0.5868,71,2.10156,16,-0.3688,13,-0.8025
ENSG00000144935,TRPC1,8,-0.9403,2,-2.4586,29,1.12053,18,0.44914,23,0.71362,13,-0.1976,7,-1.0076,11,-0.4056
ENSG00000163714,U2SURP,8,-2.9942,10,-2.6247,116,1.08718,66,0.24940,23,-1.4274,30,-1.0468,91,0.67891,75,0.47091
ENSG00000175040,CHST2,8,-2.8643,2,-4.3310,17,-1.7386,57,0.12894,19,-1.5244,93,0.86097,196,2.20323,46,-0.2974
ENSG00000181744,DIPK2A,8,-1.6630,9,-1.4884,85,2.18501,18,-0.5153,6,-1.8825,36,0.66957,36,0.65796,18,-0.4685
ENSG00000152952,PLOD2,8,-1.4030,3,-2.8278,89,2.62828,13,-0.7340,34,0.86798,22,0.19870,16,-0.3035,10,-1.0784
ENSG00000114698,PLSCR4,8,-2.1783,2,-3.6718,141,2.49842,21,-0.9225,95,1.73017,42,0.36486,19,-0.8367,15,-1.3201
ENSG00000188313,PLSCR1,8,-0.9643,3,-2.1500,34,1.37161,14,-0.0241,13,-0.2032,34,1.34622,2,-2.4391,13,-0.2484
ENSG00000163754,GYG1,8,-3.1153,74,0.21015,65,0.00725,98,0.97356,76,0.26554,73,0.19623,49,-0.4193,34,-1.1053
ENSG00000071794,HLTF,8,-2.9207,130,1.36602,61,0.11825,69,0.44335,39,-0.5649,40,-0.5245,50,-0.1834,43,-0.4880
ENSG00000163755,HPS3,8,-1.1663,48,1.72437,17,0.05455,24,0.83496,13,-0.3929,0,-4.5595,14,-0.2266,7,-1.4859
ENSG00000018408,WWTR1,199,2.35833,55,0.10979,247,2.82657,3,-4.3071,39,-0.3884,40,-0.3747,15,-1.8253,18,-1.7590
ENSG00000114744,COMMD2,8,-1.2342,14,-0.3463,30,0.81929,14,-0.4496,10,-0.8218,8,-1.1818,54,1.86304,16,-0.1103
ENSG00000082996,RNF13,200,0.48413,30,-2.3859,139,-0.0814,83,-1.0845,69,-1.1401,65,-1.2443,527,2.18847,183,0.43074
ENSG00000070087,PFN2,287,0.06836,303,0.15245,215,-0.3780,365,0.63875,294,0.10724,290,0.08309,168,-0.7553,184,-0.7085
ENSG00000196428,TSC22D2,8,-2.5755,110,1.48773,61,0.51702,58,0.60655,33,-0.4348,9,-2.3981,16,-1.5554,35,-0.3981
ENSG00000120742,SERP1,13,-3.0155,166,0.84237,233,1.42620,83,-0.3249,103,0.08864,87,-0.1880,143,0.60258,65,-0.7311
ENSG00000144895,EIF2A,8,-2.2228,76,1.27033,25,-0.4850,40,0.30488,29,-0.2821,48,0.51512,31,-0.1632,25,-0.6060
ENSG00000198843,SELENOT,553,1.73133,115,-0.8221,357,0.96549,202,0.06238,85,-1.2640,172,-0.2075,129,-0.6426,110,-1.0079
ENSG00000181788,SIAH2,8,-1.5794,2,-3.0837,6,-1.8086,27,0.42648,14,-0.7109,73,1.98545,36,0.75865,14,-0.8132
ENSG00000144893,MED12L,8,-0.9559,2,-2.4737,30,1.17661,24,1.17078,14,-0.0146,14,-0.0897,8,-0.9419,6,-1.5154
ENSG00000152601,MBNL1,8,-3.3492,318,2.51698,65,-0.2289,65,-0.2884,58,-0.3972,36,-1.1122,91,0.29812,48,-0.8091
ENSG00000169860,P2RY1,8,-1.0959,2,-2.5937,44,1.65082,24,0.94963,40,1.49198,0,-4.4951,1,-3.3430,5,-1.8294
ENSG00000181467,RAP2B,8,-0.8146,2,-2.3305,18,0.51812,14,0.17120,30,1.33037,31,1.39882,6,-1.1349,6,-1.3037
ENSG00000243069,ARHGEF26-AS1,8,-1.6286,52,1.30256,57,1.47217,12,-1.2270,46,1.12198,15,-0.6569,18,-0.3720,19,-0.3392
ENSG00000114790,ARHGEF26,8,-1.9784,18,-0.7630,123,2.48579,14,-1.2763,56,1.02334,35,0.27809,45,0.67985,13,-1.3574
ENSG00000174953,DHX36,8,-3.4037,134,0.85480,64,-0.3229,100,0.53448,58,-0.4681,101,0.39142,79,0.00289,59,-0.5030
ENSG00000114805,PLCH1,39,0.57123,25,-0.1320,64,1.39272,24,-0.2721,8,-1.8104,96,2.15760,0,-6.1938,8,-1.8830
ENSG00000169359,SLC33A1,8,-1.5660,36,0.76666,43,1.07953,23,0.04887,20,-0.1654,16,-0.4453,37,0.80018,12,-1.0029
ENSG00000163655,GMPS,8,-2.5606,142,1.98795,36,-0.3197,42,-0.0954,43,-0.0103,54,0.32405,30,-0.5676,30,-0.6860
ENSG00000169282,KCNAB1,8,-1.4285,2,-2.9333,10,-0.9799,37,1.56011,30,0.63748,20,0.00796,13,-0.6375,9,-1.3013
ENSG00000114850,SSR3,115,0.05964,125,0.20014,177,0.75678,113,0.04450,139,0.36649,36,-1.6877,144,0.42409,82,-0.5283
ENSG00000163660,CCNL1,8,-1.4328,2,-2.9397,49,1.44622,15,-0.5101,4,-2.1629,21,0.09861,34,0.84577,27,0.55534
ENSG00000174891,RSRC1,8,-2.7887,44,-0.2454,68,0.44572,64,0.49367,73,0.55265,24,-1.1501,69,0.46551,41,-0.3807
ENSG00000178053,MLF1,8,-2.4566,2,-3.9492,316,4.11413,19,-1.3468,18,-1.1828,2,-3.9574,29,-0.5306,25,-0.8232
ENSG00000168827,GFM1,8,-2.3868,3,-3.4998,33,-0.2634,56,0.84160,51,0.44057,39,0.01408,38,-0.0187,36,-0.1441
ENSG00000118855,MFSD1,8,-1.9632,2,-3.4134,53,0.97805,43,0.93164,25,-0.2441,50,0.86661,35,0.27525,10,-1.7429
ENSG00000068885,IFT80,8,-1.8388,3,-3.2418,84,1.93375,26,-0.0511,10,-1.4197,48,0.93154,30,0.19399,20,-0.5258
ENSG00000186432,KPNA4,8,-3.4208,99,0.33312,105,0.42733,96,0.40341,122,0.67039,135,0.84642,43,-0.9291,47,-0.9187
ENSG00000163590,PPM1L,62,0.49503,2,-4.0940,75,0.81612,57,0.53165,73,0.76646,16,-1.5843,29,-0.6700,33,-0.5510
ENSG00000169255,B3GALNT1,114,0.34566,62,-0.5786,46,-1.0371,174,1.67037,68,-0.4598,85,-0.1096,17,-2.4466,32,-1.7358
ENSG00000169251,NMD3,8,-2.0010,2,-3.4979,53,0.92557,42,0.75850,50,0.83743,16,-0.8899,11,-1.4347,26,-0.2281
ENSG00000114209,PDCD10,130,1.48316,2,-4.3128,65,0.33161,48,-0.2077,44,-0.2794,42,-0.3310,79,0.63929,44,-0.3288
ENSG00000163536,SERPINI1,189,-1.1085,556,0.55399,137,-1.5864,539,0.71990,233,-0.7989,247,-0.7081,883,1.32872,232,-0.9205
ENSG00000173905,GOLIM4,8,-2.9085,4,-3.6975,301,3.07839,19,-1.9055,116,1.18994,11,-2.3878,56,0.01419,51,-0.1706
ENSG00000008952,SEC62,209,-1.4231,479,-0.1721,571,0.10116,635,0.37246,351,-0.6494,432,-0.3317,492,-0.1286,627,0.30452
ENSG00000173889,PHC3,110,1.50478,72,0.79217,43,-0.0288,23,-1.2278,31,-0.5161,109,1.49314,23,-1.0052,31,-0.6266
ENSG00000163558,PRKCI,8,-1.7024,36,0.61636,21,-0.2368,34,0.75989,7,-1.8813,17,-0.4962,26,0.09366,22,-0.2031
ENSG00000136603,SKIL,8,-2.0626,29,-0.0948,59,1.01939,25,-0.4425,40,0.38096,46,0.60546,29,-0.1236,32,0.03921
ENSG00000013297,CLDN11,99,-1.3118,217,-0.1197,40,-2.6483,40,-2.9774,73,-1.7566,10,-4.5984,1061,2.67631,462,1.47489
ENSG00000013293,SLC7A14,99,0.04729,9,-3.4361,8,-3.6462,209,2.18826,61,-0.6827,40,-1.3258,29,-1.8075,55,-0.9776
ENSG00000163584,RPL22L1,10,-1.7336,21,-0.6255,56,0.87424,43,0.60212,30,-0.1453,32,-0.0187,28,-0.2445,25,-0.4787
ENSG00000163577,EIF5A2,8,-2.0389,58,1.02873,24,-0.3955,45,0.89170,22,-0.4840,18,-0.7947,13,-1.2372,25,-0.3824
ENSG00000154310,TNIK,8,-2.6038,3,-3.7931,107,1.41661,48,0.12814,99,1.26811,41,-0.1569,25,-0.8918,37,-0.3371
ENSG00000144959,NCEH1,238,2.95360,2,-4.0967,19,-1.2914,57,0.47148,30,-0.6585,21,-1.1593,7,-2.8026,18,-1.5881
ENSG00000169760,NLGN1,8,-1.5423,2,-3.0472,20,-0.1182,40,1.51089,16,-0.4421,27,0.31227,4,-2.2527,15,-0.6197
ENSG00000177565,TBL1XR1,8,-3.3324,61,-0.3096,111,0.61749,100,0.63481,75,-0.0056,99,0.43601,50,-0.6328,58,-0.4687
ENSG00000172667,ZMAT3,8,-3.6533,151,0.76485,32,-1.6190,129,0.74204,121,0.40672,68,-0.4808,71,-0.4106,81,-0.2472
ENSG00000121879,PIK3CA,8,-2.0808,6,-2.4712,32,0.04553,45,0.80086,31,-0.0131,48,0.65967,30,-0.0701,25,-0.4105
ENSG00000121864,ZNF639,8,-1.8242,44,0.73716,21,-0.4388,28,0.03374,31,0.15709,55,1.11022,29,0.04841,20,-0.5752
ENSG00000171109,MFN1,8,-0.9111,2,-2.4302,39,1.68040,14,0.03878,19,0.48140,3,-1.9888,0,-5.3642,18,0.45428
ENSG00000136522,MRPL47,13,-1.7994,41,-0.0834,54,0.35268,61,0.77414,44,0.03491,27,-0.7129,34,-0.3582,35,-0.3775
ENSG00000136521,NDUFB5,8,-4.4042,164,0.07449,210,0.46567,185,0.35389,153,-0.0378,288,0.97979,163,0.05929,104,-0.7226
ENSG00000114757,PEX5L,8,-3.5770,91,0.03778,3,-4.9666,30,-1.9310,20,-2.2053,22,-2.0651,362,2.45598,175,1.48340
ENSG00000163728,TTC14,32,0.17229,3,-3.3809,70,1.46124,27,-0.0957,27,-0.1190,1,-4.9062,31,0.11516,34,0.29496
ENSG00000114416,FXR1,29,-1.9618,102,-0.0833,147,0.49661,118,0.19540,79,-0.4800,79,-0.4795,166,0.69343,108,0.01104
ENSG00000205981,DNAJC19,8,-3.1140,6,-3.5569,68,0.01697,90,0.65172,81,0.29019,110,0.77749,65,-0.0593,59,-0.2361
ENSG00000242808,SOX2-OT,32,-3.5489,576,0.77786,124,-1.5851,107,-2.1143,150,-1.3012,149,-1.3128,1592,2.66391,517,0.76090
ENSG00000181449,SOX2,46,-1.7016,46,-1.6988,624,2.59016,88,-0.9277,279,1.07896,112,-0.3778,89,-0.7303,105,-0.5640
ENSG00000043093,DCUN1D1,154,1.92864,3,-4.0523,28,-0.8402,39,-0.4550,47,-0.0707,52,0.09573,40,-0.2868,52,0.11817
ENSG00000078070,MCCC1,8,-1.4361,2,-2.8900,43,1.19854,19,-0.0722,22,0.14155,40,1.10440,15,-0.4069,18,-0.2090
ENSG00000114796,KLHL24,23,-1.3878,2,-4.4585,86,0.59511,50,-0.3094,49,-0.2653,100,0.85671,99,0.83532,67,0.25911
ENSG00000163872,YEATS2,8,-1.5953,5,-2.2765,21,-0.1345,33,0.90780,21,-0.0918,6,-1.8682,24,0.08766,25,0.18875
ENSG00000180834,MAP6D1,40,-0.7700,181,1.66641,12,-2.5196,24,-1.8215,14,-2.3041,3,-4.2973,263,2.38519,85,0.47369
ENSG00000175193,PARL,8,-2.2148,36,0.08328,38,0.16317,49,0.79169,32,-0.1068,9,-1.9969,27,-0.3820,34,-0.0170
ENSG00000114770,ABCC5,8,-2.0873,2,-3.5840,24,-0.4010,56,1.42828,15,-1.1147,59,0.99993,5,-2.5615,24,-0.4898
ENSG00000145191,EIF2B5,18,-0.7193,3,-3.1614,39,0.47352,40,0.69040,29,0.00168,13,-1.2023,17,-0.7959,33,0.25387
ENSG00000161202,DVL3,63,1.26322,2,-3.4650,46,0.72246,31,0.13234,30,0.06015,1,-4.4924,30,0.03140,27,-0.1291
ENSG00000161203,AP2M1,594,0.47899,72,-2.6924,280,-0.6912,716,1.17959,320,-0.4888,482,0.14577,236,-0.9487,286,-0.7587
ENSG00000161204,ABCF3,120,1.83473,2,-3.9258,41,0.03413,47,0.34074,27,-0.5956,42,0.08082,30,-0.4599,23,-0.9272
ENSG00000214160,ALG3,48,1.57907,39,1.21912,11,-0.7340,20,0.20202,10,-0.8882,0,-4.6740,29,0.75666,6,-1.7400
ENSG00000163888,CAMK2N2,157,-0.2541,36,-2.4213,22,-3.1179,340,1.53964,127,-0.5842,258,0.52429,47,-2.0543,134,-0.5836
ENSG00000145194,ECE2,23,-0.6250,26,-0.4596,20,-0.8011,70,1.83336,52,0.63824,8,-2.1510,8,-2.1880,12,-1.7518
ENSG00000175166,PSMD2,372,1.13210,85,-1.1814,158,-0.2477,221,0.38563,187,0.01131,237,0.38913,97,-0.9878,129,-0.6447
ENSG00000114867,EIF4G1,103,0.29615,6,-3.8177,92,0.12433,116,0.69650,72,-0.2523,114,0.45893,51,-0.7718,68,-0.4056
ENSG00000175182,FAM131A,57,0.59377,2,-3.8814,42,0.10447,45,0.32841,36,-0.1114,118,1.85588,7,-2.4395,21,-1.0865
