Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6
ENSG00000154122,ANKH,148,-0.0074,60,-1.4541,147,-0.0182,263,1.06360,113,-0.4514,159,0.12160
ENSG00000154153,RETREG1,114,-0.3845,62,-1.3392,126,-0.2106,191,0.52321,135,-0.0931,227,0.85298
ENSG00000145555,MYO10,83,0.78064,86,0.86636,110,1.35857,6,-3.3494,13,-2.1936,25,-1.2623
ENSG00000176788,BASP1,861,-0.0208,327,-1.5822,740,-0.2795,805,-0.1357,1411,0.88464,1086,0.38927
ENSG00000145526,CDH18,34,-1.5308,20,-2.3023,99,0.18729,38,-1.3682,185,1.41360,155,1.03933
ENSG00000113384,GOLPH3,48,-0.5864,25,-1.6254,110,0.86418,75,0.15009,76,0.18289,77,0.21159
ENSG00000056097,ZFR,103,-0.1068,110,0.00346,201,1.12857,89,-0.3547,42,-1.5500,114,0.06425
ENSG00000113387,SUB1,302,-0.3955,91,-2.2653,289,-0.4705,299,-0.4158,695,1.12037,616,0.87627
ENSG00000164187,LMBRD2,94,-0.3121,20,-2.6965,108,-0.0866,160,0.61850,115,0.02578,183,0.87785
ENSG00000079215,SLC1A3,70,-0.5605,132,0.52696,340,2.76358,3,-5.1401,10,-3.4342,33,-1.7227
ENSG00000113594,LIFR,48,-0.6528,76,0.09405,162,1.58308,39,-0.9896,31,-1.3775,75,0.07043
ENSG00000145592,RPL37,408,-0.7873,1187,1.11364,988,0.74809,615,-0.1068,385,-0.8785,345,-1.0532
ENSG00000182836,PLCXD3,164,0.05070,15,-3.5806,12,-3.8726,43,-2.0554,280,1.05187,439,2.08751
ENSG00000083720,OXCT1,93,0.03535,13,-2.9475,68,-0.4810,141,0.79887,135,0.72636,94,0.06017
ENSG00000250722,SELENOP,47,-3.0399,673,1.32183,313,-0.1243,973,2.21980,0,-9.8357,10,-5.2102
ENSG00000112972,HMGCS1,253,-0.3488,82,-2.1173,136,-1.3435,466,0.72961,452,0.67344,479,0.78489
ENSG00000172239,PAIP1,54,-0.6998,83,0.02343,81,-0.0353,93,0.20964,154,1.17521,29,-1.6689
ENSG00000164258,NDUFS4,76,0.35823,49,-0.4021,36,-0.8894,71,0.23140,71,0.21835,70,0.21248
ENSG00000067113,PLPP1,10,-3.1644,51,-0.8107,111,0.50949,143,1.00918,113,0.54781,70,-0.2853
ENSG00000134352,IL6ST,59,-1.3515,141,0.07806,287,1.45661,123,-0.1633,93,-0.6177,107,-0.3980
ENSG00000062194,GPBP1,77,-0.1002,70,-0.2485,171,1.41950,73,-0.1957,78,-0.0748,20,-2.1931
ENSG00000152932,RAB3C,351,-0.5925,114,-2.3378,117,-2.2985,508,0.02572,1057,1.44173,854,0.99198
ENSG00000068796,KIF2A,73,0.23636,40,-0.7625,60,-0.0789,72,0.21843,72,0.21702,64,0.00620
ENSG00000113595,TRIM23,66,-0.0762,34,-1.1350,80,0.27049,93,0.53806,84,0.36737,54,-0.3878
ENSG00000197860,SGTB,93,0.02225,51,-0.9822,96,0.07122,94,0.02879,141,0.76623,79,-0.2692
ENSG00000112851,ERBIN,89,-0.4013,255,1.59701,183,0.89377,89,-0.3898,16,-2.9668,42,-1.5671
ENSG00000153914,SREK1,75,0.32383,99,0.83322,138,1.53109,1,-5.9446,29,-1.2342,33,-1.0302
ENSG00000145675,PIK3R1,71,0.06372,135,1.29848,137,1.32123,46,-0.6618,11,-2.8045,9,-3.0184
ENSG00000273841,TAF9,121,-0.2503,51,-1.6149,91,-0.7171,134,-0.0784,188,0.52779,255,1.12176
ENSG00000145734,BDP1,86,0.75455,103,1.10730,110,1.24440,6,-3.4606,21,-1.6026,15,-2.0706
ENSG00000164326,CARTPT,124,-1.6523,36,-3.4651,1,-8.0433,29,-3.7765,651,1.19486,1230,2.86610
ENSG00000131711,MAP1B,6534,0.10947,3314,-1.0152,2402,-1.5185,10197,0.93759,6373,0.06584,7995,0.47199
ENSG00000083312,TNPO1,108,0.35025,52,-0.8854,81,-0.1552,101,0.23880,83,-0.1109,106,0.31924
ENSG00000145741,BTF3,113,-0.8307,124,-0.6826,258,0.58139,242,0.46502,207,0.18494,175,-0.1114
ENSG00000171617,ENC1,161,-0.8752,35,-3.1995,112,-1.4429,158,-0.9049,576,1.43104,600,1.52313
ENSG00000164346,NSA2,94,-0.0108,120,0.40899,162,0.98726,52,-0.9913,81,-0.2641,60,-0.7473
ENSG00000198780,FAM169A,62,-0.0194,28,-1.2831,118,1.19515,62,-0.0182,46,-0.5262,59,-0.0886
ENSG00000113161,HMGCR,74,-0.8924,45,-1.6536,205,0.87990,106,-0.3031,182,0.65557,148,0.27529
ENSG00000113163,CERT1,112,-0.0975,92,-0.4367,72,-0.8219,189,0.84091,71,-0.8574,178,0.72912
ENSG00000122012,SV2C,151,-0.8684,46,-2.6650,60,-2.2740,219,-0.2574,564,1.54186,490,1.23203
ENSG00000164252,AGGF1,80,0.41896,55,-0.2320,48,-0.4673,74,0.29137,21,-1.7393,100,0.84268
ENSG00000113231,PDE8B,63,-0.4274,41,-1.1427,85,0.07096,101,0.36215,58,-0.5817,144,1.04059
ENSG00000171530,TBCA,317,-0.1744,147,-1.4067,297,-0.2846,396,0.21577,426,0.34293,521,0.71736
ENSG00000085365,SCAMP1,230,-0.0265,54,-2.3109,266,0.22619,336,0.65433,340,0.67789,176,-0.4760
ENSG00000039319,ZFYVE16,27,-1.3386,156,1.82118,114,1.12110,48,-0.4283,6,-3.4948,23,-1.5811
ENSG00000145687,SSBP2,67,-0.5305,44,-1.1967,175,1.21309,144,0.81676,68,-0.5076,54,-0.8883
ENSG00000186468,RPS23,393,-0.5038,716,0.53813,977,1.14872,321,-0.8300,412,-0.4254,360,-0.6453
ENSG00000174695,TMEM167A,128,-0.2198,69,-1.2125,120,-0.3225,163,0.19970,173,0.31020,219,0.74173
ENSG00000164176,EDIL3,192,-1.3087,499,0.26657,293,-0.6361,1006,1.68188,365,-0.2733,217,-1.1157
ENSG00000127184,COX7C,539,-0.7690,422,-1.1579,885,0.05806,966,0.21332,1363,0.85308,959,0.19943
ENSG00000175745,NR2F1,147,1.51678,30,-1.3057,170,1.85415,20,-1.9341,34,-1.1259,3,-4.6620
ENSG00000175471,MCTP1,75,-0.1763,27,-1.8034,6,-3.8398,42,-1.1104,178,1.46704,171,1.37034
ENSG00000198677,TTC37,51,-0.8498,65,-0.4660,109,0.43163,81,-0.0789,53,-0.7826,153,1.08470
ENSG00000118985,ELL2,24,-1.7362,48,-0.6732,53,-0.5187,45,-0.7958,156,1.47919,108,0.72273
ENSG00000175426,PCSK1,69,-0.7201,10,-3.5368,108,0.01565,24,-2.3153,228,1.45402,202,1.19452
ENSG00000153113,CAST,57,-1.4462,59,-1.3806,120,-0.2588,175,0.39579,134,-0.0775,293,1.42525
ENSG00000113441,LNPEP,93,-0.1689,47,-1.2570,113,0.16485,111,0.13194,117,0.22854,135,0.48759
ENSG00000174136,RGMB,112,-0.1031,19,-2.8380,64,-1.0155,28,-2.2633,193,0.88981,297,1.82907
ENSG00000174132,FAM174A,35,-1.5695,27,-1.9619,117,0.37914,84,-0.1961,174,1.14462,129,0.54910
ENSG00000145730,PAM,318,-0.0993,79,-2.2820,331,-0.0311,209,-0.7943,655,1.25780,430,0.43268
ENSG00000145725,PPIP5K2,14,-2.6015,56,-0.4609,85,0.23308,96,0.46273,85,0.23354,109,0.69394
ENSG00000145743,FBXL17,141,1.02843,45,-0.9662,131,0.87769,65,-0.3796,45,-0.9494,59,-0.5312
ENSG00000198961,PJA2,479,-0.1103,220,-1.3671,555,0.14520,810,0.84575,499,-0.0382,500,-0.0363
ENSG00000164209,SLC25A46,86,-0.5589,26,-2.3813,81,-0.6629,192,0.84978,163,0.54083,175,0.66701
ENSG00000224032,EPB41L4A-AS1,44,-0.5204,53,-0.1955,116,1.23886,29,-1.1886,60,-0.0068,58,-0.0531
ENSG00000134982,APC,116,-0.2673,116,-0.2601,175,0.44886,138,0.02713,119,-0.2160,149,0.17084
ENSG00000153037,SRP19,84,0.03046,16,-2.5476,39,-1.2073,235,2.16737,68,-0.3314,53,-0.7360
ENSG00000129625,REEP5,413,-0.1574,103,-2.3409,394,-0.2359,937,1.39641,438,-0.0578,431,-0.0840
ENSG00000152503,TRIM36,63,-0.7231,7,-3.8769,78,-0.3689,160,0.91859,157,0.87807,117,0.33349
ENSG00000134970,TMED7,89,-0.0682,60,-0.7241,62,-0.6671,144,0.79453,71,-0.4642,132,0.62537
ENSG00000145782,ATG12,50,-0.6530,45,-0.8235,76,0.02722,108,0.67393,65,-0.2315,102,0.56954
ENSG00000177879,AP3S1,87,-0.1953,41,-1.3799,83,-0.2550,90,-0.1248,108,0.19115,172,1.06864
ENSG00000133835,HSD17B4,91,-0.0082,114,0.38251,92,0.00677,152,0.92277,46,-1.1243,55,-0.8312
ENSG00000205302,SNX2,39,-0.9793,34,-1.2110,98,0.57302,107,0.74529,60,-0.2994,89,0.39475
ENSG00000164902,PHAX,82,0.62556,39,-0.6607,106,1.11400,86,0.70617,5,-3.7145,31,-1.0379
ENSG00000164241,C5orf63,269,1.00596,357,1.62265,197,0.41456,92,-0.8695,10,-4.1469,11,-4.0414
ENSG00000064651,SLC12A2,57,-1.8141,442,1.83152,78,-1.3248,376,1.44993,22,-3.1861,86,-1.1708
ENSG00000169567,HINT1,358,-0.7551,203,-1.6462,512,-0.1627,730,0.46297,823,0.68752,753,0.51841
ENSG00000186687,LYRM7,65,0.33536,49,-0.1661,127,1.69989,1,-5.6533,44,-0.3485,36,-0.6410
ENSG00000158985,CDC42SE2,46,-1.1826,33,-1.6793,194,1.37085,147,0.79552,66,-0.6039,83,-0.2336
ENSG00000164398,ACSL6,104,-0.2120,37,-1.8468,89,-0.4677,234,1.30717,141,0.32016,101,-0.2628
ENSG00000113522,RAD50,62,-0.8772,80,-0.4562,148,0.60354,102,-0.0650,104,-0.0323,138,0.47440
ENSG00000131437,KIF3A,519,0.26067,165,-1.6113,287,-0.7387,640,0.64328,453,0.02059,622,0.59140
ENSG00000164402,SEPTIN8,127,-1.0305,350,0.69406,185,-0.4280,511,1.46837,136,-0.9318,123,-1.0916
ENSG00000164405,UQCRQ,312,-0.6006,261,-0.8882,377,-0.2858,584,0.47976,535,0.32157,608,0.55407
ENSG00000072364,AFF4,56,-0.9183,99,0.00309,177,1.09313,50,-1.1124,23,-2.2597,186,1.19123
ENSG00000170606,HSPA4,141,-0.0254,66,-1.2581,112,-0.4033,158,0.17627,178,0.38907,202,0.62206
ENSG00000213585,VDAC1,214,-0.4920,59,-2.4914,203,-0.5725,375,0.48213,431,0.74471,435,0.76187
ENSG00000113558,SKP1,583,-0.4711,317,-1.4434,765,-0.0141,1124,0.68179,989,0.44216,849,0.16863
ENSG00000113575,PPP2CA,249,-0.0620,73,-2.0127,275,0.10811,244,-0.0948,400,0.80145,307,0.30787
ENSG00000119048,UBE2B,54,-1.3939,60,-1.2466,160,0.38172,105,-0.3471,177,0.57030,216,0.95933
ENSG00000043143,JADE2,56,-0.0851,32,-0.9866,72,0.35185,97,0.92100,33,-0.9327,62,0.10323
ENSG00000152700,SAR1B,35,-1.1629,93,0.48940,116,0.90378,118,0.93695,31,-1.3121,32,-1.3012
ENSG00000164615,CAMLG,143,-0.3960,53,-1.9458,113,-0.7716,235,0.47560,304,0.96881,233,0.45307
ENSG00000145833,DDX46,73,0.62114,58,0.22591,98,1.21500,30,-0.8977,25,-1.1825,24,-1.1978
ENSG00000113621,TXNDC15,24,-1.7101,23,-1.7762,113,0.88969,94,0.53171,73,0.09252,91,0.46901
ENSG00000113648,H2AFY,137,0.40927,70,-0.7281,134,0.36569,52,-1.2074,133,0.35504,127,0.26820
ENSG00000152377,SPOCK1,253,-0.6911,108,-2.0143,113,-1.9481,578,0.74787,706,1.14638,540,0.61953
ENSG00000177733,HNRNPA0,134,-0.2419,55,-1.6686,260,0.95534,174,0.20915,138,-0.1894,167,0.13145
ENSG00000031003,FAM13B,105,0.34304,35,-1.4794,85,-0.0267,155,1.07433,88,0.02071,53,-0.8225
ENSG00000132563,REEP2,307,-0.4058,91,-2.3014,287,-0.5200,349,-0.1913,688,1.05447,621,0.84958
ENSG00000120705,ETF1,77,0.24024,31,-1.2394,74,0.17453,25,-1.5599,87,0.45986,108,0.86789
ENSG00000113013,HSPA9,156,-0.7553,110,-1.3082,167,-0.6497,365,0.71182,396,0.86975,284,0.24759
ENSG00000044115,CTNNA1,39,-1.4209,120,0.42417,274,2.22296,74,-0.4019,4,-4.4961,54,-0.9164
ENSG00000120727,PAIP2,115,-1.5057,82,-2.0305,261,-0.1947,457,0.80984,361,0.37048,482,0.91434
ENSG00000131508,UBE2D2,81,-1.0225,84,-0.9634,113,-0.4877,274,1.10767,166,0.15939,190,0.39966
ENSG00000171604,CXXC5,146,0.25279,97,-0.4411,234,1.15588,71,-0.9417,90,-0.5687,119,-0.0943
ENSG00000185129,PURA,180,0.96436,157,0.69416,82,-0.4512,88,-0.3312,19,-2.6509,115,0.12626
ENSG00000182700,IGIP,113,0.17221,60,-0.8746,79,-0.4399,200,1.27039,54,-1.0414,108,0.08733
ENSG00000120306,CYSTM1,56,-1.3346,35,-2.0535,148,0.26090,113,-0.2131,242,1.19603,174,0.54481
ENSG00000113068,PFDN1,84,-0.4373,49,-1.2901,151,0.57718,153,0.60354,89,-0.3532,130,0.29895
ENSG00000131503,ANKHD1,98,0.60432,80,0.21715,150,1.45895,16,-2.3034,56,-0.3866,21,-1.8716
ENSG00000131495,NDUFA2,174,-0.3220,108,-1.0993,209,-0.0121,282,0.51915,222,0.09224,269,0.43380
ENSG00000113141,IK,52,-0.6885,40,-1.0724,241,2.39372,54,-0.6093,52,-0.6920,30,-1.5421
ENSG00000170445,HARS,113,-0.1431,21,-2.7663,129,0.07482,137,0.18052,197,0.85581,143,0.26320
ENSG00000146007,ZMAT2,143,0.13342,69,-1.0552,190,0.65150,170,0.44268,73,-0.9848,149,0.20856
ENSG00000178913,TAF7,100,-0.5217,40,-1.9405,158,0.26427,193,0.62911,238,1.03757,87,-0.7358
ENSG00000013561,RNF14,27,-1.4703,14,-2.4414,63,-0.1042,111,0.92388,80,0.30270,108,0.86751
ENSG00000131507,NDFIP1,723,-0.1268,156,-2.5317,620,-0.3861,1114,0.64609,1252,0.87102,807,0.06313
ENSG00000113578,FGF1,80,-1.2318,279,0.91444,108,-0.7459,131,-0.4313,239,0.61802,180,0.10670
ENSG00000145817,YIPF5,49,-0.8250,36,-1.2999,75,-0.1107,60,-0.4800,181,1.58488,80,0.00100
ENSG00000133706,LARS,71,-0.0089,82,0.24839,111,0.80418,41,-0.9022,36,-1.1057,86,0.33715
ENSG00000156475,PPP2R2B,93,-0.5873,52,-1.5000,85,-0.7227,189,0.64956,152,0.25731,219,0.93531
ENSG00000113657,DPYSL3,144,-1.1181,74,-2.1476,261,-0.1516,285,-0.0008,561,1.28455,386,0.54337
ENSG00000113712,CSNK1A1,107,-1.0645,131,-0.7338,230,0.21371,284,0.59208,266,0.47138,206,0.01759
ENSG00000019582,CD74,260,0.06205,263,0.08500,756,2.33466,128,-1.1044,18,-3.9833,79,-1.8527
ENSG00000164587,RPS14,318,-0.7751,599,0.29346,980,1.24918,462,-0.1599,304,-0.8475,378,-0.4930
ENSG00000132912,DCTN4,42,-1.4906,49,-1.2528,96,-0.1625,80,-0.4570,165,0.81076,202,1.21886
ENSG00000211445,GPX3,239,-1.1164,97,-2.4851,191,-1.4686,212,-1.3082,1263,2.00422,834,1.05646
ENSG00000197043,ANXA6,300,-0.6441,73,-2.8166,174,-1.5088,547,0.38024,1153,1.94399,402,-0.1597
ENSG00000113140,SPARC,639,0.07826,840,0.57404,1379,1.59320,484,-0.3933,99,-2.8398,222,-1.6331
ENSG00000177556,ATOX1,122,-1.0103,147,-0.7129,279,0.37548,272,0.33304,235,0.07119,298,0.49644
ENSG00000145907,G3BP1,25,-1.4947,42,-0.6934,82,0.46166,52,-0.3462,86,0.53389,94,0.71566
ENSG00000155506,LARP1,340,0.07010,161,-1.1564,190,-0.8988,342,0.07847,340,0.07095,587,1.09468
ENSG00000055163,CYFIP2,272,0.00982,67,-2.2007,152,-0.9522,407,0.74742,373,0.58054,349,0.45719
ENSG00000145860,RNF145,107,0.85750,37,-0.9541,112,0.94764,99,0.70227,15,-2.3448,31,-1.2277
ENSG00000164332,UBLCP1,84,0.32842,31,-1.3303,104,0.72519,64,-0.1564,102,0.67888,34,-1.1541
ENSG00000113312,TTC1,91,-1.1197,84,-1.2423,150,-0.3171,244,0.53691,215,0.30423,300,0.93415
ENSG00000164609,SLU7,145,0.38315,111,-0.0858,83,-0.5743,105,-0.1900,129,0.17660,128,0.15973
ENSG00000145864,GABRB2,119,0.97914,49,-0.5832,171,1.77455,78,0.20295,0,-7.5828,2,-5.3119
ENSG00000022355,GABRA1,346,0.95909,48,-2.2779,411,1.31544,373,1.11152,25,-3.2626,32,-2.9092
ENSG00000113327,GABRG2,366,0.03032,18,-4.5691,284,-0.4035,402,0.19150,694,1.24110,397,0.17082
ENSG00000038274,MAT2B,52,-0.9810,45,-1.1757,140,0.72732,80,-0.2611,167,1.06824,78,-0.3037
ENSG00000188573,FBLL1,182,0.60158,35,-2.0723,106,-0.3582,98,-0.4873,194,0.72032,168,0.44603
ENSG00000181163,NPM1,75,-1.4380,135,-0.5120,241,0.48181,239,0.47062,258,0.60636,154,-0.3026
ENSG00000072803,FBXW11,98,-0.6198,73,-1.0788,118,-0.3139,243,0.99642,203,0.64292,116,-0.3384
ENSG00000120129,DUSP1,16,-2.6017,31,-1.5801,368,3.71879,0,-6.8283,36,-1.3786,54,-0.7322
ENSG00000113732,ATP6V0E1,65,-1.1841,81,-0.8394,83,-0.8104,161,0.31260,196,0.67364,224,0.92608
ENSG00000164463,CREBRF,92,0.64416,73,0.22461,66,0.04110,29,-1.2829,50,-0.4298,76,0.29065
ENSG00000113742,CPEB4,112,0.38014,113,0.38634,120,0.49412,128,0.61359,41,-1.2995,31,-1.7266
ENSG00000170091,NSG2,525,-0.0226,110,-2.4847,506,-0.0865,526,-0.0199,803,0.74918,722,0.54726
ENSG00000164466,SFXN1,74,-0.3405,30,-1.7498,97,0.10999,180,1.30280,53,-0.8788,110,0.33499
ENSG00000145920,CPLX2,224,0.03081,60,-2.0572,180,-0.3393,379,1.01265,282,0.44279,193,-0.2177
ENSG00000122203,KIAA1191,62,-1.0214,44,-1.5520,57,-1.1682,133,0.23171,177,0.76036,225,1.24446
ENSG00000175416,CLTB,138,-1.0007,100,-1.5091,201,-0.3968,324,0.43564,415,0.90520,345,0.54756
ENSG00000074317,SNCB,459,0.30136,149,-1.5400,397,0.04495,599,0.80000,440,0.22539,276,-0.5649
ENSG00000169230,PRELID1,34,-1.4879,54,-0.7752,76,-0.2263,109,0.39174,143,0.90687,106,0.34197
ENSG00000184840,TMED9,71,-0.5759,23,-2.3030,130,0.46072,130,0.45678,156,0.79993,92,-0.1438
ENSG00000145912,NHP2,72,-0.7557,68,-0.8447,127,0.20798,161,0.64283,125,0.17918,124,0.16944
ENSG00000169045,HNRNPH1,110,0.34390,83,-0.1493,241,1.98848,18,-2.5257,60,-0.6951,32,-1.6790
ENSG00000127022,CANX,721,0.21655,362,-0.9358,794,0.38834,816,0.43953,745,0.27367,387,-0.8280
ENSG00000161011,SQSTM1,166,-0.5841,105,-1.3092,248,0.09541,268,0.22773,310,0.49537,313,0.51165
ENSG00000197226,TBC1D9B,32,-1.0746,59,-0.0905,78,0.40351,62,0.00015,56,-0.1577,85,0.55605
ENSG00000113269,RNF130,69,-1.1496,123,-0.2291,123,-0.2227,221,0.82850,98,-0.6021,208,0.71171
ENSG00000050748,MAPK9,106,-0.9134,77,-1.4053,140,-0.4685,283,0.77583,273,0.70663,229,0.37860
ENSG00000204628,RACK1,255,-0.2903,269,-0.1971,446,0.70627,263,-0.2377,311,0.04993,269,-0.1995
ENSG00000124570,SERPINB6,14,-2.8440,69,-0.4530,169,1.16987,53,-0.8945,143,0.83555,95,0.08410
ENSG00000124588,NQO2,66,0.27348,30,-1.0357,74,0.47107,60,0.08211,59,0.05177,52,-0.1474
ENSG00000137267,TUBB2A,1400,-0.6949,268,-3.2136,838,-1.5053,3280,0.79445,4487,1.44383,2460,0.25993
ENSG00000137285,TUBB2B,375,-0.6773,257,-1.2809,661,0.28078,827,0.69600,597,0.10021,663,0.28617
ENSG00000112739,PRPF4B,47,-0.6248,84,0.37179,166,1.77826,19,-2.0214,31,-1.2866,61,-0.1805
ENSG00000124783,SSR1,89,-0.6942,89,-0.6979,131,-0.0631,158,0.26155,198,0.68631,149,0.16050
ENSG00000124802,EEF1E1,84,-0.4256,28,-2.1083,72,-0.6744,156,0.66015,104,-0.0696,205,1.19778
ENSG00000111843,TMEM14C,54,-0.6027,41,-1.0520,65,-0.2965,68,-0.2354,116,0.72375,123,0.82879
ENSG00000137210,TMEM14B,64,0.01156,22,-1.7064,45,-0.5872,115,1.09861,71,0.18112,66,0.05758
ENSG00000224531,SMIM13,90,-0.3342,34,-1.8792,99,-0.1790,182,0.92186,101,-0.1559,155,0.61439
ENSG00000145990,GFOD1,103,0.12056,55,-0.9331,105,0.14427,141,0.68117,95,-0.0193,80,-0.3219
ENSG00000225921,NOL7,35,-1.3482,43,-1.0268,90,0.18150,113,0.58742,92,0.22166,114,0.60079
ENSG00000010017,RANBP9,88,0.06922,14,-2.7238,124,0.69736,40,-1.2078,145,1.00322,94,0.19635
ENSG00000112149,CD83,87,0.57732,22,-1.6409,129,1.37028,38,-0.8150,34,-1.0200,67,0.10716
ENSG00000112186,CAP2,37,-1.2570,35,-1.3469,29,-1.6490,142,1.03266,135,0.92922,109,0.52752
ENSG00000137414,FAM8A1,100,0.98220,13,-2.3028,84,0.65330,29,-1.1568,54,-0.1440,71,0.34872
ENSG00000124795,DEK,95,0.40430,100,0.48429,147,1.24888,43,-0.9229,29,-1.5448,41,-1.0098
ENSG00000172201,ID4,64,-0.2486,26,-1.6673,252,2.70042,12,-2.8262,19,-2.1104,71,-0.0728
ENSG00000152954,NRSN1,127,1.24647,30,-1.2471,108,0.92018,41,-0.7827,46,-0.6051,41,-0.7608
ENSG00000112304,ACOT13,81,0.44096,23,-1.5984,49,-0.4388,86,0.54115,76,0.32297,65,0.03847
ENSG00000112308,C6orf62,90,-0.2856,95,-0.2084,150,0.60766,146,0.55328,29,-2.0498,132,0.36619
ENSG00000204681,GABBR1,267,0.21168,115,-1.1702,444,1.18863,238,0.00956,231,-0.0378,122,-1.0776
ENSG00000206503,HLA-A,191,-0.1140,137,-0.6635,387,1.20316,320,0.82175,34,-2.7994,156,-0.4526
ENSG00000204619,PPP1R11,97,0.85567,17,-1.9851,103,0.95853,19,-1.8438,89,0.67617,40,-0.6749
ENSG00000204592,HLA-E,99,-0.3442,130,0.12474,447,2.98920,2,-6.0645,27,-2.3729,22,-2.6391
ENSG00000204590,GNL1,99,0.28372,22,-2.1283,96,0.21698,76,-0.1859,78,-0.1346,136,0.87392
ENSG00000204574,ABCF1,60,-0.1635,57,-0.2275,66,0.02395,79,0.32332,74,0.20023,58,-0.2192
ENSG00000204564,C6orf136,65,-0.0064,20,-1.8311,67,0.06017,96,0.70980,61,-0.1033,80,0.36441
ENSG00000196230,TUBB,726,-0.3871,202,-2.3797,661,-0.5433,1168,0.43920,1567,1.00211,1152,0.41339
ENSG00000137312,FLOT1,100,-0.9126,109,-0.7782,106,-0.8179,226,0.46852,233,0.52571,268,0.79271
ENSG00000204580,DDR1,60,-0.6847,178,1.28414,158,1.03754,80,-0.2059,7,-3.8298,59,-0.7075
ENSG00000204525,HLA-C,158,-0.9233,168,-0.8250,369,0.51592,182,-0.6930,453,0.91087,327,0.29847
ENSG00000234745,HLA-B,156,-0.5127,256,0.33014,626,2.27461,77,-1.6314,42,-2.5268,114,-1.0130
ENSG00000198563,DDX39B,126,0.85214,52,-0.6967,187,1.70814,18,-2.3232,48,-0.8316,42,-1.0119
ENSG00000213760,ATP6V1G2,137,-0.4923,61,-1.7685,192,0.08193,217,0.30075,237,0.45335,256,0.60091
ENSG00000204469,PRRC2A,71,-0.1027,47,-0.7690,109,0.66858,48,-0.7476,100,0.50478,76,0.02674
ENSG00000204463,BAG6,84,-0.1453,57,-0.7812,141,0.78944,70,-0.4615,96,0.08117,101,0.17577
ENSG00000204435,CSNK2B,139,0.22435,69,-0.9442,166,0.55050,162,0.49673,78,-0.7411,120,-0.0390
ENSG00000204427,ABHD16A,54,-0.5625,40,-1.0303,43,-0.9113,154,1.35653,108,0.64542,54,-0.5738
ENSG00000204389,HSPA1A,29,-2.1975,26,-2.3363,440,3.10305,20,-2.7560,116,0.00262,64,-0.9758
ENSG00000204388,HSPA1B,54,-1.9867,37,-2.5555,445,1.67232,49,-2.1538,386,1.35275,170,-0.1958
ENSG00000204387,SNHG32,52,-0.4232,85,0.43593,82,0.36744,98,0.68702,40,-0.8589,44,-0.7050
ENSG00000204371,EHMT2,55,-0.1150,57,-0.0481,90,0.77189,99,0.97493,26,-1.3255,25,-1.3793
ENSG00000204356,NELFE,73,-0.4551,59,-0.8215,115,0.30998,94,-0.0456,89,-0.1255,148,0.77591
ENSG00000204314,PRRT1,89,0.14629,30,-1.5991,110,0.51544,76,-0.1418,129,0.81608,59,-0.5438
ENSG00000204310,AGPAT1,118,-0.0382,43,-1.6597,87,-0.5376,144,0.31039,174,0.66655,157,0.46781
ENSG00000204287,HLA-DRA,86,-0.4852,64,-0.9692,428,3.01477,70,-0.8312,12,-3.4505,31,-2.0694
ENSG00000204256,BRD2,45,-0.9316,35,-1.3061,138,1.01469,126,0.83415,60,-0.4759,73,-0.1368
ENSG00000231389,HLA-DPA1,52,-0.0764,49,-0.1529,157,2.21181,21,-1.4862,3,-4.1502,42,-0.4281
ENSG00000204227,RING1,36,-0.8917,29,-1.2278,167,2.04471,67,0.16702,17,-2.0173,52,-0.2794
ENSG00000231500,RPS18,362,-0.6389,785,0.70757,736,0.58620,738,0.59136,229,-1.3683,336,-0.7603
ENSG00000231925,TAPBP,77,-0.0959,40,-1.1545,126,0.80975,97,0.31186,42,-1.0724,104,0.45030
ENSG00000112514,CUTA,166,-0.5912,137,-0.8984,293,0.37981,316,0.51868,301,0.42923,205,-0.2434
ENSG00000137288,UQCC2,40,-1.1584,59,-0.5435,78,-0.0952,107,0.47102,95,0.26131,113,0.57050
ENSG00000186577,SMIM29,85,-1.0090,48,-1.8866,116,-0.5124,213,0.54223,152,-0.0643,330,1.42387
ENSG00000272325,NUDT3,341,1.21803,177,-0.0159,275,0.78201,101,-0.9476,84,-1.2271,95,-1.0376
ENSG00000124614,RPS10,292,0.18884,264,0.01342,425,0.88589,180,-0.6290,196,-0.4855,215,-0.3328
ENSG00000124507,PACSIN1,143,-0.0716,55,-1.6015,131,-0.2268,123,-0.3343,221,0.71019,224,0.72834
ENSG00000196821,ILRUN,90,-0.1088,57,-0.8530,140,0.67352,43,-1.3222,101,0.07624,147,0.76621
ENSG00000124562,SNRPC,43,-0.7831,35,-1.0742,91,0.51354,103,0.73735,63,-0.1457,76,0.17196
ENSG00000198755,RPL10A,202,-0.4492,295,0.19753,391,0.71261,171,-0.7227,296,0.19964,228,-0.2501
ENSG00000096060,FKBP5,47,-0.2570,83,0.75435,71,0.45652,29,-1.0241,47,-0.2380,51,-0.1302
ENSG00000112081,SRSF3,118,-0.2626,87,-0.7520,273,1.30786,86,-0.7831,133,-0.0558,127,-0.1323
