gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000058262	ENSG00000058262	HAVANA	gene	10	SEC61A1	protein_coding	SEC61A1; ENSG00000058262	chr3	0.231545607268489	6.63510520886827	3.58052919321107	0.00043989728934998	0.00207814674834927	-0.824494681740903
ENSG00000126947	ENSG00000126947	HAVANA	gene	13	ARMCX1	protein_coding	ARMCX1; ENSG00000126947	chrX	0.221312720087119	6.50784376397488	3.58031536903108	0.000440233527113461	0.00207819006781496	-0.812514223951525
ENSG00000033627	ENSG00000033627	HAVANA	gene	16	ATP6V0A1	protein_coding	ATP6V0A1; ENSG00000033627	chr17	0.128493841922689	8.60276943943192	3.58001867635431	0.000440700475965812	0.00207884990667169	-1.25562378040633
ENSG00000104695	ENSG00000104695	HAVANA	gene	13	PPP2CB	protein_coding	PPP2CB; ENSG00000104695	chr8	0.121199113190579	8.2864692243509	3.5793623252881	0.000441735128779603	0.00208218472423264	-1.19511731590917
ENSG00000205856	ENSG00000205856	HAVANA	gene	4	C22orf42	protein_coding	C22orf42; ENSG00000205856	chr22	0.3595085939259	4.65866163955987	3.57436979878103	0.000449680359989983	0.00211806449768447	-0.464318119608202
ENSG00000157168	ENSG00000157168	HAVANA	gene	20	NRG1	protein_coding	NRG1; ENSG00000157168	chr8	0.217369113545676	6.3633698671326	3.57208080063897	0.000453367914278218	0.00213385164986948	-0.803891118552509
ENSG00000040933	ENSG00000040933	HAVANA	gene	15	INPP4A	protein_coding	INPP4A; ENSG00000040933	chr2	0.238881078165041	6.23414682796396	3.57131239933395	0.000454612167047706	0.00213707269878257	-0.774141569687183
ENSG00000100359	ENSG00000100359	HAVANA	gene	21	SGSM3	protein_coding	SGSM3; ENSG00000100359	chr22	0.262235930887231	5.77440468929747	3.57124285110867	0.000454724943146685	0.00213707269878257	-0.659544170448675
ENSG00000005022	ENSG00000005022	HAVANA	gene	6	SLC25A5	protein_coding	SLC25A5; ENSG00000005022	chrX	-0.239175415055961	6.50179807843138	-3.57091879722988	0.000455250760664356	0.00213796255229957	-0.858608652037492
ENSG00000224877	ENSG00000224877	HAVANA	gene	4	NDUFAF8	protein_coding	NDUFAF8; ENSG00000224877	chr17	-0.226688392978663	6.05347782410158	-3.56739160851931	0.000461011182285222	0.00216341584360436	-0.765370603984375
ENSG00000171988	ENSG00000171988	HAVANA	gene	19	JMJD1C	protein_coding	JMJD1C; ENSG00000171988	chr10	-0.301466359214555	4.87495795664262	-3.56658760485764	0.000462333801547207	0.00216802138378668	-0.498713456069004
ENSG00000137947	ENSG00000137947	HAVANA	gene	12	GTF2B	protein_coding	GTF2B; ENSG00000137947	chr1	0.292848353225853	5.10782457813026	3.56285799092845	0.000468515990286575	0.00219539129961718	-0.556159338568762
ENSG00000009954	ENSG00000009954	HAVANA	gene	11	BAZ1B	protein_coding	BAZ1B; ENSG00000009954	chr7	-0.278000058203578	5.5610603576182	-3.55986830028072	0.000473527746191854	0.00221683769170189	-0.689082554492435
ENSG00000269293	ENSG00000269293	HAVANA	gene	3	ZSCAN16-AS1	lncRNA	ZSCAN16-AS1; ENSG00000269293	chr6	-0.344112894944864	4.94174831564144	-3.55971231072429	0.000473790617773241	0.00221683769170189	-0.558857471581759
ENSG00000180155	ENSG00000180155	HAVANA	gene	20	LYNX1	protein_coding	LYNX1; ENSG00000180155	chr8	0.159582724426863	7.69557712978638	3.55666643803878	0.00047895106876882	0.00223933413609793	-1.14661108773075
ENSG00000176454	ENSG00000176454	HAVANA	gene	14	LPCAT4	protein_coding	LPCAT4; ENSG00000176454	chr15	0.237068682719577	6.36628955492896	3.55553834772056	0.000480875707313094	0.00224667959137309	-0.852039604701226
ENSG00000067992	ENSG00000067992	HAVANA	gene	15	PDK3	protein_coding	PDK3; ENSG00000067992	chrX	0.221083991944045	5.9476017698905	3.55439475370023	0.000482834218736261	0.00225417239224849	-0.769812949869958
ENSG00000171303	ENSG00000171303	HAVANA	gene	7	KCNK3	protein_coding	KCNK3; ENSG00000171303	chr2	0.236417028238113	6.59098246734689	3.55385586373387	0.000483759715892218	0.00225683497414035	-0.913461665847969
ENSG00000077097	ENSG00000077097	HAVANA	gene	15	TOP2B	protein_coding	TOP2B; ENSG00000077097	chr3	-0.253597284317102	5.66407362236442	-3.55173751391619	0.000487413991131726	0.00227221459989067	-0.703872417137308
ENSG00000102081	ENSG00000102081	HAVANA	gene	14	FMR1	protein_coding	FMR1; ENSG00000102081	chrX	-0.255032066584487	5.66242531336796	-3.55143899753842	0.000487931030701761	0.00227295730870894	-0.71414828432623
ENSG00000107863	ENSG00000107863	HAVANA	gene	18	ARHGAP21	protein_coding	ARHGAP21; ENSG00000107863	chr10	-0.196756351779726	6.605532880843	-3.54924435274355	0.000491748085524119	0.0022890603189892	-0.941539256582503
ENSG00000084754	ENSG00000084754	HAVANA	gene	12	HADHA	protein_coding	HADHA; ENSG00000084754	chr2	-0.175929713151845	6.83991940379417	-3.5469423030767	0.000495782103692961	0.0023061489654942	-0.982073150471612
ENSG00000157600	ENSG00000157600	HAVANA	gene	12	TMEM164	protein_coding	TMEM164; ENSG00000157600	chrX	0.399507145508331	4.42247096794625	3.53906823758985	0.000509816737586208	0.00236969681830488	-0.505360322556665
ENSG00000184014	ENSG00000184014	HAVANA	gene	8	DENND5A	protein_coding	DENND5A; ENSG00000184014	chr11	-0.224143138794762	6.06301145558315	-3.5356523121716	0.000516020643268288	0.00239678009307507	-0.842314186244818
ENSG00000118402	ENSG00000118402	HAVANA	gene	6	ELOVL4	protein_coding	ELOVL4; ENSG00000118402	chr6	0.186292761276059	6.8693863761084	3.5352146309992	0.000516820655448394	0.00239874247240255	-1.04545574074762
ENSG00000130338	ENSG00000130338	HAVANA	gene	13	TULP4	protein_coding	TULP4; ENSG00000130338	chr6	-0.280228837576241	5.63711478160396	-3.53498936786045	0.000517232855131181	0.00239890332956462	-0.753452753784362
ENSG00000170759	ENSG00000170759	HAVANA	gene	11	KIF5B	protein_coding	KIF5B; ENSG00000170759	chr10	-0.165585126326108	7.16345686921669	-3.5345933186224	0.000517958318408735	0.00240051579516346	-1.09768383188185
ENSG00000162517	ENSG00000162517	HAVANA	gene	13	PEF1	protein_coding	PEF1; ENSG00000162517	chr1	0.198973920862083	6.77054596448574	3.53404145017869	0.000518970798185184	0.00240208940185493	-1.01446319086682
ENSG00000187189	ENSG00000187189	HAVANA	gene	11	TSPYL4	protein_coding	TSPYL4; ENSG00000187189	chr6	0.127499200691634	8.19009654252401	3.53399617615571	0.000519053942201261	0.00240208940185493	-1.33375886118058
ENSG00000213619	ENSG00000213619	HAVANA	gene	10	NDUFS3	protein_coding	NDUFS3; ENSG00000213619	chr11	-0.216489537223789	6.53385109134936	-3.53240939735366	0.000521975920878117	0.0024138537127071	-0.97896843742578
ENSG00000116095	ENSG00000116095	HAVANA	gene	11	PLEKHA3	protein_coding	PLEKHA3; ENSG00000116095	chr2	0.221640776115274	6.03558056085137	3.52885580463044	0.000528575857425175	0.00244259708951241	-0.884180609781753
ENSG00000104332	ENSG00000104332	HAVANA	gene	12	SFRP1	protein_coding	SFRP1; ENSG00000104332	chr8	0.281664092449354	4.92618343895963	3.52753088887495	0.000531056571997172	0.00245227722272531	-0.645490609090796
ENSG00000143761	ENSG00000143761	HAVANA	gene	16	ARF1	protein_coding	ARF1; ENSG00000143761	chr1	0.115374565144393	8.48038337271559	3.52702478922288	0.00053200705487295	0.0024548822270608	-1.39958404135917
ENSG00000164620	ENSG00000164620	HAVANA	gene	9	RELL2	protein_coding	RELL2; ENSG00000164620	chr5	0.229624318105548	5.94898659766812	3.52468617272338	0.000536419897377872	0.00247344849632728	-0.857239161722659
ENSG00000128564	ENSG00000128564	HAVANA	gene	7	VGF	protein_coding	VGF; ENSG00000128564	chr7	-0.368669252645046	7.39719997090305	-3.5432666036595	0.000541689735356034	0.00249593660511402	-1.19856400135634
ENSG00000139697	ENSG00000139697	HAVANA	gene	14	SBNO1	protein_coding	SBNO1; ENSG00000139697	chr12	-0.267474660432701	5.31070181489253	-3.51983038503673	0.000545692555714524	0.00251255833261601	-0.752444999260838
ENSG00000179195	ENSG00000179195	HAVANA	gene	16	ZNF664	protein_coding	ZNF664; ENSG00000179195	chr12	-0.271111233170773	5.52934905560786	-3.51929612828628	0.000546721920940498	0.00251547508012739	-0.772537796216649
ENSG00000130827	ENSG00000130827	HAVANA	gene	6	PLXNA3	protein_coding	PLXNA3; ENSG00000130827	chrX	0.276962099347367	5.38040933438009	3.51897838902182	0.000547334981345134	0.00251647356835527	-0.784366991078252
ENSG00000068971	ENSG00000068971	HAVANA	gene	14	PPP2R5B	protein_coding	PPP2R5B; ENSG00000068971	chr11	0.2153939740648	6.29445326263637	3.5170389801633	0.000551090984498047	0.00253191042335545	-0.955497747133835
ENSG00000139163	ENSG00000139163	HAVANA	gene	16	ETNK1	protein_coding	ETNK1; ENSG00000139163	chr12	0.194237404257877	7.23496597595409	3.5143742668852	0.000556291158918096	0.0025539552194838	-1.18178602228856
ENSG00000159228	ENSG00000159228	HAVANA	gene	13	CBR1	protein_coding	CBR1; ENSG00000159228	chr21	-0.22008861049422	6.79496068229663	-3.51349362447391	0.000558019834860722	0.00256004189942601	-1.0694582636531
ENSG00000103549	ENSG00000103549	HAVANA	gene	21	RNF40	protein_coding	RNF40; ENSG00000103549	chr16	-0.293138420696254	5.10940773395431	-3.51269732076949	0.000559587298156547	0.00256538073050989	-0.715020979523793
ENSG00000125977	ENSG00000125977	HAVANA	gene	7	EIF2S2	protein_coding	EIF2S2; ENSG00000125977	chr20	-0.205021091907084	6.66388662356546	-3.51148294234138	0.000561985672324428	0.00257451835756988	-1.08552160766638
ENSG00000124209	ENSG00000124209	HAVANA	gene	4	RAB22A	protein_coding	RAB22A; ENSG00000124209	chr20	0.195042080755091	6.50227296644932	3.51059263645649	0.000563750138088857	0.00258074090591974	-1.0475080367339
ENSG00000138448	ENSG00000138448	HAVANA	gene	12	ITGAV	protein_coding	ITGAV; ENSG00000138448	chr2	-0.269123661192149	5.78474137304721	-3.50979566528217	0.000565334038254964	0.0025861284946523	-0.897632284285034
ENSG00000124767	ENSG00000124767	HAVANA	gene	7	GLO1	protein_coding	GLO1; ENSG00000124767	chr6	-0.190839588167529	6.86585722210889	-3.50899145870607	0.000566936552866225	0.00259159342223885	-1.12334351530191
ENSG00000186010	ENSG00000186010	HAVANA	gene	19	NDUFA13	protein_coding	NDUFA13; ENSG00000186010	chr19	-0.132936800647007	8.75527814643271	-3.50834987366378	0.000568218074763308	0.00259547014589596	-1.5373318391976
ENSG00000114923	ENSG00000114923	HAVANA	gene	17	SLC4A3	protein_coding	SLC4A3; ENSG00000114923	chr2	0.188308205536079	6.95448331133978	3.50815813824287	0.000568601580592882	0.00259547014589596	-1.13082708922639
ENSG00000198836	ENSG00000198836	HAVANA	gene	10	OPA1	protein_coding	OPA1; ENSG00000198836	chr3	0.154805379353239	7.53734008232909	3.50249401013359	0.000580041111468874	0.00264578695066276	-1.29007718318895
ENSG00000151414	ENSG00000151414	HAVANA	gene	15	NEK7	protein_coding	NEK7; ENSG00000151414	chr1	0.255240992342851	6.73411501022471	3.50331930747606	0.000581381081954589	0.00264999669636977	-1.10907398870538
ENSG00000131149	ENSG00000131149	HAVANA	gene	19	GSE1	protein_coding	GSE1; ENSG00000131149	chr16	0.278164767759908	5.36445574356236	3.50082993134317	0.000583442803445935	0.00265748786601826	-0.81703885464931
ENSG00000084676	ENSG00000084676	HAVANA	gene	15	NCOA1	protein_coding	NCOA1; ENSG00000084676	chr2	-0.232418179734879	5.896333895236	-3.4999421157289	0.000585265318176666	0.0026638795355978	-0.945033353179421
ENSG00000147257	ENSG00000147257	HAVANA	gene	14	GPC3	protein_coding	GPC3; ENSG00000147257	chrX	0.336724718279405	5.10501726638344	3.49873043813095	0.000587761283673222	0.00267332512273418	-0.78451408403008
ENSG00000173848	ENSG00000173848	HAVANA	gene	19	NET1	protein_coding	NET1; ENSG00000173848	chr10	-0.349607209949459	4.5605528124866	-3.49845378428264	0.000588332569271863	0.00267400940282791	-0.650963976117382
ENSG00000228594	ENSG00000228594	HAVANA	gene	4	FNDC10	protein_coding	FNDC10; ENSG00000228594	chr1	0.215846472868019	6.48979207496567	3.49757895741102	0.000590142503814109	0.00268031841975329	-1.10581731715757
ENSG00000148468	ENSG00000148468	HAVANA	gene	17	FAM171A1	protein_coding	FAM171A1; ENSG00000148468	chr10	-0.169814068186457	6.76262816526169	-3.49611158662999	0.00059319009510284	0.00269223561734532	-1.14865114508081
ENSG00000048991	ENSG00000048991	HAVANA	gene	16	R3HDM1	protein_coding	R3HDM1; ENSG00000048991	chr2	-0.37648222058922	4.48890492736737	-3.49441203969162	0.000596738354111739	0.00270640649680656	-0.643301390942652
ENSG00000188342	ENSG00000188342	HAVANA	gene	12	GTF2F2	protein_coding	GTF2F2; ENSG00000188342	chr13	-0.34762250284006	4.62116827836334	-3.49414817418779	0.000597291026988007	0.00270684648447003	-0.702173417173658
ENSG00000089486	ENSG00000089486	HAVANA	gene	17	CDIP1	protein_coding	CDIP1; ENSG00000089486	chr16	0.143484644241858	8.17564267955351	3.49395908194995	0.000597687380817037	0.00270684648447003	-1.42895011103921
ENSG00000136436	ENSG00000136436	HAVANA	gene	14	CALCOCO2	protein_coding	CALCOCO2; ENSG00000136436	chr17	-0.322480261770801	4.79877779018855	-3.48912728398498	0.000607899377076318	0.00275113436035821	-0.729713198635789
ENSG00000109189	ENSG00000109189	HAVANA	gene	13	USP46	protein_coding	USP46; ENSG00000109189	chr4	-0.261468386517989	5.50403023169972	-3.48843740208719	0.000609370727416997	0.00275583032171359	-0.899185193633821
ENSG00000180398	ENSG00000180398	HAVANA	gene	12	MCFD2	protein_coding	MCFD2; ENSG00000180398	chr2	0.16999197702725	6.9205387146057	3.48820673773161	0.00060986342331772	0.00275609686469473	-1.2292000740584
ENSG00000166326	ENSG00000166326	HAVANA	gene	7	TRIM44	protein_coding	TRIM44; ENSG00000166326	chr11	-0.184114868166513	6.69890131669993	-3.48777009065629	0.000610797119100729	0.0027583545805018	-1.16168111248971
ENSG00000124164	ENSG00000124164	HAVANA	gene	15	VAPB	protein_coding	VAPB; ENSG00000124164	chr20	0.169133425569741	6.82360874035519	3.4843510100449	0.000618154747769744	0.00278959891145522	-1.1950511462543
ENSG00000132589	ENSG00000132589	HAVANA	gene	16	FLOT2	protein_coding	FLOT2; ENSG00000132589	chr17	0.175017466361843	7.10417160246492	3.48328900658056	0.000620456978095572	0.00279800116310807	-1.2613719793394
ENSG00000124802	ENSG00000124802	HAVANA	gene	12	EEF1E1	protein_coding	EEF1E1; ENSG00000124802	chr6	0.184211497621161	6.47141392607243	3.47920590653324	0.000629383520650758	0.00283624318454958	-1.14554390418482
ENSG00000115365	ENSG00000115365	HAVANA	gene	12	LANCL1	protein_coding	LANCL1; ENSG00000115365	chr2	0.180031656911731	7.11669838167839	3.47826268661563	0.000631462662130231	0.00284359585767221	-1.3026592852563
ENSG00000149212	ENSG00000149212	HAVANA	gene	12	SESN3	protein_coding	SESN3; ENSG00000149212	chr11	-0.251483559833526	6.05415424950487	-3.47466043566637	0.000639462540385816	0.00287758143173617	-1.04953787680215
ENSG00000153815	ENSG00000153815	HAVANA	gene	16	CMIP	protein_coding	CMIP; ENSG00000153815	chr16	0.155114898672796	7.9065518441323	3.46995906072152	0.000650046372610045	0.00292313846536746	-1.46151905385758
ENSG00000069849	ENSG00000069849	HAVANA	gene	11	ATP1B3	protein_coding	ATP1B3; ENSG00000069849	chr3	0.150794204285736	7.46092157817415	3.46656878595926	0.000657780321984234	0.00295582472835065	-1.38316906360186
ENSG00000152767	ENSG00000152767	HAVANA	gene	17	FARP1	protein_coding	FARP1; ENSG00000152767	chr13	-0.275339598489588	5.43875757176691	-3.46439333837276	0.000662788337619119	0.00297622409698366	-0.952804754426197
ENSG00000180628	ENSG00000180628	HAVANA	gene	15	PCGF5	protein_coding	PCGF5; ENSG00000180628	chr10	-0.242262853430723	5.77363705045815	-3.46377783175403	0.000664211746329577	0.00298050948882637	-1.0408770229924
ENSG00000196776	ENSG00000196776	HAVANA	gene	16	CD47	protein_coding	CD47; ENSG00000196776	chr3	0.14532732426482	7.5278112799559	3.46179719272574	0.000668811606157366	0.00299903242450522	-1.42019429608542
ENSG00000179218	ENSG00000179218	HAVANA	gene	13	CALR	protein_coding	CALR; ENSG00000179218	chr19	-0.15949542836219	7.56703928307661	-3.45918485107985	0.000674924214887235	0.00302430780070063	-1.45649447864282
ENSG00000070961	ENSG00000070961	HAVANA	gene	15	ATP2B1	protein_coding	ATP2B1; ENSG00000070961	chr12	-0.213675369015595	6.15819627419695	-3.45770651285471	0.000678406534876454	0.00303776964242776	-1.12594377441534
ENSG00000144451	ENSG00000144451	HAVANA	gene	19	SPAG16	protein_coding	SPAG16; ENSG00000144451	chr2	-0.335150505488437	4.75519733390397	-3.45451547990765	0.000685980702823048	0.00306952210263215	-0.822989258876639
ENSG00000011201	ENSG00000011201	HAVANA	gene	12	ANOS1	protein_coding	ANOS1; ENSG00000011201	chrX	0.250547746863201	6.53281435775749	3.44921794014305	0.000698730067392522	0.00312437075876994	-1.22702819208416
ENSG00000092051	ENSG00000092051	HAVANA	gene	17	JPH4	protein_coding	JPH4; ENSG00000092051	chr14	0.207727593483131	6.31960964106173	3.44856404809107	0.000700319066129148	0.00312927380181759	-1.19130337380252
ENSG00000185565	ENSG00000185565	HAVANA	gene	12	LSAMP	protein_coding	LSAMP; ENSG00000185565	chr3	-0.178558610014146	7.17016709265436	-3.44553141489626	0.000707732918874676	0.00316017917535467	-1.39522913679673
ENSG00000186868	ENSG00000186868	HAVANA	gene	15	MAPT	protein_coding	MAPT; ENSG00000186868	chr17	0.115107329484248	8.6151937450075	3.44517207295784	0.00070861625539818	0.00316190146544946	-1.70718224848161
ENSG00000110427	ENSG00000110427	HAVANA	gene	16	KIAA1549L	protein_coding	KIAA1549L; ENSG00000110427	chr11	0.235343323339538	5.83524009459387	3.44459743688499	0.000710030976089881	0.00316599075233341	-1.11680328650168
ENSG00000179295	ENSG00000179295	HAVANA	gene	17	PTPN11	protein_coding	PTPN11; ENSG00000179295	chr12	-0.165539088240516	6.97876838894163	-3.443182906108	0.000713524750427682	0.0031793381937009	-1.34004192064398
ENSG00000223865	ENSG00000223865	HAVANA	gene	11	HLA-DPB1	protein_coding	HLA-DPB1; ENSG00000223865	chr6	-0.408300015019949	4.4558350139061	-3.44188194074994	0.000716752238677232	0.0031914812365488	-0.807645739644689
ENSG00000129292	ENSG00000129292	HAVANA	gene	20	PHF20L1	protein_coding	PHF20L1; ENSG00000129292	chr8	-0.350060593494568	4.74331768142583	-3.44016730233968	0.000721026876067344	0.00320826664603075	-0.872626662013625
ENSG00000127483	ENSG00000127483	HAVANA	gene	18	HP1BP3	protein_coding	HP1BP3; ENSG00000127483	chr1	-0.186529397219958	6.6541872985682	-3.4398679678028	0.000721775568606581	0.00320935056887769	-1.29373770867281
ENSG00000166111	ENSG00000166111	HAVANA	gene	10	SVOP	protein_coding	SVOP; ENSG00000166111	chr12	0.21842837474761	6.20391285880412	3.43436313323716	0.000735674706665195	0.00326880055608531	-1.24206588944236
ENSG00000175606	ENSG00000175606	HAVANA	gene	11	TMEM70	protein_coding	TMEM70; ENSG00000175606	chr8	0.190432529606037	6.25580558645783	3.43416695594485	0.000736174629486636	0.00326880055608531	-1.23305109300994
ENSG00000160691	ENSG00000160691	HAVANA	gene	18	SHC1	protein_coding	SHC1; ENSG00000160691	chr1	0.279662216932973	5.29015628999039	3.43292387806709	0.00073934979387625	0.00328060655746487	-1.02649885237691
ENSG00000107372	ENSG00000107372	HAVANA	gene	13	ZFAND5	protein_coding	ZFAND5; ENSG00000107372	chr9	0.125566553231995	7.9844504078749	3.42882013032464	0.000749923185130493	0.00332520022213479	-1.62828448814865
ENSG00000049449	ENSG00000049449	HAVANA	gene	9	RCN1	protein_coding	RCN1; ENSG00000049449	chr11	-0.355948762105395	4.78697718315549	-3.42707970777209	0.000754450035191668	0.00334293969568191	-0.949862117473058
ENSG00000101158	ENSG00000101158	HAVANA	gene	15	NELFCD	protein_coding	NELFCD; ENSG00000101158	chr20	0.235943399803957	5.51014770519459	3.42431871918414	0.000761683902603777	0.00337047042354933	-1.10222460500183
ENSG00000112237	ENSG00000112237	HAVANA	gene	13	CCNC	protein_coding	CCNC; ENSG00000112237	chr6	0.291592598731991	5.31550109506708	3.4241772527319	0.00076205629176468	0.00337047042354933	-1.05617155318793
ENSG00000063176	ENSG00000063176	HAVANA	gene	16	SPHK2	protein_coding	SPHK2; ENSG00000063176	chr19	0.255866060417788	5.51226269704163	3.42410192792086	0.000762254642530751	0.00337047042354933	-1.09281338637087
ENSG00000130816	ENSG00000130816	HAVANA	gene	16	DNMT1	protein_coding	DNMT1; ENSG00000130816	chr19	-0.334577531131152	4.60256040692575	-3.42162425595425	0.000768806033212638	0.00339707478096878	-0.910476516999115
ENSG00000173898	ENSG00000173898	HAVANA	gene	13	SPTBN2	protein_coding	SPTBN2; ENSG00000173898	chr11	0.206007149855258	6.76515663446175	3.42047063415279	0.000771874357811445	0.00340826245276853	-1.36963730890068
ENSG00000198755	ENSG00000198755	HAVANA	gene	11	RPL10A	protein_coding	RPL10A; ENSG00000198755	chr6	-0.227592944766935	7.59306419335807	-3.42883917779418	0.000779468417781773	0.00343940439346207	-1.58186736895112
ENSG00000183114	ENSG00000183114	HAVANA	gene	8	FAM43B	protein_coding	FAM43B; ENSG00000183114	chr1	0.270914133228832	5.41823135496354	3.41705717103715	0.000781020522970773	0.00344386148713136	-1.10316113572839
ENSG00000138668	ENSG00000138668	HAVANA	gene	19	HNRNPD	protein_coding	HNRNPD; ENSG00000138668	chr4	-0.204719728725398	6.4162659310075	-3.41626037290132	0.000783170047461822	0.00345094485545937	-1.3133828385767
ENSG00000196814	ENSG00000196814	HAVANA	gene	15	MVB12B	protein_coding	MVB12B; ENSG00000196814	chr9	-0.313366216074203	4.73334737607194	-3.41582229042805	0.000784354221316126	0.00345376765228182	-0.965253561017335
ENSG00000099960	ENSG00000099960	HAVANA	gene	13	SLC7A4	protein_coding	SLC7A4; ENSG00000099960	chr22	0.257226601211203	5.6217527584084	3.41541568841289	0.000785454800023139	0.00345621869760875	-1.16935605371764
ENSG00000110514	ENSG00000110514	HAVANA	gene	19	MADD	protein_coding	MADD; ENSG00000110514	chr11	0.195814695961714	6.92902882130466	3.41431873370417	0.000788431218967066	0.00346691485489047	-1.45731342339361
ENSG00000124507	ENSG00000124507	HAVANA	gene	11	PACSIN1	protein_coding	PACSIN1; ENSG00000124507	chr6	0.153833105092144	7.27473590791882	3.41387099114859	0.000789649130613493	0.00346986900132651	-1.52916712391494
ENSG00000123178	ENSG00000123178	HAVANA	gene	15	SPRYD7	protein_coding	SPRYD7; ENSG00000123178	chr13	0.18495018165762	6.53096506169622	3.41344389711894	0.000790812516323813	0.0034725796328414	-1.36547420053843
ENSG00000250366	ENSG00000250366	HAVANA	gene	2	TUNAR	protein_coding	TUNAR; ENSG00000250366	chr14	0.283848038606759	5.05517793799317	3.41189727028294	0.000795038895669928	0.00348872730876155	-1.05765423461811
ENSG00000112294	ENSG00000112294	HAVANA	gene	13	ALDH5A1	protein_coding	ALDH5A1; ENSG00000112294	chr6	-0.276836154357254	5.59622991952381	-3.41098280770266	0.000797547728785759	0.00349732109641457	-1.14073349744947
ENSG00000182253	ENSG00000182253	HAVANA	gene	15	SYNM	protein_coding	SYNM; ENSG00000182253	chr15	-0.213296681533613	6.12457857002824	-3.40622036159477	0.000810733707608841	0.00355269101941143	-1.28559740962403
ENSG00000166012	ENSG00000166012	HAVANA	gene	17	TAF1D	protein_coding	TAF1D; ENSG00000166012	chr11	-0.237683459198158	5.50269049394014	-3.40550564388362	0.000812730087406951	0.00355673584886832	-1.1357787142347
ENSG00000105402	ENSG00000105402	HAVANA	gene	8	NAPA	protein_coding	NAPA; ENSG00000105402	chr19	0.134063185830964	7.80890010412331	3.40548912778607	0.000812776275189928	0.00355673584886832	-1.65638969644479
ENSG00000071073	ENSG00000071073	HAVANA	gene	13	MGAT4A	protein_coding	MGAT4A; ENSG00000071073	chr2	0.257266582548756	5.24446741162977	3.40315708225914	0.000819322621720002	0.0035804710403245	-1.12435603729047
ENSG00000152133	ENSG00000152133	HAVANA	gene	14	GPATCH11	protein_coding	GPATCH11; ENSG00000152133	chr2	-0.300553748680438	4.76360060535525	-3.40315546502378	0.000819327178569693	0.0035804710403245	-0.981836389909132
ENSG00000197858	ENSG00000197858	HAVANA	gene	11	GPAA1	protein_coding	GPAA1; ENSG00000197858	chr8	-0.229740596623782	5.72525704978756	-3.39949704160441	0.000829696346158007	0.0036232924972426	-1.25870820368815
ENSG00000130821	ENSG00000130821	HAVANA	gene	16	SLC6A8	protein_coding	SLC6A8; ENSG00000130821	chrX	-0.268978288889461	5.07330684445519	-3.39914204725341	0.000830709022440784	0.00362522330260216	-1.08662590500748
ENSG00000157087	ENSG00000157087	HAVANA	gene	20	ATP2B2	protein_coding	ATP2B2; ENSG00000157087	chr3	-0.259083848909563	5.88959044490744	-3.39873919340247	0.000831859625626611	0.00362775295897837	-1.24990855877499
ENSG00000099783	ENSG00000099783	HAVANA	gene	12	HNRNPM	protein_coding	HNRNPM; ENSG00000099783	chr19	-0.201359811738118	6.25239656242295	-3.39706902696134	0.000836645756933511	0.00364612286663616	-1.35186851658342
ENSG00000159409	ENSG00000159409	HAVANA	gene	15	CELF3	protein_coding	CELF3; ENSG00000159409	chr1	0.301739749818205	4.94465556238976	3.39550264980712	0.000841157854767392	0.0036618269500838	-1.07336618050319
ENSG00000159307	ENSG00000159307	HAVANA	gene	19	SCUBE1	protein_coding	SCUBE1; ENSG00000159307	chr22	0.475464241913664	4.77557542183303	3.40772730661046	0.000841401848775945	0.0036618269500838	-1.03133550207911
ENSG00000103994	ENSG00000103994	HAVANA	gene	17	ZNF106	protein_coding	ZNF106; ENSG00000103994	chr15	-0.241303753364146	5.88628494904042	-3.39408945931296	0.000845248201246852	0.00367604864525838	-1.25492552049241
ENSG00000152492	ENSG00000152492	HAVANA	gene	15	CCDC50	protein_coding	CCDC50; ENSG00000152492	chr3	-0.273212137078904	5.10256085870628	-3.39334217284726	0.000847418662330203	0.0036829672916868	-1.09690796957204
ENSG00000138660	ENSG00000138660	HAVANA	gene	12	AP1AR	protein_coding	AP1AR; ENSG00000138660	chr4	0.283201776539358	5.3472713964343	3.39300842278895	0.000848389707494285	0.00368466726002644	-1.15235520280776
ENSG00000134243	ENSG00000134243	HAVANA	gene	12	SORT1	protein_coding	SORT1; ENSG00000134243	chr1	-0.167679080213544	6.73009062214274	-3.39179150164092	0.000851939157636475	0.00369755560629929	-1.48794027975969
ENSG00000127528	ENSG00000127528	HAVANA	gene	5	KLF2	protein_coding	KLF2; ENSG00000127528	chr19	-0.607230016694814	3.89649710258008	-3.39963217686586	0.000855583639200853	0.00371083852797421	-0.850581328636236
ENSG00000139324	ENSG00000139324	HAVANA	gene	12	TMTC3	protein_coding	TMTC3; ENSG00000139324	chr12	0.25964962612081	5.36313766372884	3.385951677922	0.000869166469866868	0.00376717854674903	-1.18720976977542
ENSG00000100918	ENSG00000100918	HAVANA	gene	13	REC8	protein_coding	REC8; ENSG00000100918	chr14	0.304085907021181	4.93006999055923	3.38482024819909	0.000872541591171313	0.00377922922311011	-1.13761070641553
ENSG00000157851	ENSG00000157851	HAVANA	gene	17	DPYSL5	protein_coding	DPYSL5; ENSG00000157851	chr2	0.197937310197331	6.64650721840692	3.38407992864009	0.000874756634640388	0.00378624227282359	-1.47053822389015
