Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000077380,DYNC1I2,254,0.59608,154,-0.2843,278,0.75115,112,-0.7468,72,-1.4228,279,0.76163,128,-0.5365
ENSG00000115840,SLC25A12,223,2.20953,78,0.22120,17,-2.1415,60,-0.2461,45,-0.6867,30,-1.3140,26,-1.5153
ENSG00000091409,ITGA6,99,1.73611,4,-3.5266,24,-0.7563,21,-0.9033,44,0.21753,56,0.64075,54,0.57929
ENSG00000091436,MAP3K20,51,0.32594,14,-1.7972,35,-0.3053,18,-1.3175,79,1.09457,72,0.92478,52,0.36814
ENSG00000138430,OLA1,86,-0.2369,190,1.46040,27,-1.9952,72,-0.5114,62,-0.7474,83,-0.2927,83,-0.2855
ENSG00000138433,CIR1,11,-2.6272,56,-0.1330,52,-0.2517,43,-0.5554,84,0.53988,80,0.47007,103,0.90798
ENSG00000163328,GPR155,5,-3.5045,82,0.76819,48,-0.2612,95,0.89382,44,-0.3892,40,-0.5455,55,-0.0442
ENSG00000115935,WIPF1,112,1.89484,6,-2.9961,50,0.37619,20,-1.0923,7,-2.6527,111,1.86968,9,-2.2821
ENSG00000128656,CHN1,5,-4.7010,234,1.31378,69,-0.9980,141,0.14793,111,-0.2383,102,-0.3773,135,0.07608
ENSG00000115966,ATF2,94,0.53186,101,0.81747,38,-0.9121,46,-0.6336,35,-1.0607,62,-0.1531,69,0.01262
ENSG00000154518,ATP5MC3,394,0.48843,525,1.26360,148,-1.0941,167,-0.9046,156,-1.0124,239,-0.3393,206,-0.5788
ENSG00000144320,LNPK,7,-3.2573,132,1.72476,29,-1.2013,69,0.15712,49,-0.3863,31,-1.0891,52,-0.3037
ENSG00000128654,MTX2,6,-3.3261,110,1.62028,37,-0.6016,34,-0.7584,45,-0.2894,42,-0.3990,49,-0.1578
ENSG00000170144,HNRNPA3,115,-0.5193,159,-0.0105,127,-0.3668,78,-1.1187,221,0.54941,229,0.61226,188,0.27196
ENSG00000116044,NFE2L2,439,2.45759,33,-2.2124,73,-0.8499,38,-1.8198,126,0.01998,121,-0.0483,132,0.10254
ENSG00000018510,AGPS,5,-2.4489,43,0.98568,9,-1.6131,23,-0.2581,19,-0.5239,35,0.42626,38,0.56170
ENSG00000079156,OSBPL6,5,-3.3270,48,-0.0843,48,-0.0687,40,-0.3575,127,1.69648,38,-0.4137,45,-0.1617
ENSG00000180228,PRKRA,66,0.49993,71,0.74544,33,-0.6209,24,-1.1086,48,-0.0263,52,0.09091,28,-0.8972
ENSG00000116095,PLEKHA3,146,1.34493,59,-0.2676,41,-0.8226,58,-0.2625,97,0.59359,28,-1.3939,58,-0.2561
ENSG00000187231,SESTD1,5,-2.6565,14,-1.4173,32,0.05411,35,0.18742,40,0.42056,62,1.18801,48,0.73170
ENSG00000170035,UBE2E3,5,-4.1258,136,0.95515,31,-1.5799,39,-1.2379,108,0.36645,130,0.69062,106,0.34643
ENSG00000138434,ITPRID2,58,-0.4338,8,-3.5145,89,0.27922,23,-1.8011,176,1.51789,121,0.81497,119,0.78668
ENSG00000077232,DNAJC10,5,-3.4304,70,0.54743,22,-1.4023,37,-0.5937,124,1.50379,46,-0.2611,54,0.02318
ENSG00000061676,NCKAP1,5,-5.1689,291,1.05250,113,-0.7288,146,-0.3247,283,0.79642,158,-0.1939,136,-0.4324
ENSG00000065548,ZC3H15,5,-4.6114,233,1.47280,70,-0.8742,126,0.06559,69,-0.9004,119,-0.0259,113,-0.1068
ENSG00000138448,ITGAV,5,-3.9988,37,-1.3418,138,0.96602,45,-0.8827,127,0.81492,121,0.72766,122,0.74054
ENSG00000144369,FAM171B,5,-4.2750,135,0.70551,33,-1.6520,101,0.08520,122,0.40091,87,-0.1577,148,0.74547
ENSG00000128699,ORMDL1,5,-3.2908,78,0.99537,23,-1.1491,41,-0.2849,85,0.96944,48,-0.0308,31,-0.7228
ENSG00000198130,HIBCH,5,-2.9335,48,0.45494,27,-0.5589,30,-0.3565,54,0.59632,52,0.52866,40,0.07455
ENSG00000151689,INPP1,6,-2.5768,51,1.00744,22,-0.5416,20,-0.7227,33,0.05399,41,0.43127,29,-0.1271
ENSG00000151690,MFSD6,5,-4.2994,208,1.76057,40,-1.4005,113,0.24178,63,-0.7138,108,0.15999,38,-1.4776
ENSG00000115419,GLS,5,-4.6286,321,2.50926,29,-2.2039,137,0.18396,64,-1.0293,53,-1.2988,48,-1.4601
ENSG00000115415,STAT1,26,-1.3565,89,0.76500,29,-1.1564,53,-0.2193,83,0.52027,67,0.15798,53,-0.2313
ENSG00000144339,TMEFF2,5,-2.8887,91,2.23678,30,-0.3162,33,-0.1836,6,-2.6819,25,-0.5952,14,-1.5286
ENSG00000196950,SLC39A10,305,1.69706,163,0.62162,44,-1.5717,94,-0.4007,39,-1.7571,61,-1.0748,93,-0.4134
ENSG00000197121,PGAP1,5,-3.3628,106,1.67149,15,-1.9034,44,-0.2470,57,0.17979,30,-0.8511,47,-0.1447
ENSG00000115524,SF3B1,9,-3.4516,105,0.30615,71,-0.3947,63,-0.5695,160,0.98900,122,0.50762,86,-0.0709
ENSG00000115520,COQ10B,77,0.89249,61,0.58208,34,-0.4839,29,-0.7158,48,0.07099,36,-0.4096,21,-1.2348
ENSG00000144381,HSPD1,76,-1.6614,324,0.79031,161,-0.5119,158,-0.5468,374,0.90415,158,-0.5380,196,-0.2023
ENSG00000115541,HSPE1,55,-2.1648,287,0.49735,127,-0.9083,103,-1.2286,496,1.41766,285,0.40226,154,-0.6038
ENSG00000115540,MOB4,5,-3.3541,68,0.55906,18,-1.6373,74,0.60195,90,0.96670,46,-0.1789,43,-0.2925
ENSG00000162944,RFTN2,5,-2.8655,1,-4.8972,29,-0.3598,11,-1.7894,94,1.73107,89,1.62050,59,0.83399
ENSG00000115896,PLCL1,5,-2.9257,80,1.74909,46,0.31680,27,-0.5471,9,-2.0872,39,0.05903,15,-1.4120
ENSG00000178074,C2orf69,5,-2.8248,60,1.15208,34,-0.0517,31,-0.2269,9,-2.0082,28,-0.3552,54,0.71568
ENSG00000196141,SPATS2L,93,0.08065,91,0.06193,19,-2.3300,61,-0.6001,203,1.48863,103,0.25992,45,-1.0479
ENSG00000082153,BZW1,64,-0.8532,152,0.67766,82,-0.4633,70,-0.7046,116,0.09585,133,0.32826,105,-0.0678
ENSG00000013441,CLK1,64,-0.4819,66,-0.5135,74,-0.2686,31,-1.5762,220,1.68942,130,0.68787,44,-1.0708
ENSG00000155744,FAM126B,8,-2.4753,60,0.87057,22,-0.9331,70,0.96638,46,0.23886,25,-0.7190,27,-0.6332
ENSG00000119013,NDUFB3,5,-4.2348,99,0.11065,74,-0.3799,33,-1.6205,211,1.45747,123,0.47002,103,0.15859
ENSG00000003402,CFLAR,243,3.10411,28,-1.1816,7,-3.0515,10,-2.5799,32,-0.8244,61,0.18686,29,-1.0191
ENSG00000115993,TRAK2,5,-3.4522,43,-0.4480,107,1.17955,54,-0.0211,56,0.06209,89,0.83943,39,-0.5391
ENSG00000155755,TMEM237,5,-2.8256,44,0.43463,5,-2.9957,37,0.06547,90,1.69476,26,-0.4757,32,-0.1706
ENSG00000116030,SUMO1,5,-4.1140,103,0.36222,44,-1.0482,63,-0.4828,99,0.23932,129,0.69890,139,0.82503
ENSG00000055044,NOP58,51,-0.0849,52,-0.0484,51,-0.0769,54,0.01141,67,0.36419,66,0.34484,36,-0.6486
ENSG00000204217,BMPR2,55,-1.1000,187,1.13340,44,-1.4238,98,-0.1913,122,0.16598,86,-0.3961,104,-0.1039
ENSG00000163596,ICA1L,5,-2.9576,31,-0.4231,23,-0.8432,41,0.11054,108,1.89713,42,0.14487,28,-0.4998
ENSG00000138443,ABI2,61,-1.1914,109,-0.3419,97,-0.4701,70,-0.9883,239,1.05478,193,0.66153,166,0.40506
ENSG00000173166,RAPH1,71,1.20148,59,1.08144,12,-1.6494,26,-0.4987,19,-0.9682,17,-1.1270,21,-0.8323
ENSG00000118257,NRP2,6,-2.9213,59,0.69854,28,-0.6763,28,-0.6478,67,0.77276,35,-0.3182,56,0.47676
ENSG00000023228,NDUFS1,134,0.30449,149,0.59859,73,-0.6798,85,-0.4311,80,-0.5297,73,-0.6790,147,0.46759
ENSG00000114942,EEF1B2,450,0.70472,261,-0.2472,340,0.22078,100,-1.7033,316,0.09986,389,0.45317,263,-0.1973
ENSG00000204186,ZDBF2,5,-2.3333,40,0.98978,37,0.65070,22,-0.2397,17,-0.6411,17,-0.6463,23,-0.1301
ENSG00000114948,ADAM23,116,0.91232,148,1.81069,5,-3.7055,63,-0.1257,25,-1.5789,12,-2.6180,29,-1.3211
ENSG00000118246,FASTKD2,115,1.94733,33,-0.3597,18,-1.2518,24,-0.8091,40,-0.0146,21,-1.0479,38,-0.0936
ENSG00000118263,KLF7,63,0.38474,53,0.13579,29,-0.8372,58,0.25729,53,0.10571,38,-0.4238,50,0.00499
ENSG00000178385,PLEKHM3,5,-2.4609,63,1.96397,10,-1.5005,34,0.34949,12,-1.2494,20,-0.4920,13,-1.2018
ENSG00000188674,C2orf80,91,1.69818,50,0.69788,12,-1.6016,17,-1.1724,11,-1.8148,20,-0.9073,33,-0.0951
ENSG00000078018,MAP2,149,-1.6904,584,0.57119,444,0.01295,510,0.24482,287,-0.6883,396,-0.1730,570,0.43373
ENSG00000144406,UNC80,5,-3.4362,85,0.95926,46,-0.2645,57,0.09647,73,0.51744,40,-0.4505,39,-0.5210
ENSG00000115365,LANCL1,5,-4.0539,128,0.93756,103,0.37075,50,-0.7953,99,0.31614,124,0.70309,19,-2.2002
ENSG00000144451,SPAG16,69,0.10467,34,-1.1007,45,-0.5588,10,-2.7204,153,1.55521,104,0.82228,64,0.00475
ENSG00000138363,ATIC,5,-3.2860,57,0.32865,31,-0.6849,27,-0.8953,110,1.45717,41,-0.2518,58,0.28991
ENSG00000115414,FN1,443,3.41860,6,-4.1319,41,-1.2358,34,-1.5455,13,-2.8824,164,1.02184,21,-2.2437
ENSG00000079246,XRCC5,10,-3.4208,154,0.88098,71,-0.5599,57,-0.9043,177,0.97453,115,0.21002,70,-0.5986
ENSG00000260804,LINC01963,5,-2.5108,47,1.03903,9,-1.7653,41,0.63500,10,-1.5210,32,0.21761,36,0.38555
ENSG00000197756,RPL37A,2090,0.43576,731,-1.3824,2284,0.58980,592,-1.5702,1244,-0.4214,3246,1.23381,1987,0.34929
ENSG00000115461,IGFBP5,298,2.13476,18,-2.7162,24,-2.1194,17,-2.6354,272,1.92521,109,0.20599,14,-2.9055
ENSG00000079308,TNS1,216,2.12100,42,-0.8904,37,-1.0135,46,-0.6833,85,0.31477,74,0.10308,18,-2.0813
ENSG00000163466,ARPC2,127,0.37788,115,0.26250,73,-0.5207,52,-1.0440,66,-0.6803,109,0.12845,150,0.67313
ENSG00000127837,AAMP,5,-3.7897,97,0.70055,33,-1.1412,47,-0.5962,151,1.40380,91,0.47206,28,-1.3941
ENSG00000127838,PNKD,40,-1.4502,131,0.51709,78,-0.4144,65,-0.7114,150,0.66336,145,0.60311,71,-0.5752
ENSG00000135926,TMBIM1,207,1.51287,13,-3.0972,84,-0.0959,46,-1.0527,144,0.82845,116,0.43887,90,0.01290
ENSG00000144579,CTDSP1,5,-2.5818,2,-4.1086,21,-0.5247,4,-2.7723,85,1.94488,89,2.04732,29,-0.0558
ENSG00000135929,CYP27A1,6,-3.0326,11,-2.2760,40,-0.1729,15,-1.6232,189,2.96103,71,0.79961,12,-1.9387
ENSG00000171450,CDK5R2,5,-3.4662,128,2.05397,13,-2.1533,82,0.67621,3,-4.0970,23,-1.3771,57,0.05590
ENSG00000115649,CNPPD1,5,-2.7450,36,0.12815,50,0.67181,26,-0.4109,70,1.29502,10,-1.8226,35,0.08169
ENSG00000144567,RETREG2,427,1.09567,304,0.58450,103,-1.2540,157,-0.6028,234,0.04571,87,-1.5003,208,-0.1540
ENSG00000158552,ZFAND2B,5,-2.1847,39,1.13999,14,-0.7368,23,-0.0039,5,-2.2139,39,0.91911,18,-0.3652
ENSG00000115657,ABCB6,51,0.48596,67,1.22220,4,-3.4029,29,-0.4189,42,0.14643,25,-0.6979,21,-0.9583
ENSG00000198925,ATG9A,38,-0.6941,85,0.74518,66,0.18474,57,-0.0572,55,-0.1337,51,-0.2352,36,-0.7850
ENSG00000127824,TUBA4A,241,-0.0955,567,1.90234,62,-2.1907,257,0.00947,85,-1.7063,88,-1.6594,176,-0.6020
ENSG00000135924,DNAJB2,5,-5.1733,227,0.48189,152,-0.2633,196,0.15441,350,1.18423,146,-0.3271,125,-0.5741
ENSG00000054356,PTPRN,102,-1.3785,655,2.59161,52,-2.3781,234,-0.0731,72,-1.9047,75,-1.8432,115,-1.1910
ENSG00000123989,CHPF,86,-0.2624,141,0.68460,43,-1.3302,80,-0.3839,165,0.84692,71,-0.5544,80,-0.3751
ENSG00000124006,OBSL1,5,-3.8699,118,1.03771,28,-1.4865,43,-0.8376,97,0.49730,88,0.32869,82,0.20721
ENSG00000114923,SLC4A3,6,-3.6653,176,1.99076,22,-1.9141,99,0.42665,53,-0.6033,21,-1.9622,61,-0.3611
ENSG00000163082,SGPP2,6,-2.2597,39,0.72577,23,-0.2448,4,-2.6739,65,1.57682,18,-0.6767,23,-0.2790
ENSG00000116120,FARSB,110,0.64961,154,1.64308,25,-1.7180,45,-0.8045,51,-0.6305,24,-1.7372,38,-1.0615
ENSG00000123983,ACSL3,74,-1.3227,277,1.01042,81,-1.1840,164,-0.0793,199,0.23808,159,-0.1360,147,-0.2576
ENSG00000171951,SCG2,67,-3.8636,2548,3.01690,116,-3.0734,623,-0.5447,417,-1.1699,324,-1.5507,339,-1.4831
ENSG00000085449,WDFY1,5,-3.0645,78,1.39374,25,-0.7914,23,-0.9345,65,0.75341,32,-0.4416,27,-0.6918
ENSG00000135900,MRPL44,5,-2.7278,65,1.50798,21,-0.7008,16,-1.1270,44,0.47249,33,-0.0087,16,-1.1550
ENSG00000135919,SERPINE2,5,-5.5643,125,-1.1277,153,-0.6984,112,-1.1803,542,1.48460,233,-0.0283,599,1.69303
ENSG00000036257,CUL3,5,-3.5709,78,0.57717,30,-1.0556,58,-0.0105,72,0.33712,73,0.36486,75,0.40669
ENSG00000168958,MFF,5,-3.9876,94,0.35704,44,-0.9084,35,-1.2609,153,1.16203,110,0.57201,93,0.27622
ENSG00000173744,AGFG1,5,-2.4693,29,0.10743,16,-0.8460,34,0.37076,14,-0.9964,51,1.06048,41,0.66538
ENSG00000153820,SPHKAP,5,-2.6389,74,2.12004,8,-2.1207,29,-0.1289,17,-0.9295,14,-1.2710,28,-0.1666
ENSG00000153823,PID1,5,-2.4362,23,-0.2932,25,-0.1412,23,-0.2259,54,1.19401,36,0.49644,26,-0.0287
ENSG00000187957,DNER,104,-1.8960,461,0.54303,167,-1.1830,288,-0.3257,684,1.16380,359,0.03066,295,-0.2870
ENSG00000153827,TRIP12,94,0.25803,106,0.55269,45,-0.9137,49,-0.7981,93,0.24119,89,0.15557,63,-0.4019
ENSG00000135932,CAB39,5,-3.9386,140,1.34322,43,-0.8984,50,-0.6557,74,-0.0479,83,0.15131,73,-0.0684
ENSG00000135916,ITM2C,309,-1.5532,447,-1.1051,867,0.06660,403,-1.1501,1133,0.51935,867,0.06591,2192,1.77759
ENSG00000204128,C2orf72,5,-3.6406,18,-2.0146,63,0.02933,50,-0.3297,115,1.07450,78,0.39944,146,1.53888
ENSG00000173692,PSMD1,107,-0.6046,234,0.83514,140,-0.1775,235,0.69022,93,-0.8313,97,-0.7567,112,-0.5401
ENSG00000115053,NCL,5,-5.3370,175,-0.2765,250,0.34606,183,-0.1674,304,0.68283,294,0.62757,239,0.26836
ENSG00000187514,PTMA,1797,1.27301,246,-2.1409,814,-0.1170,363,-1.3854,1347,0.73813,1445,0.86420,742,-0.2681
ENSG00000156973,PDE6D,5,-2.4656,27,0.00176,16,-0.8432,20,-0.5298,51,1.07240,47,0.90338,26,-0.0823
ENSG00000171551,ECEL1,111,1.90319,76,1.45150,6,-2.7670,22,-0.9057,9,-2.2016,6,-2.7862,10,-2.0637
ENSG00000135930,EIF4E2,6,-2.2827,34,0.44666,28,0.04123,21,-0.3902,28,0.07063,37,0.53750,28,0.07068
ENSG00000115468,EFHD1,188,0.88704,9,-3.9838,143,0.40220,44,-1.4553,105,-0.1077,233,1.29490,167,0.67249
ENSG00000204120,GIGYF2,103,1.23563,35,-0.6487,71,0.57220,26,-1.0729,59,0.23397,36,-0.5496,41,-0.3402
ENSG00000182600,SNORC,289,0.15299,49,-2.7697,265,0.01165,88,-1.7118,431,0.84563,446,0.90833,492,1.08803
ENSG00000168918,INPP5D,5,-2.5957,1,-4.4871,15,-1.0386,17,-0.9035,86,1.93800,58,1.13079,57,1.09864
ENSG00000188042,ARL4C,5,-3.7711,87,0.49991,65,-0.0669,80,0.28423,137,1.23704,31,-1.2286,49,-0.5006
ENSG00000157985,AGAP1,28,-0.9998,65,0.41609,55,0.09311,68,0.42630,18,-1.6184,45,-0.2567,76,0.62889
ENSG00000132321,IQCA1,5,-3.7451,22,-1.8452,48,-0.5320,42,-0.7400,289,3.04322,45,-0.6277,59,-0.2024
ENSG00000198612,COPS8,5,-4.6190,238,1.51416,74,-0.7998,90,-0.4834,132,0.13362,69,-0.9084,128,0.08679
ENSG00000124831,LRRFIP1,5,-3.0797,67,0.96871,16,-1.4466,34,-0.3534,43,0.03521,49,0.24667,56,0.47413
ENSG00000132329,RAMP1,142,0.06692,54,-1.5901,69,-1.0898,99,-0.5257,343,1.66947,137,0.00048,197,0.61493
ENSG00000184182,UBE2F,20,-1.5962,100,1.24247,32,-0.8996,51,-0.1505,64,0.21718,53,-0.1000,31,-0.9517
ENSG00000132323,ILKAP,5,-2.5866,45,0.86202,17,-0.8759,34,0.23030,18,-0.7897,45,0.69143,29,-0.0677
ENSG00000144485,HES6,5,-3.2850,9,-2.7143,25,-1.0625,25,-1.0033,246,3.58751,40,-0.2888,27,-0.9245
ENSG00000204104,TRAF3IP1,5,-2.7379,33,0.00727,25,-0.4750,31,-0.0865,62,1.08405,17,-1.0168,58,0.96375
ENSG00000065802,ASB1,14,-1.3858,41,0.38454,38,0.18661,37,0.14195,56,0.87426,24,-0.5093,19,-0.9196
ENSG00000130414,NDUFA10,5,-4.3280,174,1.21809,56,-0.9105,102,0.05032,110,0.17282,103,0.05596,70,-0.5540
ENSG00000172428,COPS9,87,-1.8752,340,0.29577,250,-0.2538,180,-0.7731,283,-0.0524,519,0.99548,340,0.25044
ENSG00000063660,GPC1,5,-3.7983,66,-0.0951,39,-0.8823,78,0.20556,119,0.94605,48,-0.5699,130,1.10476
ENSG00000130294,KIF1A,6,-6.3842,809,1.33353,367,-0.3055,503,0.20970,350,-0.3809,295,-0.6505,404,-0.1497
ENSG00000115685,PPP1R7,5,-3.8607,95,0.55038,65,-0.1557,49,-0.6252,118,0.83944,91,0.39002,59,-0.3223
ENSG00000115677,HDLBP,126,-0.3524,207,0.56269,85,-0.9785,106,-0.6336,264,0.89609,136,-0.2401,125,-0.3687
ENSG00000168385,SEPTIN2,178,-0.1782,75,-1.6702,236,0.29016,82,-1.3863,311,0.76767,303,0.72226,328,0.86269
ENSG00000115694,STK25,11,-3.5545,202,1.18457,34,-1.9049,121,0.05701,165,0.58835,128,0.15010,72,-0.7729
ENSG00000176720,BOK,5,-3.3166,68,0.64753,90,1.03663,30,-0.7818,28,-0.9208,81,0.84404,26,-1.0342
ENSG00000176946,THAP4,5,-2.7113,52,0.89161,23,-0.5969,38,0.20111,16,-1.1658,36,0.10726,48,0.57986
ENSG00000168397,ATG4B,93,0.70834,89,0.75858,34,-0.9476,57,-0.1380,50,-0.3395,49,-0.3560,31,-1.0524
ENSG00000188011,RTP5,5,-3.0567,113,2.67012,1,-4.6933,64,0.74590,1,-5.5257,9,-2.2195,24,-0.8838
ENSG00000134121,CHL1,89,-0.9708,289,1.23255,101,-0.7741,163,-0.0158,151,-0.1344,107,-0.6869,125,-0.4400
ENSG00000113851,CRBN,5,-3.7479,122,1.32955,54,-0.3287,76,0.21612,56,-0.2670,58,-0.2275,39,-0.8317
ENSG00000175928,LRRN1,5,-2.7077,31,-0.0978,28,-0.2412,12,-1.5364,115,2.44950,25,-0.4035,13,-1.4237
ENSG00000150995,ITPR1,30,0.12385,21,-0.5083,20,-0.5535,33,0.27538,40,0.62315,13,-1.1555,44,0.79586
ENSG00000134107,BHLHE40,5,-3.6615,20,-1.8830,54,-0.2407,39,-0.7348,155,1.64011,133,1.32436,74,0.27603
ENSG00000134108,ARL8B,6,-4.6848,288,1.36665,65,-1.3623,170,0.14298,147,-0.0906,144,-0.1274,136,-0.2177
ENSG00000196220,SRGAP3,6,-3.3757,77,0.63064,39,-0.5919,35,-0.7343,128,1.47644,49,-0.2360,39,-0.5706
ENSG00000134077,THUMPD3,5,-2.2171,33,0.73920,19,-0.3292,13,-0.8601,27,0.22201,20,-0.2458,35,0.68989
ENSG00000156959,LHFPL4,62,1.17164,41,0.50489,6,-2.3515,45,0.58212,19,-0.7660,26,-0.3305,13,-1.3664
ENSG00000134072,CAMK1,170,2.28487,53,0.04799,11,-2.3712,25,-1.1078,44,-0.2578,36,-0.5786,20,-1.4342
ENSG00000171148,TADA3,89,-0.0981,80,-0.3136,110,0.24127,60,-0.7235,140,0.66044,108,0.20932,92,-0.0572
ENSG00000241553,ARPC4,86,-0.5805,173,0.70468,108,-0.2085,152,0.35519,112,-0.1598,101,-0.3199,79,-0.7127
ENSG00000171135,JAGN1,5,-2.4651,44,0.95403,18,-0.7384,33,0.25980,20,-0.5326,32,0.22522,28,-0.0066
ENSG00000163703,CRELD1,5,-3.5951,126,1.71933,32,-0.9921,55,-0.1489,43,-0.5185,39,-0.6803,53,-0.1887
ENSG00000125037,EMC3,127,0.52709,147,0.95768,48,-1.0466,50,-0.9865,97,0.07432,83,-0.1944,46,-1.0960
ENSG00000254999,BRK1,122,-0.1511,162,0.36911,78,-0.8587,65,-1.1413,134,0.00100,162,0.31145,189,0.57586
ENSG00000157020,SEC13,5,-2.8640,44,0.39644,54,0.67520,2,-3.8342,58,0.78836,52,0.61130,30,-0.3135
ENSG00000157087,ATP2B2,5,-3.8854,116,0.97025,49,-0.6495,105,0.61378,67,-0.1517,54,-0.4771,73,0.00642
ENSG00000132164,SLC6A11,5,-4.8546,17,-3.3913,183,0.38319,87,-0.8199,197,0.50721,100,-0.6031,557,2.67823
ENSG00000157103,SLC6A1,101,-0.5285,64,-1.3743,144,0.04664,101,-0.5238,233,0.87913,176,0.38534,237,0.91036
ENSG00000144560,VGLL4,5,-3.4585,37,-0.6994,23,-1.3735,14,-2.1152,215,2.74434,66,0.31476,40,-0.4831
ENSG00000157152,SYN2,51,-1.5851,362,2.42863,41,-1.9049,138,-0.0281,54,-1.4925,46,-1.7440,71,-1.0742
ENSG00000132155,RAF1,121,2.01747,20,-1.2214,34,-0.2794,17,-1.3944,78,1.12299,14,-1.6936,23,-0.8799
ENSG00000144713,RPL32,2064,1.04618,530,-1.3294,1212,0.11245,331,-1.9101,787,-0.5862,2352,1.29500,1252,0.16740
ENSG00000144711,IQSEC1,297,1.13345,173,0.21252,66,-1.3432,147,-0.0959,221,0.59614,91,-0.8458,75,-1.1542
ENSG00000163517,HDAC11,5,-3.5668,83,0.69590,64,0.13069,45,-0.4204,59,0.01461,78,0.46751,54,-0.1410
ENSG00000170860,LSM3,323,2.25434,45,-1.3865,55,-0.9206,28,-1.9218,112,0.19949,126,0.39684,60,-0.7995
ENSG00000225733,FGD5-AS1,5,-4.5850,76,-0.8642,122,-0.0087,96,-0.3898,209,0.92294,253,1.27767,143,0.26226
ENSG00000177463,NR2C2,5,-2.7231,33,-0.0101,16,-1.1129,14,-1.3405,83,1.67754,30,-0.1286,49,0.67351
ENSG00000131368,MRPS25,117,0.93106,98,0.75425,24,-1.6006,32,-1.1630,60,-0.1979,58,-0.2635,56,-0.3000
ENSG00000131381,RBSN,5,-2.9829,33,-0.3311,39,-0.0186,26,-0.6809,76,1.15497,36,-0.1560,67,0.91658
ENSG00000131370,SH3BP5,5,-3.3097,82,1.08744,25,-1.0659,46,-0.1229,46,-0.0986,73,0.66160,35,-0.5431
ENSG00000144597,EAF1,5,-2.6164,51,1.10966,16,-0.9983,42,0.53429,30,-0.0294,31,0.03860,17,-0.9253
ENSG00000131386,GALNT15,5,-2.8880,6,-2.9420,55,0.67011,5,-2.8336,81,1.38592,83,1.44737,54,0.64329
ENSG00000154813,DPH3,5,-2.4047,37,0.68296,16,-0.8024,30,0.18943,56,1.31214,23,-0.2215,8,-1.8409
ENSG00000131374,TBC1D5,5,-3.1230,44,0.02314,27,-0.7379,25,-0.8886,32,-0.4883,90,1.28165,80,1.06503
ENSG00000182568,SATB1,88,0.71267,54,-0.1539,24,-1.3680,17,-1.8883,107,1.05375,32,-0.9424,90,0.73640
ENSG00000144566,RAB5A,96,-0.0159,87,-0.2068,105,0.13332,38,-1.4715,172,0.99991,95,-0.0214,94,-0.0390
ENSG00000114166,KAT2B,93,0.82050,15,-2.2139,85,0.66194,11,-2.4800,71,0.34463,60,0.05591,111,1.13907
ENSG00000182247,UBE2E2,5,-3.1143,88,1.64716,24,-0.8898,29,-0.6039,19,-1.2794,43,-0.0029,46,0.12943
ENSG00000170142,UBE2E1,5,-3.6028,59,-0.0243,60,0.00546,19,-1.7943,101,0.89542,78,0.43902,99,0.84640
ENSG00000197885,NKIRAS1,5,-3.2228,101,1.82098,15,-1.7016,21,-1.1967,55,0.27079,40,-0.2482,33,-0.5481
ENSG00000174748,RPL15,974,0.52858,638,-0.2095,521,-0.5063,359,-1.0878,679,-0.0796,1094,0.73375,798,0.18811
ENSG00000174738,NR1D2,10,-2.3782,33,-0.6548,45,-0.1051,23,-1.1672,116,1.60474,77,0.81480,45,-0.0978
ENSG00000077097,TOP2B,5,-3.8305,60,-0.3166,74,0.07554,26,-1.5312,90,0.39640,170,1.57866,81,0.23151
ENSG00000179796,LRRC3B,5,-2.6473,26,-0.3006,27,-0.2014,30,-0.0722,81,1.73118,24,-0.3846,28,-0.1472
ENSG00000163512,AZI2,105,0.88353,79,0.45759,40,-0.7073,41,-0.6748,50,-0.3580,58,-0.1340,50,-0.3730
ENSG00000144642,RBMS3,40,0.21972,21,-0.8665,27,-0.3759,31,-0.1937,31,-0.1613,62,0.99290,44,0.39301
ENSG00000163527,STT3B,12,-2.2764,91,1.06155,29,-0.9870,35,-0.7104,79,0.60426,48,-0.2326,56,0.02264
ENSG00000152642,GPD1L,113,1.38158,64,0.42592,28,-0.9630,74,0.60394,45,-0.2202,9,-2.6830,17,-1.7121
ENSG00000144635,DYNC1LI1,5,-3.2876,96,1.53141,42,-0.2146,49,0.01996,19,-1.4204,45,-0.1296,36,-0.4860
ENSG00000170266,GLB1,5,-2.6010,58,1.45976,9,-1.8021,26,-0.2427,32,0.11576,31,0.04343,21,-0.5441
ENSG00000170275,CRTAP,5,-3.4227,16,-1.9748,76,0.58992,60,0.18860,89,0.86746,110,1.25328,56,0.07644
ENSG00000153558,FBXL2,5,-2.5777,55,1.36452,14,-1.1301,19,-0.6627,76,1.70428,9,-1.7571,3,-3.4941
ENSG00000153560,UBP1,6,-2.2689,29,0.16064,27,0.00627,29,0.12243,47,0.98925,24,-0.1663,22,-0.2712
ENSG00000163539,CLASP2,168,-0.0949,257,0.76076,139,-0.3970,142,-0.3682,204,0.22630,160,-0.1766,97,-0.9656
