ensg	gene_name	chr	Outcome	Region	SxG_beta	SxG_SE	SxG_p	fem_beta	fem_SE	fem_p	fem_fdr	male_beta	male_SE	male_p	male_fdr	model
ENSG00000160703	NLRX1	11	Tangles	CN	-0.175519138	0.078795392	0.026383545	-0.030265419	0.0594803	0.61135219	0.825155151	-0.215966553	0.052126906	4.78E-05	0.008958973	e4adj
ENSG00000173120	KDM2A	11	Tangles	CN	0.155466659	0.079026951	0.049740811	0.00816841	0.060368832	0.892485372	0.959610463	0.166205808	0.051696753	0.001487504	0.045976682	e4adj
ENSG00000175220	ARHGAP1	11	Tangles	CN	-0.167519793	0.079346697	0.03527807	-0.024766369	0.057047687	0.664592506	0.855021523	-0.194065189	0.054713	0.000470316	0.026766187	e4adj
ENSG00000010379	SLC6A13	12	Tangles	DLPFC	-0.148043876	0.071987454	0.040156906	0.146123533	0.049794079	0.003595565	0.04531663	-0.001224206	0.051701863	0.981124839	0.992517337	e4adj
ENSG00000060709	RIMBP2	12	Tangles	DLPFC	0.143405623	0.071432357	0.045129303	-0.15560564	0.049857007	0.001975872	0.033493771	-0.013701444	0.050817649	0.787635689	0.918084125	e4adj
ENSG00000060982	BCAT1	12	Tangles	DLPFC	0.140075387	0.070789015	0.048290912	-0.16525109	0.051807283	0.001573231	0.029957292	-0.025064388	0.048491333	0.605613065	0.827716401	e4adj
ENSG00000062485	CS	12	Tangles	DLPFC	0.276518675	0.070839378	0.000105432	-0.277446712	0.049102368	3.70E-08	0.000632575	0.003050337	0.051023855	0.952368228	0.983438841	e4adj
ENSG00000064102	INTS13	12	Tangles	DLPFC	-0.142990312	0.070632522	0.043361574	0.177712253	0.051878903	0.000698303	0.020299416	0.035476732	0.048632248	0.466263742	0.742640619	e4adj
ENSG00000084112	SSH1	12	Tangles	DLPFC	0.166238821	0.071092746	0.019691891	-0.001320902	0.053563112	0.980341865	0.991658859	0.164841936	0.04691811	0.000509626	0.023498754	e4adj
ENSG00000084444	FAM234B	12	Tangles	DLPFC	0.180771596	0.070898143	0.011023877	-0.171601863	0.050747168	0.000815484	0.021909087	0.007871496	0.049434435	0.87359259	0.954463665	e4adj
ENSG00000089060	SLC8B1	12	Tangles	DLPFC	-0.141053159	0.070959918	0.047281942	-0.008612874	0.052822549	0.87058542	0.938187676	-0.150434638	0.047406993	0.001661652	0.042063194	e4adj
ENSG00000089163	SIRT4	12	Tangles	DLPFC	0.183493511	0.071200375	0.01019582	-0.038396575	0.053361706	0.472354878	0.676697475	0.147074053	0.047651113	0.002211984	0.049022266	e4adj
ENSG00000089818	NECAP1	12	Tangles	DLPFC	0.140968581	0.070819746	0.04697876	-0.198771535	0.050364838	9.86E-05	0.008176301	-0.057211445	0.049630627	0.249920779	0.566329945	e4adj
ENSG00000090615	GOLGA3	12	Tangles	DLPFC	0.151617455	0.070836367	0.03271915	-0.003695018	0.053614619	0.945100264	0.975701482	0.149605484	0.04691495	0.001577265	0.040772664	e4adj
ENSG00000110841	PPFIBP1	12	Tangles	DLPFC	-0.141956214	0.070872374	0.045621003	0.175810139	0.052600253	0.000934792	0.02339662	0.030262842	0.047892006	0.527928711	0.780406427	e4adj
ENSG00000110851	PRDM4	12	Tangles	DLPFC	0.152945784	0.070874739	0.031319503	0.030280254	0.053693295	0.573206329	0.754099672	0.183854499	0.046613555	9.94E-05	0.010044211	e4adj
ENSG00000110955	ATP5F1B	12	Tangles	DLPFC	0.153334841	0.071152023	0.031550024	-0.182915313	0.051014937	0.00039198	0.015260846	-0.026180745	0.049716931	0.598858064	0.825112646	e4adj
ENSG00000111142	METAP2	12	Tangles	DLPFC	-0.165612379	0.07171708	0.021263127	0.160549888	0.049569931	0.001333384	0.028079601	-0.009862251	0.05158444	0.848507064	0.944371729	e4adj
ENSG00000111490	TBC1D30	12	Tangles	DLPFC	0.154898918	0.071208767	0.029992538	-0.162474797	0.050876463	0.001553401	0.029832756	-0.009407108	0.049863101	0.850486197	0.945556487	e4adj
ENSG00000111642	CHD4	12	Tangles	DLPFC	-0.145422206	0.070973818	0.040893748	0.155848761	0.051063145	0.002473927	0.038082867	0.009522677	0.049112562	0.846387651	0.943147633	e4adj
ENSG00000111728	ST8SIA1	12	Tangles	DLPFC	0.148201052	0.071142457	0.03765259	0.001219741	0.052951488	0.981637461	0.992323214	0.147489284	0.047614216	0.002133172	0.048224274	e4adj
ENSG00000123329	ARHGAP9	12	Tangles	DLPFC	0.199527618	0.073270855	0.006651273	-0.018203752	0.048483076	0.707576555	0.847138494	0.186651435	0.054489371	0.000698151	0.027313803	e4adj
ENSG00000123416	TUBA1B	12	Tangles	DLPFC	0.158805059	0.071508129	0.026731221	-0.157118992	0.05365482	0.003666316	0.045861163	0.004340197	0.047726145	0.927600467	0.974419598	e4adj
ENSG00000133773	CCDC59	12	Tangles	DLPFC	-0.142383885	0.070927235	0.045140837	0.15651546	0.053084403	0.003442436	0.044592993	0.010073311	0.047547754	0.832360778	0.93649863	e4adj
ENSG00000139190	VAMP1	12	Tangles	DLPFC	0.240896157	0.071024093	0.000739387	-0.181020325	0.053013034	0.000725716	0.020564357	0.060998351	0.047741678	0.202338846	0.511935859	e4adj
ENSG00000139352	ASCL1	12	Tangles	DLPFC	-0.155472388	0.070629899	0.028093795	0.21888426	0.049508435	1.37E-05	0.003900622	0.064978445	0.050675254	0.200731203	0.509990184	e4adj
ENSG00000139641	ESYT1	12	Tangles	DLPFC	0.169126629	0.071563596	0.018425384	-0.169619712	0.054053475	0.001868456	0.032677893	0.000137111	0.047388686	0.997693361	0.998983165	e4adj
ENSG00000151148	UBE3B	12	Tangles	DLPFC	0.151980776	0.072467326	0.036384781	-0.153997687	0.048764676	0.001749394	0.031766952	-0.002778062	0.05292763	0.958174381	0.98527566	e4adj
ENSG00000151743	AMN1	12	Tangles	DLPFC	0.194497043	0.070784129	0.006177984	-0.203735042	0.052738	0.000136913	0.009395337	-0.003851091	0.04797435	0.936072181	0.977609275	e4adj
ENSG00000152556	PFKM	12	Tangles	DLPFC	0.154407886	0.071191153	0.03047441	-0.201432167	0.05148052	0.000112697	0.008713327	-0.045350991	0.049224511	0.357619603	0.663345036	e4adj
ENSG00000166986	MARS1	12	Tangles	DLPFC	0.188004304	0.072080022	0.009322958	-0.155466975	0.049144739	0.00171733	0.031417573	0.036187469	0.052203035	0.488709402	0.756268413	e4adj
ENSG00000167550	RHEBL1	12	Tangles	DLPFC	0.150796183	0.071242012	0.034691723	-0.187360586	0.050303952	0.00023329	0.011863783	-0.034852929	0.050461191	0.490288773	0.757026096	e4adj
ENSG00000174437	ATP2A2	12	Tangles	DLPFC	0.184327411	0.071138121	0.009795252	-0.181107553	0.050435465	0.00038434	0.015166789	0.003016035	0.0500632	0.952000449	0.983438841	e4adj
ENSG00000177425	PAWR	12	Tangles	DLPFC	-0.168571189	0.070662859	0.01735688	0.204576578	0.052697825	0.000127154	0.009081281	0.036136348	0.047387801	0.446313274	0.728199674	e4adj
ENSG00000178498	DTX3	12	Tangles	DLPFC	0.173445883	0.071912939	0.016164449	0.000627532	0.05183555	0.990348852	0.996158859	0.180157048	0.050326367	0.00040015	0.021241346	e4adj
ENSG00000196850	PPTC7	12	Tangles	DLPFC	0.182712462	0.070811132	0.010104689	-0.044609482	0.053646039	0.406316579	0.621273502	0.147573727	0.047515301	0.002076509	0.04762593	e4adj
ENSG00000248100		12	Tangles	DLPFC	-0.150157966	0.071330816	0.035691576	0.153900781	0.050202195	0.002367857	0.037171359	-0.002787753	0.050763435	0.95624101	0.98459115	e4adj
ENSG00000250166	C2CD5-AS1	12	Tangles	DLPFC	-0.228608078	0.070638664	0.001276462	-0.014827309	0.051902172	0.775319956	0.888383439	-0.242351782	0.047910223	7.32E-07	0.00065869	e4adj
ENSG00000258057	BCDIN3D-AS1	12	Tangles	DLPFC	0.15861388	0.07041634	0.024644383	-0.221956492	0.053378877	4.18E-05	0.005545652	-0.058484998	0.047722626	0.221328227	0.536408839	e4adj
ENSG00000052126	PLEKHA5	12	Tangles	PCC	-0.239579302	0.088294791	0.006962714	0.248109516	0.066353398	0.000244926	0.042081443	0.007611041	0.058170739	0.896041287	0.982978192	e4adj
ENSG00000139531	SUOX	12	Tangles	PCC	0.275259438	0.088246509	0.001951719	-0.284031695	0.064223869	1.65E-05	0.012078283	-0.006279476	0.06030681	0.917180176	0.988255647	e4adj
ENSG00000179941	BBS10	12	Tangles	PCC	0.221204316	0.089436683	0.013823387	-0.244381896	0.062278298	0.000122045	0.030735261	-0.025150699	0.062745049	0.688991008	0.924941029	e4adj
ENSG00000205707	ETFRF1	12	Tangles	PCC	0.229307653	0.088983296	0.010343307	-0.260856651	0.07036743	0.00027576	0.044083296	-0.022548021	0.056772116	0.691692328	0.925670613	e4adj
ENSG00000110987	BCL7A	12	Tangles	CN	-0.211049888	0.079103502	0.007892966	0.183494352	0.055090301	0.001006806	0.045877801	-0.036033609	0.056675947	0.52553646	0.775223576	e4adj
ENSG00000166986	MARS1	12	Tangles	CN	0.183082611	0.078833982	0.020639574	-0.233889227	0.054174426	2.34E-05	0.013162288	-0.052865493	0.058252859	0.365066785	0.659532495	e4adj
ENSG00000286671		12	Tangles	CN	-0.19050168	0.078762752	0.015955188	0.192471606	0.055887933	0.000679809	0.040623132	0.001628834	0.055759032	0.976720284	0.990703174	e4adj
ENSG00000102763	VWA8	13	Tangles	DLPFC	0.155927322	0.07039136	0.027118494	-0.208850462	0.051853759	7.13E-05	0.007193104	-0.048479901	0.048145548	0.314762181	0.625802061	e4adj
ENSG00000122025	FLT3	13	Tangles	DLPFC	0.176882452	0.071561788	0.013717418	-0.162693972	0.056486104	0.004256945	0.049790835	0.013781465	0.044978078	0.75950678	0.907340229	e4adj
ENSG00000122026	RPL21	13	Tangles	DLPFC	-0.277229442	0.071718725	0.000122746	0.180492665	0.049395128	0.00030412	0.013820453	-0.096155151	0.051405646	0.06237273	0.284963325	e4adj
ENSG00000132950	ZMYM5	13	Tangles	DLPFC	-0.170930354	0.071002933	0.016363822	0.152156836	0.051388423	0.00330967	0.043907093	-0.022366855	0.049195793	0.649685716	0.850795511	e4adj
ENSG00000005810	MYCBP2	13	Tangles	PCC	-0.250725789	0.088067161	0.00465311	0.272640249	0.067621666	8.04E-05	0.025818177	0.020925591	0.057068085	0.714269657	0.932150865	e4adj
ENSG00000150893	FREM2	13	Tangles	PCC	0.250173459	0.087884042	0.004658158	-0.248403027	0.066542665	0.000250629	0.042088617	-0.002058518	0.058276394	0.971859173	0.995185174	e4adj
ENSG00000175198	PCCA	13	Tangles	PCC	0.19288274	0.08806805	0.029120126	-0.257573398	0.066420043	0.000145537	0.03121943	-0.067175618	0.05815148	0.249473736	0.715714267	e4adj
ENSG00000185950	IRS2	13	Tangles	PCC	-0.198086915	0.087692449	0.024456885	0.271493795	0.06940669	0.000127981	0.031214054	0.076216725	0.055270891	0.169534723	0.64993967	e4adj
ENSG00000132952	USPL1	13	Tangles	CN	0.188155146	0.079693527	0.01863377	0.013201629	0.05599791	0.81383296	0.927441579	0.208440521	0.056855532	0.000304477	0.022009532	e4adj
ENSG00000139746	RBM26	13	Tangles	CN	0.18967989	0.078581996	0.01616838	0.006232723	0.05750956	0.913789783	0.968943603	0.192674895	0.053439188	0.000380413	0.023686043	e4adj
ENSG00000230793	SMARCE1P5	13	Tangles	CN	0.193431061	0.078385073	0.013952731	0.013448605	0.059237727	0.820601261	0.930481898	0.206997616	0.051702769	8.37E-05	0.011196032	e4adj
ENSG00000287650		13	Tangles	CN	-0.208642158	0.078749457	0.00833349	0.221077127	0.057119139	0.000141086	0.020949603	0.003703319	0.054365313	0.945748704	0.979616178	e4adj
ENSG00000033170	FUT8	14	Tangles	DLPFC	-0.172891006	0.071234941	0.015510556	0.011748548	0.052013338	0.821450397	0.912621778	-0.160676062	0.048352299	0.00099927	0.03258496	e4adj
ENSG00000066739	ATG2B	14	Tangles	DLPFC	0.206176735	0.071699811	0.004173941	-0.14839626	0.049962462	0.003214503	0.043327019	0.059656102	0.051017425	0.243187541	0.560319598	e4adj
ENSG00000100485	SOS2	14	Tangles	DLPFC	-0.159830891	0.071158561	0.025053177	0.197487544	0.050249686	0.000105237	0.008479648	0.039119377	0.050963889	0.443326516	0.725553558	e4adj
ENSG00000100575	TIMM9	14	Tangles	DLPFC	0.217790606	0.072133692	0.002639765	-0.200664142	0.048039474	3.87E-05	0.005459025	0.026017229	0.053744452	0.62866953	0.83968391	e4adj
ENSG00000100802	C14orf93	14	Tangles	DLPFC	-0.144620823	0.072540821	0.046635435	0.15247724	0.047835936	0.001584975	0.030024899	0.00972092	0.053731799	0.856554389	0.948845694	e4adj
ENSG00000100938	GMPR2	14	Tangles	DLPFC	0.184424497	0.071179424	0.009799182	-0.164561332	0.052602219	0.0019285	0.033051428	0.025162513	0.048507855	0.604325945	0.827087473	e4adj
ENSG00000119608	PROX2	14	Tangles	DLPFC	0.19923781	0.070897743	0.005109709	-0.044796633	0.052689928	0.395888841	0.611955186	0.15353941	0.047465443	0.00135154	0.037785251	e4adj
ENSG00000119640	ACYP1	14	Tangles	DLPFC	0.14885344	0.071230709	0.037055054	-0.163933864	0.051997308	0.001779509	0.032071269	-0.010784141	0.048984258	0.82589802	0.934209284	e4adj
ENSG00000126777	KTN1	14	Tangles	DLPFC	-0.148386443	0.07095278	0.036910591	0.1852496	0.049907642	0.000244795	0.012154029	0.034750989	0.050216248	0.489448709	0.756810641	e4adj
ENSG00000133985	TTC9	14	Tangles	DLPFC	0.214767215	0.070789177	0.002516838	-0.152952827	0.052126205	0.003598691	0.04531663	0.062153123	0.048382951	0.199907326	0.508610649	e4adj
ENSG00000139988	RDH12	14	Tangles	DLPFC	0.162124296	0.071385836	0.023488637	-0.160159802	0.050097014	0.001535407	0.029747852	0.001935361	0.050751001	0.969605527	0.988764752	e4adj
ENSG00000140025	EFCAB11	14	Tangles	DLPFC	-0.188487803	0.071320561	0.008433227	0.046681467	0.054881133	0.395669775	0.611869723	-0.144638276	0.046474904	0.002033618	0.047276767	e4adj
ENSG00000151327	FAM177A1	14	Tangles	DLPFC	-0.224384749	0.071083604	0.001674733	0.049021199	0.052117876	0.347667742	0.567688127	-0.176543561	0.048371643	0.000308904	0.018151374	e4adj
ENSG00000165943	MOAP1	14	Tangles	DLPFC	0.206441877	0.070923166	0.003736836	-0.182777325	0.053186701	0.000671574	0.019991616	0.022957199	0.047257806	0.627468576	0.839195019	e4adj
ENSG00000166091	CMTM5	14	Tangles	DLPFC	-0.154111586	0.070718578	0.029696936	-0.053204304	0.051431278	0.30173969	0.521528027	-0.207474565	0.048424571	2.46E-05	0.004888726	e4adj
ENSG00000176903	PNMA1	14	Tangles	DLPFC	0.17624026	0.071071777	0.013416339	-0.18129719	0.051311113	0.000474393	0.016786625	-0.003667241	0.049111346	0.940524822	0.979348188	e4adj
ENSG00000185567	AHNAK2	14	Tangles	DLPFC	0.19130836	0.070961153	0.007212297	-0.204701478	0.053085153	0.000140733	0.009502535	-0.011803668	0.047429027	0.803629297	0.924442365	e4adj
ENSG00000197102	DYNC1H1	14	Tangles	DLPFC	0.159766942	0.071187534	0.025170154	-0.161259488	0.0517429	0.002005219	0.033686015	-0.000334495	0.049190235	0.994578856	0.998200818	e4adj
ENSG00000198604	BAZ1A	14	Tangles	DLPFC	-0.151272646	0.071525175	0.03483852	0.172067669	0.049992332	0.000658906	0.019752156	0.020491633	0.050782866	0.686853287	0.87075946	e4adj
ENSG00000205683	DPF3	14	Tangles	DLPFC	-0.156816876	0.071026412	0.027624869	0.151917147	0.051625976	0.003505477	0.044826614	-0.004147734	0.048967589	0.932552746	0.976559954	e4adj
ENSG00000213463	SYNJ2BP	14	Tangles	DLPFC	-0.14827374	0.070627404	0.036193738	0.212505202	0.050503703	3.40E-05	0.005099641	0.065062058	0.049210446	0.187122494	0.493648611	e4adj
ENSG00000258498	DIO3OS	14	Tangles	DLPFC	-0.164188649	0.07091186	0.020922427	0.20436763	0.052439135	0.000119809	0.008787455	0.04110171	0.048092583	0.393425032	0.68977713	e4adj
ENSG00000119720	NRDE2	14	Tangles	PCC	-0.289913369	0.089437805	0.001293954	0.237793706	0.064374899	0.000289429	0.045092066	-0.054802447	0.061083022	0.370764442	0.794848931	e4adj
ENSG00000286931		14	Tangles	PCC	-0.244449707	0.088235788	0.005873404	0.27909054	0.071637589	0.000135933	0.03121943	0.028218179	0.053692378	0.599815012	0.898037232	e4adj
ENSG00000100813	ACIN1	14	Tangles	CN	0.209164124	0.078536613	0.008003624	-0.048467596	0.060073227	0.42059954	0.705311992	0.171943569	0.051591656	0.000998727	0.038586581	e4adj
ENSG00000100911	PSME2	14	Tangles	CN	0.20590412	0.078297042	0.008824163	-0.222556698	0.056777837	0.000116689	0.019460224	-0.01039091	0.054348254	0.848540855	0.941700568	e4adj
ENSG00000166091	CMTM5	14	Tangles	CN	-0.156919385	0.079484435	0.048941083	-0.032486318	0.058914971	0.581880896	0.807718994	-0.199960212	0.053648858	0.000242618	0.019860311	e4adj
ENSG00000058335	RASGRF1	15	Tangles	DLPFC	0.162334002	0.070691937	0.0219935	-0.183771125	0.051686876	0.000437593	0.016117216	-0.021605517	0.048318675	0.655087841	0.854071274	e4adj
ENSG00000103710	RASL12	15	Tangles	DLPFC	-0.144699141	0.071951681	0.044758586	0.153825196	0.05137342	0.002977905	0.041967046	0.011224398	0.050496843	0.824245802	0.933684453	e4adj
ENSG00000104112	SCG3	15	Tangles	DLPFC	-0.138262011	0.06857051	0.044202112	-0.093040928	0.050822116	0.06812802	0.218078582	-0.233596083	0.046542476	8.86E-07	0.000756889	e4adj
ENSG00000129038	LOXL1	15	Tangles	DLPFC	-0.162767054	0.071332803	0.022844865	0.154346598	0.052409511	0.003479578	0.04468166	-0.007391981	0.048737164	0.879547575	0.95669738	e4adj
ENSG00000137776	SLTM	15	Tangles	DLPFC	-0.177819345	0.070835168	0.012319659	0.200875775	0.050102931	7.68E-05	0.007390495	0.018200975	0.050071579	0.716484713	0.88564622	e4adj
ENSG00000137809	ITGA11	15	Tangles	DLPFC	-0.156716613	0.071070267	0.027819859	0.217077078	0.054371493	8.21E-05	0.00770811	0.059968391	0.046558069	0.198713562	0.50743777	e4adj
ENSG00000137818	RPLP1	15	Tangles	DLPFC	-0.165830271	0.071753858	0.021159875	0.159790877	0.051386707	0.002051666	0.034101957	-0.00846997	0.049963101	0.865496851	0.952460346	e4adj
ENSG00000140455	USP3	15	Tangles	DLPFC	-0.189762139	0.07105263	0.0077706	0.155989441	0.053616923	0.0038901	0.047272408	-0.036463488	0.04712766	0.439699207	0.722914518	e4adj
ENSG00000157766	ACAN	15	Tangles	DLPFC	0.153865534	0.07164237	0.032131746	-0.013464999	0.056666428	0.812337492	0.90745363	0.144885515	0.045531613	0.001613423	0.041526719	e4adj
ENSG00000169032	MAP2K1	15	Tangles	DLPFC	0.178959889	0.070847541	0.011789399	-0.160318741	0.05163973	0.002085657	0.034266936	0.019734217	0.048638798	0.685226445	0.870080311	e4adj
ENSG00000171914	TLN2	15	Tangles	DLPFC	0.147706738	0.071483478	0.039221143	-0.17376988	0.050128919	0.000603606	0.018855248	-0.027158899	0.050912284	0.594115418	0.822025391	e4adj
ENSG00000181827	RFX7	15	Tangles	DLPFC	0.157295956	0.071430632	0.028033137	-0.005491879	0.051641824	0.915378556	0.960880352	0.154851643	0.049314522	0.001855074	0.045153349	e4adj
ENSG00000188277	C15orf62	15	Tangles	DLPFC	0.185324218	0.070724613	0.00900235	0.015940418	0.05183242	0.758645493	0.879382371	0.200612811	0.048025675	3.86E-05	0.006542996	e4adj
ENSG00000259583	ALDH1A3-AS1	15	Tangles	DLPFC	0.169845749	0.070863469	0.016838777	-0.168602285	0.053376407	0.00174441	0.031743057	0.000555545	0.047747774	0.990724455	0.996204835	e4adj
ENSG00000273674		15	Tangles	DLPFC	-0.173597527	0.071263196	0.015135647	0.017318895	0.05241328	0.741303802	0.869246367	-0.160149857	0.048580684	0.001094671	0.034194968	e4adj
ENSG00000282100	HSP90AB4P	15	Tangles	DLPFC	-0.165581741	0.070722684	0.019538664	0.200051637	0.05061115	9.62E-05	0.008098982	0.029761988	0.049479861	0.547957284	0.793739073	e4adj
ENSG00000285883		15	Tangles	DLPFC	0.248905616	0.071028992	0.000491385	-0.093275588	0.052810769	0.078365375	0.236744903	0.155823939	0.04802393	0.001306721	0.0372792	e4adj
ENSG00000140374	ETFA	15	Tangles	PCC	0.260251917	0.087980859	0.003289528	-0.316776284	0.069540767	9.39E-06	0.010000274	-0.054181899	0.055583511	0.33091354	0.76924284	e4adj
ENSG00000103995	CEP152	15	Tangles	CN	0.220433126	0.078721024	0.005317333	-0.05571589	0.061136995	0.363064152	0.657634469	0.177088002	0.051084146	0.000626584	0.031112567	e4adj
ENSG00000104142	VPS18	15	Tangles	CN	-0.171588922	0.078668812	0.02966579	0.232809301	0.061183674	0.000181195	0.021995156	0.049333566	0.05161356	0.340142523	0.637305081	e4adj
ENSG00000136379	ABHD17C	15	Tangles	CN	-0.179119565	0.078364262	0.022713414	0.215021261	0.05555628	0.000141153	0.020949603	0.03535487	0.055338223	0.523518659	0.773583828	e4adj
ENSG00000259494	MRPL46	15	Tangles	CN	0.168519132	0.079600952	0.034779289	0.003472503	0.059133777	0.953223207	0.983839058	0.170559111	0.053509463	0.001630201	0.04806358	e4adj
ENSG00000005194	CIAPIN1	16	Tangles	DLPFC	0.144373236	0.070843437	0.041988859	-0.190547538	0.050849867	0.000214029	0.011322309	-0.046516051	0.049269876	0.345864531	0.655312191	e4adj
ENSG00000005513	SOX8	16	Tangles	DLPFC	-0.152090442	0.071251198	0.033194377	0.156795048	0.051985349	0.00277703	0.040800616	0.006172045	0.049074428	0.899997866	0.965062036	e4adj
ENSG00000038358	EDC4	16	Tangles	DLPFC	0.161339491	0.071476984	0.024347026	-0.156631893	0.050004277	0.001903491	0.032861932	0.005023184	0.050621232	0.921020446	0.971869102	e4adj
ENSG00000058600	POLR3E	16	Tangles	DLPFC	0.164566739	0.071853715	0.02234417	-0.154591772	0.050640207	0.002468589	0.038034967	0.020758925	0.051856518	0.689205928	0.872159754	e4adj
ENSG00000090581	GNPTG	16	Tangles	DLPFC	-0.17312915	0.071089931	0.015162652	0.014081974	0.052387592	0.788263742	0.895605055	-0.160828281	0.048472364	0.001017005	0.03271533	e4adj
ENSG00000099385	BCL7C	16	Tangles	DLPFC	-0.150396782	0.071152657	0.034944519	0.176004268	0.050004744	0.000498269	0.017304735	0.022560559	0.050573048	0.655843685	0.85419263	e4adj
ENSG00000103064	SLC7A6	16	Tangles	DLPFC	0.187127538	0.071140166	0.008743621	-0.167850219	0.051675922	0.001292094	0.02771927	0.019616383	0.048920461	0.688712671	0.871964538	e4adj
ENSG00000103197	TSC2	16	Tangles	DLPFC	0.164315018	0.070789668	0.020606206	-0.235041235	0.048610624	2.12E-06	0.002611149	-0.068990522	0.051097181	0.177961791	0.480404942	e4adj
ENSG00000103260	METRN	16	Tangles	DLPFC	-0.278014781	0.070368533	8.70E-05	0.19212607	0.050982619	0.000197391	0.010810323	-0.089480218	0.04860165	0.066582019	0.294251123	e4adj
ENSG00000103423	DNAJA3	16	Tangles	DLPFC	0.139775846	0.070914224	0.049169194	-0.182423147	0.050965401	0.000400966	0.015419039	-0.043437972	0.049209911	0.378091634	0.678049093	e4adj
ENSG00000103495	MAZ	16	Tangles	DLPFC	0.143772372	0.071083715	0.043552474	0.049646422	0.052281269	0.343071076	0.563510307	0.194555505	0.047940745	6.29E-05	0.008400026	e4adj
ENSG00000131153	GINS2	16	Tangles	DLPFC	-0.156163894	0.071008171	0.028235494	-0.034698667	0.052940643	0.512690909	0.708536846	-0.190770583	0.047821782	8.31E-05	0.009605791	e4adj
ENSG00000135709	KIAA0513	16	Tangles	DLPFC	0.16198393	0.071236357	0.023318947	-0.145304317	0.050473344	0.004275572	0.049834034	0.016015669	0.049977345	0.748840889	0.902020382	e4adj
ENSG00000140995	DEF8	16	Tangles	DLPFC	0.153360496	0.071218753	0.031680665	-0.176865698	0.049408436	0.000400505	0.015419039	-0.020887859	0.051450101	0.685040807	0.869958548	e4adj
ENSG00000154102	C16orf74	16	Tangles	DLPFC	-0.195815447	0.071861629	0.00661666	0.032965209	0.053537079	0.538524829	0.728645131	-0.160792408	0.048145046	0.000943018	0.031715081	e4adj
ENSG00000159713	TPPP3	16	Tangles	DLPFC	-0.235898637	0.07223165	0.00115247	0.038117277	0.05133532	0.458350225	0.665462682	-0.196687209	0.050299067	0.000113704	0.01067508	e4adj
ENSG00000162104	ADCY9	16	Tangles	DLPFC	0.176986956	0.071099191	0.013065001	-0.02173447	0.054006975	0.687645324	0.834265525	0.154017828	0.046788455	0.001112801	0.034446736	e4adj
ENSG00000166164	BRD7	16	Tangles	DLPFC	-0.154420938	0.070787419	0.029529393	0.21189562	0.048573131	1.77E-05	0.004154534	0.058576857	0.051097692	0.252543643	0.568887759	e4adj
ENSG00000166446	CDYL2	16	Tangles	DLPFC	0.220906707	0.070828593	0.001900908	-0.048708348	0.052587226	0.355058851	0.574624984	0.173072944	0.047679014	0.000332482	0.019000385	e4adj
ENSG00000166780	BMERB1	16	Tangles	DLPFC	0.158689251	0.071059479	0.025898382	-0.150448501	0.051868793	0.003997596	0.048035805	0.006555914	0.048993383	0.893639602	0.962682141	e4adj
ENSG00000167969	ECI1	16	Tangles	DLPFC	-0.193271932	0.071541275	0.007093701	0.170190433	0.050396625	0.000828405	0.022096142	-0.029076328	0.050776201	0.567313813	0.80612816	e4adj
ENSG00000167972	ABCA3	16	Tangles	DLPFC	0.199535107	0.070859436	0.00502086	-0.153636378	0.051887665	0.003309404	0.043907093	0.044826041	0.04854383	0.356523946	0.662921318	e4adj
ENSG00000175938	ORAI3	16	Tangles	DLPFC	-0.197073412	0.070968258	0.005656196	0.178421976	0.051048179	0.000544518	0.017927115	-0.01816057	0.049144477	0.711986788	0.88359351	e4adj
ENSG00000196118	CFAP119	16	Tangles	DLPFC	0.15311773	0.072084203	0.034059172	-0.15130614	0.05236812	0.004139783	0.048649568	0.001156526	0.049508791	0.981378432	0.992517337	e4adj
ENSG00000205250	E2F4	16	Tangles	DLPFC	0.164927602	0.072283545	0.022852147	0.035044454	0.049589432	0.480300995	0.682978803	0.205903554	0.052006162	9.37E-05	0.009992135	e4adj
ENSG00000229809	ZNF688	16	Tangles	DLPFC	-0.166479177	0.071025134	0.019400864	0.216264275	0.05026972	2.29E-05	0.004437934	0.041897701	0.050451518	0.406933455	0.700331014	e4adj
ENSG00000259933	PKD1-AS1	16	Tangles	DLPFC	0.194229316	0.071799585	0.007017884	-0.173013258	0.04982478	0.000590837	0.018683209	0.024511606	0.051413382	0.633878843	0.842610398	e4adj
ENSG00000260664		16	Tangles	DLPFC	-0.181314711	0.070494049	0.010345148	0.190835084	0.052719439	0.000345391	0.014572091	0.010611866	0.047327315	0.822734526	0.933098689	e4adj
ENSG00000260816		16	Tangles	DLPFC	-0.142832462	0.070561392	0.043381823	0.202428541	0.051992973	0.000121636	0.008881999	0.055821374	0.048323718	0.248934195	0.565329267	e4adj
ENSG00000261560		16	Tangles	DLPFC	-0.157512564	0.070985697	0.026858446	0.166073603	0.051124391	0.001290822	0.02771927	0.003357077	0.049400264	0.945864809	0.981529259	e4adj
ENSG00000122386	ZNF205	16	Tangles	PCC	-0.193357992	0.088038301	0.028676064	0.257031897	0.066685617	0.000159406	0.032927251	0.062550246	0.057549579	0.278468217	0.739301334	e4adj
ENSG00000170540	ARL6IP1	16	Tangles	PCC	0.230332712	0.087548214	0.008861793	-0.280921888	0.068637042	6.32E-05	0.023235076	-0.051608512	0.055303568	0.351914597	0.78213855	e4adj
