gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	dev_nobatch	rank_nobatch
ENSG00000237605	ENSG00000237605	HAVANA	gene	2	AL591846.2	lncRNA	AL591846.2; ENSG00000237605	chr1	1003.78638817719	18811
ENSG00000143479	ENSG00000143479	HAVANA	gene	17	DYRK3	protein_coding	DYRK3; ENSG00000143479	chr1	10355.8017238911	11936
ENSG00000162889	ENSG00000162889	HAVANA	gene	10	MAPKAPK2	protein_coding	MAPKAPK2; ENSG00000162889	chr1	34862.7763838429	5032
ENSG00000136634	ENSG00000136634	HAVANA	gene	7	IL10	protein_coding	IL10; ENSG00000136634	chr1	815.530918678351	19414
ENSG00000142224	ENSG00000142224	HAVANA	gene	16	IL19	protein_coding	IL19; ENSG00000142224	chr1	868.494443331609	19233
ENSG00000162891	ENSG00000162891	HAVANA	gene	10	IL20	protein_coding	IL20; ENSG00000162891	chr1	233.666279021747	22979
ENSG00000162892	ENSG00000162892	HAVANA	gene	16	IL24	protein_coding	IL24; ENSG00000162892	chr1	0	29840
ENSG00000162894	ENSG00000162894	HAVANA	gene	12	FCMR	protein_coding	FCMR; ENSG00000162894	chr1	2675.19449133677	16046
ENSG00000162896	ENSG00000162896	HAVANA	gene	6	PIGR	protein_coding	PIGR; ENSG00000162896	chr1	254.181934752204	22767
ENSG00000162897	ENSG00000162897	HAVANA	gene	16	FCAMR	protein_coding	FCAMR; ENSG00000162897	chr1	42.5887396308781	27345
ENSG00000182795	ENSG00000182795	HAVANA	gene	13	C1orf116	protein_coding	C1orf116; ENSG00000182795	chr1	178.220335828502	23725
ENSG00000123836	ENSG00000123836	HAVANA	gene	15	PFKFB2	protein_coding	PFKFB2; ENSG00000123836	chr1	31384.1896098623	5811
ENSG00000180667	ENSG00000180667	HAVANA	gene	10	YOD1	protein_coding	YOD1; ENSG00000180667	chr1	13931.8668262848	10684
ENSG00000123843	ENSG00000123843	HAVANA	gene	13	C4BPB	protein_coding	C4BPB; ENSG00000123843	chr1	40.3068761806086	27685
ENSG00000123838	ENSG00000123838	HAVANA	gene	11	C4BPA	protein_coding	C4BPA; ENSG00000123838	chr1	92.9471530103847	25519
ENSG00000275392	ENSG00000275392	HAVANA	gene	1	AL445493.3	lncRNA	AL445493.3; ENSG00000275392	chr1	3601.25268964354	15215
ENSG00000196352	ENSG00000196352	HAVANA	gene	15	CD55	protein_coding	CD55; ENSG00000196352	chr1	47483.3515647876	3063
ENSG00000117322	ENSG00000117322	HAVANA	gene	17	CR2	protein_coding	CR2; ENSG00000117322	chr1	606.778542851043	20246
ENSG00000203710	ENSG00000203710	HAVANA	gene	11	CR1	protein_coding	CR1; ENSG00000203710	chr1	1160.33577824723	18396
ENSG00000197721	ENSG00000197721	HAVANA	gene	17	CR1L	protein_coding	CR1L; ENSG00000197721	chr1	127.343874798875	24687
ENSG00000117335	ENSG00000117335	HAVANA	gene	19	CD46	protein_coding	CD46; ENSG00000117335	chr1	47328.0258377493	3082
ENSG00000203709	ENSG00000203709	HAVANA	gene	12	MIR29B2CHG	lncRNA	MIR29B2CHG; ENSG00000203709	chr1	14324.7599026078	10564
ENSG00000174059	ENSG00000174059	HAVANA	gene	17	CD34	protein_coding	CD34; ENSG00000174059	chr1	19492.2061115011	8829
ENSG00000285719	ENSG00000285719	HAVANA	gene	2	AL356275.1	lncRNA	AL356275.1; ENSG00000285719	chr1	89.8200484173186	25601
ENSG00000284237	ENSG00000284237	HAVANA	gene	1	LINC02767	lncRNA	LINC02767; ENSG00000284237	chr1	1931.60188949912	16916
ENSG00000076356	ENSG00000076356	HAVANA	gene	7	PLXNA2	protein_coding	PLXNA2; ENSG00000076356	chr1	31583.1696825699	5762
ENSG00000286198	ENSG00000286198	HAVANA	gene	1	AL606753.2	lncRNA	AL606753.2; ENSG00000286198	chr1	95.4750651296938	25438
ENSG00000261453	ENSG00000261453	HAVANA	gene	2	LINC01735	lncRNA	LINC01735; ENSG00000261453	chr1	22.015696097951	28982
ENSG00000259815	ENSG00000259815	HAVANA	gene	1	LINC02769	lncRNA	LINC02769; ENSG00000259815	chr1	22.0990201854281	28944
ENSG00000232812	ENSG00000232812	HAVANA	gene	2	LINC01717	lncRNA	LINC01717; ENSG00000232812	chr1	62.7228540077303	26397
ENSG00000287046	ENSG00000287046	HAVANA	gene	1	AC092810.4	lncRNA	AC092810.4; ENSG00000287046	chr1	61.6585188722615	26479
ENSG00000232537	ENSG00000232537	HAVANA	gene	2	AC092810.3	lncRNA	AC092810.3; ENSG00000232537	chr1	453.274330178705	21065
ENSG00000227940	ENSG00000227940	HAVANA	gene	2	LINC01696	lncRNA	LINC01696; ENSG00000227940	chr1	49.1247291638962	26917
ENSG00000230937	ENSG00000230937	HAVANA	gene	12	MIR205HG	lncRNA	MIR205HG; ENSG00000230937	chr1	22.5018701155246	28778
ENSG00000224260	ENSG00000224260	HAVANA	gene	6	AL023754.1	lncRNA	AL023754.1; ENSG00000224260	chr1	38.9060437943601	27812
ENSG00000287902	ENSG00000287902	HAVANA	gene	1	AL023754.2	lncRNA	AL023754.2; ENSG00000287902	chr1	20.2286407692013	29596
ENSG00000008118	ENSG00000008118	HAVANA	gene	10	CAMK1G	protein_coding	CAMK1G; ENSG00000008118	chr1	29276.8139005061	6264
ENSG00000196878	ENSG00000196878	HAVANA	gene	15	LAMB3	protein_coding	LAMB3; ENSG00000196878	chr1	8003.89828034761	12801
ENSG00000227591	ENSG00000227591	HAVANA	gene	5	HSD11B1-AS1	lncRNA	HSD11B1-AS1; ENSG00000227591	chr1	2274.78031566572	16486
ENSG00000123689	ENSG00000123689	HAVANA	gene	6	G0S2	protein_coding	G0S2; ENSG00000123689	chr1	7129.9275536611	13182
ENSG00000117594	ENSG00000117594	HAVANA	gene	10	HSD11B1	protein_coding	HSD11B1; ENSG00000117594	chr1	12050.6836132	11333
ENSG00000009790	ENSG00000009790	HAVANA	gene	15	TRAF3IP3	protein_coding	TRAF3IP3; ENSG00000009790	chr1	2887.13895236916	15832
ENSG00000162757	ENSG00000162757	HAVANA	gene	4	C1orf74	protein_coding	C1orf74; ENSG00000162757	chr1	6051.07197484136	13686
ENSG00000117595	ENSG00000117595	HAVANA	gene	12	IRF6	protein_coding	IRF6; ENSG00000117595	chr1	4658.62364754979	14456
ENSG00000117597	ENSG00000117597	HAVANA	gene	18	UTP25	protein_coding	UTP25; ENSG00000117597	chr1	20927.7143377749	8386
ENSG00000143469	ENSG00000143469	HAVANA	gene	19	SYT14	protein_coding	SYT14; ENSG00000143469	chr1	25118.5895155427	7277
ENSG00000203706	ENSG00000203706	HAVANA	gene	8	SERTAD4-AS1	lncRNA	SERTAD4-AS1; ENSG00000203706	chr1	17277.9309087002	9565
ENSG00000082497	ENSG00000082497	HAVANA	gene	12	SERTAD4	protein_coding	SERTAD4; ENSG00000082497	chr1	17153.8981075669	9610
ENSG00000054392	ENSG00000054392	HAVANA	gene	13	HHAT	protein_coding	HHAT; ENSG00000054392	chr1	5022.84706228925	14257
ENSG00000287354	ENSG00000287354	HAVANA	gene	1	AL034351.4	lncRNA	AL034351.4; ENSG00000287354	chr1	100.606785223437	25263
ENSG00000143473	ENSG00000143473	HAVANA	gene	13	KCNH1	protein_coding	KCNH1; ENSG00000143473	chr1	9031.8017736875	12415
ENSG00000284376	ENSG00000284376	HAVANA	gene	1	AC092017.4	lncRNA	AC092017.4; ENSG00000284376	chr1	40.3066070629655	27686
ENSG00000234233	ENSG00000234233	HAVANA	gene	1	KCNH1-IT1	lncRNA	KCNH1-IT1; ENSG00000234233	chr1	509.597009390188	20738
ENSG00000117625	ENSG00000117625	HAVANA	gene	13	RCOR3	protein_coding	RCOR3; ENSG00000117625	chr1	35902.6258416074	4833
ENSG00000082512	ENSG00000082512	HAVANA	gene	15	TRAF5	protein_coding	TRAF5; ENSG00000082512	chr1	9517.28618686422	12236
ENSG00000287033	ENSG00000287033	HAVANA	gene	1	AL590101.1	lncRNA	AL590101.1; ENSG00000287033	chr1	855.920154194879	19276
ENSG00000153363	ENSG00000153363	HAVANA	gene	13	LINC00467	lncRNA	LINC00467; ENSG00000153363	chr1	17948.6634158334	9365
ENSG00000198570	ENSG00000198570	HAVANA	gene	5	RD3	protein_coding	RD3; ENSG00000198570	chr1	463.814987291828	20996
ENSG00000170385	ENSG00000170385	HAVANA	gene	10	SLC30A1	protein_coding	SLC30A1; ENSG00000170385	chr1	30895.747994312	5907
ENSG00000261314	ENSG00000261314	HAVANA	gene	1	AC105275.2	lncRNA	AC105275.2; ENSG00000261314	chr1	0	29840
ENSG00000228792	ENSG00000228792	HAVANA	gene	3	AL356310.1	lncRNA	AL356310.1; ENSG00000228792	chr1	210.876257707846	23268
ENSG00000227764	ENSG00000227764	HAVANA	gene	2	LINC01693	lncRNA	LINC01693; ENSG00000227764	chr1	207.008435852855	23321
ENSG00000117650	ENSG00000117650	HAVANA	gene	13	NEK2	protein_coding	NEK2; ENSG00000117650	chr1	741.151302842687	19656
ENSG00000231057	ENSG00000231057	HAVANA	gene	4	AC096637.2	lncRNA	AC096637.2; ENSG00000231057	chr1	2253.86377985448	16516
ENSG00000123684	ENSG00000123684	HAVANA	gene	13	LPGAT1	protein_coding	LPGAT1; ENSG00000123684	chr1	44648.4979324252	3428
ENSG00000229258	ENSG00000229258	HAVANA	gene	6	LPGAT1-AS1	lncRNA	LPGAT1-AS1; ENSG00000229258	chr1	42.4620364277623	27366
ENSG00000143493	ENSG00000143493	HAVANA	gene	13	INTS7	protein_coding	INTS7; ENSG00000143493	chr1	13320.5778395581	10878
ENSG00000143476	ENSG00000143476	HAVANA	gene	18	DTL	protein_coding	DTL; ENSG00000143476	chr1	366.514273157615	21706
ENSG00000226251	ENSG00000226251	HAVANA	gene	6	LINC02608	lncRNA	LINC02608; ENSG00000226251	chr1	470.182943326319	20954
ENSG00000066027	ENSG00000066027	HAVANA	gene	12	PPP2R5A	protein_coding	PPP2R5A; ENSG00000066027	chr1	40724.8362239141	4002
ENSG00000230063	ENSG00000230063	HAVANA	gene	1	AL360091.2	lncRNA	AL360091.2; ENSG00000230063	chr1	42.4675465408461	27364
ENSG00000234915	ENSG00000234915	HAVANA	gene	1	AL360091.3	lncRNA	AL360091.3; ENSG00000234915	chr1	22.4297619913847	28807
ENSG00000229832	ENSG00000229832	HAVANA	gene	1	AL360091.1	lncRNA	AL360091.1; ENSG00000229832	chr1	43.2158091372562	27245
ENSG00000065600	ENSG00000065600	HAVANA	gene	12	PACC1	protein_coding	PACC1; ENSG00000065600	chr1	33729.5470480901	5254
ENSG00000287445	ENSG00000287445	HAVANA	gene	1	AC092803.3	lncRNA	AC092803.3; ENSG00000287445	chr1	241.610066781889	22886
ENSG00000117691	ENSG00000117691	HAVANA	gene	10	NENF	protein_coding	NENF; ENSG00000117691	chr1	87468.0823581944	738
ENSG00000224535	ENSG00000224535	HAVANA	gene	2	LINC02771	lncRNA	LINC02771; ENSG00000224535	chr1	55.6352454014885	26858
ENSG00000228067	ENSG00000228067	HAVANA	gene	1	LINC01740	lncRNA	LINC01740; ENSG00000228067	chr1	334.155597775294	21982
ENSG00000260805	ENSG00000260805	HAVANA	gene	2	AC092803.1	lncRNA	AC092803.1; ENSG00000260805	chr1	7429.38423838279	13049
ENSG00000288007	ENSG00000288007	HAVANA	gene	1	AC092803.4	lncRNA	AC092803.4; ENSG00000288007	chr1	201.020122787862	23422
ENSG00000162772	ENSG00000162772	HAVANA	gene	17	ATF3	protein_coding	ATF3; ENSG00000162772	chr1	16233.9780408604	9901
ENSG00000162771	ENSG00000162771	HAVANA	gene	8	FAM71A	protein_coding	FAM71A; ENSG00000162771	chr1	41.007897134567	27593
ENSG00000237980	ENSG00000237980	HAVANA	gene	2	LINC02773	lncRNA	LINC02773; ENSG00000237980	chr1	179.858421646564	23693
ENSG00000123685	ENSG00000123685	HAVANA	gene	9	BATF3	protein_coding	BATF3; ENSG00000123685	chr1	3762.41776613744	15070
ENSG00000117697	ENSG00000117697	HAVANA	gene	15	NSL1	protein_coding	NSL1; ENSG00000117697	chr1	36861.025080538	4665
ENSG00000203705	ENSG00000203705	HAVANA	gene	11	TATDN3	protein_coding	TATDN3; ENSG00000203705	chr1	28074.7207422078	6545
ENSG00000185523	ENSG00000185523	HAVANA	gene	6	SPATA45	protein_coding	SPATA45; ENSG00000185523	chr1	575.809587862867	20379
ENSG00000198468	ENSG00000198468	HAVANA	gene	9	FLVCR1-DT	lncRNA	FLVCR1-DT; ENSG00000198468	chr1	6762.20107685767	13352
ENSG00000162769	ENSG00000162769	HAVANA	gene	13	FLVCR1	protein_coding	FLVCR1; ENSG00000162769	chr1	33829.0002382784	5233
ENSG00000143494	ENSG00000143494	HAVANA	gene	15	VASH2	protein_coding	VASH2; ENSG00000143494	chr1	2710.05276244629	16008
ENSG00000174606	ENSG00000174606	HAVANA	gene	14	ANGEL2	protein_coding	ANGEL2; ENSG00000174606	chr1	22124.6915845311	8038
ENSG00000136643	ENSG00000136643	HAVANA	gene	12	RPS6KC1	protein_coding	RPS6KC1; ENSG00000136643	chr1	27758.2069620869	6607
ENSG00000225233	ENSG00000225233	HAVANA	gene	2	AL592402.1	lncRNA	AL592402.1; ENSG00000225233	chr1	23.2983276933449	28433.5
ENSG00000230461	ENSG00000230461	HAVANA	gene	9	PROX1-AS1	lncRNA	PROX1-AS1; ENSG00000230461	chr1	2694.56812682893	16027
ENSG00000281664	ENSG00000281664	HAVANA	gene	1	LINC00538	lncRNA	LINC00538; ENSG00000281664	chr1	22.4802791769706	28783
ENSG00000117707	ENSG00000117707	HAVANA	gene	16	PROX1	protein_coding	PROX1; ENSG00000117707	chr1	18601.3698971814	9124
ENSG00000274895	ENSG00000274895	HAVANA	gene	1	AC011700.1	lncRNA	AC011700.1; ENSG00000274895	chr1	285.03772406859	22448
ENSG00000272167	ENSG00000272167	HAVANA	gene	2	AL606537.1	lncRNA	AL606537.1; ENSG00000272167	chr1	23.5374029077833	28368.5
ENSG00000283518	ENSG00000283518	HAVANA	gene	1	LINC02775	lncRNA	LINC02775; ENSG00000283518	chr1	78.6812430084112	25914
ENSG00000143499	ENSG00000143499	HAVANA	gene	14	SMYD2	protein_coding	SMYD2; ENSG00000143499	chr1	31528.1977126496	5773
ENSG00000152104	ENSG00000152104	HAVANA	gene	12	PTPN14	protein_coding	PTPN14; ENSG00000152104	chr1	19627.7394362757	8796
ENSG00000117724	ENSG00000117724	HAVANA	gene	13	CENPF	protein_coding	CENPF; ENSG00000117724	chr1	3712.13294278993	15111
ENSG00000287008	ENSG00000287008	HAVANA	gene	1	AC099563.2	lncRNA	AC099563.2; ENSG00000287008	chr1	22.2797212985388	28868
ENSG00000082482	ENSG00000082482	HAVANA	gene	13	KCNK2	protein_coding	KCNK2; ENSG00000082482	chr1	8047.75950342417	12781
ENSG00000136636	ENSG00000136636	HAVANA	gene	13	KCTD3	protein_coding	KCTD3; ENSG00000136636	chr1	35537.3118741936	4899
ENSG00000042781	ENSG00000042781	HAVANA	gene	13	USH2A	protein_coding	USH2A; ENSG00000042781	chr1	1185.80672427226	18338
ENSG00000196482	ENSG00000196482	HAVANA	gene	17	ESRRG	protein_coding	ESRRG; ENSG00000196482	chr1	21037.8729844862	8351
ENSG00000092978	ENSG00000092978	HAVANA	gene	11	GPATCH2	protein_coding	GPATCH2; ENSG00000092978	chr1	21653.5375572574	8190
ENSG00000162814	ENSG00000162814	HAVANA	gene	11	SPATA17	protein_coding	SPATA17; ENSG00000162814	chr1	8379.68398309637	12658
ENSG00000232100	ENSG00000232100	HAVANA	gene	1	LINC01653	lncRNA	LINC01653; ENSG00000232100	chr1	20.4874811140056	29526
ENSG00000067533	ENSG00000067533	HAVANA	gene	6	RRP15	protein_coding	RRP15; ENSG00000067533	chr1	25524.4576315297	7168
ENSG00000232480	ENSG00000232480	HAVANA	gene	1	TGFB2-AS1	lncRNA	TGFB2-AS1; ENSG00000232480	chr1	1206.6985101814	18290
ENSG00000092969	ENSG00000092969	HAVANA	gene	12	TGFB2	protein_coding	TGFB2; ENSG00000092969	chr1	8473.58944450715	12623
ENSG00000228208	ENSG00000228208	HAVANA	gene	7	C1orf143	lncRNA	C1orf143; ENSG00000228208	chr1	1034.87375872206	18725
ENSG00000225561	ENSG00000225561	HAVANA	gene	2	LINC01710	lncRNA	LINC01710; ENSG00000225561	chr1	24.2832374775889	28183
ENSG00000228063	ENSG00000228063	HAVANA	gene	2	LYPLAL1-DT	lncRNA	LYPLAL1-DT; ENSG00000228063	chr1	2503.42854188008	16236
ENSG00000143353	ENSG00000143353	HAVANA	gene	12	LYPLAL1	protein_coding	LYPLAL1; ENSG00000143353	chr1	32024.0672979742	5660
ENSG00000277007	ENSG00000277007	HAVANA	gene	1	AC096642.1	lncRNA	AC096642.1; ENSG00000277007	chr1	1731.32516575535	17229
ENSG00000287676	ENSG00000287676	HAVANA	gene	1	AC096642.2	lncRNA	AC096642.2; ENSG00000287676	chr1	129.002865603325	24636
ENSG00000228536	ENSG00000228536	HAVANA	gene	3	LYPLAL1-AS1	lncRNA	LYPLAL1-AS1; ENSG00000228536	chr1	931.843527956896	19030
ENSG00000238232	ENSG00000238232	HAVANA	gene	1	AL356364.1	lncRNA	AL356364.1; ENSG00000238232	chr1	38.5105063734193	27847
ENSG00000215817	ENSG00000215817	HAVANA	gene	7	ZC3H11B	protein_coding	ZC3H11B; ENSG00000215817	chr1	2041.71563060047	16772
ENSG00000196660	ENSG00000196660	HAVANA	gene	10	SLC30A10	protein_coding	SLC30A10; ENSG00000196660	chr1	9422.48985009809	12274
ENSG00000136628	ENSG00000136628	HAVANA	gene	18	EPRS	protein_coding	EPRS; ENSG00000136628	chr1	55891.7183448107	2199
ENSG00000162813	ENSG00000162813	HAVANA	gene	18	BPNT1	protein_coding	BPNT1; ENSG00000162813	chr1	18259.3797221543	9243
ENSG00000067704	ENSG00000067704	HAVANA	gene	10	IARS2	protein_coding	IARS2; ENSG00000067704	chr1	39477.7788877029	4200
ENSG00000118873	ENSG00000118873	HAVANA	gene	16	RAB3GAP2	protein_coding	RAB3GAP2; ENSG00000118873	chr1	53178.1844061081	2462
ENSG00000116141	ENSG00000116141	HAVANA	gene	15	MARK1	protein_coding	MARK1; ENSG00000116141	chr1	34664.8566883392	5070
ENSG00000162817	ENSG00000162817	HAVANA	gene	7	C1orf115	protein_coding	C1orf115; ENSG00000162817	chr1	9453.98416698608	12265
ENSG00000117791	ENSG00000117791	HAVANA	gene	16	MARC2	protein_coding	MARC2; ENSG00000117791	chr1	16730.2095941114	9738
ENSG00000186205	ENSG00000186205	HAVANA	gene	13	MARC1	protein_coding	MARC1; ENSG00000186205	chr1	19914.813687637	8700
ENSG00000221571	ENSG00000221571	HAVANA	gene	3	RNU6ATAC35P	lncRNA	RNU6ATAC35P; ENSG00000221571	chr1	3568.70909768205	15243
ENSG00000272823	ENSG00000272823	HAVANA	gene	1	AL445423.1	lncRNA	AL445423.1; ENSG00000272823	chr1	1418.29399834457	17810
ENSG00000257551	ENSG00000257551	HAVANA	gene	1	HLX-AS1	lncRNA	HLX-AS1; ENSG00000257551	chr1	440.644580464782	21162
ENSG00000136630	ENSG00000136630	HAVANA	gene	13	HLX	protein_coding	HLX; ENSG00000136630	chr1	2947.83581813411	15787
ENSG00000234754	ENSG00000234754	HAVANA	gene	2	LINC02817	lncRNA	LINC02817; ENSG00000234754	chr1	389.589403720556	21523
ENSG00000232436	ENSG00000232436	HAVANA	gene	1	AL360013.2	lncRNA	AL360013.2; ENSG00000232436	chr1	47.6005679030275	26938
ENSG00000286398	ENSG00000286398	HAVANA	gene	1	AL360013.3	lncRNA	AL360013.3; ENSG00000286398	chr1	129.91696991587	24605
ENSG00000143507	ENSG00000143507	HAVANA	gene	18	DUSP10	protein_coding	DUSP10; ENSG00000143507	chr1	9193.74934802211	12372
ENSG00000227925	ENSG00000227925	HAVANA	gene	2	LINC01655	lncRNA	LINC01655; ENSG00000227925	chr1	19.9892878838904	29640
ENSG00000232679	ENSG00000232679	HAVANA	gene	2	LINC01705	lncRNA	LINC01705; ENSG00000232679	chr1	41.0742411838886	27586
ENSG00000236230	ENSG00000236230	HAVANA	gene	2	AL356108.1	lncRNA	AL356108.1; ENSG00000236230	chr1	633.080939990165	20114
ENSG00000276997	ENSG00000276997	HAVANA	gene	4	AL513314.2	lncRNA	AL513314.2; ENSG00000276997	chr1	586.313601712977	20342
ENSG00000143512	ENSG00000143512	HAVANA	gene	13	HHIPL2	protein_coding	HHIPL2; ENSG00000143512	chr1	157.263551361272	24048
ENSG00000143498	ENSG00000143498	HAVANA	gene	18	TAF1A	protein_coding	TAF1A; ENSG00000143498	chr1	8267.92172218127	12696
ENSG00000225265	ENSG00000225265	HAVANA	gene	2	TAF1A-AS1	lncRNA	TAF1A-AS1; ENSG00000225265	chr1	6647.41521814639	13403
ENSG00000154305	ENSG00000154305	HAVANA	gene	18	MIA3	protein_coding	MIA3; ENSG00000154305	chr1	48524.8855402713	2957
ENSG00000272750	ENSG00000272750	HAVANA	gene	1	AL592148.3	lncRNA	AL592148.3; ENSG00000272750	chr1	10587.4089992593	11863
ENSG00000186063	ENSG00000186063	HAVANA	gene	13	AIDA	protein_coding	AIDA; ENSG00000186063	chr1	51702.2356301302	2613
ENSG00000162819	ENSG00000162819	HAVANA	gene	12	BROX	protein_coding	BROX; ENSG00000162819	chr1	40373.1457006303	4056
ENSG00000197520	ENSG00000197520	HAVANA	gene	10	FAM177B	protein_coding	FAM177B; ENSG00000197520	chr1	223.267527500596	23113
ENSG00000287684	ENSG00000287684	HAVANA	gene	1	AL392172.2	lncRNA	AL392172.2; ENSG00000287684	chr1	991.650094689979	18850
ENSG00000228106	ENSG00000228106	HAVANA	gene	6	AL392172.1	lncRNA	AL392172.1; ENSG00000228106	chr1	4487.64633561005	14567
ENSG00000154309	ENSG00000154309	HAVANA	gene	8	DISP1	protein_coding	DISP1; ENSG00000154309	chr1	7608.17534312194	12957
ENSG00000287338	ENSG00000287338	HAVANA	gene	1	AL929091.1	lncRNA	AL929091.1; ENSG00000287338	chr1	1445.05928565539	17757
ENSG00000187554	ENSG00000187554	HAVANA	gene	14	TLR5	protein_coding	TLR5; ENSG00000187554	chr1	3071.51213515568	15670
ENSG00000236846	ENSG00000236846	HAVANA	gene	1	AL359979.2	lncRNA	AL359979.2; ENSG00000236846	chr1	23.4077566963406	28406
ENSG00000143502	ENSG00000143502	HAVANA	gene	15	SUSD4	protein_coding	SUSD4; ENSG00000143502	chr1	37953.7316981259	4478
ENSG00000178395	ENSG00000178395	HAVANA	gene	7	CCDC185	protein_coding	CCDC185; ENSG00000178395	chr1	63.6005339565462	26346
ENSG00000203697	ENSG00000203697	HAVANA	gene	11	CAPN8	protein_coding	CAPN8; ENSG00000203697	chr1	1214.30236211984	18277
ENSG00000162909	ENSG00000162909	HAVANA	gene	18	CAPN2	protein_coding	CAPN2; ENSG00000162909	chr1	48500.859452892	2961
ENSG00000143514	ENSG00000143514	HAVANA	gene	17	TP53BP2	protein_coding	TP53BP2; ENSG00000143514	chr1	44396.8738679718	3461
ENSG00000278467	ENSG00000278467	HAVANA	gene	1	AC138393.3	lncRNA	AC138393.3; ENSG00000278467	chr1	196.645979263009	23482
ENSG00000143756	ENSG00000143756	HAVANA	gene	12	FBXO28	protein_coding	FBXO28; ENSG00000143756	chr1	32116.8015314654	5640
ENSG00000143753	ENSG00000143753	HAVANA	gene	13	DEGS1	protein_coding	DEGS1; ENSG00000143753	chr1	54515.126161003	2306
ENSG00000232628	ENSG00000232628	HAVANA	gene	6	AC092809.2	lncRNA	AC092809.2; ENSG00000232628	chr1	1628.18790088589	17407
ENSG00000237101	ENSG00000237101	HAVANA	gene	1	AC092809.4	lncRNA	AC092809.4; ENSG00000237101	chr1	1116.77585254472	18515
ENSG00000143748	ENSG00000143748	HAVANA	gene	18	NVL	protein_coding	NVL; ENSG00000143748	chr1	14465.8201404437	10507
ENSG00000143771	ENSG00000143771	HAVANA	gene	12	CNIH4	protein_coding	CNIH4; ENSG00000143771	chr1	33227.5557946481	5361
ENSG00000162923	ENSG00000162923	HAVANA	gene	16	WDR26	protein_coding	WDR26; ENSG00000162923	chr1	42131.1572778015	3778
ENSG00000143786	ENSG00000143786	HAVANA	gene	8	CNIH3	protein_coding	CNIH3; ENSG00000143786	chr1	15342.3148767831	10212
ENSG00000233384	ENSG00000233384	HAVANA	gene	3	AC096537.1	lncRNA	AC096537.1; ENSG00000233384	chr1	1213.71527587687	18279
ENSG00000225334	ENSG00000225334	HAVANA	gene	3	LINC02813	lncRNA	LINC02813; ENSG00000225334	chr1	140.723815431737	24375
ENSG00000286719	ENSG00000286719	HAVANA	gene	1	AL391811.1	lncRNA	AL391811.1; ENSG00000286719	chr1	345.448186166331	21893
ENSG00000185842	ENSG00000185842	HAVANA	gene	15	DNAH14	protein_coding	DNAH14; ENSG00000185842	chr1	11949.9074014398	11373
ENSG00000143815	ENSG00000143815	HAVANA	gene	15	LBR	protein_coding	LBR; ENSG00000143815	chr1	22701.6153978451	7884
ENSG00000234476	ENSG00000234476	HAVANA	gene	3	LINC02765	lncRNA	LINC02765; ENSG00000234476	chr1	391.835787724622	21505
ENSG00000282418	ENSG00000282418	HAVANA	gene	1	AC092811.1	lncRNA	AC092811.1; ENSG00000282418	chr1	58.0971536370536	26736
ENSG00000154380	ENSG00000154380	HAVANA	gene	17	ENAH	protein_coding	ENAH; ENSG00000154380	chr1	70342.5424948019	1273
ENSG00000227496	ENSG00000227496	HAVANA	gene	3	AC099066.2	lncRNA	AC099066.2; ENSG00000227496	chr1	60.1438656762043	26601
ENSG00000226349	ENSG00000226349	HAVANA	gene	1	AC099066.1	lncRNA	AC099066.1; ENSG00000226349	chr1	90.4954990861016	25585
ENSG00000143742	ENSG00000143742	HAVANA	gene	13	SRP9	protein_coding	SRP9; ENSG00000143742	chr1	89611.7407542551	694
ENSG00000143819	ENSG00000143819	HAVANA	gene	12	EPHX1	protein_coding	EPHX1; ENSG00000143819	chr1	65003.275969504	1566
ENSG00000242861	ENSG00000242861	HAVANA	gene	1	AL591895.1	lncRNA	AL591895.1; ENSG00000242861	chr1	6812.08166208005	13323
ENSG00000196187	ENSG00000196187	HAVANA	gene	12	TMEM63A	protein_coding	TMEM63A; ENSG00000196187	chr1	46210.7491409808	3216
ENSG00000243709	ENSG00000243709	HAVANA	gene	1	LEFTY1	protein_coding	LEFTY1; ENSG00000243709	chr1	3080.76097588528	15659
ENSG00000143811	ENSG00000143811	HAVANA	gene	19	PYCR2	protein_coding	PYCR2; ENSG00000143811	chr1	51722.4204094566	2611
ENSG00000248322	ENSG00000248322	HAVANA	gene	1	AL117348.1	lncRNA	AL117348.1; ENSG00000248322	chr1	23.9593278886091	28265
ENSG00000143768	ENSG00000143768	HAVANA	gene	13	LEFTY2	protein_coding	LEFTY2; ENSG00000143768	chr1	1301.3744365055	18095
ENSG00000143751	ENSG00000143751	HAVANA	gene	10	SDE2	protein_coding	SDE2; ENSG00000143751	chr1	23803.8413920091	7603
ENSG00000272562	ENSG00000272562	HAVANA	gene	2	AL512343.2	lncRNA	AL512343.2; ENSG00000272562	chr1	2981.59218111114	15753
ENSG00000163041	ENSG00000163041	HAVANA	gene	11	H3F3A	protein_coding	H3F3A; ENSG00000163041	chr1	102419.187293947	468
ENSG00000225518	ENSG00000225518	HAVANA	gene	3	LINC01703	lncRNA	LINC01703; ENSG00000225518	chr1	2450.30603150326	16307
ENSG00000182827	ENSG00000182827	HAVANA	gene	9	ACBD3	protein_coding	ACBD3; ENSG00000182827	chr1	41975.922646499	3807
ENSG00000234478	ENSG00000234478	HAVANA	gene	1	ACBD3-AS1	lncRNA	ACBD3-AS1; ENSG00000234478	chr1	789.734795769583	19496
