gene_id	HVG_rank	gene_name
ENSG00000139350	6306	NEDD1
ENSG00000139351	8171	SYCP3
ENSG00000139352	1167	ASCL1
ENSG00000139354	10562	GAS2L3
ENSG00000139364	5126	TMEM132B
ENSG00000139370	6025	SLC15A4
ENSG00000139372	4223	TDG
ENSG00000139428	3689	MMAB
ENSG00000139433	246	GLTP
ENSG00000139437	5242	TCHP
ENSG00000139438	714	FAM222A
ENSG00000139508	8321	SLC46A3
ENSG00000139514	2495	SLC7A1
ENSG00000139540	9835	SLC39A5
ENSG00000139547	6810	RDH16
ENSG00000139567	2054	ACVRL1
ENSG00000139574	4819	NPFF
ENSG00000139579	6581	NABP2
ENSG00000139597	9366	N4BP2L1
ENSG00000139610	13451	CELA1
ENSG00000139613	2168	SMARCC2
ENSG00000139620	9873	KANSL2
ENSG00000139625	3298	MAP3K12
ENSG00000139629	1603	GALNT6
ENSG00000139631	1788	CSAD
ENSG00000139636	7030	LMBR1L
ENSG00000139648	11973	KRT71
ENSG00000139668	2342	WDFY2
ENSG00000139679	3498	LPAR6
ENSG00000139684	4650	ESD
ENSG00000139697	1464	SBNO1
ENSG00000139722	4697	VPS37B
ENSG00000139737	162	SLAIN1
ENSG00000139746	1733	RBM26
ENSG00000139793	298	MBNL2
ENSG00000139800	6685	ZIC5
ENSG00000139910	735	NOVA1
ENSG00000139915	2819	MDGA2
ENSG00000139921	5619	TMX1
ENSG00000139926	5927	FRMD6
ENSG00000139970	393	RTN1
ENSG00000139971	3587	ARMH4
ENSG00000139990	8045	DCAF5
ENSG00000140006	7460	WDR89
ENSG00000140009	8206	ESR2
ENSG00000140022	3834	STON2
ENSG00000140025	3225	EFCAB11
ENSG00000140030	8502	GPR65
ENSG00000140043	4375	PTGR2
ENSG00000140044	8152	JDP2
ENSG00000140090	3442	SLC24A4
ENSG00000140153	6166	WDR20
ENSG00000140199	4906	SLC12A6
ENSG00000140259	6168	MFAP1
ENSG00000140262	1281	TCF12
ENSG00000140263	8468	SORD
ENSG00000140265	4501	ZSCAN29
ENSG00000140274	12623	DUOXA2
ENSG00000140285	4098	FGF7
ENSG00000140299	2094	BNIP2
ENSG00000140307	3260	GTF2A2
ENSG00000140320	8101	BAHD1
ENSG00000140326	3258	CDAN1
ENSG00000140350	638	ANP32A
ENSG00000140365	6123	COMMD4
ENSG00000140367	2897	UBE2Q2
ENSG00000140379	9417	BCL2A1
ENSG00000140386	1217	SCAPER
ENSG00000140396	2659	NCOA2
ENSG00000140400	3750	MAN2C1
ENSG00000140406	7469	TLNRD1
ENSG00000140416	1773	TPM1
ENSG00000140443	2888	IGF1R
ENSG00000140450	8458	ARRDC4
ENSG00000140455	6135	USP3
ENSG00000140459	13477	CYP11A1
ENSG00000140464	7419	PML
ENSG00000140470	11566	ADAMTS17
ENSG00000140479	453	PCSK6
ENSG00000140497	6164	SCAMP2
ENSG00000140506	13350	LMAN1L
ENSG00000140511	7911	HAPLN3
ENSG00000140519	12754	RHCG
ENSG00000140521	2642	POLG
ENSG00000140525	8366	FANCI
ENSG00000140526	2800	ABHD2
ENSG00000140543	10305	DET1
ENSG00000140545	825	MFGE8
ENSG00000140564	3882	FURIN
ENSG00000140575	1043	IQGAP1
ENSG00000140577	1814	CRTC3
ENSG00000140600	984	SH3GL3
ENSG00000140612	1512	SEC11A
ENSG00000140632	8764	GLYR1
ENSG00000140650	6756	PMM2
ENSG00000140678	3987	ITGAX
ENSG00000140682	4373	TGFB1I1
ENSG00000140691	9803	ARMC5
ENSG00000140749	5345	IGSF6
ENSG00000140750	3581	ARHGAP17
ENSG00000140807	1447	NKD1
ENSG00000140829	2454	DHX38
ENSG00000140830	3956	TXNL4B
ENSG00000140832	9163	MARVELD3
ENSG00000140836	963	ZFHX3
ENSG00000140839	7979	CLEC18B
ENSG00000140848	1304	CPNE2
ENSG00000140853	6357	NLRC5
ENSG00000140873	5658	ADAMTS18
ENSG00000140905	653	GCSH
ENSG00000140931	5147	CMTM3
ENSG00000140937	6496	CDH11
ENSG00000140945	5704	CDH13
ENSG00000140948	4213	ZCCHC14
ENSG00000140955	6875	ADAD2
ENSG00000140961	7145	OSGIN1
ENSG00000140983	4915	RHOT2
ENSG00000140987	6165	ZSCAN32
ENSG00000141026	8482	MED9
ENSG00000141027	247	NCOR1
ENSG00000141034	7028	GID4
ENSG00000141068	4458	KSR1
ENSG00000141086	8744	CTRL
ENSG00000141096	9481	DPEP3
ENSG00000141101	6839	NOB1
ENSG00000141179	4754	PCTP
ENSG00000141232	2406	TOB1
ENSG00000141255	11516	SPATA22
ENSG00000141298	11475	SSH2
ENSG00000141314	4196	RHBDL3
ENSG00000141338	549	ABCA8
ENSG00000141371	11339	C17orf64
ENSG00000141376	7001	BCAS3
ENSG00000141380	4104	SS18
ENSG00000141401	9893	IMPA2
ENSG00000141404	4795	GNAL
ENSG00000141425	5097	RPRD1A
ENSG00000141431	4326	ASXL3
ENSG00000141433	753	ADCYAP1
ENSG00000141434	13875	MEP1B
ENSG00000141441	3514	GAREM1
ENSG00000141446	3938	ESCO1
ENSG00000141447	505	OSBPL1A
ENSG00000141449	4069	GREB1L
ENSG00000141452	12864	RMC1
ENSG00000141456	1309	PELP1
ENSG00000141458	658	NPC1
ENSG00000141469	474	SLC14A1
ENSG00000141485	7934	SLC13A5
ENSG00000141497	11877	ZMYND15
ENSG00000141503	1896	MINK1
ENSG00000141504	3871	SAT2
ENSG00000141510	7380	TP53
ENSG00000141524	941	TMC6
ENSG00000141527	8258	CARD14
ENSG00000141540	203	TTYH2
ENSG00000141542	431	RAB40B
ENSG00000141552	2581	ANAPC11
ENSG00000141564	3693	RPTOR
ENSG00000141568	5524	FOXK2
ENSG00000141569	3937	TRIM65
ENSG00000141576	1964	RNF157
ENSG00000141577	4677	CEP131
ENSG00000141580	1771	WDR45B
ENSG00000141582	4152	CBX4
ENSG00000141639	1280	MAPK4
ENSG00000141644	6601	MBD1
ENSG00000141646	4032	SMAD4
ENSG00000141664	3521	ZCCHC2
ENSG00000141668	5300	CBLN2
ENSG00000141682	4328	PMAIP1
ENSG00000141696	6696	P3H4
ENSG00000141699	4431	RETREG3
ENSG00000141736	6711	ERBB2
ENSG00000141741	2668	MIEN1
ENSG00000141744	3840	PNMT
ENSG00000141750	3259	STAC2
ENSG00000141753	1831	IGFBP4
ENSG00000141756	3565	FKBP10
ENSG00000141837	1687	CACNA1A
ENSG00000141854	4336	MISP3
ENSG00000141858	1485	SAMD1
ENSG00000141867	577	BRD4
ENSG00000141905	275	NFIC
ENSG00000141934	854	PLPP2
ENSG00000141946	13677	ZIM3
ENSG00000141956	6225	PRDM15
ENSG00000141959	1172	PFKL
ENSG00000141965	1979	FEM1A
ENSG00000141971	3462	MVB12A
ENSG00000141985	2710	SH3GL1
ENSG00000142002	3114	DPP9
ENSG00000142039	5434	CCDC97
ENSG00000142065	3241	ZFP14
ENSG00000142089	136	IFITM3
ENSG00000142102	9136	PGGHG
ENSG00000142156	3050	COL6A1
ENSG00000142166	7476	IFNAR1
ENSG00000142173	4702	COL6A2
ENSG00000142178	11788	SIK1
ENSG00000142185	9557	TRPM2
ENSG00000142208	4088	AKT1
ENSG00000142227	4131	EMP3
ENSG00000142233	7061	NTN5
ENSG00000142273	13565	CBLC
ENSG00000142279	3591	WTIP
ENSG00000142303	4023	ADAMTS10
ENSG00000142319	6897	SLC6A3
ENSG00000142327	2111	RNPEPL1
ENSG00000142330	10531	CAPN10
ENSG00000142405	12858	NLRP12
ENSG00000142408	1531	CACNG8
ENSG00000142409	5695	ZNF787
ENSG00000142444	11966	TIMM29
ENSG00000142449	8010	FBN3
ENSG00000142453	4967	CARM1
ENSG00000142459	3222	EVI5L
ENSG00000142512	6291	SIGLEC10
ENSG00000142528	7431	ZNF473
ENSG00000142538	6309	PTH2
ENSG00000142544	4221	CTU1
ENSG00000142546	3136	NOSIP
ENSG00000142552	8410	RCN3
ENSG00000142556	6222	ZNF614
ENSG00000142599	1712	RERE
ENSG00000142611	4981	PRDM16
ENSG00000142615	12846	CELA2A
ENSG00000142627	5403	EPHA2
ENSG00000142632	8551	ARHGEF19
ENSG00000142676	166	RPL11
ENSG00000142694	3648	EVA1B
ENSG00000142700	12153	DMRTA2
ENSG00000142731	8643	PLK4
ENSG00000142733	6748	MAP3K6
ENSG00000142748	13496	FCN3
ENSG00000142751	5612	GPN2
ENSG00000142765	10109	SYTL1
ENSG00000142784	4454	WDTC1
ENSG00000142794	9971	NBPF3
ENSG00000142798	4904	HSPG2
ENSG00000142856	4539	ITGB3BP
ENSG00000142864	928	SERBP1
ENSG00000142867	6641	BCL10
ENSG00000142871	2201	CCN1
ENSG00000142892	3212	PIGK
ENSG00000142910	1888	TINAGL1
ENSG00000142937	347	RPS8
ENSG00000142945	12823	KIF2C
ENSG00000142949	2845	PTPRF
ENSG00000143001	7561	TMEM61
ENSG00000143013	679	LMO4
ENSG00000143033	3398	MTF2
ENSG00000143036	11263	SLC44A3
ENSG00000143079	3909	CTTNBP2NL
ENSG00000143125	8584	PROK1
ENSG00000143126	1474	CELSR2
ENSG00000143127	4663	ITGA10
ENSG00000143147	6398	GPR161
ENSG00000143149	2928	ALDH9A1
ENSG00000143153	41	ATP1B1
ENSG00000143156	3290	NME7
ENSG00000143157	1460	POGK
ENSG00000143167	10212	GPA33
ENSG00000143171	10666	RXRG
ENSG00000143178	7586	TBX19
ENSG00000143183	2824	TMCO1
ENSG00000143184	9947	XCL1
ENSG00000143185	11005	XCL2
ENSG00000143190	2527	POU2F1
ENSG00000143196	9661	DPT
ENSG00000143207	4656	COP1
ENSG00000143217	12842	NECTIN4
ENSG00000143224	6945	PPOX
ENSG00000143228	11929	NUF2
ENSG00000143248	142	RGS5
ENSG00000143256	4926	PFDN2
ENSG00000143297	13041	FCRL5
ENSG00000143303	6466	RRNAD1
ENSG00000143314	2840	MRPL24
ENSG00000143315	1462	PIGM
ENSG00000143319	6333	ISG20L2
ENSG00000143321	4522	HDGF
ENSG00000143322	2366	ABL2
ENSG00000143333	4798	RGS16
ENSG00000143337	2117	TOR1AIP1
ENSG00000143341	6825	HMCN1
ENSG00000143344	4586	RGL1
ENSG00000143369	2644	ECM1
ENSG00000143373	3372	ZNF687
ENSG00000143375	6041	CGN
ENSG00000143376	1720	SNX27
ENSG00000143379	5717	SETDB1
ENSG00000143382	10689	ADAMTSL4
ENSG00000143384	873	MCL1
ENSG00000143390	13427	RFX5
ENSG00000143398	4430	PIP5K1A
ENSG00000143401	1586	ANP32E
ENSG00000143409	2158	MINDY1
ENSG00000143418	373	CERS2
ENSG00000143437	4117	ARNT
ENSG00000143442	3332	POGZ
ENSG00000143443	9451	C1orf56
ENSG00000143458	1287	GABPB2
ENSG00000143473	7960	KCNH1
ENSG00000143476	10413	DTL
ENSG00000143486	4093	EIF2D
ENSG00000143493	7404	INTS7
ENSG00000143498	7839	TAF1A
ENSG00000143507	4219	DUSP10
ENSG00000143514	1753	TP53BP2
ENSG00000143536	12257	CRNN
ENSG00000143537	1238	ADAM15
ENSG00000143545	985	RAB13
ENSG00000143546	1463	S100A8
ENSG00000143552	13466	NUP210L
ENSG00000143570	3208	SLC39A1
ENSG00000143578	8275	CREB3L4
ENSG00000143603	746	KCNN3
ENSG00000143612	2994	C1orf43
ENSG00000143614	1244	GATAD2B
ENSG00000143622	6735	RIT1
ENSG00000143624	4564	INTS3
ENSG00000143633	4834	C1orf131
ENSG00000143653	1438	SCCPDH
ENSG00000143669	7207	LYST
ENSG00000143702	1143	CEP170
ENSG00000143748	6490	NVL
ENSG00000143751	4947	SDE2
ENSG00000143772	234	ITPKB
ENSG00000143774	2995	GUK1
ENSG00000143776	813	CDC42BPA
ENSG00000143793	2355	C1orf35
ENSG00000143797	2727	MBOAT2
ENSG00000143799	921	PARP1
ENSG00000143815	4106	LBR
ENSG00000143819	1785	EPHX1
ENSG00000143839	9443	REN
ENSG00000143842	4183	SOX13
ENSG00000143845	6070	ETNK2
ENSG00000143847	5175	PPFIA4
ENSG00000143850	4569	PLEKHA6
ENSG00000143851	11715	PTPN7
ENSG00000143858	2268	SYT2
ENSG00000143862	1781	ARL8A
ENSG00000143869	10253	GDF7
ENSG00000143878	219	RHOB
ENSG00000143882	10979	ATP6V1C2
ENSG00000143891	7214	GALM
ENSG00000143921	12119	ABCG8
ENSG00000143924	3692	EML4
ENSG00000143942	8631	CHAC2
ENSG00000143951	2971	WDPCP
ENSG00000143952	3231	VPS54
ENSG00000143954	13805	REG3G
ENSG00000143970	2610	ASXL2
ENSG00000143971	6296	ETAA1
ENSG00000143977	4648	SNRPG
ENSG00000143994	9344	ABHD1
ENSG00000143995	2951	MEIS1
ENSG00000144021	4159	CIAO1
ENSG00000144026	3839	ZNF514
ENSG00000144028	5136	SNRNP200
ENSG00000144029	3177	MRPS5
ENSG00000144034	7320	TPRKB
ENSG00000144036	3170	EXOC6B
ENSG00000144040	749	SFXN5
ENSG00000144043	3966	TEX261
ENSG00000144045	10009	DQX1
ENSG00000144057	7119	ST6GAL2
ENSG00000144061	10796	NPHP1
ENSG00000144063	8732	MALL
ENSG00000144118	2079	RALB
ENSG00000144119	5546	C1QL2
ENSG00000144152	8404	FBLN7
ENSG00000144161	4572	ZC3H8
ENSG00000144191	7763	CNGA3
ENSG00000144199	4505	FAHD2B
ENSG00000144214	9845	LYG1
ENSG00000144224	497	UBXN4
ENSG00000144228	1991	SPOPL
ENSG00000144230	2224	GPR17
ENSG00000144231	1562	POLR2D
ENSG00000144233	8190	AMMECR1L
ENSG00000144278	4256	GALNT13
ENSG00000144283	59	PKP4
ENSG00000144285	2107	SCN1A
ENSG00000144355	12635	DLX1
ENSG00000144362	8307	PHOSPHO2
ENSG00000144395	6468	CCDC150
ENSG00000144401	5771	METTL21A
ENSG00000144406	4446	UNC80
ENSG00000144426	3396	NBEAL1
ENSG00000144445	4878	KANSL1L
ENSG00000144451	1526	SPAG16
ENSG00000144468	4314	RHBDD1
ENSG00000144476	6244	ACKR3
ENSG00000144485	3353	HES6
ENSG00000144524	6447	COPS7B
ENSG00000144535	4938	DIS3L2
ENSG00000144554	7268	FANCD2
ENSG00000144560	3165	VGLL4
ENSG00000144579	1386	CTDSP1
ENSG00000144642	1635	RBMS3
ENSG00000144648	8893	ACKR2
ENSG00000144655	5319	CSRNP1
ENSG00000144668	6616	ITGA9
ENSG00000144674	324	GOLGA4
ENSG00000144677	1654	CTDSPL
ENSG00000144724	2709	PTPRG
ENSG00000144730	6611	IL17RD
ENSG00000144744	7729	UBA3
ENSG00000144747	3011	TMF1
ENSG00000144749	861	LRIG1
ENSG00000144771	9273	LRTM1
ENSG00000144791	4065	LIMD1
ENSG00000144792	6190	ZNF660
ENSG00000144815	980	NXPE3
ENSG00000144821	9864	MYH15
ENSG00000144824	5584	PHLDB2
ENSG00000144837	9304	PLA1A
ENSG00000144843	8845	ADPRH
ENSG00000144847	2017	IGSF11
ENSG00000144848	1060	ATG3
ENSG00000144852	11963	NR1I2
ENSG00000144857	2973	BOC
ENSG00000144895	7556	EIF2A
ENSG00000144908	1152	ALDH1L1
ENSG00000144909	3903	OSBPL11
ENSG00000145012	1980	LPP
ENSG00000145014	5252	TMEM44
ENSG00000145020	5699	AMT
ENSG00000145029	7084	NICN1
ENSG00000145103	10080	ILDR1
ENSG00000145192	13295	AHSG
ENSG00000145198	8857	VWA5B2
ENSG00000145216	5013	FIP1L1
ENSG00000145220	3264	LYAR
ENSG00000145241	2653	CENPC
ENSG00000145247	7187	OCIAD2
ENSG00000145283	12813	SLC10A6
ENSG00000145284	1456	SCD5
ENSG00000145287	11172	PLAC8
ENSG00000145293	1212	ENOPH1
ENSG00000145331	8859	TRMT10A
ENSG00000145332	6741	KLHL8
ENSG00000145337	3199	PYURF
ENSG00000145358	5333	DDIT4L
ENSG00000145375	4321	SPATA5
ENSG00000145388	6326	METTL14
ENSG00000145390	3007	USP53
ENSG00000145391	1459	SETD7
ENSG00000145416	1761	MARCH1
ENSG00000145425	623	RPS3A
ENSG00000145431	6861	PDGFC
ENSG00000145439	4411	CBR4
ENSG00000145476	2723	CYP4V2
ENSG00000145506	5815	NKD2
ENSG00000145536	12256	ADAMTS16
ENSG00000145555	266	MYO10
ENSG00000145592	514	RPL37
ENSG00000145604	6352	SKP2
ENSG00000145623	5478	OSMR
ENSG00000145642	11308	SHISAL2B
ENSG00000145649	10599	GZMA
ENSG00000145675	493	PIK3R1
ENSG00000145681	7230	HAPLN1
ENSG00000145685	4627	LHFPL2
ENSG00000145700	8285	ANKRD31
ENSG00000145708	6169	CRHBP
ENSG00000145721	2296	LIX1
ENSG00000145723	8444	GIN1
ENSG00000145734	710	BDP1
ENSG00000145741	1696	BTF3
ENSG00000145743	5883	FBXL17
ENSG00000145757	10297	SPATA9
ENSG00000145779	11993	TNFAIP8
ENSG00000145780	3236	FEM1C
ENSG00000145782	4070	ATG12
ENSG00000145794	1465	MEGF10
ENSG00000145808	13862	ADAMTS19
ENSG00000145824	681	CXCL14
ENSG00000145832	6365	SLC25A48
ENSG00000145833	2132	DDX46
ENSG00000145850	12428	TIMD4
ENSG00000145860	3324	RNF145
ENSG00000145864	3349	GABRB2
ENSG00000145868	5012	FBXO38
ENSG00000145907	5358	G3BP1
ENSG00000145908	6643	ZNF300
ENSG00000145912	6271	NHP2
ENSG00000145920	1371	CPLX2
ENSG00000145996	4192	CDKAL1
ENSG00000146005	1374	PSD2
ENSG00000146006	7369	LRRTM2
ENSG00000146007	4592	ZMAT2
ENSG00000146021	7610	KLHL3
ENSG00000146063	652	TRIM41
ENSG00000146066	13116	HIGD2A
ENSG00000146067	9957	FAM193B
ENSG00000146070	12457	PLA2G7
ENSG00000146072	620	TNFRSF21
ENSG00000146090	3862	RASGEF1C
ENSG00000146112	11101	PPP1R18
ENSG00000146122	240	DAAM2
ENSG00000146143	11225	PRIM2
ENSG00000146166	7990	LGSN
ENSG00000146205	8074	ANO7
ENSG00000146216	5361	TTBK1
ENSG00000146223	2012	RPL7L1
ENSG00000146233	8222	CYP39A1
ENSG00000146247	662	PHIP
ENSG00000146250	7808	PRSS35
ENSG00000146263	5276	MMS22L
ENSG00000146282	6665	RARS2
ENSG00000146285	8949	SCML4
ENSG00000146350	5903	TBC1D32
ENSG00000146373	5166	RNF217
ENSG00000146376	10623	ARHGAP18
ENSG00000146409	3881	SLC18B1
ENSG00000146411	9009	SLC2A12
ENSG00000146414	2663	SHPRH
ENSG00000146425	3998	DYNLT1
ENSG00000146426	6152	TIAM2
ENSG00000146453	10699	PNLDC1
ENSG00000146463	2841	ZMYM4
ENSG00000146477	3054	SLC22A3
ENSG00000146530	11217	VWDE
ENSG00000146535	1246	GNA12
ENSG00000146540	2286	C7orf50
ENSG00000146576	3539	C7orf26
ENSG00000146587	5372	RBAK
ENSG00000146592	448	CREB5
ENSG00000146648	2283	EGFR
ENSG00000146674	4778	IGFBP3
ENSG00000146676	2752	PURB
ENSG00000146700	8688	SSC4D
ENSG00000146733	4722	PSPH
ENSG00000146755	11576	TRIM50
ENSG00000146757	5779	ZNF92
ENSG00000146776	7211	ATXN7L1
ENSG00000146802	4325	TMEM168
ENSG00000146828	2699	SLC12A9
ENSG00000146830	4369	GIGYF1
ENSG00000146833	6647	TRIM4
ENSG00000146834	2198	MEPCE
ENSG00000146857	10237	STRA8
ENSG00000146859	2382	TMEM140
ENSG00000146872	2344	TLK2
ENSG00000146904	8892	EPHA1
ENSG00000146909	4360	NOM1
ENSG00000146910	13764	CNPY1
ENSG00000146950	3842	SHROOM2
ENSG00000146963	1093	LUC7L2
ENSG00000146966	2852	DENND2A
ENSG00000147003	11376	CLTRN
ENSG00000147010	996	SH3KBP1
ENSG00000147027	11100	TMEM47
ENSG00000147041	4833	SYTL5
ENSG00000147050	3043	KDM6A
ENSG00000147065	3078	MSN
ENSG00000147100	7756	SLC16A2
ENSG00000147113	2963	DIPK2B
ENSG00000147117	12943	ZNF157
ENSG00000147118	4284	ZNF182
ENSG00000147124	9293	ZNF41
ENSG00000147133	3559	TAF1
ENSG00000147138	10439	GPR174
ENSG00000147144	10360	CCDC120
ENSG00000147145	7371	LPAR4
ENSG00000147162	4678	OGT
ENSG00000147166	11347	ITGB1BP2
ENSG00000147174	7536	GCNA
ENSG00000147180	6604	ZNF711
ENSG00000147202	6636	DIAPH2
ENSG00000147234	10308	FRMPD3
ENSG00000147256	834	ARHGAP36
ENSG00000147274	1440	RBMX
ENSG00000147316	4422	MCPH1
ENSG00000147324	4107	MFHAS1
ENSG00000147364	6537	FBXO25
ENSG00000147394	10622	ZNF185
ENSG00000147403	1019	RPL10
ENSG00000147408	9248	CSGALNACT1
ENSG00000147419	1373	CCDC25
ENSG00000147432	10423	CHRNB3
ENSG00000147439	5666	BIN3
ENSG00000147454	999	SLC25A37
ENSG00000147459	689	DOCK5
ENSG00000147475	4791	ERLIN2
ENSG00000147481	6818	SNTG1
ENSG00000147488	415	ST18
ENSG00000147526	574	TACC1
ENSG00000147533	455	GOLGA7
ENSG00000147536	8953	GINS4
ENSG00000147548	1774	NSD3
ENSG00000147570	6886	DNAJC5B
ENSG00000147571	559	CRH
ENSG00000147573	9546	TRIM55
ENSG00000147576	4064	ADHFE1
ENSG00000147588	83	PMP2
ENSG00000147592	6381	LACTB2
ENSG00000147601	1645	TERF1
ENSG00000147604	1370	RPL7
ENSG00000147649	600	MTDH
ENSG00000147654	4956	EBAG9
ENSG00000147655	7951	RSPO2
ENSG00000147677	3098	EIF3H
ENSG00000147679	2534	UTP23
ENSG00000147684	470	NDUFB9
ENSG00000147687	9057	TATDN1
ENSG00000147697	8695	GSDMC
ENSG00000147724	8357	FAM135B
ENSG00000147789	4763	ZNF7
ENSG00000147799	2464	ARHGAP39
ENSG00000147813	4091	NAPRT
ENSG00000147852	3141	VLDLR
ENSG00000147853	1348	AK3
ENSG00000147854	10743	UHRF2
ENSG00000147862	459	NFIB
ENSG00000147872	2802	PLIN2
ENSG00000147874	2089	HAUS6
ENSG00000147905	4844	ZCCHC7
ENSG00000147996	7699	CBWD5
ENSG00000148019	2032	CEP78
ENSG00000148053	488	NTRK2
ENSG00000148057	5076	IDNK
ENSG00000148082	1469	SHC3
ENSG00000148110	4238	MFSD14B
ENSG00000148120	1344	AOPEP
ENSG00000148123	2372	PLPPR1
ENSG00000148136	13950	OR13C4
ENSG00000148143	840	ZNF462
ENSG00000148153	3720	INIP
ENSG00000148158	3461	SNX30
ENSG00000148175	745	STOM
ENSG00000148180	69	GSN
ENSG00000148200	9043	NR6A1
ENSG00000148204	4385	CRB2
ENSG00000148218	888	ALAD
ENSG00000148219	5543	ASTN2
ENSG00000148225	11319	WDR31
ENSG00000148229	2458	POLE3
ENSG00000148248	3922	SURF4
ENSG00000148290	3051	SURF1
ENSG00000148291	6970	SURF2
ENSG00000148296	4119	SURF6
ENSG00000148297	4491	MED22
ENSG00000148303	3583	RPL7A
ENSG00000148308	3162	GTF3C5
ENSG00000148334	9632	PTGES2
ENSG00000148337	4456	CIZ1
ENSG00000148341	1547	SH3GLB2
ENSG00000148344	3420	PTGES
ENSG00000148346	11154	LCN2
ENSG00000148358	2747	GPR107
ENSG00000148362	2157	PAXX
ENSG00000148399	5564	DPH7
ENSG00000148400	1419	NOTCH1
ENSG00000148411	325	NACC2
ENSG00000148426	7660	PROSER2
ENSG00000148429	4841	USP6NL
ENSG00000148468	290	FAM171A1
ENSG00000148483	10020	TMEM236
ENSG00000148488	5119	ST8SIA6
ENSG00000148498	1939	PARD3
ENSG00000148513	9702	ANKRD30A
ENSG00000148516	1706	ZEB1
ENSG00000148541	1030	FAM13C
ENSG00000148655	5010	LRMDA
ENSG00000148671	416	ADIRF
ENSG00000148672	2181	GLUD1
ENSG00000148677	11000	ANKRD1
ENSG00000148690	650	FRA10AC1
ENSG00000148700	354	ADD3
ENSG00000148719	2922	DNAJB12
ENSG00000148730	1119	EIF4EBP2
ENSG00000148737	2942	TCF7L2
ENSG00000148773	11388	MKI67
ENSG00000148803	6622	FUOM
ENSG00000148826	167	NKX6-2
ENSG00000148832	8328	PAOX
ENSG00000148835	10322	TAF5
ENSG00000148841	5436	ITPRIP
ENSG00000148843	3941	PDCD11
ENSG00000148848	8254	ADAM12
ENSG00000148926	1866	ADM
ENSG00000148935	4061	GAS2
ENSG00000148942	8144	SLC5A12
ENSG00000148943	3456	LIN7C
ENSG00000148948	2249	LRRC4C
ENSG00000148965	11505	SAA4
ENSG00000148985	6402	PGAP2
ENSG00000149043	13340	SYT8
ENSG00000149089	3352	APIP
ENSG00000149090	5155	PAMR1
ENSG00000149131	3035	SERPING1
ENSG00000149150	5232	SLC43A1
ENSG00000149182	3164	ARFGAP2
ENSG00000149187	3874	CELF1
ENSG00000149212	1850	SESN3
ENSG00000149218	1164	ENDOD1
ENSG00000149231	1551	CCDC82
ENSG00000149257	4294	SERPINH1
ENSG00000149262	8015	INTS4
ENSG00000149273	256	RPS3
ENSG00000149289	4972	ZC3H12C
ENSG00000149300	7876	C11orf52
ENSG00000149305	10032	HTR3B
ENSG00000149308	4301	NPAT
ENSG00000149311	1319	ATM
ENSG00000149346	8140	SLX4IP
ENSG00000149403	8386	GRIK4
ENSG00000149451	7448	ADAM33
ENSG00000149474	4025	KAT14
ENSG00000149480	2333	MTA2
ENSG00000149485	1067	FADS1
ENSG00000149489	2110	ROM1
ENSG00000149499	3286	EML3
ENSG00000149503	5399	INCENP
ENSG00000149527	1969	PLCH2
ENSG00000149532	4024	CPSF7
ENSG00000149547	1846	EI24
ENSG00000149548	8989	CCDC15
ENSG00000149557	81	FEZ1
ENSG00000149564	865	ESAM
ENSG00000149573	8028	MPZL2
ENSG00000149575	4692	SCN2B
ENSG00000149577	2566	SIDT2
ENSG00000149591	217	TAGLN
ENSG00000149596	8179	JPH2
ENSG00000149599	6551	DUSP15
ENSG00000149609	8699	C20orf144
ENSG00000149633	1310	KIAA1755
ENSG00000149634	11411	SPATA25
ENSG00000149635	10901	OCSTAMP
ENSG00000149636	7964	DSN1
ENSG00000149639	3773	SOGA1
ENSG00000149656	8173	LINC00266-1
ENSG00000149658	10140	YTHDF1
ENSG00000149679	9810	CABLES2
ENSG00000149716	7920	LTO1
ENSG00000149743	7147	TRPT1
ENSG00000149781	7494	FERMT3
ENSG00000149782	3803	PLCB3
ENSG00000149798	2490	CDC42EP2
ENSG00000149806	966	FAU
ENSG00000149922	6983	TBX6
ENSG00000149926	5410	TLCD3B
ENSG00000149929	1674	HIRIP3
ENSG00000149930	3058	TAOK2
ENSG00000149932	2050	TMEM219
ENSG00000150048	8183	CLEC1A
ENSG00000150051	4444	MKX
ENSG00000150093	808	ITGB1
ENSG00000150201	8332	FXYD4
ENSG00000150244	13243	TRIM48
ENSG00000150275	3217	PCDH15
ENSG00000150316	7140	CWC15
ENSG00000150347	1691	ARID5B
ENSG00000150401	4618	DCUN1D2
ENSG00000150403	3454	TMCO3
ENSG00000150433	9528	TMEM218
ENSG00000150456	7087	EEF1AKMT1
ENSG00000150457	4502	LATS2
ENSG00000150459	2786	SAP18
ENSG00000150477	3464	KIAA1328
ENSG00000150510	555	FAM124A
ENSG00000150527	8557	MIA2
ENSG00000150540	6229	HNMT
ENSG00000150593	3435	PDCD4
ENSG00000150625	66	GPM6A
ENSG00000150630	5750	VEGFC
ENSG00000150636	4685	CCDC102B
ENSG00000150637	7889	CD226
ENSG00000150656	82	CNDP1
ENSG00000150672	1418	DLG2
ENSG00000150681	8361	RGS18
ENSG00000150687	3919	PRSS23
ENSG00000150712	4607	MTMR12
ENSG00000150722	11734	PPP1R1C
ENSG00000150750	13173	C11orf53
ENSG00000150760	521	DOCK1
ENSG00000150764	895	DIXDC1
ENSG00000150776	3725	NKAPD1
ENSG00000150779	6007	TIMM8B
