gene_name	logFC	P.Value	adj.P.Val	t	B	gene_id	chr
SNAP91	0.131244747313678	0.000867372494815212	0.00349490938849885	3.38655069814205	-1.79013660564471	ENSG00000065609	chr6
RAP1B	0.212350528018379	0.00087076961155691	0.00350620168970754	3.38540971480031	-1.38493066507825	ENSG00000127314	chr12
GPC1	-0.275622805923845	0.000871215916367882	0.00350620168970754	-3.38526012459489	-1.21357848184727	ENSG00000063660	chr2
CARHSP1	-0.352865196253157	0.000873408077236416	0.0035116877665804	-3.38452640560377	-1.01018208576447	ENSG00000153048	chr16
CORO2A	0.270893983618682	0.000873621596673409	0.0035116877665804	3.38445503241041	-1.14760661995167	ENSG00000106789	chr9
LONP2	-0.241825124105308	0.000875582743371643	0.00351747223738507	-3.38380024107092	-1.23095255513051	ENSG00000102910	chr16
SNCB	0.138752830928407	0.000878977109399624	0.00352900404411518	3.38267015683706	-1.85798695102947	ENSG00000074317	chr5
GLRB	0.178622028474356	0.000882744441584183	0.00354201864380741	3.38142066747032	-1.57282354716285	ENSG00000109738	chr4
FIS1	-0.169058301489336	0.000884029000413257	0.00354506153320483	-3.38099576452848	-1.68723262633546	ENSG00000214253	chr7
SNHG15	0.343653910400743	0.000885735608571429	0.00354741623232158	3.38043214898443	-1.07452590096977	ENSG00000232956	chr7
REC8	0.301154695437611	0.000885773040031426	0.00354741623232158	3.38041979844372	-1.16042141836678	ENSG00000100918	chr14
SLC25A17	0.285204904474627	0.000886195861510645	0.00354741623232158	3.38028032201861	-1.17825417146082	ENSG00000100372	chr22
AP3M2	0.166093415835139	0.000892351837719957	0.00356993725102099	3.37825665963566	-1.48155801778016	ENSG00000070718	chr8
FLVCR1	0.215283705934993	0.00089857000766519	0.00359268020275394	3.37622575461234	-1.37189798567713	ENSG00000162769	chr1
KCNC4	0.172459912139044	0.000899818329773434	0.00359553741855494	3.37581962595061	-1.60940905688763	ENSG00000116396	chr1
NELL2	-0.296603862193879	0.000902418462291832	0.00360378967425019	-3.37497538751544	-1.23976503289235	ENSG00000184613	chr12
ZNF638	-0.239070725699654	0.000904129166219281	0.00360848234171759	-3.3744211769896	-1.27098619152847	ENSG00000075292	chr2
LENG8	-0.34352770368039	0.000908296362995316	0.00362296779011216	-3.37307523529148	-1.03444847235959	ENSG00000167615	chr19
SESN3	-0.239088431300468	0.000910073939611063	0.0036279101367809	-3.37250285966236	-1.39917261306694	ENSG00000149212	chr11
PNMA8B	0.140607910860842	0.000916260234165933	0.00365041111624831	3.37051899771474	-1.88034122651673	ENSG00000204851	chr19
STK32C	0.266881385613974	0.000918201268515924	0.0036559822375838	3.36989911286934	-1.20743762746195	ENSG00000165752	chr10
TMEM161B-AS1	-0.333800362420006	0.000933626375443896	0.00371520430677232	-3.36501605274103	-1.08094604784252	ENSG00000247828	chr5
DPY19L1	-0.35294328862658	0.000949644887707173	0.00377671641586967	-3.36002426675549	-1.05899838242492	ENSG00000173852	chr7
TMEM106C	0.268750913161667	0.000965315663834684	0.00383677382138895	3.35521636712626	-1.25367843793225	ENSG00000134291	chr12
PURA	-0.202874800064241	0.000967464557726804	0.00384304759752682	-3.35456276286935	-1.48170359166583	ENSG00000185129	chr5
ANKHD1	-0.268591127926062	0.000971171928951629	0.00385335012621887	-3.35343831468279	-1.32351624815079	ENSG00000131503	chr5
HLA-DPB1	-0.400473906618072	0.000971202095045219	0.00385335012621887	-3.35342918173579	-1.10767401941576	ENSG00000223865	chr6
DDX21	-0.337817988278524	0.000972839898651481	0.00385585308475335	-3.35293372502418	-1.1965082923189	ENSG00000165732	chr10
ELP1	0.219472016713299	0.000972977622692697	0.00385585308475335	3.35289209723168	-1.41306380294911	ENSG00000070061	chr9
ATP8A1	0.187011505816922	0.000975532667295811	0.00386370580809634	3.35212081811004	-1.65618638489182	ENSG00000124406	chr4
CDH10	0.309673955068686	0.000998700198636071	0.0039526238261744	3.34521216728772	-1.21192136263807	ENSG00000040731	chr5
ANKRD52	0.238850598704728	0.000999156653699718	0.0039526238261744	3.34507755920605	-1.48004090488004	ENSG00000139645	chr12
MFSD11	0.235763456755912	0.00100080823945206	0.00395683398426559	3.34459098754117	-1.35507382208525	ENSG00000092931	chr17
TOMM34	0.242592085971012	0.00100437751958341	0.00396861662723367	3.34354200119041	-1.3713026019235	ENSG00000025772	chr20
FAM171A1	-0.159294495099698	0.00101615143489787	0.0040127855902151	-3.34010622863497	-1.66330329929044	ENSG00000148468	chr10
GDI2	0.125329680076151	0.00101770598756806	0.00401657014542826	3.33965537069504	-1.83615449791358	ENSG00000057608	chr10
TSPAN7	-0.146026778956699	0.00102146081424512	0.00402902898452539	-3.33856902530198	-1.9021351569566	ENSG00000156298	chrX
NDST1	-0.301929854721315	0.00102339953911512	0.00403431404038536	-3.33800957192217	-1.21485102651675	ENSG00000070614	chr5
TTL	0.21740706732354	0.00102579943201334	0.00404140980904905	3.33731840856911	-1.47155638267575	ENSG00000114999	chr2
SLC20A2	-0.262347037048386	0.00103093934825415	0.00405928602524151	-3.33584318720704	-1.33284186934826	ENSG00000168575	chr8
KHSRP	-0.294949789820819	0.00103502216077422	0.0040729814819719	-3.33467625068511	-1.2957719613366	ENSG00000088247	chr19
NDN	0.121265742204447	0.0010398139320734	0.00408944918877905	3.33331214767768	-1.98568772610986	ENSG00000182636	chr15
THNSL2	0.382229801527775	0.00104344798472563	0.00410134718383695	3.33228152458234	-1.206345807823	ENSG00000144115	chr2
SBNO1	-0.256539706556715	0.00106731088018921	0.00419269585996194	-3.32559599860052	-1.38045607594794	ENSG00000139697	chr12
ELOVL5	0.135970336711215	0.00107093511484931	0.00420448127548938	3.32459283640116	-1.91822882690291	ENSG00000012660	chr6
DCTN4	0.179986136056963	0.00107536497426903	0.00421941399630194	3.32337097444718	-1.65106839857713	ENSG00000132912	chr5
NDUFA13	-0.126330293622924	0.0010762580951959	0.00422046029530546	-3.32312519891247	-2.14105826483985	ENSG00000186010	chr19
UGP2	-0.178234966332066	0.00107883927335633	0.00422812110797066	-3.3224159591958	-1.67226300278277	ENSG00000169764	chr2
RRAGC	0.202619783442012	0.0010819617947852	0.00423789337876042	3.32156008472483	-1.64080989112968	ENSG00000116954	chr1
SRSF11	-0.186529020474702	0.00108740637103395	0.0042567441729551	-3.32007323624451	-1.63452977726968	ENSG00000116754	chr1
RBBP6	-0.282160243281719	0.00108855729452754	0.00425877496703372	-3.31975982188519	-1.32030429626838	ENSG00000122257	chr16
TXNL1	0.12671772274305	0.00109266539218626	0.0042723660749616	3.3186436372585	-1.8889725959929	ENSG00000091164	chr18
HUWE1	0.148146260018744	0.00109408721559514	0.00427544406697476	3.31825823420344	-1.85508258691167	ENSG00000086758	chrX
IFT57	0.238261926159807	0.00111329196155054	0.00434796982316867	3.31309779939413	-1.5447616102214	ENSG00000114446	chr3
RASGRF2	0.293373889869288	0.00111561394468384	0.00435451398918601	3.31247950175314	-1.39113884126086	ENSG00000113319	chr5
ATP6V1D	0.127294834557077	0.00111873074351373	0.00436415114015749	3.31165144383813	-2.0381422329396	ENSG00000100554	chr14
SHOC2	0.162618714306274	0.00112040608661599	0.00436815729486802	3.31120723402927	-1.83641152580877	ENSG00000108061	chr10
DBNL	0.185522700234171	0.00112121999189618	0.00436880224719753	3.31099165407294	-1.73256494123174	ENSG00000136279	chr7
DARS	-0.199872649145997	0.00112584124178642	0.00438427309012433	-3.30977037725406	-1.64697155765425	ENSG00000115866	chr2
SAMD4B	-0.219315478000134	0.00112975564264375	0.00439697502281393	-3.3087395521797	-1.49292927247227	ENSG00000179134	chr19
RAB3GAP1	0.168103909416014	0.00114023020894939	0.00443517951367899	3.30599744739182	-1.73136444811423	ENSG00000115839	chr2
CPEB2	0.222316805735215	0.00114177204361963	0.00443655816707122	3.30559579898699	-1.58499106888382	ENSG00000137449	chr4
TMEM65	0.20786329226848	0.00114198890608104	0.00443655816707122	3.30553934680306	-1.60752439764273	ENSG00000164983	chr8
DHRS7	-0.195981721040643	0.00114256025231833	0.00443655816707122	-3.30539066559748	-1.63229636387794	ENSG00000100612	chr14
RBMS1	0.22493712042758	0.00115050387402128	0.00446482983829571	3.30333064730475	-1.59107856657031	ENSG00000153250	chr2
PPA1	0.108285998420165	0.00115318276908258	0.00447264957703474	3.30263891778992	-2.21636820910944	ENSG00000180817	chr10
GRIA1	-0.296978124551472	0.00115597490443522	0.004480899269954	-3.3019195398872	-1.39549288707544	ENSG00000155511	chr5
ABLIM1	-0.179200038351798	0.00115751020587876	0.00448427041805937	-3.30152466778676	-1.72340530240591	ENSG00000099204	chr10
TERF1	-0.271787835848703	0.00115879391186057	0.00448479223138377	-3.30119487927424	-1.40817281062886	ENSG00000147601	chr8
PID1	-0.325307815790986	0.00115897629135211	0.00448479223138377	-3.30114805297235	-1.28672721978825	ENSG00000153823	chr2
ASS1	0.184787239809259	0.00116340615025388	0.00449934973264085	3.30001278144486	-1.90270581853424	ENSG00000130707	chr9
PHF20L1	-0.329976422056716	0.0011834465106544	0.00457422784984436	-3.29492670208927	-1.34473957786234	ENSG00000129292	chr8
FNTA	-0.232651078774905	0.00119015323462937	0.00459751281060668	-3.29324249907091	-1.57466343018455	ENSG00000168522	chr8
DENND4B	-0.361344084884572	0.00119411470894693	0.00461017237488565	-3.29225183604561	-1.26921297659827	ENSG00000198837	chr1
SALL2	-0.238177929426036	0.00120974376424485	0.00466534035206998	-3.28837304153563	-1.57242974081595	ENSG00000165821	chr14
FAM47E	0.330500055908999	0.00120978916358413	0.00466534035206998	3.28836184253933	-1.30471295304559	ENSG00000189157	chr4
CHST8	0.26169374907809	0.00122041166755857	0.00470361178738105	3.28575220868236	-1.49141155675846	ENSG00000124302	chr19
ARHGAP21	-0.178295593839287	0.00122816905444687	0.00473080327033079	-3.28385977942936	-1.81668368621042	ENSG00000107863	chr10
C12orf10	0.160570716239231	0.00123782266483814	0.00476526359600833	3.28152024583913	-1.85592927490313	ENSG00000139637	chr12
NSF	0.114501401712198	0.00123887502430979	0.00476599742633518	3.28126623638273	-2.40272897790704	ENSG00000073969	chr17
SPRED1	-0.37165563980687	0.00123942815658887	0.00476599742633518	-3.28113280661826	-1.35818677380509	ENSG00000166068	chr15
IDH3A	0.149661448439866	0.00124301197856879	0.00477663405938842	3.28026963729705	-1.86510743298013	ENSG00000166411	chr15
TULP4	-0.256359315293022	0.00124361231114254	0.00477663405938842	-3.28012527284823	-1.57159887571219	ENSG00000130338	chr6
ESF1	-0.300433422232277	0.00126565034540696	0.00485851075612917	-3.27487010022044	-1.49326905783646	ENSG00000089048	chr20
JADE1	-0.304112514707199	0.00127101761011681	0.00487464857801485	-3.27360313047025	-1.42960751501851	ENSG00000077684	chr4
NCOA1	-0.21850609591147	0.00127130140293485	0.00487464857801485	-3.27353627845521	-1.67085984894278	ENSG00000084676	chr2
NYAP1	0.264722950707831	0.00127730211137451	0.00489487162931174	3.27212595623812	-1.45686064953497	ENSG00000166924	chr7
SPAG16	-0.321993548235796	0.00127964398675322	0.00490105829377855	-3.27157722713902	-1.40705255434529	ENSG00000144451	chr2
ARHGAP24	0.250299286548634	0.00128469763822805	0.00491761817542181	3.27039627443575	-1.59873691791729	ENSG00000138639	chr4
TMBIM4	-0.297378191414148	0.00129225893005199	0.00494374027034159	-3.26863737749415	-1.52104253872719	ENSG00000155957	chr12
ACTR3B	0.27733670976002	0.00129298951407776	0.00494374027034159	3.26846793783558	-1.51314325357727	ENSG00000133627	chr7
NBR1	-0.221929706534485	0.00129639814518856	0.00495396160189186	-3.26767857158664	-1.66303973922852	ENSG00000188554	chr17
CBX5	-0.172630497427271	0.00130870590477541	0.00499815854902039	-3.2648443436468	-1.85468165274015	ENSG00000094916	chr12
CALM2	0.0730447647329662	0.0013146117442586	0.00501786930372248	3.263493143372	-2.76050907871082	ENSG00000143933	chr2
TFDP2	-0.334570736794436	0.00132026518727851	0.00503659488487845	-3.26220496953347	-1.43020931295727	ENSG00000114126	chr3
UBXN8	0.301505884850254	0.00133000243654376	0.00507086950480777	3.25999825738618	-1.47286992878839	ENSG00000104691	chr8
TMEM132B	-0.349209815830048	0.00133572123480944	0.00508979296318507	-3.25870922545001	-1.40939035289378	ENSG00000139364	chr12
WSB2	0.125589510340325	0.00133661332008692	0.00509031313591043	3.25850861015918	-2.09012049401871	ENSG00000176871	chr12
HSPB1	0.134615848941543	0.00133842513112755	0.00509433339457982	3.25810154676016	-2.32527595286871	ENSG00000106211	chr7
CELF6	0.181573799453197	0.00134925472393138	0.00513265334563846	3.2556790746425	-1.8953415662772	ENSG00000140488	chr15
RIPOR1	0.24003704960824	0.00135104919021354	0.00513657922938411	3.25527941804993	-1.65514842856429	ENSG00000039523	chr16
CCNC	0.273031644577092	0.00135216796932799	0.00513793322581085	3.25503049767909	-1.60025007717641	ENSG00000112237	chr6
LMBR1	0.194015825958418	0.00135361995280182	0.00514055108344186	3.25470772718901	-1.7341039794424	ENSG00000105983	chr7
CPEB4	-0.21548311292469	0.00135987573764022	0.00516139878562376	-3.25332076179444	-1.74341986161777	ENSG00000113742	chr5
MT-CO1	-0.24737881559043	0.00136116929981463	0.00516339953426305	-3.27017783792657	-3.86825812176276	ENSG00000198804	chrMT
LAPTM4B	-0.158994378938856	0.00136328688989004	0.00516852210308901	-3.2525669757995	-1.96346530224626	ENSG00000104341	chr8
SNX30	0.255388128289772	0.00136855419224956	0.00518557344948555	3.25140646180111	-1.55150860045502	ENSG00000148158	chr9
ASAH1	0.124932110493778	0.00137029292391562	0.00518924307387269	3.25102428895954	-2.18317186359064	ENSG00000104763	chr8
ERCC3	0.297239166736626	0.00137843178054169	0.00521713196938729	3.24924134430664	-1.47127641906723	ENSG00000163161	chr2
FBL	-0.295801499321937	0.00138388087760715	0.00523481497610294	-3.24805309663693	-1.45555749153129	ENSG00000105202	chr19
MORN2	-0.291943616111157	0.00139040761996166	0.0052565522646923	-3.24663556688776	-1.54433180106225	ENSG00000188010	chr2
RIF1	-0.300658823348748	0.00139982434888517	0.00528918487854145	-3.24460123097725	-1.55854504737828	ENSG00000080345	chr2
SPHK2	0.239543245548351	0.00142650326685997	0.00538696889508723	3.23890599833806	-1.67618277114551	ENSG00000063176	chr19
CDC34	0.196131229854753	0.00143148021562439	0.0054027351331437	3.23785452339305	-1.79046332850994	ENSG00000099804	chr19
ABCE1	0.215870164796251	0.00143530959067309	0.00541415493413473	3.23704780556894	-1.74219842849992	ENSG00000164163	chr4
ABL1	-0.32684810425601	0.00143632892888556	0.00541496809955347	-3.23683340312473	-1.46411424058012	ENSG00000097007	chr9
MESP1	0.251082847001674	0.00143849915824935	0.00542011679481313	3.23637739870218	-1.6677187343804	ENSG00000166823	chr15
ARHGDIA	0.134588299616212	0.00144335133738666	0.00543535939629621	3.23536017653455	-2.34132086290145	ENSG00000141522	chr17
GNAI1	0.176362014212114	0.00144841074216469	0.00545136489942096	3.23430288998073	-1.93180526411934	ENSG00000127955	chr7
HNRNPD	-0.193028564051581	0.00144970949884058	0.00545320652913958	-3.23403203657664	-1.90181238624164	ENSG00000138668	chr4
BORCS8	0.202229467792886	0.00146184237966586	0.00549577684810764	3.23151258158721	-1.81911974424707	ENSG00000254901	chr19
ORAI2	0.178269272236443	0.00146697617397555	0.00551200138542849	3.23045236851986	-2.00665617642171	ENSG00000160991	chr7
SH3BGRL3	0.121091725002525	0.00147233553085478	0.0055290548892802	3.22934924466137	-2.3191375547875	ENSG00000142669	chr1
GNAO1	0.106274591820354	0.00147767624171075	0.00554601940969657	3.22825366378322	-2.42499521028016	ENSG00000087258	chr16
ATP6V0E1	0.158904885435257	0.00147980300654649	0.00555090916208447	3.22781840813373	-2.0664014117536	ENSG00000113732	chr5
LRFN5	0.240624421912929	0.0015033093010308	0.00563594588817166	3.22304602426409	-1.76406691489528	ENSG00000165379	chr14
CIR1	-0.238929354091862	0.00152313222643456	0.00570708665711326	-3.21907502992132	-1.70262039835588	ENSG00000138433	chr2
CDHR1	0.297881546364518	0.00154804445546123	0.00579720705749991	3.21415203932269	-1.61101377763343	ENSG00000148600	chr10
CNIH1	0.170393233445453	0.00155296191238255	0.00581239133540069	3.21318898491403	-2.0141883628713	ENSG00000100528	chr14
HTR2A	0.251622461148743	0.00155722365189131	0.00582510590937909	3.21235663631588	-1.73225563584678	ENSG00000102468	chr13
TMTC3	0.24776806285294	0.00156317889305098	0.00584225425004253	3.21119707011799	-1.73409343236808	ENSG00000139324	chr12
EMC2	-0.240317220101522	0.00156354229075652	0.00584225425004253	-3.21112644449852	-1.80286688498945	ENSG00000104412	chr8
ZNF664	-0.243624751625935	0.001569881556644	0.005861308533522	-3.20989686614318	-1.75891736499143	ENSG00000179195	chr12
ABCA3	0.167484591948341	0.00157038175790518	0.005861308533522	3.20980004227741	-2.07684880690408	ENSG00000167972	chr16
SNW1	-0.312209013635945	0.00157561217220053	0.00587757431014119	-3.20878930328517	-1.56709959297684	ENSG00000100603	chr14
JAZF1	0.234390344978927	0.0016055068742214	0.00598577742757587	3.2030714598833	-1.74210116778558	ENSG00000153814	chr7
SPATS2	0.26017788856649	0.00163101233893947	0.00607750560145752	3.19827071244038	-1.772448445622	ENSG00000123352	chr12
MTCH2	0.161846330186653	0.00163438281788698	0.00608669820016836	3.1976415253995	-2.0359558737255	ENSG00000109919	chr11
CDK14	0.186104393749934	0.00163901818431007	0.00610058867828559	3.19677817796704	-2.08144375144208	ENSG00000058091	chr7
UBE2A	0.222055520556056	0.00165135798152517	0.00614312463916899	3.19449085782207	-1.92664408634795	ENSG00000077721	chrX
LINC01578	-0.201573926641912	0.00166071325242304	0.00617451720837419	-3.19276729690643	-1.94247875724779	ENSG00000272888	chr15
OSBPL8	0.176955786636575	0.00167223480037153	0.00621392490353171	3.19065696797144	-2.00202060102795	ENSG00000091039	chr12
DUSP22	0.232542400676523	0.00167319625028838	0.00621407008720661	3.19048147551561	-1.8261486895924	ENSG00000112679	chr6
RAB39B	0.223970076373511	0.00168560996522806	0.00625672415192366	3.18822397424639	-1.83339326911929	ENSG00000155961	chrX
MUL1	0.256078628529716	0.00168960591267288	0.00626810299211301	3.18750056965676	-1.78244581824091	ENSG00000090432	chr1
BCAR1	0.244612680322879	0.0016946288426378	0.0062832771121909	3.18659349324575	-1.85239601370997	ENSG00000050820	chr16
RIMKLB	-0.317078732990232	0.00171644753434145	0.00635872101860249	-3.18268203523553	-1.67479773277009	ENSG00000166532	chr12
GCNT2	0.368050954742629	0.00171686411352797	0.00635872101860249	3.18260780419066	-1.5992240292341	ENSG00000111846	chr6
SETD3	-0.27036968970286	0.00172478978651486	0.00638456527019263	-3.18119868554986	-1.77996718818152	ENSG00000183576	chr14
HNRNPM	-0.187288559229767	0.00173449100622208	0.00641694997743997	-3.17948203859873	-2.03634581836818	ENSG00000099783	chr19
SV2A	0.12276807896124	0.00175064042330013	0.00647314189449668	3.1766440178175	-2.51076699429878	ENSG00000159164	chr1
GABBR1	-0.145242104274663	0.0017575488480373	0.00649512155196231	-3.17543736988989	-2.28996447537917	ENSG00000204681	chr6
CITED1	0.219277380631709	0.00176670894572678	0.006525393732106	3.17384419916074	-2.15133867713248	ENSG00000125931	chrX
PSMD5	0.257329977682208	0.00176873343594696	0.00652929159341076	3.17349312284282	-1.80488284706867	ENSG00000095261	chr9
TARSL2	-0.251472409675867	0.00178338336229661	0.00657976654534076	-3.17096365341463	-1.82061827754522	ENSG00000185418	chr15
TSPAN3	-0.107041241884154	0.00178689277754222	0.00658910598921836	-3.17036057444402	-2.57954006349	ENSG00000140391	chr15
B4GALT6	0.216198137125515	0.00178905648652803	0.00659347568366483	3.16998929649658	-1.94852603247239	ENSG00000118276	chr18
RNF5	-0.264181561762761	0.00179438004287517	0.00660947968772554	-3.16907757839584	-1.80371958904098	ENSG00000204308	chr6
FDFT1	0.113291749702105	0.00179839619037848	0.00661794418014283	3.168391425901	-2.4852939076805	ENSG00000079459	chr8
SHC1	0.250474636610737	0.00179864268871034	0.00661794418014283	3.16834935831381	-1.84492817925722	ENSG00000160691	chr1
AGAP1	-0.203009047857445	0.00180177990321248	0.00662586856328739	-3.16781442514645	-2.02129660997446	ENSG00000157985	chr2
NET1	-0.310667642619245	0.00182168632754008	0.00669541777885298	-3.1644401154172	-1.69339295722423	ENSG00000173848	chr10
DDA1	0.147454882623119	0.00182628515657114	0.00670845443948349	3.16366543421059	-2.2118661212083	ENSG00000130311	chr19
VDAC1	0.12078587207203	0.00182722486217192	0.00670845443948349	3.16350736148793	-2.51710152508543	ENSG00000213585	chr5
ALAD	-0.222324215270792	0.00183019128148585	0.0067156855464979	-3.16300885848521	-1.90981866778148	ENSG00000148218	chr9
PNMA8C	0.236156353663073	0.00184006892733499	0.00674825496105379	3.16135431173835	-1.93171997149597	ENSG00000277531	chr19
ANKRD27	0.23213968325229	0.00184161769869891	0.00675026030257592	3.16109563262773	-1.87627845280011	ENSG00000105186	chr19
EIF3B	0.189460959777269	0.00184467771524492	0.00675779976487495	3.16058513400949	-2.10994058521575	ENSG00000106263	chr7
DYRK1B	0.293953790711237	0.00186841056012533	0.0068410227954154	3.15665223874264	-1.78815952745371	ENSG00000105204	chr19
PRKAG2	0.222064621083138	0.00187656845726606	0.00686460489517539	3.15531103122785	-2.09493923281506	ENSG00000106617	chr7
DCUN1D4	0.177034932534657	0.00187688915198353	0.00686460489517539	3.15525841746865	-2.22752842175277	ENSG00000109184	chr4
AUH	0.18549299800644	0.00189298978136532	0.00691973529954323	3.15262756238314	-2.10367403172504	ENSG00000148090	chr9
ECPAS	0.148923458047947	0.00189808050293211	0.00693458153376011	3.15180004552181	-2.22960437489212	ENSG00000136813	chr9
CHURC1	-0.196236403837944	0.00190965467805513	0.00697308594366256	-3.14992623966197	-2.06883701705891	ENSG00000258289	chr14
XPO6	0.177186487030235	0.00191149227530086	0.00697474116115049	3.1496297088814	-2.20094135174354	ENSG00000169180	chr16
B3GAT3	0.168733921272222	0.0019121785549421	0.00697474116115049	3.14951903248135	-2.21504979963471	ENSG00000149541	chr11
BEX2	0.123800325182907	0.0019253564294052	0.00701900771910327	3.14740093745967	-2.57760114646296	ENSG00000133134	chrX
MRPL37	0.204817347704084	0.00193022734921141	0.00703285892587599	3.1466214250128	-2.06977389209875	ENSG00000116221	chr1
PCBD1	0.165125460772241	0.00193124373057304	0.00703285892587599	3.14645899918297	-2.37943878026061	ENSG00000166228	chr10
SEPTIN11	-0.195911889285564	0.00193430295247303	0.0070401939442522	-3.14597058831525	-2.08767851367589	ENSG00000138758	chr4
TMCO3	0.232911413943174	0.00194643489701864	0.00707808388385056	3.14404071397002	-1.94578480946399	ENSG00000150403	chr13
EIF5A	0.137959990714299	0.00194681452230594	0.00707808388385056	3.14398050538569	-2.4185056742811	ENSG00000132507	chr17
PARVB	0.189890077800562	0.00195406820146254	0.00709823139740627	3.14283215443936	-2.13172852495979	ENSG00000188677	chr22
RTL8C	0.101587158572748	0.00195446329852882	0.00709823139740627	3.14276971885554	-2.74452430819319	ENSG00000134590	chrX
GFPT1	0.176008536517307	0.00195774163044409	0.00710630676955917	3.14225210755963	-2.14034397834134	ENSG00000198380	chr2
SEC23A	0.146546280097182	0.00197489946776862	0.00716472682517887	3.13955609817333	-2.38557812145392	ENSG00000100934	chr14
RPL6	-0.143426451185206	0.00197947765474348	0.00717659295361626	-3.13951312335002	-2.68093924419815	ENSG00000089009	chr12
C1GALT1C1	0.277910974733056	0.0019803007719716	0.00717659295361626	3.13871187724247	-1.7994268516339	ENSG00000171155	chrX
SELENOI	0.203351994248186	0.00199664116876439	0.00723192019030414	3.13617079489751	-2.13675602568602	ENSG00000138018	chr2
POGZ	-0.27716890345415	0.0020049526283345	0.00725812243798468	-3.13488566114824	-1.83202570562461	ENSG00000143442	chr1
NUDCD3	0.156490836285804	0.00201172339177881	0.00727872206789144	3.1338423911796	-2.37853690213713	ENSG00000015676	chr7
SDHA	-0.163546448484094	0.00202841085754516	0.00733516046552966	-3.13128491645778	-2.2371118615241	ENSG00000073578	chr5
RAP1GDS1	0.114980988317839	0.00203288279445746	0.00734738808275748	3.1306028672385	-2.57310495783724	ENSG00000138698	chr4
SLC18A3	-0.731272601586136	0.0020425445790845	0.00737835004251597	-3.14040238191077	-1.53243199042956	ENSG00000187714	chr10
POP4	0.221186470049306	0.00204564064139518	0.00738557395556234	3.12866467140631	-1.97859430195368	ENSG00000105171	chr19
RNF7	0.183295487249989	0.00205332344499962	0.00740553981088571	3.12750287308447	-2.26136332930705	ENSG00000114125	chr3
ARHGEF17	0.16574350049363	0.0020533692098463	0.00740553981088571	3.12749596455162	-2.29711626785107	ENSG00000110237	chr11
GHITM	0.0967033634407812	0.00206213481763242	0.0074331740323112	3.12617535196373	-2.81660216747207	ENSG00000165678	chr10
C9orf78	-0.166842818527169	0.00206788269137156	0.0074499067870429	-3.12531220219453	-2.19780546866653	ENSG00000136819	chr9
LIMD2	0.35116044329882	0.00207539562847916	0.00747297720420317	3.12418733513603	-1.78578888982629	ENSG00000136490	chr17
ARMC6	0.25233233170097	0.00207705992525755	0.00747497474169878	3.12393865956924	-1.97937273833376	ENSG00000105676	chr19
RTCA	0.177320120554054	0.00207944943187519	0.00747957865592267	3.12358194678067	-2.1926284481253	ENSG00000137996	chr1
KIF3B	-0.223532745661621	0.00208775810395721	0.00750545696177146	-3.12234454685305	-2.04712995655766	ENSG00000101350	chr20
SHTN1	-0.159444448123905	0.00211093399498153	0.00758103894031543	-3.11891690536111	-2.35311894626782	ENSG00000187164	chr10
KLF7	0.215333708938144	0.00211103296007596	0.00758103894031543	3.11890234349365	-2.11851475164632	ENSG00000118263	chr2
TCEA1	-0.216441220029698	0.00211736633486908	0.00759968457727994	-3.11797175178328	-2.05519826166932	ENSG00000187735	chr8
SEMA6D	0.216994236528995	0.0021184811690859	0.00759968457727994	3.11780821053976	-2.14565861062712	ENSG00000137872	chr15
MID1IP1	-0.176792434660245	0.00212039882001429	0.00760251562024282	-3.11752708570662	-2.2571695932186	ENSG00000165175	chrX
TRNP1	0.190235680900249	0.00212557590929484	0.00761415188314723	3.11676930425587	-2.1555580985087	ENSG00000253368	chr1
ADCY5	0.204094292623602	0.00212590465967047	0.00761415188314723	3.11672124201167	-2.06699016315281	ENSG00000173175	chr3
TNFRSF21	0.19514528493888	0.00212904079961838	0.00762133255421308	3.11626309359602	-2.26620394713647	ENSG00000146072	chr6
P4HTM	0.171145552814617	0.00213371294488049	0.00763400112037166	3.11558171101872	-2.33094168015243	ENSG00000178467	chr3
TMEM150C	0.198748264303313	0.00213804891068755	0.00764545409304778	3.11495058956809	-2.17577626030377	ENSG00000249242	chr4
PSMA6	0.149491118009609	0.00213969613753764	0.00764562988769553	3.11471113758746	-2.44332966622157	ENSG00000100902	chr14
SMG9	0.26114075362964	0.00214036781478311	0.00764562988769553	3.11461354697187	-2.00155724446864	ENSG00000105771	chr19
YIPF4	-0.164550859844809	0.00215166411540418	0.00768190839717964	-3.1129764911148	-2.29784740147377	ENSG00000119820	chr2
ARID1A	-0.231751136473037	0.00215786871080712	0.00769997961054426	-3.11208070061937	-2.03090064082356	ENSG00000117713	chr1
LRRTM1	0.295923147774849	0.00217364757933575	0.00775217773530172	3.10981330278829	-1.85147577749734	ENSG00000162951	chr2
GPR173	0.286193840358378	0.00218483061886848	0.00778793856048515	3.10821551154282	-1.93550711633454	ENSG00000184194	chrX
HSP90B1	-0.10468929375582	0.00219770756344321	0.00782969638017816	-3.10638503699969	-2.74190750180136	ENSG00000166598	chr12
CELF5	0.189526854587976	0.00220066868874163	0.00783610198522854	3.10596551108861	-2.34739953764619	ENSG00000161082	chr19
KCNJ9	0.301000046247564	0.00220735433410119	0.00785575602157408	3.10502021833071	-1.85541359405513	ENSG00000162728	chr1
