Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000113648,H2AFY,154,0.62454,82,-0.4033,77,-0.5654,193,1.01938,77,-0.5521,107,0.02319
ENSG00000145824,CXCL14,154,1.52432,61,-0.0829,77,0.34068,8,-3.0044,31,-1.2638,70,0.16499
ENSG00000113658,SMAD5,154,2.13274,77,0.79870,19,-1.5071,19,-1.4022,25,-1.0888,46,-0.0833
ENSG00000152377,SPOCK1,154,-0.7980,98,-1.4818,138,-1.0587,188,-0.4847,598,1.92058,193,-0.5021
ENSG00000177733,HNRNPA0,154,0.38665,179,0.64535,95,-0.4404,147,0.30387,89,-0.5530,123,0.02634
ENSG00000031003,FAM13B,154,1.70490,40,-0.5946,45,-0.4861,63,0.11826,30,-1.1663,61,0.08211
ENSG00000112981,NME5,154,2.38299,66,0.70890,16,-1.6125,49,0.20858,24,-1.0232,19,-1.3506
ENSG00000112983,BRD8,154,2.07030,33,-0.6143,14,-2.0193,56,0.19551,30,-0.8402,56,0.23452
ENSG00000120709,FAM53C,154,1.97407,50,-0.0413,27,-1.0803,52,0.02318,37,-0.5991,40,-0.4606
ENSG00000120733,KDM3B,154,2.53354,78,1.11776,12,-2.0293,20,-1.0926,14,-1.7540,30,-0.5019
ENSG00000132563,REEP2,154,-0.3272,111,-0.8421,102,-1.0640,362,1.11214,296,0.90275,139,-0.5521
ENSG00000120738,EGR1,154,1.94043,26,-1.0822,112,1.65669,8,-2.7528,9,-2.7422,20,-1.5849
ENSG00000120705,ETF1,154,1.70595,79,0.49073,40,-0.6560,80,0.50053,32,-1.0371,35,-0.8729
ENSG00000113013,HSPA9,154,-0.3563,176,-0.1451,118,-0.8532,388,1.20646,189,-0.0375,200,0.07464
ENSG00000044115,CTNNA1,154,0.49000,190,0.85438,138,0.35908,67,-0.8350,48,-1.4587,123,0.13251
ENSG00000146006,LRRTM2,154,2.67719,13,-1.6829,17,-1.3461,23,-0.7832,13,-1.7967,47,0.39798
ENSG00000120725,SIL1,154,2.36387,54,0.35048,28,-0.7574,59,0.50222,18,-1.4518,16,-1.6879
ENSG00000120727,PAIP2,154,-0.3611,241,0.36808,97,-1.1863,326,0.88515,219,0.24202,192,-0.0125
ENSG00000170464,DNAJC18,154,1.78093,41,-0.5269,35,-0.8180,58,0.03336,18,-1.8837,75,0.55012
ENSG00000131508,UBE2D2,154,1.02984,73,-0.2186,56,-0.7103,119,0.58087,50,-0.9005,99,0.30397
ENSG00000171604,CXXC5,154,0.02622,305,1.20139,89,-0.9332,125,-0.3092,151,-0.0080,150,-0.0122
ENSG00000146005,PSD2,154,0.49605,218,1.10293,106,-0.1278,56,-1.1125,57,-1.1987,136,0.34185
ENSG00000185129,PURA,154,0.64347,115,0.14940,118,0.22210,73,-0.5588,76,-0.5600,106,0.01783
ENSG00000182700,IGIP,154,0.83897,82,-0.2184,71,-0.4968,105,0.19540,66,-0.6187,114,0.37086
ENSG00000120306,CYSTM1,154,0.50945,193,0.90220,60,-1.0777,120,0.10224,146,0.48691,69,-0.8586
ENSG00000113068,PFDN1,154,1.04085,71,-0.2682,58,-0.6460,122,0.63490,56,-0.6970,88,0.10154
ENSG00000131503,ANKHD1,154,1.49544,79,0.30606,59,-0.1905,26,-1.3952,49,-0.5211,57,-0.2481
ENSG00000213523,SRA1,154,1.98230,37,-0.5371,21,-1.5038,53,0.04132,37,-0.5697,52,0.00777
ENSG00000113108,APBB3,154,2.20710,14,-1.7673,28,-0.8882,61,0.45799,27,-0.9193,39,-0.3117
ENSG00000131495,NDUFA2,154,-0.1056,165,0.00936,133,-0.3815,240,0.63011,153,-0.1348,174,0.11019
ENSG00000113141,IK,154,1.23926,150,1.18965,49,-0.7359,54,-0.5015,41,-1.0307,67,-0.1923
ENSG00000170445,HARS,154,0.88879,57,-0.7366,54,-0.9021,157,0.92764,99,0.16964,71,-0.4360
ENSG00000146007,ZMAT2,154,0.80172,93,-0.0463,84,-0.2233,128,0.48308,54,-0.9769,104,0.15237
ENSG00000178913,TAF7,154,0.98808,138,0.79853,60,-0.6253,89,0.06457,42,-1.2076,93,0.15033
ENSG00000171720,HDAC3,154,2.50476,31,-0.4426,13,-1.9011,26,-0.7189,39,-0.0933,27,-0.7193
ENSG00000164620,RELL2,154,1.37088,21,-1.8065,28,-1.5418,112,0.79145,83,0.33805,59,-0.2974
ENSG00000013561,RNF14,154,1.63199,46,-0.4331,43,-0.6097,98,0.79156,60,-0.0405,22,-1.6576
ENSG00000113552,GNPDA1,154,1.60976,15,-2.1786,30,-1.2461,73,0.26786,76,0.38908,52,-0.3186
ENSG00000131507,NDFIP1,154,-1.8381,450,-0.1939,306,-0.8814,948,1.06591,613,0.35877,589,0.28252
ENSG00000113578,FGF1,154,0.07147,274,1.05603,167,0.23183,44,-1.8416,151,0.04797,109,-0.5355
ENSG00000145819,ARHGAP26,154,1.65987,14,-2.1912,51,-0.3110,67,0.17284,25,-1.4489,77,0.47876
ENSG00000113580,NR3C1,154,1.51136,71,0.15557,51,-0.4371,16,-2.1140,57,-0.2328,63,-0.0425
ENSG00000145817,YIPF5,154,1.47794,58,-0.2072,34,-1.1358,59,-0.1770,82,0.40933,46,-0.6464
ENSG00000183775,KCTD16,154,2.36603,17,-1.4470,33,-0.4892,21,-1.1333,3,-3.8858,63,0.73510
ENSG00000133706,LARS,154,1.19591,66,-0.2495,79,0.05243,61,-0.3556,31,-1.5138,94,0.39964
ENSG00000091009,RBM27,154,1.99401,53,0.05220,32,-0.8376,29,-0.8901,37,-0.5901,44,-0.2629
ENSG00000113649,TCERG1,154,2.06492,35,-0.5647,28,-0.9578,41,-0.2875,25,-1.1892,55,0.19295
ENSG00000156475,PPP2R2B,154,0.47627,60,-1.0208,83,-0.5920,154,0.47327,121,0.08423,132,0.25412
ENSG00000169302,STK32A,154,2.06987,49,-0.0273,22,-1.3525,111,1.40469,13,-2.1100,30,-0.8698
ENSG00000113657,DPYSL3,154,-0.3818,356,1.01863,114,-0.9394,414,1.29734,186,-0.0894,118,-0.8846
ENSG00000176049,JAKMIP2,154,2.05802,70,0.56905,37,-0.5063,29,-0.8553,21,-1.4657,39,-0.4256
ENSG00000173210,ABLIM3,154,2.13912,27,-0.9074,38,-0.3985,27,-0.8719,33,-0.6256,40,-0.3404
ENSG00000145882,PCYOX1L,154,1.99197,16,-1.7617,18,-1.6920,67,0.43322,64,0.42487,30,-0.9418
ENSG00000113712,CSNK1A1,154,-0.0231,150,-0.0694,139,-0.2123,212,0.50677,147,-0.1122,159,0.03393
ENSG00000070808,CAMK2A,154,2.43145,5,-3.2127,22,-1.1069,35,-0.2768,38,-0.2092,33,-0.4281
ENSG00000070814,TCOF1,154,2.26893,22,-1.0897,21,-1.2975,49,0.12201,29,-0.7656,41,-0.1852
ENSG00000019582,CD74,154,0.46977,272,1.49661,220,1.34422,3,-5.4076,36,-1.9182,51,-1.3943
ENSG00000164587,RPS14,154,-1.8794,1067,1.23359,710,0.59972,375,-0.5278,285,-1.0479,556,0.11764
ENSG00000070614,NDST1,154,1.84738,88,0.78548,42,-0.4806,22,-1.3718,26,-1.2796,47,-0.2737
ENSG00000171992,SYNPO,154,1.79846,44,-0.3905,52,-0.1324,8,-2.8367,63,0.20371,35,-0.8312
ENSG00000086589,RBM22,154,1.87044,46,-0.2480,45,-0.3399,25,-1.2039,20,-1.6721,67,0.39557
ENSG00000132912,DCTN4,154,1.12765,126,0.77027,46,-0.9343,88,0.16592,65,-0.3716,63,-0.4216
ENSG00000211445,GPX3,154,-1.2217,43,-3.0911,174,-1.1389,771,1.44584,769,1.84728,89,-2.1909
ENSG00000145901,TNIP1,154,1.85955,41,-0.4498,30,-1.0256,37,-0.5886,76,0.63861,23,-1.4209
ENSG00000197043,ANXA6,154,-0.5723,126,-0.8796,102,-1.3202,456,1.25121,430,1.41155,94,-1.4443
ENSG00000196743,GM2A,154,2.47018,68,0.81986,38,-0.1508,4,-3.5104,10,-2.2854,26,-0.8220
ENSG00000113140,SPARC,154,-3.3986,2797,1.10746,2042,0.65154,472,-1.7514,940,-0.7805,1898,0.50097
ENSG00000177556,ATOX1,154,0.41603,157,0.44677,92,-0.4603,155,0.42926,107,-0.2062,106,-0.2200
ENSG00000145907,G3BP1,154,1.37644,112,0.78982,58,-0.3254,57,-0.3221,61,-0.2387,33,-1.2723
ENSG00000155511,GRIA1,154,1.38590,71,0.04573,26,-1.6144,57,-0.3110,11,-2.9552,133,1.38347
ENSG00000155506,LARP1,154,-0.8630,169,-0.7171,154,-0.9519,469,0.95889,431,0.97137,218,-0.3626
ENSG00000170271,FAXDC2,154,1.86309,122,1.39950,46,-0.3008,16,-1.8909,19,-1.7009,34,-0.8385
ENSG00000155508,CNOT8,154,2.56327,60,0.67877,24,-0.8718,23,-0.8428,11,-2.0327,25,-0.7769
ENSG00000082515,MRPL22,154,2.19246,44,-0.0959,21,-1.3226,37,-0.3693,41,-0.2288,30,-0.7533
ENSG00000055163,CYFIP2,154,-0.3065,94,-1.0702,115,-0.8470,370,1.17612,217,0.28412,199,0.11731
ENSG00000172568,FNDC9,154,2.67385,1,-4.4855,13,-1.7240,49,0.39406,6,-2.9553,51,0.54705
ENSG00000113282,CLINT1,154,2.04271,39,-0.3776,37,-0.5378,23,-1.1759,38,-0.4815,42,-0.3265
ENSG00000164330,EBF1,154,1.95855,9,-2.6559,37,-0.6093,7,-2.9561,30,-0.9255,82,0.90933
ENSG00000145860,RNF145,154,1.33863,71,-0.0007,44,-0.8440,63,-0.1923,46,-0.7593,86,0.36078
ENSG00000164332,UBLCP1,154,1.52789,31,-1.1436,30,-1.2889,76,0.27395,49,-0.4986,80,0.42546
ENSG00000113312,TTC1,154,0.63656,89,-0.2718,68,-0.7514,214,1.22420,117,0.20209,59,-1.0002
ENSG00000164609,SLU7,154,0.64924,95,-0.1417,76,-0.5646,113,0.13315,98,-0.1031,113,0.15819
ENSG00000145864,GABRB2,154,1.26974,7,-3.4722,58,-0.4261,31,-1.3522,9,-3.2974,169,1.84773
ENSG00000022355,GABRA1,154,-0.2764,36,-2.4746,109,-0.9025,93,-1.0621,89,-1.2326,484,2.31450
ENSG00000113327,GABRG2,154,-0.3487,31,-2.7348,117,-0.8575,278,0.61828,207,0.14297,306,0.94692
ENSG00000170584,NUDCD2,154,2.12981,74,0.72887,46,-0.0654,32,-0.6340,15,-1.9177,25,-1.1304
ENSG00000038274,MAT2B,154,0.92988,65,-0.4972,36,-1.5187,82,-0.1321,76,-0.2894,138,0.87460
ENSG00000145934,TENM2,154,1.14087,12,-2.8392,29,-1.6597,88,0.18517,53,-0.7088,146,1.28579
ENSG00000113645,WWC1,154,1.84101,111,1.19532,37,-0.7135,8,-2.8203,22,-1.5056,52,-0.0958
ENSG00000113643,RARS,154,1.73903,63,0.14701,38,-0.7153,58,0.00090,38,-0.7441,46,-0.3912
ENSG00000188573,FBLL1,154,0.46398,25,-2.3320,69,-0.9048,155,0.47157,157,0.58878,130,0.20729
ENSG00000120137,PANK3,154,1.52287,43,-0.6402,41,-0.7726,44,-0.6112,57,-0.2191,71,0.18746
ENSG00000182132,KCNIP1,154,2.65927,17,-1.2869,10,-2.0934,3,-3.8046,13,-1.7539,63,0.97937
ENSG00000181163,NPM1,154,0.05233,184,0.34268,173,0.28562,197,0.45939,96,-0.7717,134,-0.1917
ENSG00000072803,FBXW11,154,0.80323,119,0.36059,36,-1.6471,99,0.05536,91,-0.0816,117,0.38330
ENSG00000120129,DUSP1,154,-0.0787,320,1.17251,382,1.94959,57,-1.6167,25,-2.9669,54,-1.8109
ENSG00000113719,ERGIC1,154,2.02855,28,-0.8864,35,-0.6371,66,0.44704,43,-0.2950,24,-1.2202
ENSG00000037241,RPL26L1,154,2.75422,26,-0.5763,12,-1.8380,68,1.03162,8,-2.4781,23,-0.8256
ENSG00000113732,ATP6V0E1,154,0.81108,144,0.69169,76,-0.3984,102,0.11762,110,0.27745,41,-1.4053
ENSG00000164463,CREBRF,154,1.42179,36,-0.9889,56,-0.3559,46,-0.6292,51,-0.5180,81,0.34498
ENSG00000145919,BOD1,154,1.94030,39,-0.4534,29,-1.0059,66,0.37224,32,-0.8357,45,-0.2813
ENSG00000113742,CPEB4,154,0.91965,82,-0.1320,73,-0.3566,36,-1.3919,63,-0.6123,129,0.72661
ENSG00000170091,NSG2,154,-1.3300,100,-1.9731,179,-1.2113,820,1.42777,378,0.08076,535,0.77414
ENSG00000164466,SFXN1,154,0.85149,57,-0.7628,64,-0.6414,98,0.08709,99,0.11337,100,0.13826
ENSG00000145920,CPLX2,154,-0.6392,86,-1.5325,169,-0.5574,769,2.23277,204,-0.2190,160,-0.6446
ENSG00000122203,KIAA1191,154,0.43217,74,-0.7344,82,-0.6417,175,0.64953,158,0.55628,91,-0.4675
ENSG00000146066,HIGD2A,154,0.99927,118,0.54083,69,-0.3746,55,-0.6956,59,-0.6543,92,0.14711
ENSG00000175416,CLTB,154,-0.4718,84,-1.3972,118,-0.9687,289,0.55551,388,1.31611,162,-0.4423
ENSG00000113194,FAF2,154,1.94139,46,-0.2233,19,-1.6669,44,-0.2833,45,-0.2580,50,-0.1008
ENSG00000146083,RNF44,154,2.34443,21,-1.1020,18,-1.5035,46,0.07266,19,-1.3672,49,0.21641
ENSG00000074317,SNCB,154,-1.1539,60,-2.5550,201,-0.8292,540,0.87224,476,0.77192,396,0.39684
ENSG00000169230,PRELID1,154,1.09052,65,-0.3589,44,-1.0463,108,0.46718,75,-0.1396,83,0.03256
ENSG00000169223,LMAN2,154,1.81614,69,0.35582,26,-1.2789,55,-0.0045,45,-0.3968,40,-0.5636
ENSG00000198055,GRK6,154,2.31528,32,-0.5075,21,-1.2394,40,-0.1479,34,-0.4898,31,-0.6144
ENSG00000113758,DBN1,154,1.73742,52,-0.1622,21,-1.6769,61,0.07797,59,0.04634,46,-0.3907
ENSG00000196923,PDLIM7,154,2.09775,64,0.45566,25,-1.1158,58,0.27516,41,-0.2968,15,-1.9572
ENSG00000183258,DDX41,154,1.81696,39,-0.5736,34,-0.8362,48,-0.2328,36,-0.7744,60,0.14072
ENSG00000184840,TMED9,154,0.83764,92,-0.0342,36,-1.5964,109,0.25185,118,0.44198,90,-0.0771
ENSG00000027847,B4GALT7,154,2.01181,31,-0.7562,17,-1.8318,45,-0.1830,44,-0.2497,52,0.05366
ENSG00000145912,NHP2,154,0.48157,110,-0.0723,80,-0.6457,187,0.81455,74,-0.7831,139,0.35866
ENSG00000197451,HNRNPAB,154,1.68367,72,0.32496,40,-0.7037,54,-0.1661,33,-1.0016,54,-0.1589
ENSG00000169045,HNRNPH1,154,0.85119,123,0.46209,77,-0.3303,68,-0.4894,71,-0.4741,97,0.07697
ENSG00000127022,CANX,154,-2.0007,676,0.29164,358,-0.8042,930,0.83638,573,0.02099,737,0.50984
ENSG00000161013,MGAT4B,154,2.32602,39,-0.2138,7,-2.8175,37,-0.2844,43,-0.0595,34,-0.4779
ENSG00000161011,SQSTM1,154,-0.5790,219,-0.0229,178,-0.3973,371,0.86555,238,0.12886,211,-0.0917
ENSG00000197226,TBC1D9B,154,1.32066,80,0.17976,54,-0.4897,99,0.54192,30,-1.4421,71,-0.0198
ENSG00000113269,RNF130,154,0.62286,185,0.94697,78,-0.5423,131,0.34732,67,-0.7921,96,-0.1786
ENSG00000050748,MAPK9,154,0.13652,51,-1.5793,84,-0.9117,227,0.78988,205,0.72612,133,-0.1167
ENSG00000131446,MGAT1,154,1.90708,45,-0.2526,49,-0.1457,33,-0.7632,35,-0.7533,40,-0.5101
ENSG00000146063,TRIM41,154,2.42080,46,0.12609,30,-0.5759,30,-0.5578,19,-1.3730,27,-0.8051
ENSG00000204628,RACK1,154,-0.7404,344,0.55637,298,0.36737,211,-0.2494,191,-0.4549,264,0.12982
ENSG00000112679,DUSP22,154,2.27401,25,-0.8902,17,-1.5953,53,0.25220,58,0.47391,12,-2.1629
ENSG00000124535,WRNIP1,154,1.44950,62,-0.1229,33,-1.1900,69,0.05411,61,-0.1731,64,-0.0679
ENSG00000124570,SERPINB6,154,1.31140,149,1.24922,47,-0.7396,54,-0.4526,55,-0.4801,43,-0.8805
ENSG00000124588,NQO2,154,1.41229,38,-0.9001,39,-0.9643,79,0.24625,57,-0.3381,76,0.19443
ENSG00000137267,TUBB2A,154,-2.5285,324,-1.4231,467,-0.9566,2471,2.03850,1130,0.65656,568,-0.6269
ENSG00000137285,TUBB2B,154,-1.7685,741,0.71045,333,-0.6656,573,0.27494,788,0.98429,326,-0.6987
ENSG00000137266,SLC22A23,154,2.60893,22,-0.9181,38,-0.0372,5,-3.0358,3,-3.8543,45,0.24638
ENSG00000112739,PRPF4B,154,1.37347,89,0.39437,67,-0.0677,31,-1.2441,40,-0.9512,69,-0.0087
ENSG00000198721,ECI2,154,1.76500,98,0.90632,38,-0.7293,34,-0.8100,30,-1.1204,47,-0.3576
ENSG00000214113,LYRM4,154,2.23998,50,0.13890,20,-1.3835,44,-0.0473,20,-1.3597,41,-0.1838
ENSG00000124785,NRN1,154,1.35706,19,-2.0048,37,-1.1017,30,-1.3237,99,0.67742,79,0.21141
ENSG00000124783,SSR1,154,0.49373,88,-0.4097,89,-0.4533,192,0.87266,91,-0.4142,118,0.05502
ENSG00000239264,TXNDC5,154,2.17081,33,-0.5677,29,-0.8510,82,0.93197,16,-1.8178,33,-0.6085
ENSG00000124802,EEF1E1,154,1.62317,33,-0.9481,23,-1.6008,130,1.29952,33,-1.0420,60,-0.0361
ENSG00000111843,TMEM14C,154,1.01098,135,0.78031,50,-0.9029,81,-0.0683,58,-0.6584,88,0.06170
ENSG00000137210,TMEM14B,154,1.28863,110,0.68939,43,-0.9114,52,-0.5243,58,-0.4102,69,-0.1083
ENSG00000224531,SMIM13,154,0.88783,56,-0.7695,54,-0.9150,88,-0.0493,81,-0.2010,125,0.62182
ENSG00000205269,TMEM170B,154,2.04750,26,-1.0287,20,-1.4976,20,-1.4232,52,0.07099,53,0.09910
ENSG00000112137,PHACTR1,154,1.84675,83,0.68697,31,-0.9881,15,-1.9155,59,0.14963,30,-1.0175
ENSG00000145990,GFOD1,154,1.23905,28,-1.5111,52,-0.6414,76,0.02675,37,-1.1865,118,0.91978
ENSG00000225921,NOL7,154,1.38807,74,0.10400,49,-0.6225,90,0.44210,37,-1.0902,67,-0.0606
ENSG00000010017,RANBP9,154,1.33367,62,-0.2178,29,-1.5158,78,0.14669,73,0.05873,71,-0.0048
ENSG00000050393,MCUR1,154,2.02126,36,-0.5536,27,-1.0714,40,-0.3630,39,-0.4746,47,-0.1383
ENSG00000112149,CD83,154,1.02134,18,-2.3232,43,-1.1547,70,-0.2892,51,-0.8874,165,1.41802
ENSG00000047579,DTNBP1,154,2.64570,29,-0.4287,17,-1.3355,15,-1.3987,13,-1.8367,44,0.26130
ENSG00000137198,GMPR,154,1.79947,116,1.23854,26,-1.2939,10,-2.6222,43,-0.4727,44,-0.4392
ENSG00000124788,ATXN1,154,2.06790,72,0.62897,19,-1.5499,22,-1.2230,26,-1.0748,52,0.10432
ENSG00000112186,CAP2,154,1.22901,24,-1.7382,38,-1.1857,130,0.91689,83,0.19375,64,-0.2991
ENSG00000137414,FAM8A1,154,1.52703,68,0.08449,23,-1.6943,67,0.06753,59,-0.1588,63,-0.0404
ENSG00000124795,DEK,154,1.45920,170,1.65487,56,-0.3022,23,-1.6009,17,-2.2244,53,-0.4151
ENSG00000172201,ID4,154,-0.4543,673,2.19807,135,-0.7359,113,-0.9288,96,-1.2967,221,0.14174
ENSG00000272168,CASC15,154,2.54206,31,-0.3870,25,-0.8224,18,-1.2554,1,-5.3414,54,0.55466
ENSG00000152954,NRSN1,154,1.18465,22,-1.8881,39,-1.1588,124,0.79222,32,-1.4610,125,0.98136
ENSG00000112294,ALDH5A1,154,0.64135,121,0.24003,70,-0.6973,79,-0.4429,48,-1.3286,176,1.05221
ENSG00000137261,KIAA0319,154,2.22478,48,0.07456,23,-1.2024,59,0.39641,11,-2.3084,43,-0.1161
ENSG00000111802,TDP2,154,1.50728,47,-0.5003,29,-1.3609,108,0.85730,54,-0.3299,54,-0.3158
ENSG00000112304,ACOT13,154,1.53587,65,0.01589,21,-1.8178,71,0.16590,76,0.33264,46,-0.5934
ENSG00000112308,C6orf62,154,0.41406,213,0.97746,95,-0.4081,120,0.00797,72,-0.8880,128,0.12177
ENSG00000111913,RIPOR2,154,2.33976,49,0.17106,6,-3.1526,12,-1.9826,1,-5.6165,83,1.35059
ENSG00000112763,BTN2A1,154,2.36701,12,-1.9463,8,-2.7426,63,0.61089,38,-0.2379,35,-0.3774
ENSG00000228223,HCG11,154,2.55850,38,-0.0978,13,-1.8308,12,-1.8380,39,-0.0562,26,-0.7219
ENSG00000182952,HMGN4,154,2.12811,27,-0.9189,30,-0.8339,38,-0.3728,43,-0.1848,34,-0.6108
ENSG00000269293,ZSCAN16-AS1,154,1.89630,99,1.04736,48,-0.1993,39,-0.4819,5,-3.6537,42,-0.4443
ENSG00000204713,TRIM27,154,2.10044,37,-0.4127,13,-2.1656,47,-0.0515,43,-0.2181,44,-0.1881
ENSG00000204681,GABBR1,154,-0.3387,154,-0.3397,180,-0.1002,192,0.01246,145,-0.4861,281,0.77470
ENSG00000206503,HLA-A,154,-0.8556,421,0.77800,386,0.74415,299,0.19664,109,-1.4984,260,-0.0349
ENSG00000204619,PPP1R11,154,1.49422,54,-0.3065,36,-1.0211,87,0.47838,66,0.01874,44,-0.6774
ENSG00000231074,HCG18,154,2.09794,26,-0.9785,48,-0.0135,38,-0.3766,30,-0.8668,32,-0.7192
ENSG00000241370,RPP21,154,2.16058,31,-0.6457,15,-1.8826,38,-0.3462,29,-0.8752,58,0.38197
ENSG00000204592,HLA-E,154,0.03291,438,1.92341,297,1.43839,16,-3.3190,35,-2.3752,43,-2.0630
ENSG00000204590,GNL1,154,1.06370,80,-0.0474,54,-0.7384,81,-0.0187,52,-0.7883,106,0.49411
ENSG00000204574,ABCF1,154,1.88261,24,-1.2760,46,-0.2911,34,-0.7327,53,-0.0417,38,-0.5968
ENSG00000204569,PPP1R10,154,2.19353,52,0.18498,23,-1.1872,32,-0.5914,39,-0.3277,29,-0.8322
ENSG00000204568,MRPS18B,154,2.12771,54,0.18612,19,-1.5208,38,-0.3826,34,-0.5861,40,-0.3388
ENSG00000137343,ATAT1,154,1.52916,60,-0.1219,18,-2.0541,86,0.48637,65,0.01071,56,-0.2386
ENSG00000204564,C6orf136,154,1.53816,25,-1.4508,26,-1.5081,66,0.05668,73,0.24383,66,0.07067
ENSG00000196230,TUBB,154,-1.8740,288,-0.9269,287,-1.0326,1279,1.58771,719,0.63387,474,-0.1700
ENSG00000137312,FLOT1,154,-0.0580,151,-0.0894,73,-1.3280,229,0.59809,261,0.99265,118,-0.5432
ENSG00000204580,DDR1,154,0.09893,523,2.41484,87,-0.8972,52,-1.5826,58,-1.5436,143,-0.0216
ENSG00000137411,VARS2,154,2.31971,48,0.13336,17,-1.5443,24,-0.9176,40,-0.1741,28,-0.7897
ENSG00000204525,HLA-C,154,0.14396,216,0.71418,254,1.22473,50,-1.6110,109,-0.4552,61,-1.4226
ENSG00000234745,HLA-B,154,-0.9910,578,1.18870,596,1.55992,74,-2.0989,129,-1.3800,175,-0.8774
ENSG00000198563,DDX39B,154,0.78445,136,0.57630,58,-0.8723,88,-0.1473,65,-0.7040,122,0.44551
ENSG00000213760,ATP6V1G2,154,0.17555,46,-1.6812,102,-0.5444,294,1.30224,97,-0.6225,176,0.46482
ENSG00000204469,PRRC2A,154,1.13805,110,0.53839,36,-1.3421,48,-0.7934,66,-0.3306,99,0.42263
ENSG00000204463,BAG6,154,0.82684,74,-0.3901,124,0.53544,106,0.20072,59,-0.8241,74,-0.4394
ENSG00000204435,CSNK2B,154,0.76308,140,0.60179,75,-0.4796,115,0.26625,91,-0.1335,69,-0.6048
ENSG00000204427,ABHD16A,154,1.35341,69,-0.0242,17,-2.3206,101,0.59110,90,0.46372,48,-0.6587
ENSG00000213722,DDAH2,154,2.15435,125,1.71278,29,-0.8687,28,-0.8117,12,-2.2732,20,-1.4570
ENSG00000204394,VARS,154,2.18518,8,-2.6017,21,-1.3426,71,0.69426,20,-1.4221,53,0.23434
ENSG00000204392,LSM2,154,2.62868,53,0.51081,13,-1.7668,24,-0.7548,10,-2.1773,36,-0.1305
ENSG00000204389,HSPA1A,154,0.71601,379,2.52759,49,-1.2066,49,-1.1288,40,-1.5564,71,-0.6062
ENSG00000204388,HSPA1B,154,-0.0650,408,1.65437,39,-2.3130,236,0.64388,225,0.66785,58,-1.6983
ENSG00000204387,SNHG32,154,1.25020,117,0.75905,66,-0.2128,48,-0.6967,46,-0.8204,63,-0.3074
ENSG00000204386,NEU1,154,2.17632,23,-1.1141,31,-0.7150,67,0.57278,46,-0.0387,13,-2.1182
ENSG00000204371,EHMT2,154,2.01200,46,-0.1387,27,-1.1013,54,0.08993,13,-2.1481,61,0.35305
ENSG00000204356,NELFE,154,1.36697,116,0.84384,44,-0.8054,73,0.07746,47,-0.6845,52,-0.5321
ENSG00000204314,PRRT1,154,0.91124,37,-1.3612,52,-0.9551,115,0.41122,82,-0.1649,117,0.51002
ENSG00000204310,AGPAT1,154,0.37199,85,-0.5886,81,-0.7226,153,0.36616,170,0.63995,105,-0.2882
ENSG00000204308,RNF5,154,2.16677,65,0.51277,25,-1.0764,46,-0.0280,18,-1.6094,37,-0.4296
ENSG00000204287,HLA-DRA,154,2.41087,114,1.75232,42,-0.0102,1,-4.6301,7,-2.9065,8,-2.7174
ENSG00000204256,BRD2,154,1.36199,86,0.33784,64,-0.1658,58,-0.2933,52,-0.5236,50,-0.5951
ENSG00000223865,HLA-DPB1,154,2.47607,63,0.70473,34,-0.3426,28,-0.6255,6,-2.9472,23,-0.9868
ENSG00000204231,RXRB,154,1.57010,45,-0.5283,54,-0.2849,61,-0.0391,41,-0.7531,58,-0.1373
ENSG00000112473,SLC39A7,154,1.94766,49,-0.1181,21,-1.4978,64,0.33121,51,-0.0550,30,-0.9615
ENSG00000204227,RING1,154,1.30017,120,0.84225,39,-1.0780,31,-1.2957,77,0.11365,58,-0.4022
ENSG00000223501,VPS52,154,2.41188,47,0.16763,8,-2.5640,27,-0.7220,43,0.02971,26,-0.8714
ENSG00000231500,RPS18,154,-1.8672,1000,1.12751,791,0.84691,312,-0.7994,225,-1.4191,581,0.21753
ENSG00000204220,PFDN6,154,1.64524,82,0.49935,22,-1.7062,80,0.46581,49,-0.3810,44,-0.5732
ENSG00000237441,RGL2,154,2.43192,93,1.37214,18,-1.4275,19,-1.2365,18,-1.4101,20,-1.2199
ENSG00000231925,TAPBP,154,0.85035,100,0.11872,76,-0.3578,63,-0.6157,95,0.04834,88,-0.0973
ENSG00000112511,PHF1,154,1.46239,46,-0.5711,47,-0.6236,104,0.74052,40,-0.8683,60,-0.1777
ENSG00000112514,CUTA,154,0.16982,209,0.68232,122,-0.2292,193,0.54592,97,-0.6266,127,-0.1640
ENSG00000137288,UQCC2,154,1.20530,97,0.39675,55,-0.5687,103,0.49624,43,-1.0038,68,-0.2032
ENSG00000137309,HMGA1,154,1.82383,22,-1.4507,32,-0.9699,93,0.86677,37,-0.6930,46,-0.3186
ENSG00000186577,SMIM29,154,0.56099,51,-1.1890,32,-2.0449,182,0.84784,163,0.78755,105,-0.0727
ENSG00000272325,NUDT3,154,-0.1314,187,0.18490,170,0.03661,120,-0.5230,124,-0.5294,227,0.59355
