Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000185774,KCNIP4,166,1.35599,10,-3.5857,0,-7.8486,54,-0.7402,183,1.61920
ENSG00000152990,ADGRA3,166,2.01394,29,-1.5889,8,-3.1042,164,1.53547,12,-2.7245
ENSG00000109606,DHX15,166,2.11181,33,-1.3053,41,-0.7513,19,-1.9114,53,-0.4010
ENSG00000168214,RBPJ,166,0.54474,92,-0.6199,226,1.00737,130,0.05773,81,-0.7595
ENSG00000169851,PCDH7,166,1.06364,52,-1.2215,1,-6.2363,141,0.59793,128,0.50710
ENSG00000047365,ARAP2,166,2.03952,44,-0.8631,37,-0.9518,107,0.76139,2,-5.0237
ENSG00000181826,RELL1,166,1.44017,49,-1.0433,203,1.55010,55,-0.6686,10,-3.3536
ENSG00000109790,KLHL5,166,2.11943,40,-0.9802,18,-1.9646,63,-0.0831,32,-1.2482
ENSG00000035928,RFC1,166,1.36872,69,-0.4474,66,-0.4175,77,-0.1851,47,-1.0333
ENSG00000163682,RPL9,166,-2.0415,757,0.67358,655,0.23326,989,0.93898,435,-0.4802
ENSG00000163683,SMIM14,166,0.99480,49,-1.3663,115,0.20364,93,-0.1296,112,0.19439
ENSG00000078140,UBE2K,775,3.20287,38,-3.1354,77,-1.7404,111,-1.1868,142,-0.8913
ENSG00000121892,PDS5A,166,2.01358,32,-1.4219,43,-0.7434,56,-0.3191,45,-0.7348
ENSG00000163697,APBB2,166,1.18911,65,-0.7241,176,1.08749,57,-0.7739,40,-1.4416
ENSG00000154277,UCHL1,166,-2.8794,285,-2.2273,761,-0.4154,423,-1.3212,3257,3.26297
ENSG00000064042,LIMCH1,166,-0.9687,315,0.18611,637,1.37207,458,0.77213,116,-1.5367
ENSG00000109132,PHOX2B,166,2.31927,8,-3.3815,0,-7.3723,0,-7.7286,103,1.00904
ENSG00000109133,TMEM33,166,1.13553,38,-1.6778,159,0.85789,70,-0.4977,91,-0.0767
ENSG00000014824,SLC30A9,166,1.65825,43,-1.1299,30,-1.4536,66,-0.2470,70,-0.1845
ENSG00000124406,ATP8A1,166,0.46241,50,-1.7520,273,1.27611,23,-2.6429,197,0.82642
ENSG00000163285,GABRG1,166,0.98574,40,-1.7253,11,-3.3388,313,2.04953,70,-0.6494
ENSG00000260918,AC107398.3,166,1.55381,32,-1.6868,9,-3.2179,67,-0.2820,110,0.60496
ENSG00000145248,SLC10A4,166,1.60048,2,-5.3556,0,-7.7127,0,-9.1163,187,1.93961
ENSG00000075539,FRYL,166,0.98291,59,-1.0673,296,1.92599,58,-0.8931,28,-2.1274
ENSG00000109180,OCIAD1,166,-0.2843,97,-1.3164,278,0.59892,128,-0.6604,358,1.28407
ENSG00000109184,DCUN1D4,166,1.07042,33,-1.9486,59,-0.7985,46,-1.1721,173,1.16635
ENSG00000163069,SGCB,166,1.20770,37,-1.6700,194,1.27900,67,-0.5018,63,-0.6636
ENSG00000109189,USP46,166,1.48192,45,-1.1462,49,-0.8057,116,0.55681,56,-0.6971
ENSG00000226950,DANCR,166,1.99390,26,-1.7628,106,0.72542,60,-0.2208,22,-1.8989
ENSG00000134851,TMEM165,166,0.45926,86,-0.8167,459,2.35637,44,-1.6818,40,-1.9446
ENSG00000090989,EXOC1,166,1.90782,36,-1.2828,39,-0.9412,36,-1.0626,62,-0.2423
ENSG00000128050,PAICS,166,1.01702,36,-1.8796,96,-0.0735,159,0.76676,105,0.08402
ENSG00000174780,SRP72,166,0.80462,63,-1.0839,83,-0.4497,95,-0.2353,147,0.56015
ENSG00000171476,HOPX,166,1.46087,66,-0.4633,26,-1.7970,118,0.57168,38,-1.3273
ENSG00000047315,POLR2B,1413,4.60225,20,-4.7147,35,-3.4860,40,-3.2841,135,-1.6477
ENSG00000163453,IGFBP7,166,-0.6534,278,0.33050,201,-0.2830,671,1.84890,61,-2.2512
ENSG00000150471,ADGRL3,166,1.27936,46,-1.2502,80,-0.1908,103,0.22454,77,-0.2784
ENSG00000033178,UBA6,166,2.09327,25,-1.7560,73,0.15233,50,-0.4427,34,-1.1299
ENSG00000083896,YTHDC1,166,0.94790,91,-0.2612,73,-0.5438,105,0.02091,74,-0.5980
ENSG00000018189,RUFY3,166,-0.5538,162,-0.6737,354,0.75186,167,-0.4833,349,0.86632
ENSG00000132463,GRSF1,166,1.05145,36,-1.8422,57,-0.8588,119,0.30480,137,0.63584
ENSG00000080493,SLC4A4,166,1.07684,91,-0.1387,8,-3.7221,198,1.20882,34,-1.7541
ENSG00000132466,ANKRD17,166,0.45228,143,0.19106,79,-0.8019,95,-0.5152,123,-0.1194
ENSG00000169116,PARM1,166,1.63570,4,-4.8253,15,-2.5219,42,-0.9816,152,1.40983
ENSG00000163743,RCHY1,166,2.31096,19,-2.1579,13,-2.4008,40,-0.6897,61,-0.0371
ENSG00000138757,G3BP2,166,-0.4149,75,-1.8674,317,0.69878,102,-1.1186,451,1.69128
ENSG00000138768,USO1,166,1.89131,33,-1.4205,72,0.00943,33,-1.2032,53,-0.5338
ENSG00000198301,SDAD1,166,2.42059,22,-1.7999,37,-0.7528,10,-2.6239,49,-0.3723
ENSG00000138760,SCARB2,166,-0.5559,157,-0.7264,637,1.85982,137,-0.7941,230,0.03027
ENSG00000138758,SEPTIN11,166,1.45193,50,-1.0147,0,-7.7941,118,0.56435,78,-0.1360
ENSG00000118816,CCNI,166,-0.4723,279,0.60112,191,-0.1954,259,0.29927,161,-0.5196
ENSG00000169288,MRPL1,166,2.12908,25,-1.7824,0,-6.5573,58,-0.2132,65,-0.0276
ENSG00000138668,HNRNPD,166,0.74072,72,-0.8923,62,-0.9442,178,0.74529,118,0.06739
ENSG00000152795,HNRNPDL,166,-0.2537,144,-0.5657,320,0.87406,309,0.81379,161,-0.3067
ENSG00000145293,ENOPH1,166,-0.0066,100,-0.9871,424,1.65850,100,-0.8052,170,0.04313
ENSG00000249242,TMEM150C,166,2.09562,15,-2.5760,23,-1.6315,46,-0.5846,77,0.27676
ENSG00000145284,SCD5,166,-1.3699,301,-0.4256,741,1.19117,729,1.16180,314,-0.2977
ENSG00000138674,SEC31A,166,1.55206,38,-1.4279,27,-1.6959,87,0.12980,83,0.06376
ENSG00000138663,COPS4,789,4.11799,9,-4.9982,68,-1.7370,74,-1.6236,73,-1.7714
ENSG00000163319,MRPS18C,166,1.69078,29,-1.7832,99,0.42098,53,-0.5759,59,-0.4536
ENSG00000163625,WDFY3,166,1.17987,56,-1.0039,165,0.96237,53,-0.8779,62,-0.7185
ENSG00000109339,MAPK10,166,0.44425,73,-1.1440,91,-0.5865,220,0.87104,161,0.39171
ENSG00000152583,SPARCL1,166,-2.1345,735,0.44937,86,-2.9505,2255,2.50248,279,-1.3208
ENSG00000118785,SPP1,166,-2.1862,408,-0.8435,3602,3.83318,163,-2.0610,150,-2.3397
ENSG00000118777,ABCG2,166,1.77220,80,0.17462,4,-4.1399,58,-0.3951,17,-2.3957
ENSG00000163644,PPM1K,166,0.21648,117,-0.4797,94,-0.7182,128,-0.2252,213,0.71749
ENSG00000145337,PYURF,166,1.10243,38,-1.7318,124,0.40818,109,0.19941,96,-0.0089
ENSG00000177432,NAP1L5,770,1.97658,53,-3.0877,81,-2.1148,71,-2.3097,527,0.99304
ENSG00000145335,SNCA,166,0.63191,74,-0.9451,79,-0.6506,39,-1.7204,203,1.08067
ENSG00000163110,PDLIM5,166,0.73695,87,-0.5486,80,-0.5608,302,1.73425,26,-2.4154
ENSG00000138696,BMPR1B,166,2.48507,21,-1.8731,0,-7.3044,134,1.40332,4,-4.2002
ENSG00000138698,RAP1GDS1,166,0.31731,91,-0.8446,164,0.25281,46,-1.7011,223,0.93341
ENSG00000168785,TSPAN5,166,1.63929,39,-1.3239,88,0.20421,71,-0.1434,47,-0.8714
ENSG00000151247,EIF4E,166,0.92030,42,-1.7030,106,0.02201,100,-0.0802,140,0.56817
ENSG00000197894,ADH5,166,1.02692,37,-1.8276,62,-0.7517,113,0.19845,141,0.68003
ENSG00000109270,LAMTOR3,166,2.17273,17,-2.3992,13,-2.4421,47,-0.5079,72,0.20043
ENSG00000164031,DNAJB14,166,0.94111,45,-1.5475,52,-1.0801,60,-0.8525,177,1.09572
ENSG00000164032,H2AFZ,166,1.86275,36,-1.3075,10,-2.9878,59,-0.3240,70,-0.0520
ENSG00000138814,PPP3CA,166,0.10311,103,-0.8365,33,-2.3651,120,-0.4282,309,1.44623
ENSG00000109332,UBE2D3,166,-0.0901,121,-0.7198,247,0.57914,184,0.09342,220,0.44829
ENSG00000145354,CISD2,166,1.47197,42,-1.2708,64,-0.4076,33,-1.4282,96,0.26603
ENSG00000164039,BDH2,166,1.52697,34,-1.6018,97,0.28944,147,1.00795,27,-1.8465
ENSG00000168772,CXXC4,166,2.15661,20,-2.1347,46,-0.5562,53,-0.3364,50,-0.4891
ENSG00000138777,PPA2,166,2.36664,16,-2.3849,26,-1.3229,34,-0.9142,57,-0.1292
ENSG00000164022,AIMP1,166,1.75318,47,-0.9081,60,-0.3495,72,-0.0532,34,-1.3283
ENSG00000138801,PAPSS1,166,0.30245,82,-1.0610,397,1.85946,67,-1.1607,115,-0.3692
ENSG00000245293,AC096564.1,166,1.90541,62,-0.2905,106,0.67276,4,-4.3002,6,-3.7793
ENSG00000138796,HADH,166,2.24542,20,-2.0759,31,-1.1128,72,0.19544,40,-0.8260
ENSG00000109475,RPL34,166,-2.3148,1041,1.06102,739,0.13760,919,0.49984,501,-0.5421
ENSG00000164089,ETNPPL,166,1.54750,57,-0.6806,0,-7.7413,178,1.37033,22,-2.1041
ENSG00000123739,PLA2G12A,166,1.37842,44,-1.2856,145,0.87400,84,-0.0400,42,-1.2266
ENSG00000174720,LARP7,166,0.86481,81,-0.5822,16,-2.8864,241,1.40869,68,-0.7924
ENSG00000145362,ANK2,166,-1.3522,215,-1.0398,115,-1.7870,430,0.26066,888,2.03015
ENSG00000145349,CAMK2D,166,1.39724,22,-2.3768,30,-1.5865,28,-1.7127,157,1.25887
ENSG00000174607,UGT8,166,-0.3340,121,-0.9758,1004,3.33991,38,-2.5125,29,-3.0903
ENSG00000269893,SNHG8,166,1.42735,67,-0.4837,54,-0.7010,46,-0.9593,65,-0.4773
ENSG00000164096,C4orf3,621,0.89892,336,-0.3433,295,-0.4738,349,-0.2073,338,-0.2896
ENSG00000164111,ANXA5,166,0.26136,108,-0.5873,221,0.71511,244,0.88602,89,-0.8442
ENSG00000138688,KIAA1109,770,3.24647,52,-2.6402,107,-1.2234,110,-1.1741,96,-1.4976
ENSG00000138685,FGF2,166,1.70622,27,-1.8887,11,-2.8973,176,1.46698,43,-0.9967
ENSG00000164070,HSPA4L,166,0.95478,41,-1.6944,10,-3.4883,77,-0.4650,193,1.31631
ENSG00000164040,PGRMC2,166,0.83450,37,-1.9530,194,0.97803,98,-0.1747,123,0.22874
ENSG00000077684,JADE1,166,1.77635,32,-1.5326,17,-2.2270,78,0.09233,72,-0.0659
ENSG00000138650,PCDH10,166,1.06859,62,-0.8859,71,-0.5122,149,0.69251,72,-0.5455
ENSG00000151012,SLC7A11,166,1.35189,40,-1.4516,35,-1.4029,277,2.12460,10,-3.4315
ENSG00000109390,NDUFC1,166,0.51191,87,-0.7621,86,-0.6089,209,0.83913,128,0.01762
ENSG00000164134,NAA15,166,1.95276,31,-1.4954,79,0.20898,31,-1.2634,46,-0.7126
ENSG00000145391,SETD7,166,1.89685,30,-1.6036,104,0.63468,63,-0.1954,26,-1.6723
ENSG00000153130,SCOC,166,-0.9244,142,-1.3015,466,0.84912,242,-0.2434,534,1.34897
ENSG00000109436,TBC1D9,166,2.19422,8,-3.4393,14,-2.3132,22,-1.6237,95,0.75808
ENSG00000109458,GAB1,166,1.29741,50,-1.1239,273,2.03919,24,-1.9933,12,-3.1580
ENSG00000153147,SMARCA5,166,0.39180,102,-0.5700,158,0.26034,176,0.43511,122,-0.1872
ENSG00000164161,HHIP,166,1.42031,52,-0.9617,223,1.71685,41,-1.1092,6,-4.0994
ENSG00000164163,ABCE1,166,1.91854,36,-1.2801,52,-0.4709,35,-1.1023,55,-0.4570
ENSG00000170390,DCLK2,166,1.18858,26,-2.2636,56,-0.8015,264,1.87370,54,-0.9323
ENSG00000145425,RPS3A,166,-2.0041,740,0.67786,595,0.11352,959,0.92496,445,-0.3982
ENSG00000109670,FBXW7,166,1.55856,46,-1.0835,8,-3.4231,44,-0.9329,101,0.43859
ENSG00000109654,TRIM2,166,-0.6197,227,-0.0721,372,0.77277,231,-0.0265,249,0.10950
ENSG00000171566,PLRG1,166,2.30873,22,-1.9062,42,-0.6410,64,0.04851,30,-1.2446
ENSG00000164114,MAP9,166,-0.1270,128,-0.6561,61,-1.6465,188,0.09086,317,1.19764
ENSG00000061918,GUCY1B1,166,-0.0110,58,-1.9295,39,-2.2231,59,-1.5933,449,2.37557
ENSG00000109738,GLRB,166,1.56594,13,-3.0688,0,-7.7308,41,-1.0399,155,1.38661
ENSG00000120251,GRIA2,166,0.89457,57,-1.1839,30,-1.9091,71,-0.6317,175,1.01383
ENSG00000164125,GASK1B,166,2.06211,34,-1.3038,2,-4.7320,119,0.95525,26,-1.5699
ENSG00000164124,TMEM144,166,-0.6050,195,-0.3716,1025,2.93200,80,-1.6548,38,-2.9057
ENSG00000171497,PPID,166,2.14221,21,-2.0448,0,-6.4634,38,-0.8524,79,0.35765
ENSG00000109756,RAPGEF2,166,2.10756,37,-1.1001,29,-1.2730,37,-0.8925,44,-0.7319
ENSG00000168843,FSTL5,166,1.97736,15,-2.6793,16,-2.2339,42,-0.7856,95,0.61694
ENSG00000170088,TMEM192,166,2.05805,40,-1.0206,5,-3.7754,47,-0.5806,52,-0.4521
ENSG00000109466,KLHL2,166,1.42155,56,-0.8311,118,0.54793,51,-0.7808,47,-1.0034
ENSG00000052802,MSMO1,166,0.36350,52,-1.7897,216,0.76084,134,-0.0287,198,0.72606
ENSG00000109472,CPE,495,-0.6185,405,-1.0679,215,-1.8230,2371,2.26769,759,0.14957
ENSG00000196104,SPOCK3,166,0.24789,91,-0.9126,251,0.92305,64,-1.2719,194,0.55731
ENSG00000145439,CBR4,166,2.30956,15,-2.5081,63,0.02187,47,-0.4589,38,-0.8469
ENSG00000137601,NEK1,166,2.10361,26,-1.7002,18,-1.9498,84,0.38726,43,-0.7684
ENSG00000109572,CLCN3,166,0.25894,77,-1.2060,293,1.21824,118,-0.3266,163,0.23127
ENSG00000056050,HPF1,166,1.96837,38,-1.1539,46,-0.6539,41,-0.8410,47,-0.6970
ENSG00000198948,MFAP3L,166,1.69390,42,-1.1382,109,0.58929,64,-0.2794,28,-1.6608
ENSG00000164106,SCRG1,771,2.48958,98,-1.9005,351,0.38737,232,-0.2907,40,-3.0840
ENSG00000150625,GPM6A,510,-0.1863,367,-0.8548,137,-2.1677,851,0.68589,987,1.15129
ENSG00000129128,SPCS3,166,1.30271,39,-1.5332,171,1.12249,50,-0.8985,65,-0.5583
ENSG00000129187,DCTD,166,2.50651,13,-2.5910,21,-1.6086,38,-0.7011,52,-0.2495
ENSG00000173320,STOX2,166,1.21361,39,-1.5744,133,0.60613,47,-1.0612,100,0.15496
ENSG00000151726,ACSL1,166,1.57745,34,-1.6007,197,1.59184,22,-1.9735,33,-1.4662
ENSG00000151729,SLC25A4,166,0.03990,70,-1.5671,156,-0.0571,174,0.11492,294,1.23500
ENSG00000164323,CFAP97,166,2.36493,23,-1.7704,0,-7.3235,82,0.47156,35,-0.9577
ENSG00000083857,FAT1,166,2.33223,17,-2.3244,44,-0.5484,92,0.65077,21,-1.7866
ENSG00000109536,FRG1,166,1.57662,47,-1.0312,111,0.54927,33,-1.3498,51,-0.7882
ENSG00000073578,SDHA,166,1.20299,38,-1.6344,86,-0.1261,88,-0.0855,107,0.27090
ENSG00000249915,PDCD6,166,1.21087,31,-1.9483,132,0.60001,125,0.50365,74,-0.4059
ENSG00000180104,EXOC3,166,1.70482,25,-2.0091,21,-1.9601,76,-0.0055,91,0.33866
ENSG00000171368,TPPP,166,-0.4256,138,-0.8300,466,1.38664,162,-0.4095,258,0.39242
ENSG00000028310,BRD9,166,2.64933,26,-1.4775,22,-1.4648,38,-0.6562,23,-1.5468
ENSG00000049656,CLPTM1L,166,1.30262,28,-2.0836,119,0.48143,26,-1.8594,120,0.57934
ENSG00000145494,NDUFS6,166,0.32189,90,-0.8649,112,-0.3489,183,0.44416,181,0.49260
ENSG00000164151,ICE1,166,2.03731,35,-1.2461,34,-1.0910,45,-0.6641,48,-0.6108
ENSG00000133398,MED10,166,2.07683,16,-2.5014,41,-0.7677,40,-0.8022,72,0.12072
ENSG00000215218,UBE2QL1,166,1.72691,13,-2.9825,30,-1.4423,27,-1.5540,126,1.03725
ENSG00000145545,SRD5A1,166,2.41082,11,-2.9436,0,-7.3194,18,-1.8542,83,0.59664
ENSG00000078295,ADCY2,166,1.15215,42,-1.5328,24,-2.0983,156,0.83649,108,0.24874
ENSG00000112902,SEMA5A,166,1.93106,36,-1.2797,83,0.27905,28,-1.4089,41,-0.9205
ENSG00000150753,CCT5,166,0.61328,47,-1.7452,137,0.20764,130,0.12197,174,0.72119
ENSG00000145495,MARCH6,166,-0.2040,86,-1.4411,215,0.24073,217,0.25642,323,1.14472
ENSG00000169862,CTNND2,166,0.03578,123,-0.5705,69,-1.3316,322,1.17575,186,0.25345
ENSG00000038382,TRIO,781,4.36272,25,-3.5092,11,-4.2433,40,-2.4829,68,-1.8193
ENSG00000154122,ANKH,166,0.43403,90,-0.7676,225,0.89780,82,-0.7566,141,0.11804
ENSG00000154153,RETREG1,166,0.36734,105,-0.5389,251,1.03330,84,-0.7635,124,-0.1714
ENSG00000145555,MYO10,166,0.98659,91,-0.2270,25,-2.1362,211,1.25354,37,-1.6785
ENSG00000176788,BASP1,166,-1.5674,199,-1.4099,77,-2.5692,296,-0.5549,1237,2.73015
ENSG00000145526,CDH18,166,1.91187,13,-2.9042,4,-4.1570,5,-3.7662,129,1.24177
ENSG00000133401,PDZD2,166,2.38130,29,-1.4177,27,-1.2837,89,0.62168,9,-3.0191
ENSG00000113384,GOLPH3,166,1.65314,28,-1.8558,99,0.40576,38,-1.0877,72,-0.1240
ENSG00000056097,ZFR,166,0.66169,89,-0.5627,100,-0.2656,191,0.80681,86,-0.5615
ENSG00000113387,SUB1,166,-0.3775,104,-1.2918,139,-0.6123,222,0.13353,418,1.54092
ENSG00000168724,DNAJC21,166,1.82546,59,-0.4193,3,-4.7067,50,-0.5930,47,-0.7708
ENSG00000164187,LMBRD2,166,1.28832,37,-1.6236,24,-1.9804,51,-0.8877,143,0.94835
ENSG00000152620,NADK2,166,1.87455,19,-2.3257,48,-0.6349,163,1.42284,23,-1.8773
ENSG00000079215,SLC1A3,166,-0.7683,171,-0.8056,112,-1.2882,1217,3.15120,68,-2.1864
ENSG00000164190,NIPBL,166,1.52805,46,-1.1037,131,0.80593,82,0.02139,24,-1.9788
ENSG00000197603,CPLANE1,1408,5.27781,31,-3.9575,60,-2.6443,43,-3.1139,27,-3.9838
ENSG00000113594,LIFR,166,0.92324,69,-0.8091,26,-2.1257,290,1.83029,43,-1.5129
ENSG00000164327,RICTOR,166,1.84152,37,-1.2615,125,0.91229,15,-2.3613,35,-1.2488
ENSG00000132356,PRKAA1,166,2.29109,12,-2.7914,44,-0.5543,25,-1.4398,64,0.04042
ENSG00000145592,RPL37,166,-2.7397,1631,1.60930,1010,0.18932,1095,0.32311,384,-1.4452
ENSG00000182836,PLCXD3,166,1.19242,23,-2.4419,0,-7.9435,45,-1.1175,195,1.60928
ENSG00000250722,SELENOP,166,-2.0728,426,-0.6262,3217,3.67996,240,-1.3749,78,-3.2047
ENSG00000112972,HMGCS1,166,0.31101,53,-1.7952,80,-0.8820,126,-0.1763,285,1.51358
ENSG00000172239,PAIP1,166,1.64052,32,-1.6349,56,-0.5079,55,-0.5377,81,0.06518
ENSG00000248092,NNT-AS1,166,1.80624,42,-1.0942,46,-0.7374,84,0.21813,37,-1.1545
ENSG00000112992,NNT,166,2.57014,25,-1.5728,11,-2.4690,37,-0.7084,35,-0.8874
ENSG00000164172,MOCS2,166,1.53115,34,-1.6110,30,-1.5299,101,0.36012,83,0.04213
ENSG00000164258,NDUFS4,166,1.92484,33,-1.4230,52,-0.4875,36,-1.0400,58,-0.3479
ENSG00000067248,DHX29,166,2.20585,37,-1.0818,46,-0.5247,52,-0.3441,20,-1.9084
ENSG00000039123,MTREX,166,2.21175,26,-1.6463,37,-0.8705,32,-1.0639,50,-0.4574
ENSG00000067113,PLPP1,166,1.52437,42,-1.2484,142,0.94112,65,-0.3553,34,-1.4877
ENSG00000134352,IL6ST,166,0.08870,138,-0.2812,197,0.36459,190,0.30696,144,-0.1665
ENSG00000062194,GPBP1,166,1.20243,55,-1.0126,94,0.02448,121,0.43914,61,-0.7293
ENSG00000152932,RAB3C,166,0.13949,22,-3.2574,3,-5.6130,39,-2.0926,471,2.89422
ENSG00000164182,NDUFAF2,166,1.73703,22,-2.2183,80,0.10352,35,-1.1929,83,0.18306
ENSG00000130449,ZSWIM6,166,1.20005,56,-0.9872,156,0.87749,69,-0.4621,55,-0.9054
ENSG00000068796,KIF2A,166,1.73187,36,-1.3842,40,-0.9877,54,-0.5182,72,-0.0802
ENSG00000153006,SREK1IP1,166,1.32076,54,-0.9663,125,0.58254,66,-0.4512,55,-0.8316
ENSG00000153015,CWC27,166,2.02259,36,-1.1971,43,-0.7249,63,-0.1288,34,-1.1966
ENSG00000113595,TRIM23,166,2.06248,24,-1.8864,22,-1.6884,44,-0.6868,69,0.04279
ENSG00000197860,SGTB,166,1.46588,18,-2.6782,128,0.71960,44,-1.0073,96,0.27723
ENSG00000112851,ERBIN,166,0.29716,159,0.25383,143,0.01117,194,0.52070,65,-1.3196
ENSG00000153914,SREK1,166,1.12777,78,-0.4076,77,-0.3507,93,-0.0356,62,-0.7651
ENSG00000069020,MAST4,166,1.56649,55,-0.7567,37,-1.1766,53,-0.6543,67,-0.3098
ENSG00000145675,PIK3R1,166,0.95708,83,-0.4514,133,0.42596,96,-0.1131,59,-0.9597
ENSG00000134056,MRPS36,166,2.27835,29,-1.4533,25,-1.4302,49,-0.4003,38,-0.8865
ENSG00000273841,TAF9,166,1.54119,16,-2.7443,43,-0.9780,42,-1.0163,131,0.96905
ENSG00000145734,BDP1,166,1.38643,58,-0.7860,90,0.07243,110,0.40554,34,-1.5407
ENSG00000164326,CARTPT,166,-0.5111,25,-3.6637,0,-9.1872,27,-3.1721,777,3.64304
ENSG00000131711,MAP1B,166,-3.9041,2053,0.08834,1409,-0.5352,1337,-0.6171,4254,1.68860
ENSG00000083312,TNPO1,166,1.24781,28,-2.1300,100,0.15977,127,0.55764,88,-0.0582
ENSG00000145741,BTF3,166,0.14903,97,-0.8935,263,0.91695,245,0.78702,123,-0.3903
ENSG00000171617,ENC1,166,1.05295,16,-3.0529,3,-4.8333,37,-1.5039,234,1.94842
ENSG00000164346,NSA2,166,1.17525,76,-0.4411,76,-0.3364,118,0.38334,45,-1.2327
ENSG00000198780,FAM169A,166,1.39759,19,-2.5877,59,-0.5960,92,0.12373,115,0.56774
ENSG00000113161,HMGCR,166,1.19979,24,-2.3864,105,0.20579,44,-1.1427,141,0.83041
ENSG00000113163,CERT1,166,1.19188,44,-1.4051,60,-0.6848,49,-0.9860,132,0.68489
ENSG00000122012,SV2C,166,0.74691,25,-2.6564,10,-3.5657,8,-3.9755,299,2.29735
ENSG00000164252,AGGF1,166,1.84701,25,-1.9239,63,-0.2141,75,0.05707,53,-0.5387
ENSG00000113231,PDE8B,166,1.70768,24,-2.0437,25,-1.7157,38,-1.0736,108,0.69590
ENSG00000171530,TBCA,166,-0.8114,192,-0.6357,177,-0.6290,298,0.20216,493,1.31810
ENSG00000085365,SCAMP1,772,2.64811,46,-3.0204,80,-1.8514,104,-1.4592,268,0.00888
ENSG00000152409,JMY,166,2.40925,23,-1.7919,31,-1.0624,40,-0.6457,38,-0.8049
ENSG00000164300,SERINC5,166,1.73044,36,-1.4049,172,1.43558,50,-0.6392,9,-3.3354
ENSG00000039319,ZFYVE16,166,1.21558,60,-0.8304,175,1.09155,84,-0.1411,28,-1.9353
ENSG00000145687,SSBP2,166,1.35059,24,-2.2938,96,0.15639,93,0.11246,96,0.18085
ENSG00000186468,RPS23,166,-2.2123,965,1.03552,640,0.01201,1057,0.85974,397,-0.8243
ENSG00000174695,TMEM167A,166,0.90794,64,-0.9818,81,-0.4227,82,-0.3977,131,0.42343
ENSG00000038427,VCAN,166,0.83203,95,-0.2942,45,-1.3847,264,1.54969,29,-2.1721
ENSG00000164176,EDIL3,166,-1.5399,375,-0.1983,1582,2.57068,133,-1.7415,268,-0.7543
ENSG00000127184,COX7C,166,-1.8119,510,0.08724,721,0.64402,629,0.41223,600,0.38564
ENSG00000247828,TMEM161B-AS1,166,1.88014,47,-0.8246,50,-0.5547,57,-0.3610,32,-1.3607
ENSG00000245526,LINC00461,166,2.00131,51,-0.5979,0,-6.8069,106,0.71464,14,-2.5410
ENSG00000175745,NR2F1,166,0.37209,82,-0.9957,19,-2.9567,465,2.28374,83,-0.8679
ENSG00000198677,TTC37,166,1.33841,32,-1.8211,155,0.96880,58,-0.6547,73,-0.3178
ENSG00000164292,RHOBTB3,166,1.03034,116,0.34289,40,-1.4202,127,0.40024,25,-2.2356
ENSG00000118985,ELL2,166,1.95634,26,-1.7944,68,-0.0470,42,-0.7829,54,-0.4541
ENSG00000153113,CAST,1399,3.98675,60,-3.1561,76,-2.4465,89,-2.2156,135,-1.7337
ENSG00000113441,LNPEP,166,1.28060,34,-1.7717,54,-0.7954,79,-0.2092,120,0.56982
ENSG00000145721,LIX1,166,2.19941,13,-2.8052,3,-4.3045,193,1.98087,8,-3.2560
ENSG00000174136,RGMB,166,1.11171,33,-1.9513,28,-1.8823,97,0.00816,156,0.97295
ENSG00000174132,FAM174A,166,1.47474,24,-2.1963,52,-0.7378,45,-0.9456,123,0.77486
ENSG00000145730,PAM,166,0.30636,21,-3.1944,36,-2.0798,80,-0.8912,378,2.36401
ENSG00000145725,PPIP5K2,166,2.38279,17,-2.2523,26,-1.3417,20,-1.7339,62,0.00978
ENSG00000145743,FBXL17,166,1.13402,53,-1.1193,36,-1.5052,79,-0.2985,126,0.53711
ENSG00000198961,PJA2,747,1.42087,134,-1.9216,176,-1.2132,216,-0.8988,579,0.82467
ENSG00000112893,MAN2A1,166,1.69257,48,-0.9061,190,1.60482,14,-2.5468,4,-4.4556
ENSG00000164209,SLC25A46,166,1.22168,44,-1.3953,49,-0.9894,33,-1.5767,141,0.85653
ENSG00000224032,EPB41L4A-AS1,166,2.02514,35,-1.2800,95,0.54991,20,-1.8913,32,-1.2948
ENSG00000134982,APC,166,0.34698,107,-0.5179,43,-1.7732,302,1.35858,122,-0.2231
ENSG00000153037,SRP19,166,1.46090,51,-0.9673,68,-0.3181,47,-0.8948,76,-0.1748
ENSG00000129625,REEP5,166,-0.3957,116,-1.1065,238,0.22931,176,-0.2580,382,1.28635
ENSG00000152503,TRIM36,166,1.06462,29,-2.1578,122,0.35831,39,-1.4123,151,0.86465
ENSG00000134970,TMED7,166,0.85600,45,-1.6163,246,1.43398,96,-0.1843,81,-0.5075
ENSG00000129596,CDO1,166,2.01268,8,-3.4944,28,-1.4025,81,0.27741,76,0.18586
ENSG00000145782,ATG12,166,1.71015,34,-1.5094,51,-0.6276,72,-0.0856,64,-0.3108
ENSG00000177879,AP3S1,166,1.36742,49,-1.0936,34,-1.4399,41,-1.1660,113,0.50873
