Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6
ENSG00000151729,SLC25A4,162,-0.5890,92,-1.4833,27,-3.3013,376,0.90460,361,0.82635,361,0.82635
ENSG00000073578,SDHA,52,-1.9951,53,-1.9628,47,-2.1650,224,0.35943,361,1.28894,361,1.28894
ENSG00000249915,PDCD6,72,-1.4141,63,-1.6284,31,-2.6926,147,-0.2671,361,1.41907,361,1.41907
ENSG00000171368,TPPP,145,-0.9331,48,-2.6032,161,-0.7594,451,1.06638,361,0.62899,361,0.62899
ENSG00000145494,NDUFS6,88,-1.2828,89,-1.2748,64,-1.7775,203,0.07668,361,1.16219,361,1.16219
ENSG00000078295,ADCY2,89,-1.1119,148,-0.2972,17,-3.5897,80,-1.2757,361,1.37361,361,1.37361
ENSG00000150753,CCT5,112,-0.9248,19,-3.5763,26,-3.1426,298,0.76198,361,1.14320,361,1.14320
ENSG00000145495,MARCH6,250,0.01055,93,-1.5749,89,-1.6411,335,0.53395,361,0.67708,361,0.67708
ENSG00000169862,CTNND2,167,-0.7329,318,0.36604,184,-0.5672,161,-0.7919,361,0.59969,361,0.59969
ENSG00000154122,ANKH,94,-1.1898,44,-2.3543,84,-1.3767,229,0.27644,361,1.15153,361,1.15153
ENSG00000154153,RETREG1,75,-1.5989,43,-2.4444,68,-1.7349,303,0.73704,361,1.08554,361,1.08554
ENSG00000145555,MYO10,48,-2.0706,115,-0.7208,129,-0.5330,51,-1.9845,361,1.35468,361,1.35468
ENSG00000176788,BASP1,1081,1.30882,145,-2.0961,128,-2.2873,1185,1.51125,361,-0.6831,361,-0.6831
ENSG00000056097,ZFR,42,-2.3981,97,-1.1279,123,-0.7593,179,-0.1348,361,1.16710,361,1.16710
ENSG00000113387,SUB1,248,-0.1451,131,-1.1778,52,-2.5761,467,1.01441,361,0.51861,361,0.51861
ENSG00000164187,LMBRD2,99,-0.9004,40,-2.2893,56,-1.8023,112,-0.7037,361,1.42985,361,1.42985
ENSG00000079215,SLC1A3,134,-1.4196,884,2.07845,95,-1.9489,93,-1.9669,361,0.20462,361,0.20462
ENSG00000164190,NIPBL,43,-2.0604,54,-1.7022,75,-1.2007,47,-1.9159,361,1.63389,361,1.63389
ENSG00000113594,LIFR,64,-1.6369,127,-0.5618,98,-0.9700,51,-1.9629,361,1.36119,361,1.36119
ENSG00000145592,RPL37,225,-1.8976,1190,0.87634,1245,0.96540,1048,0.63136,361,-1.1711,361,-1.1711
ENSG00000182836,PLCXD3,208,0.19678,34,-2.6394,21,-3.3723,129,-0.6139,361,1.26054,361,1.26054
ENSG00000250722,SELENOP,5,-6.4887,116,-1.9740,576,0.65478,986,1.79459,361,-0.1792,361,-0.1792
ENSG00000112972,HMGCS1,178,-0.6022,131,-1.0940,82,-1.8144,419,0.90934,361,0.62336,361,0.62336
ENSG00000248092,NNT-AS1,31,-2.5460,54,-1.7363,54,-1.7391,92,-0.8970,361,1.60572,361,1.60572
ENSG00000134352,IL6ST,51,-2.2885,77,-1.6714,117,-1.0352,347,0.84075,361,0.91959,361,0.91959
ENSG00000062194,GPBP1,17,-3.5110,66,-1.4862,75,-1.3044,122,-0.5287,361,1.49018,361,1.49018
ENSG00000152932,RAB3C,460,0.94860,31,-3.3424,10,-4.9516,426,0.79738,361,0.48672,361,0.48672
ENSG00000153006,SREK1IP1,29,-2.6402,40,-2.1645,80,-1.0928,69,-1.3266,361,1.63593,361,1.63593
ENSG00000112851,ERBIN,62,-1.9747,140,-0.6975,241,0.21284,113,-1.0355,361,0.97623,361,0.97623
ENSG00000153914,SREK1,95,-0.9871,34,-2.5477,131,-0.4621,55,-1.8331,361,1.41408,361,1.41408
ENSG00000145675,PIK3R1,31,-2.7298,48,-2.0697,170,-0.0734,95,-1.0335,361,1.35386,361,1.35386
ENSG00000273841,TAF9,55,-1.7497,45,-2.0587,16,-3.5122,145,-0.2133,361,1.53461,361,1.53461
ENSG00000145734,BDP1,28,-2.8819,57,-1.8108,151,-0.2816,111,-0.7893,361,1.34775,361,1.34775
ENSG00000131711,MAP1B,7819,1.70754,1105,-1.7577,3029,-0.1461,7113,1.48826,361,-3.4255,361,-3.4255
ENSG00000083312,TNPO1,114,-0.7413,30,-2.7579,40,-2.3379,159,-0.1883,361,1.35553,361,1.35553
ENSG00000145741,BTF3,43,-2.4518,123,-0.8620,118,-0.9277,236,0.22792,361,1.03259,361,1.03259
ENSG00000171617,ENC1,327,0.82368,1,-7.1785,7,-5.1181,193,-0.1312,361,1.01978,361,1.01978
ENSG00000164346,NSA2,22,-3.1876,51,-1.9641,91,-1.0877,173,-0.0361,361,1.36673,361,1.36673
ENSG00000113161,HMGCR,168,-0.1538,11,-4.2232,34,-2.6468,169,-0.1490,361,1.27824,361,1.27824
ENSG00000113163,CERT1,37,-2.3417,20,-3.2539,82,-1.1495,135,-0.3548,361,1.50302,361,1.50302
ENSG00000122012,SV2C,341,0.55703,3,-6.6324,11,-4.7333,421,0.96642,361,0.66759,361,0.66759
ENSG00000171530,TBCA,217,-0.5056,179,-0.8189,163,-0.9662,478,0.89885,361,0.36757,361,0.36757
ENSG00000085365,SCAMP1,221,0.07698,37,-2.7010,33,-2.8861,255,0.33233,361,0.98947,361,0.98947
ENSG00000039319,ZFYVE16,5,-5.1250,28,-2.7938,170,-0.0186,103,-0.8374,361,1.43114,361,1.43114
ENSG00000186468,RPS23,230,-1.5676,983,0.88728,832,0.56752,871,0.65466,361,-0.8587,361,-0.8587
ENSG00000174695,TMEM167A,75,-1.4707,63,-1.7363,49,-2.1379,215,0.23962,361,1.23968,361,1.23968
ENSG00000038427,VCAN,1,-7.4902,45,-1.9924,148,-0.1044,28,-2.6996,361,1.62885,361,1.62885
ENSG00000164176,EDIL3,7,-5.6334,17,-4.4658,420,0.44214,799,1.77289,361,0.16998,361,0.16998
ENSG00000127184,COX7C,273,-0.8080,367,-0.3259,253,-0.9314,1050,1.69946,361,-0.3504,361,-0.3504
ENSG00000175745,NR2F1,56,-1.9494,158,-0.3250,58,-1.9018,151,-0.3929,361,1.20155,361,1.20155
ENSG00000198677,TTC37,54,-1.8080,30,-2.7076,76,-1.3055,132,-0.4126,361,1.46290,361,1.46290
ENSG00000164292,RHOBTB3,24,-3.0813,116,-0.6760,120,-0.6141,60,-1.7026,361,1.40410,361,1.40410
ENSG00000153113,CAST,87,-1.1981,36,-2.5245,76,-1.4197,171,-0.1096,361,1.30121,361,1.30121
ENSG00000113441,LNPEP,85,-1.1076,50,-1.9209,53,-1.8394,90,-1.0046,361,1.49602,361,1.49602
ENSG00000145730,PAM,380,0.61270,72,-2.0936,18,-4.1391,431,0.85158,361,0.51532,361,0.51532
ENSG00000145743,FBXL17,41,-2.2256,79,-1.2510,47,-2.0407,129,-0.4663,361,1.45627,361,1.45627
ENSG00000198961,PJA2,343,0.04925,127,-1.5594,82,-2.2098,724,1.50437,361,0.14187,361,0.14187
ENSG00000112893,MAN2A1,0,-8.9187,4,-5.4408,169,0.06983,77,-1.2099,361,1.56006,361,1.56006
ENSG00000164209,SLC25A46,158,-0.1504,10,-4.2641,31,-2.6570,112,-0.7218,361,1.42290,361,1.42290
ENSG00000134982,APC,146,-0.7561,178,-0.4395,211,-0.1579,128,-0.9713,361,0.81677,361,0.81677
ENSG00000129625,REEP5,245,-0.2884,86,-1.9468,67,-2.3225,624,1.47629,361,0.38426,361,0.38426
ENSG00000134970,TMED7,61,-1.7427,45,-2.2036,29,-2.8491,224,0.38714,361,1.32516,361,1.32516
ENSG00000092421,SEMA6A,2,-6.1703,19,-3.3546,128,-0.4760,150,-0.2214,361,1.44759,361,1.44759
ENSG00000133835,HSD17B4,70,-1.4715,38,-2.3820,74,-1.3845,141,-0.3621,361,1.39695,361,1.39695
ENSG00000164904,ALDH7A1,22,-3.1562,109,-0.7264,95,-0.9373,60,-1.6439,361,1.47777,361,1.47777
ENSG00000164902,PHAX,45,-2.0556,81,-1.1664,62,-1.5764,81,-1.1633,361,1.51518,361,1.51518
ENSG00000164241,C5orf63,454,-0.1958,1616,2.49048,238,-1.2427,22,-4.7379,361,-0.5745,361,-0.5745
ENSG00000064651,SLC12A2,6,-5.4024,34,-2.8909,335,0.78948,205,-0.0951,361,0.93943,361,0.93943
ENSG00000169567,HINT1,224,-0.5397,139,-1.2976,120,-1.5291,649,1.42612,361,0.27387,361,0.27387
ENSG00000158985,CDC42SE2,24,-3.0252,68,-1.4520,69,-1.4293,125,-0.5009,361,1.47599,361,1.47599
ENSG00000164398,ACSL6,149,-0.3947,101,-1.0200,13,-4.0284,146,-0.4314,361,1.22430,361,1.22430
ENSG00000113522,RAD50,48,-2.0840,54,-1.9287,138,-0.4557,121,-0.6628,361,1.31852,361,1.31852
ENSG00000131437,KIF3A,484,0.59546,73,-2.4540,128,-1.6066,676,1.26323,361,0.06854,361,0.06854
ENSG00000164402,SEPTIN8,45,-2.8820,78,-2.0522,323,0.21466,544,1.21727,361,0.41828,361,0.41828
ENSG00000164405,UQCRQ,78,-1.8928,156,-0.8250,146,-0.9354,438,0.99009,361,0.61297,361,0.61297
ENSG00000072364,AFF4,47,-2.0350,40,-2.2863,84,-1.1567,134,-0.4144,361,1.43291,361,1.43291
ENSG00000170606,HSPA4,105,-0.8588,30,-2.7518,28,-2.8698,171,-0.0458,361,1.37434,361,1.37434
ENSG00000213585,VDAC1,113,-1.0973,33,-2.9697,29,-3.1571,430,1.25855,361,0.90177,361,0.90177
ENSG00000113558,SKP1,265,-0.8071,306,-0.5753,178,-1.4306,1112,1.91725,361,-0.2988,361,-0.2988
ENSG00000113575,PPP2CA,202,-0.2677,45,-2.5861,36,-2.9146,412,1.03168,361,0.77234,361,0.77234
ENSG00000119048,UBE2B,108,-0.8607,31,-2.7385,18,-3.5596,215,0.28703,361,1.29650,361,1.29650
ENSG00000152700,SAR1B,22,-3.1492,50,-1.9222,56,-1.7524,149,-0.1915,361,1.50050,361,1.50050
ENSG00000164615,CAMLG,101,-1.0024,60,-1.8023,24,-3.1505,204,0.16671,361,1.26627,361,1.26627
ENSG00000113648,H2AFY,72,-1.3745,44,-2.1140,45,-2.0869,128,-0.4658,361,1.46917,361,1.46917
ENSG00000145824,CXCL14,11,-3.9588,140,-0.1981,62,-1.4994,6,-4.8499,361,1.63369,361,1.63369
ENSG00000152377,SPOCK1,261,0.03500,108,-1.4022,75,-1.9625,368,0.65946,361,0.62200,361,0.62200
ENSG00000177733,HNRNPA0,85,-1.2765,78,-1.4025,62,-1.7504,170,-0.1595,361,1.25246,361,1.25246
ENSG00000132563,REEP2,256,0.28075,19,-3.7303,12,-4.3299,301,0.57481,361,0.92450,361,0.92450
ENSG00000113013,HSPA9,241,-0.1315,158,-0.8267,87,-1.7505,352,0.54048,361,0.59024,361,0.59024
ENSG00000044115,CTNNA1,17,-3.7594,108,-0.9612,149,-0.4524,170,-0.2290,361,1.16422,361,1.16422
ENSG00000120727,PAIP2,94,-1.3013,50,-2.2512,34,-2.8212,355,0.97608,361,1.01177,361,1.01177
ENSG00000170464,DNAJC18,42,-2.1493,34,-2.4841,67,-1.4564,119,-0.5338,361,1.53255,361,1.53255
ENSG00000131508,UBE2D2,42,-2.2427,49,-1.9931,43,-2.2006,180,0.06907,361,1.41775,361,1.41775
ENSG00000171604,CXXC5,74,-1.7409,70,-1.8126,159,-0.5353,286,0.47783,361,0.92540,361,0.92540
ENSG00000146005,PSD2,60,-1.6293,183,0.16275,36,-2.4217,0,-9.1936,361,1.49193,361,1.49193
ENSG00000185129,PURA,68,-1.8655,105,-1.2078,197,-0.1826,226,0.04513,361,0.91400,361,0.91400
ENSG00000182700,IGIP,55,-1.8948,44,-2.2185,61,-1.7421,197,0.15998,361,1.32855,361,1.32855
ENSG00000120306,CYSTM1,142,-0.3882,107,-0.8473,32,-2.7034,69,-1.5278,361,1.34163,361,1.34163
ENSG00000113068,PFDN1,70,-1.4348,42,-2.2156,25,-2.9446,161,-0.0929,361,1.44973,361,1.44973
ENSG00000131503,ANKHD1,51,-2.0011,74,-1.4247,122,-0.6397,105,-0.8811,361,1.33718,361,1.33718
ENSG00000131495,NDUFA2,75,-1.7050,143,-0.6925,45,-2.4682,316,0.67800,361,0.94064,361,0.94064
ENSG00000113141,IK,53,-1.7932,80,-1.1770,55,-1.7453,72,-1.3413,361,1.53777,361,1.53777
ENSG00000146007,ZMAT2,68,-1.5373,36,-2.4706,87,-1.1571,145,-0.3372,361,1.37057,361,1.37057
ENSG00000178913,TAF7,30,-2.6755,76,-1.3038,14,-3.7499,173,0.03343,361,1.46091,361,1.46091
ENSG00000131507,NDFIP1,473,0.37317,143,-1.5876,44,-3.3552,915,1.72538,361,-0.0994,361,-0.0994
ENSG00000113578,FGF1,120,-1.2900,208,-0.4130,379,0.64095,164,-0.7990,361,0.54994,361,0.54994
ENSG00000113580,NR3C1,46,-1.9753,38,-2.2524,73,-1.2654,73,-1.2528,361,1.60672,361,1.60672
ENSG00000133706,LARS,66,-1.4875,48,-1.9657,62,-1.5745,97,-0.8809,361,1.50384,361,1.50384
ENSG00000156475,PPP2R2B,100,-1.0022,46,-2.1958,12,-4.0814,223,0.33922,361,1.27993,361,1.27993
ENSG00000113657,DPYSL3,212,-0.0448,100,-1.2659,18,-3.8191,254,0.27237,361,0.93165,361,0.93165
ENSG00000113712,CSNK1A1,140,-0.7179,69,-1.8182,51,-2.2825,309,0.65342,361,0.95625,361,0.95625
ENSG00000019582,CD74,8,-4.5547,142,-0.1756,34,-2.4093,40,-2.1574,361,1.62157,361,1.62157
ENSG00000164587,RPS14,176,-1.5867,705,0.73565,553,0.28632,665,0.62398,361,-0.4459,361,-0.4459
ENSG00000132912,DCTN4,80,-1.2563,29,-2.7560,45,-2.1081,157,-0.1587,361,1.42160,361,1.42160
ENSG00000211445,GPX3,603,1.43153,46,-2.8508,8,-5.3643,340,0.30195,361,0.41035,361,0.41035
ENSG00000197043,ANXA6,314,0.40867,37,-2.9511,11,-4.7138,411,0.91962,361,0.67061,361,0.67061
ENSG00000113140,SPARC,844,-0.4535,3611,2.58141,785,-0.5731,663,-0.8466,361,-1.7929,361,-1.7929
ENSG00000177556,ATOX1,69,-1.7123,85,-1.3878,49,-2.2102,272,0.55708,361,1.10876,361,1.10876
ENSG00000155506,LARP1,361,0.34112,75,-2.1881,143,-1.1964,483,0.89294,361,0.34320,361,0.34320
ENSG00000170271,FAXDC2,1,-7.0872,72,-1.2375,66,-1.3704,67,-1.3604,361,1.66530,361,1.66530
ENSG00000055163,CYFIP2,195,-0.2295,72,-1.8035,56,-2.1808,291,0.47800,361,0.88689,361,0.88689
ENSG00000145860,RNF145,34,-2.4647,69,-1.3869,41,-2.1608,110,-0.6516,361,1.54869,361,1.54869
ENSG00000113312,TTC1,119,-0.9132,39,-2.6129,24,-3.3456,341,0.91170,361,1.02895,361,1.02895
ENSG00000164609,SLU7,166,-0.3770,62,-1.9214,84,-1.4671,209,0.01757,361,1.03217,361,1.03217
ENSG00000145864,GABRB2,89,-1.0788,8,-4.6483,41,-2.2510,175,0.02541,361,1.41660,361,1.41660
ENSG00000022355,GABRA1,246,0.02578,29,-3.2991,80,-1.7802,379,0.81287,361,0.72116,361,0.72116
ENSG00000113327,GABRG2,195,-0.2484,20,-3.7250,21,-3.6476,394,1.04022,361,0.86440,361,0.86440
ENSG00000188573,FBLL1,162,-0.2210,34,-2.6523,6,-5.0171,181,-0.0273,361,1.27575,361,1.27575
ENSG00000181163,NPM1,68,-1.7637,99,-1.1899,102,-1.1512,244,0.29712,361,1.04382,361,1.04382
ENSG00000072803,FBXW11,81,-1.2668,48,-2.0757,69,-1.5271,145,-0.3437,361,1.35514,361,1.35514
ENSG00000113732,ATP6V0E1,67,-1.6032,93,-1.1118,30,-2.8213,185,0.02062,361,1.29159,361,1.29159
ENSG00000164463,CREBRF,52,-1.9231,38,-2.3852,73,-1.4013,153,-0.2113,361,1.41408,361,1.41408
ENSG00000113742,CPEB4,96,-1.1487,112,-0.9143,91,-1.2323,146,-0.4818,361,1.15953,361,1.15953
ENSG00000170091,NSG2,230,-0.2633,48,-2.6804,11,-4.7560,598,1.56177,361,0.53072,361,0.53072
ENSG00000145920,CPLX2,262,-0.0194,75,-2.0144,76,-1.9755,453,0.99492,361,0.55678,361,0.55678
ENSG00000122203,KIAA1191,151,-0.2590,51,-1.9685,21,-3.2438,109,-0.7954,361,1.37844,361,1.37844
ENSG00000146066,HIGD2A,27,-2.8151,63,-1.5600,37,-2.3441,147,-0.2106,361,1.50308,361,1.50308
ENSG00000175416,CLTB,308,0.46478,79,-1.7650,10,-4.7344,303,0.43619,361,0.76636,361,0.76636
ENSG00000074317,SNCB,324,0.46210,38,-2.9086,21,-3.7545,393,0.82844,361,0.66440,361,0.66440
ENSG00000184840,TMED9,112,-0.6774,39,-2.2789,12,-4.0323,121,-0.5430,361,1.48085,361,1.48085
ENSG00000145912,NHP2,36,-2.5274,118,-0.7223,67,-1.6006,152,-0.3165,361,1.29407,361,1.29407
ENSG00000169045,HNRNPH1,71,-1.4757,76,-1.3712,64,-1.6233,124,-0.5868,361,1.37361,361,1.37361
ENSG00000127022,CANX,463,0.16294,367,-0.2367,234,-0.9741,745,1.05899,361,-0.2648,361,-0.2648
ENSG00000161011,SQSTM1,205,-0.4282,135,-1.0914,52,-2.5516,467,1.06660,361,0.56472,361,0.56472
ENSG00000197226,TBC1D9B,19,-3.4294,54,-1.8894,89,-1.1079,171,-0.0497,361,1.37691,361,1.37691
ENSG00000113269,RNF130,16,-3.8221,43,-2.3768,169,-0.2558,226,0.24955,361,1.14533,361,1.14533
ENSG00000050748,MAPK9,158,-0.3513,12,-4.2178,27,-3.0727,246,0.41979,361,1.16606,361,1.16606
ENSG00000204628,RACK1,126,-1.2677,211,-0.4457,179,-0.7145,409,0.72451,361,0.48858,361,0.48858
ENSG00000124570,SERPINB6,13,-3.8398,79,-1.1550,31,-2.5597,118,-0.5126,361,1.57897,361,1.57897
ENSG00000137267,TUBB2A,853,0.65138,81,-3.1056,35,-4.3338,1878,2.47166,361,-0.8280,361,-0.8280
ENSG00000137285,TUBB2B,281,-0.7667,491,0.16977,216,-1.1852,963,1.49250,361,-0.3565,361,-0.3565
ENSG00000112739,PRPF4B,52,-1.8484,50,-1.8929,86,-1.0599,79,-1.1968,361,1.51841,361,1.51841
ENSG00000124783,SSR1,43,-2.2720,68,-1.5913,58,-1.8206,205,0.19678,361,1.29347,361,1.29347
ENSG00000111843,TMEM14C,46,-1.9711,48,-1.9175,11,-4.0272,136,-0.2883,361,1.57987,361,1.57987
ENSG00000224531,SMIM13,65,-1.6316,20,-3.3967,62,-1.7104,210,0.27002,361,1.32896,361,1.32896
ENSG00000124795,DEK,10,-4.2645,84,-1.1592,110,-0.7283,99,-0.9084,361,1.43995,361,1.43995
ENSG00000172201,ID4,87,-1.5377,362,0.86092,80,-1.6649,105,-1.2481,361,0.85800,361,0.85800
ENSG00000112294,ALDH5A1,57,-1.6090,88,-0.9377,25,-2.8624,40,-2.1354,361,1.65725,361,1.65725
ENSG00000112308,C6orf62,90,-1.3409,159,-0.4418,120,-0.8930,146,-0.5823,361,1.04212,361,1.04212
ENSG00000204681,GABBR1,132,-0.7405,212,0.04316,60,-1.9594,113,-0.9945,361,1.03749,361,1.03749
ENSG00000204655,MOG,0,-9.5103,5,-5.1622,115,-0.7340,230,0.44749,361,1.34096,361,1.34096
ENSG00000206503,HLA-A,66,-2.0098,243,0.08052,102,-1.3432,261,0.20611,361,0.80388,361,0.80388
ENSG00000204592,HLA-E,36,-2.6477,233,0.31529,136,-0.6075,43,-2.3616,361,1.15516,361,1.15516
ENSG00000196230,TUBB,497,0.37940,116,-1.9712,79,-2.5544,992,1.80866,361,-0.1799,361,-0.1799
ENSG00000137312,FLOT1,99,-1.1383,47,-2.2685,38,-2.5839,286,0.65443,361,1.11718,361,1.11718
ENSG00000204580,DDR1,32,-2.9864,197,-0.1969,184,-0.3089,191,-0.2515,361,0.90158,361,0.90158
ENSG00000204525,HLA-C,102,-1.1806,218,0.06809,58,-2.0440,157,-0.4860,361,1.01045,361,1.01045
ENSG00000234745,HLA-B,35,-3.0531,345,0.55864,194,-0.4437,218,-0.2519,361,0.64680,361,0.64680
ENSG00000198563,DDX39B,59,-1.5970,42,-2.1298,58,-1.6445,81,-1.1126,361,1.58344,361,1.58344
ENSG00000213760,ATP6V1G2,99,-0.9593,16,-3.6554,22,-3.2380,207,0.26752,361,1.35315,361,1.35315
ENSG00000204469,PRRC2A,65,-1.5358,76,-1.3131,27,-2.8749,128,-0.4793,361,1.45723,361,1.45723
ENSG00000204463,BAG6,55,-1.7378,46,-1.9841,20,-3.1906,129,-0.3898,361,1.55859,361,1.55859
ENSG00000204435,CSNK2B,89,-1.1833,43,-2.2772,56,-1.8946,191,0.06933,361,1.28372,361,1.28372
ENSG00000204389,HSPA1A,18,-3.4688,116,-0.7074,69,-1.5217,141,-0.3923,361,1.35145,361,1.35145
ENSG00000204388,HSPA1B,159,-0.2988,84,-1.3343,13,-4.0705,163,-0.2649,361,1.20857,361,1.20857
ENSG00000204387,SNHG32,21,-3.2602,28,-2.8342,125,-0.5684,157,-0.1895,361,1.37857,361,1.37857
ENSG00000204356,NELFE,55,-1.7088,58,-1.6448,31,-2.5677,97,-0.8358,361,1.58139,361,1.58139
ENSG00000204310,AGPAT1,101,-0.9903,34,-2.6376,25,-3.1108,222,0.33231,361,1.27934,361,1.27934
ENSG00000204256,BRD2,77,-1.2419,28,-2.7409,79,-1.2014,82,-1.1383,361,1.52207,361,1.52207
ENSG00000231500,RPS18,127,-2.3484,808,0.65777,745,0.50726,964,1.00437,361,-0.7339,361,-0.7339
ENSG00000231925,TAPBP,66,-1.4748,89,-1.0112,26,-2.8642,87,-1.0441,361,1.51515,361,1.51515
ENSG00000112514,CUTA,21,-3.3761,86,-1.2596,110,-0.8858,184,-0.0259,361,1.24163,361,1.24163
ENSG00000137288,UQCC2,49,-1.9200,59,-1.6423,34,-2.4677,125,-0.4623,361,1.51664,361,1.51664
ENSG00000186577,SMIM29,149,-0.3745,58,-1.8463,25,-3.0843,159,-0.2615,361,1.25970,361,1.25970
ENSG00000272325,NUDT3,169,-0.6856,230,-0.1809,277,0.13961,135,-1.0513,361,0.62271,361,0.62271
ENSG00000124614,RPS10,119,-1.5033,368,0.35350,312,0.06282,286,-0.0890,361,0.31968,361,0.31968
ENSG00000124507,PACSIN1,137,-0.5039,19,-3.4544,21,-3.3597,209,0.21878,361,1.26934,361,1.26934
ENSG00000124562,SNRPC,45,-2.0389,31,-2.5754,35,-2.4194,141,-0.2362,361,1.55390,361,1.55390
ENSG00000198755,RPL10A,80,-2.0802,347,0.27896,222,-0.4846,404,0.55898,361,0.35290,361,0.35290
ENSG00000112081,SRSF3,73,-1.4522,86,-1.1980,70,-1.5227,124,-0.6141,361,1.33618,361,1.33618
ENSG00000198663,C6orf89,64,-1.6652,44,-2.2169,79,-1.3420,176,-0.0491,361,1.31430,361,1.31430
ENSG00000137409,MTCH1,546,0.43510,202,-1.2205,104,-2.2378,990,1.65041,361,-0.2865,361,-0.2865
ENSG00000124767,GLO1,97,-1.0629,74,-1.4904,55,-1.9428,167,-0.1845,361,1.25790,361,1.25790
ENSG00000146122,DAAM2,48,-2.3194,195,-0.1145,194,-0.1172,90,-1.3624,361,1.02206,361,1.02206
ENSG00000214736,TOMM6,64,-1.5603,54,-1.8091,38,-2.3616,134,-0.3920,361,1.46924,361,1.46924
ENSG00000146223,RPL7L1,45,-2.0617,49,-1.9418,65,-1.5070,117,-0.5929,361,1.49808,361,1.49808
ENSG00000124702,KLHDC3,126,-0.6096,74,-1.4598,41,-2.3518,129,-0.5763,361,1.30143,361,1.30143
ENSG00000137216,TMEM63B,123,-0.5143,20,-3.2860,16,-3.5857,124,-0.5047,361,1.48293,361,1.48293
ENSG00000096384,HSP90AB1,2108,1.12872,687,-0.8614,460,-1.4903,2949,1.89000,361,-1.8604,361,-1.8604
ENSG00000001561,ENPP4,6,-5.0387,13,-3.8428,113,-0.6723,160,-0.0987,361,1.46461,361,1.46461
ENSG00000172348,RCAN2,264,-0.1489,21,-3.9825,82,-2.0075,639,1.55058,361,0.40122,361,0.40122
ENSG00000146072,TNFRSF21,23,-3.3891,3,-6.1076,87,-1.4194,416,1.31421,361,1.01844,361,1.01844
ENSG00000170915,PAQR8,73,-2.0489,154,-0.9018,300,0.20786,349,0.48084,361,0.54322,361,0.54322
ENSG00000096092,TMEM14A,115,-0.8290,33,-2.7254,12,-4.1160,252,0.51350,361,1.22106,361,1.22106
ENSG00000112146,FBXO9,94,-1.0651,56,-1.8591,35,-2.5567,169,-0.0980,361,1.33337,361,1.33337
ENSG00000012660,ELOVL5,85,-1.5690,76,-1.7579,109,-1.1947,366,0.88290,361,0.85470,361,0.85470
ENSG00000151914,DST,276,-0.9532,233,-1.2153,1183,1.74518,531,0.13808,361,-0.5165,361,-0.5165
ENSG00000118482,PHF3,11,-4.1780,45,-2.0991,90,-1.0371,148,-0.2300,361,1.46041,361,1.46041
ENSG00000168216,LMBRD1,45,-2.3124,90,-1.2585,92,-1.2263,221,0.21594,361,1.15712,361,1.15712
ENSG00000112305,SMAP1,112,-0.7368,63,-1.6373,36,-2.4513,110,-0.7565,361,1.40120,361,1.40120
ENSG00000112309,B3GAT2,35,-2.4643,93,-0.9736,70,-1.4287,90,-1.0208,361,1.47216,361,1.47216
ENSG00000119900,OGFRL1,93,-1.4845,298,0.43998,114,-1.1675,169,-0.5342,361,0.80080,361,0.80080
ENSG00000156508,EEF1A1,464,-1.7319,2077,0.76844,2149,0.83475,2760,1.35008,361,-2.1111,361,-2.1111
ENSG00000112695,COX7A2,101,-1.5744,149,-0.9718,122,-1.2878,519,1.24438,361,0.52657,361,0.52657
ENSG00000112697,TMEM30A,114,-1.1850,71,-1.8971,75,-1.8316,426,1.11541,361,0.78531,361,0.78531
ENSG00000112701,SENP6,40,-2.2662,41,-2.2265,55,-1.7656,144,-0.2508,361,1.49077,361,1.49077
ENSG00000196586,MYO6,18,-3.6523,62,-1.8057,252,0.49594,93,-1.1796,361,1.19819,361,1.19819
ENSG00000146247,PHIP,57,-1.8318,69,-1.5466,107,-0.8715,128,-0.5709,361,1.31824,361,1.31824
ENSG00000118418,HMGN3,18,-3.3269,57,-1.6362,63,-1.4769,82,-1.0584,361,1.63205,361,1.63205
ENSG00000065609,SNAP91,229,-0.0557,24,-3.4983,34,-3.0099,411,1.02437,361,0.76696,361,0.76696
ENSG00000135316,SYNCRIP,34,-2.4741,50,-1.9055,78,-1.2287,116,-0.6111,361,1.49240,361,1.49240
ENSG00000203875,SNHG5,15,-3.6934,83,-1.1732,157,-0.1367,41,-2.2336,361,1.45608,361,1.45608
ENSG00000188994,ZNF292,33,-2.4944,53,-1.8208,101,-0.8044,78,-1.2197,361,1.52404,361,1.52404
ENSG00000146278,PNRC1,8,-4.4995,79,-1.1898,52,-1.8201,119,-0.5290,361,1.53952,361,1.53952
ENSG00000172461,FUT9,26,-2.7909,77,-1.1621,83,-1.0340,32,-2.4994,361,1.63625,361,1.63625
ENSG00000132424,PNISR,149,-0.6291,145,-0.6754,226,0.07390,59,-2.0663,361,0.94042,361,0.94042
ENSG00000112320,SOBP,41,-2.2825,67,-1.5348,93,-1.0243,120,-0.6164,361,1.40029,361,1.40029
ENSG00000025796,SEC63,33,-2.6108,55,-1.8190,73,-1.4071,158,-0.1631,361,1.40655,361,1.40655
